Code	Presentation	Form	Dosage	Amount	Route 	Agent	Manufacturer	Country
1416	350ml	Suspension		350	Oral	Mectapharm S.A.L.	Church and Dwight Canada Corp	Canada
1433	10Vials	Injection	2,000IU	10	IV/SC	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1434	10Vials	Injection	4,000IU/ml	10	IV/SC	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1440	15g	Cream	2%	15	Topical	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1453	75ml	Liquid 	15mg/5ml	75	Oral	Mectapharm S.A.L.	Church and Dwight Canada Corp	Canada
1454	30	Tablet	50mg	30	Oral	Mectapharm S.A.L.	Church and Dwight Canada Corp	Canada
1455	10	Suppository	100mg	10	Rectal	Mectapharm S.A.L.	Church and Dwight Canada Corp	Canada
1459	7	Ovule	200mg	7	Vaginal	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1460	3	Ovule	400mg	3	Vaginal	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1475	20	Tablet, film coated	375mg	20	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1478	20	Tablet, film coated	625mg	20	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1479	12	Capsule	500mg	12	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1490	100ml	Syrup	5mg/5ml	100	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1491	20	Tablet	10mg	20	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1492	2	Vial	100mg/10ml	20	Infusion 	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
1493	1	Vial	500mg/50ml	50	Infusion 	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
1494	100	Tablet		100	Oral	Omnipharma	Delpharm Milano SRL	Italy
1497	20	Tablet, coated	50mg	20	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
1498	100ml	Suspension	250mg/5ml	100	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
1499	30g	Herbal Ointment	0.25%	30	Topical	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1503	20	Capsule	500mg	20	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
1510	28	Tablet, gastroresistant	20mg	28	Oral	Omnipharma	AstraZeneca AB	Sweden
1511	28	Tablet, gastroresistant	40mg	28	Oral	Omnipharma	AstraZeneca AB	Sweden
1523	15ml	Drops	40mg/ml	15	Oral	Mectapharm S.A.L.	Church and Dwight Canada Corp	Canada
1525	32	Capsule, liquid gel	180mg	33	Oral	Mectapharm S.A.L.	Catalent Ontario Limited	Canada
1527	15g	Cream			Topical	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1531	28	Capsule	20mg	28	Oral	UPO S.A.L.	Pharmascience Inc	Canada
1542	30g	Gel	5%	30	Topical	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1543	20	Caplet, film coated		20	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1544	14	Capsule	20mg	14	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
1548	15g	Cream	20mg/g	15	Topical	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
1551	10	Tablet	1g	10	Oral	Khalil Fattal & Fils S.A.L.	Delpharm Gaillard	France
1552	14	Capsule	10mg	14	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1553	14	Capsule	20mg	14	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1554	14	Capsule	40mg	14	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1555	1Vial	Lyophilised powder for IV Infusion/ Injection	40mg		Infusion 	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1556	14	Tablet, film coated	250mg	14	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1557	14	Tablet, film coated	500mg	14	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1559	50	Tablet	0.5mg	50	Oral	Omnipharma	Recipharm Leganes S.L.U.	Spain
1564	50	Tablet, coated	200mg	50	Oral	Sadco	Pf Consumer Healthcare Canada ULC	Canada
1570	1	Vial + Solvent	1g	10	Infusion/IV	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
1571	1	Vial + Solvent	1g	3.5	IM	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
1575	20	Caplet, coated		10	Oral	Sadco	Pf Consumer Healthcare Canada ULC	Canada
1579	5Ampoules	Injection	20mg/ml	5	IV/IM/SC	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1580	60	Tablet	25mg	60	Oral	Omnipharma	AstraZeneca UK Ltd	UK
1581	60	Tablet	100mg	60	Oral	Omnipharma	AstraZeneca UK Ltd	UK
1589	200ml	Solution		200	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1591	100ml	Suspension	100mg/5ml	100	Oral	Sadco	Pf Consumer Healthcare Canada ULC	Canada
1595	120doses	Turbuhaler Inhalation powder		120	Respiratory	Omnipharma	AstraZeneca AB	Sweden
1602	10	Capsule	75mg	10	Oral	Omnipharma	Cenexi SAS	France
1606	14	Tablet		14	Oral	Omnipharma	AstraZeneca UK Ltd	UK
1610	30	Tablet	100mg	30	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1617	1Vial	IM injection	1g		IM	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1618	1Vial + 2ml Ampoule of sterile water	IM injection	500mg	2	IM	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1629	25	Tablet	5mg	25	Oral	Omnipharma	Recipharm Leganes S.L.U.	Spain
1630	1Vial	Injectable IV	0.5g		IV	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1636	50ml	Pump Spray	100mg/ml 	50	Topical	Abela Frères S.A.L.	AstraZeneca AB	Sweden
1641	28	Tablet		28	Oral	Omnipharma	AstraZeneca UK Ltd	UK
1642	28	Tablet	5mg	28	Oral	Omnipharma	AstraZeneca UK Ltd	UK
1643	28	Tablet	10mg	28	Oral	Omnipharma	AstraZeneca UK Ltd	UK
1644	28	Tablet	20mg	28	Oral	Omnipharma	AstraZeneca UK Ltd	UK
1646	1	Prefilled syringe	3.6mg		SC	Omnipharma	AstraZeneca UK Ltd	UK
1651	60	Tablet, film coated	10mg	60	Oral	Mediterranean Pharmaceutical Company	Lagap SA	Switzerland
1652	60	Tablet, film coated	40mg	60	Oral	Mediterranean Pharmaceutical Company	Lagap SA	Switzerland
1658	12	Capsule	500mg	12	Oral	The Lebanese Pharmacists SAL	RAM Pharmaceutical Industries Co Ltd	Jordan
1659	60ml	Suspension	250mg/5ml	60	Oral	The Lebanese Pharmacists SAL	RAM Pharmaceutical Industries Co Ltd	Jordan
1660	1Vial + 1Amp solvent	Injection	1g		Infusion/IV/IM	The Lebanese Pharmacists SAL	Eipico	Egypt
1662	10	Tablet	500mg	10	Oral	The Lebanese Pharmacists SAL	Eipico	Egypt
1664	24	Tablet	40mg	24	Oral	Mediterranean Pharmaceutical Company	Pharmaceuticals Lagap SA	Switzerland
1665	10	Capsule	100mg	10	Oral	Mediterranean Pharmaceutical Company	Labatec Pharma SA	Switzerland
1668	14	Capsule	20mg	14	Oral	The Lebanese Pharmacists SAL	Eipico	Egypt
1671	16	Capsule		16	Oral	The Lebanese Pharmacists SAL	Eipico	Egypt
1679	100ml	Suspension		100	Oral	Mediterranean Pharmaceutical Company	Lagap SA	Switzerland
1681	10	Tablet		10	Oral	Mediterranean Pharmaceutical Company	Pharmaceuticals Lagap SA	Switzerland
1682	30ml	Suspension	100mg/5ml	30	Oral	The Lebanese Pharmacists SAL	RAM Pharmaceutical Industries Co Ltd	Jordan
1685	20	Tablet	250mg	20	Oral	Mediterranean Pharmaceutical Company	Labatec Pharma SA	Switzerland
1686	24	Tablet	500mg	24	Oral	Mediterranean Pharmaceutical Company	Labatec Pharma SA	Switzerland
1689	30	Tablet	10mg	30	Oral	The Lebanese Pharmacists SAL	RAM Pharmaceutical Industries Co Ltd	Jordan
1705	3x3ml	Ampoule injectable		9	IM	Mediterranean Pharmaceutical Company	Lagap SA	Switzerland
1709	24	Caplet		24	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1710	24	Caplet		24	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1711	28	Tablet	10mg	28	Oral	Omnipharma	IPR Pharmaceuticals	USA
1712	28	Tablet	20mg	28	Oral	Omnipharma	IPR Pharmaceuticals	USA
1713	28	Tablet	40mg	28	Oral	Omnipharma	IPR Pharmaceuticals	USA
1720	6	Capsule	250mg	6	Oral	Macromed S.A.R.L.	Hayat Pharmaceuticals Industries Co PLC	Jordan
1721	15ml	Dry suspension	200mg/5ml	15	Oral	Macromed S.A.R.L.	Hayat Pharmaceuticals Industries Co PLC	Jordan
1722	22.5ml	Dry suspension	300mg/7.5ml	22.5	Oral	Macromed S.A.R.L.	Hayat Pharmaceuticals Industries Co PLC	Jordan
1725	50g	Gel	10mg/g	50	Topical	Macromed S.A.R.L.	Hayat Pharmaceuticals Industries Co PLC	Jordan
1726	60ml	Dry suspension	100mg/5ml	60	Oral	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan
1727	5	Capsule	400mg	5	Oral	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan
1728	14	Capsule	30mg	14	Oral	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan
1731	1Vial + 1Vial Solv	Concentrate for injection	80mg/2ml	8	Infusion 	Mediterranean Pharmaceutical Company	GP-Pharm, SA	Argentine
1732	1Vial	Solution for injection	100mg/5ml	5	Infusion 	Mediterranean Pharmaceutical Company	GP-Pharm, SA	Argentine
1735	20	Tablet	10mg	20	Oral	C. Catafago & Co	Amriya Pharmaceutical Industries Co	Egypt
1736	5	Ampoule IM	30mg/2ml	10	IV/IM	C. Catafago & Co	Amriya Pharmaceutical Industries Co	Egypt
1746	20	Tablet, film coated	250mg	20	Oral	Mersaco	Sanofi Aventis SA	Spain
1747	14	Comprimé pelliculé	500mg	14	Oral	Mersaco	Sanofi Aventis SA	Spain
1752	2Prefilled syringes	Injectable solution	4,000UI (40mg)/0.4ml	0.8	SC/Intravascular	Mersaco	Sanofi Winthrop Industrie	France
1757	2 Seringues préremplies	Injectable solution	8000UI (80mg)/0.8ml	1.6	SC	Mersaco	Sanofi Winthrop Industrie	France
1758	2 Seringues préremplies	Injectable solution	6000UI (60mg)/0.6ml	1.2	SC	Mersaco	Sanofi Winthrop Industrie	France
1759	2Prefilled syringes	Injectable solution	2,000UI (20mg)/0.2ml	0.4	SC/Intravascular	Mersaco	Sanofi Winthrop Industrie	France
1765	10	Tablet, film coated	3MIU	10	Oral	Mersaco	Sanofi SpA	Italy
1766	16	Tablet, film coated	1.5MIU	16	Oral	Mersaco	Sanofi SpA	Italy
1770	10	Suppository	150mg	10	Rectal	Mersaco	Sanofi Winthrop Industrie	France
1772	10	Suppository	300mg	10	Rectal	Mersaco	Sanofi Winthrop Industrie	France
1779	1 Vial	Concentrate for solution for infusion	80mg/4ml	8	Infusion 	Mersaco	Sanofi Aventis Deutschland GmbH	Germany
1780	1 Vial	Concentrate for solution for infusion	20mg/ml	2	Infusion 	Mersaco	Sanofi Aventis Deutschland GmbH	Germany
1781	120Spray	Nasal Spray	55mcg/dose	120	Nasal	Mersaco	Aventis Pharma, Holmes Chapel	UK
1800	100	Tablet		100	Oral	Mediterranean Pharmaceutical Company	Klocke Pharma Service GmbH	Germany
1801	100g	Powder		100	Oral	Mediterranean Pharmaceutical Company	Klocke Pharma Service GmbH	Germany
1808	20	Tablet, film coated	20mg	20	Oral	Sadco	Dar Al Dawa	Jordan
1809	10	Tablet, film coated	40mg	10	Oral	Sadco	Dar Al Dawa	Jordan
1811	14	Tablet, enteric coated	20mg	14	Oral	Sadco	Dar Al Dawa	Jordan
1812	10	Suppositoire	12.5mg	10	Rectal	Sadco	Dar Al Dawa	Jordan
1819	10	Tablet, film coated	500mg	10	Oral	Sadco	Dar Al Dawa	Jordan
1820	75ml	Suspension	250mg/5ml	75	Oral	Sadco	Dar Al Dawa	Jordan
1822	20	Tablet, enteric coated	50mg	20	Oral	Sadco	Dar Al Dawa	Jordan
1823	10	Tablet, film coated	100mg	10	Oral	Sadco	Dar Al Dawa	Jordan
1832	30g	Gel	1%	30	Topical	Sadco	Dar Al Dawa	Jordan
1835	6	Capsule	250mg	6	Oral	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan
1837	10	Capsule, soft gelatin	200mg	10	Oral	C. Catafago & Co	Pharco Pharmaceuticals	Egypt
1839	20	Capsule, soft gelatin	300mg	10	Oral	C. Catafago & Co	Pharco Pharmaceuticals	Egypt
1840	12	Tablet	500mg	12	Oral	Mediterranean Pharmaceutical Company	Pharco Pharmaceuticals	Egypt
1842	1Vial		750mg		IV/IM	C. Catafago & Co	Pharco Pharmaceuticals	Egypt
1846	14	Capsule	20mg	14	Oral	C. Catafago & Co	Pharco Pharmaceuticals	Egypt
1847	24	Capsule, soft gelatin	10mg	24	Oral	C. Catafago & Co	Pharco Pharmaceuticals	Egypt
1848	120ml	Suspension	5mg/5ml	120	Oral	C. Catafago & Co	Pharco Pharmaceuticals	Egypt
1849	30	Tablet, enteric coated		30	Oral	C. Catafago & Co	Pharco Pharmaceuticals	Egypt
1850	1Vial		1g		Infusion/IV/IM	C. Catafago & Co	Pharco Pharmaceuticals	Egypt
1852	10	Tablet	10mg	10	Oral	C. Catafago & Co	Pharco Pharmaceuticals	Egypt
1853	16	Tablet	625mg	16	Oral	New Allpharma	Medochemie Ltd	Cyprus
1854	100ml	Powder for oral suspension	312.5mg/5ml	100	Oral	New Allpharma	Medochemie Ltd	Cyprus
1855	14	Tablet	1g	14	Oral	New Allpharma	Medochemie Ltd	Cyprus
1857	20	Tablet, coated	20mg	20	Oral	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan
1858	28	Capsule	5mg	28	Oral	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan
1859	14	Tablet, enteric coated	40mg	14	Oral	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan
1860	14	Tablet, coated	250mg	14	Oral	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan
1861	14	Tablet, coated	500mg	14	Oral	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan
1862	48	Tablet, film coated	135mg	48	Oral	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan
1864	30	Tablet, coated	500mcg	30	Oral	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan
1865	1	Capsule	150mg	1	Oral	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan
1867	28	Tablet	10mg	28	Oral	Mersaco	Bushu Pharmaceuticals Ltd	Japan
1869	28	Tablet	20mg	28	Oral	Mersaco	Bushu Pharmaceuticals Ltd	Japan
1870	30	Tablet, sugar coated, slow release		30	Oral	Mersaco	Swissco Services AG	Switzerland
1872	40	Tablet, film coated	800mg	40	Oral	Mersaco	Swissco Services AG	Switzerland
1877	200ml	Sirop		200	Oral	Mersaco	Soho Flordis International Switzerland SA	Switzerland
1878	20	Unit Dose Vial	250mcg/2ml	40	Respiratory	Mersaco	Laboratoire Unither	France
1879	20	Unit Dose Vial	500mcg/2ml	40	Respiratory	Mersaco	Laboratoire Unither	France
2010	30	Tablet	2mg	30	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2012	28	Tablet, film coated		28	Oral	Mersaco	Novo Nordisk AS	Denmark
2014	1 x 1.5ml	Prefilled pen	5mg/1.5ml	1.5	SC	Mersaco	Novo Nordisk AS	Denmark
2015	1 x 1.5ml	Prefilled pen	10mg/1.5ml	1.5	SC	Mersaco	Novo Nordisk AS	Denmark
2016	5 x 3ml Prefilled pen	Flexpen	100IU/ml	15	SC	Mersaco	Novo Nordisk AS	Denmark
2017	5 x 3ml Prefilled pen		100IU/ml	15	SC	Mersaco	Novo Nordisk AS	Denmark
2018	5x3ml	Penfill	100IU/ml	15	SC	Mersaco	Novo Nordisk AS	Denmark
2019	5x3ml	Penfill	100IU/ml	15	SC	Mersaco	Novo Nordisk AS	Denmark
2023	10ml	Vial	100IU/ml	10	SC	Mersaco	Novo Nordisk AS	Denmark
2025	10ml	Vial	100IU/ml	10	SC	Mersaco	Novo Nordisk AS	Denmark
2028		Hypokit	1mg	2	IV/IM/SC	Mersaco	Novo Nordisk AS	Denmark
2029	10ml	Vial	100IU/ml	10	SC	Mersaco	Novo Nordisk AS	Denmark
2036	30	Tablet	0.5mg	30	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2038	30	Tablet	1mg	30	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2041	28	Tablet, film coated		28	Oral	Mersaco	Novo Nordisk AS	Denmark
2043	28	Tablet, film coated	2mg	28	Oral	Mersaco	Novo Nordisk AS	Denmark
2045	28	Tablet, film coated		28	Oral	Mersaco	Novo Nordisk AS	Denmark
2085	50Vials		900mg	250	Infusion/IV/IM	Pharmacie Minapharm Halabi	Panpharma	France
2096	10	Ampoule à col large	0.1%	50	IV/SC	Pharmacie Minapharm Halabi	Renaudin 	France
2097	10x1ml	Ampoule	1mg	10	IV/SC	Pharmacie Minapharm Halabi	Renaudin 	France
2124	1Vial x 10ml	Injectable solution	100IU/ml	10	SC	Mersaco	Sanofi Aventis Deutschland GmbH	Germany
2127	bt 10Ampoules	Sol p perfusion	2.5%	100	Infusion	Pharmacie Minapharm Halabi	Renaudin 	France
2137	25	Vial	1g		Infusion/IV/IM	Pharmacie Minapharm Halabi	Panpharma	France
2139	25 Vials		500mg		Infusion/IV/IM	Pharmacie Minapharm Halabi	Panpharma	France
2140	25 Vials	Injection	1g		Infusion/IV/IM	Pharmacie Minapharm Halabi	Panpharma	France
2156	30	Tablet, film coated	10mg	30	Oral	Mersaco	Sanofi Winthrop Industrie	France
2157	30	Tablet, film coated	20mg	30	Oral	Mersaco	Sanofi Winthrop Industrie	France
2177	10x1ml	Ampoule Injectable	0.1%	10	IV/SC	Pharmacie Minapharm Halabi	Renaudin 	France
2179	10 x 1ml	Ampoule	0.5mg	10	IV/SC	Pharmacie Minapharm Halabi	Renaudin 	France
2198	5	Tablet, film coated	400mg	5	Oral	Droguerie R. Pharaon & Fils S.A.L.	Bayer HealthCare Manufacturing SRL	Italy
2199	7	Tablet, film coated	400mg	7	Oral	Droguerie R. Pharaon & Fils S.A.L.	Bayer HealthCare Manufacturing SRL	Italy
2217	1Vial/ 1Prefilled syringe	powder and solvent for solution for injection	10,000IU	10	IV	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2219	50 x 20ml	Ampoule	4.2%	1000	Infusion 	Pharmacie Minapharm Halabi	Renaudin 	France
2220	50 x 20ml	Ampoule	8.4%	1000	Infusion 	Pharmacie Minapharm Halabi	Renaudin 	France
2222	30	Tablet	100mg	30	Oral	Omnipharma	Rottapharm Ltd	Ireland
2224	2	Vial	50mg	100	Infusion/IV	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2226	10ml/ 200 metered doses	Metered aerosol	20mcg/actuation	2000	Respiratory	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2227	10ml	Metered dose inhaler		10	Respiratory	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2241	20	Capsule	15mg	20	Oral	Khalil Fattal & Fils S.A.L.	Salutas Pharma GmbH	Germany
2248	60	Tablet	500mg	60	Oral	Codipha	Bouchara Recordati	France
2249	60	Tablet		60	Oral	Codipha	Bouchara Recordati	France
2250	1 x 15ml	Vial	150mg/15ml	15	Infusion 	Khalil Fattal & Fils S.A.L.	Ebewe Pharma GesmbH.NFG.KG	Austria
2251	48	Gélule		48	Oral	Pharmamedic S.A.R.L.	Grimberg	France
2263	25	Vial	1g		Infusion/IV/IM	Pharmacie Minapharm Halabi	Panpharma	France
2265	28	Tablet	40mg	28	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2266	25fl	Injectable  powder for solution IM/IV	1g		Infusion/IV/IM	Pharmacie Minapharm Halabi	Panpharma	France
2267	25fl	Injectable  powder for solution IV	2g		Infusion/IV	Pharmacie Minapharm Halabi	Panpharma	France
2268	25fl	Injectable  powder for solution IV	1g		Infusion/IV	Pharmacie Minapharm Halabi	Panpharma	France
2271	25Flacons	Injectable powder for solution	1g		Infusion/IV/IM	Pharmacie Minapharm Halabi	Panpharma	France
2272	25 vials	Injectable powder for solution  IM/IV	750mg		IV/IM	Pharmacie Minapharm Halabi	Panpharma	France
2273	10 vials	Injectable powder for solution for infusion	1500mg		Infusion/IV/IM	Pharmacie Minapharm Halabi	Panpharma	France
2277	10ml	Gouttes	5g/100g	10	Otic	Spephal S.A.L.	Chauvin	France
2279	10amp x 1ml	Injectable solution	3%	10	Infusion/IV	Pharmacie Minapharm Halabi	Renaudin 	France
2280	Bt 10Ampoules x 1ml	Sol inj	1mg/ml	10	Parenteral	Pharmacie Minapharm Halabi	Renaudin 	France
2281	bt de 10Amps	Sol inj 	25mg/5ml	50	Infusion/IM	Pharmacie Minapharm Halabi	Renaudin 	France
2282	Bt 10Ampoules x 10ml	Sol à diluer p perf	7.46%	100	Infusion 	Pharmacie Minapharm Halabi	Renaudin 	France
2283	Bt 10Ampoules x 10ml	Sol à diluer p perf	10g/100ml	100	Infusion 	Pharmacie Minapharm Halabi	Renaudin 	France
2284	50x20ml	Ampoule	7.46%	1000	Infusion 	Pharmacie Minapharm Halabi	Renaudin 	France
2285	10Ampoules  x 10ml	Sol inj	0.9%	1000	Infusion 	Pharmacie Minapharm Halabi	Renaudin 	France
2287	50 x 20ml	Ampoule	20%	1000	Infusion 	Pharmacie Minapharm Halabi	Renaudin 	France
2288	30	Sachet	200mg		Oral	Pharmamedic S.A.R.L.	Sophartex	France
2289	20	Comprimés enrobés		20	Oral	Pharmamedic S.A.R.L.	Sophartex	France
2293	Box:  5Bottles x 100ml	Infusion	200mg/100ml	500	Infusion 	Droguerie R. Pharaon & Fils S.A.L.	Fresenius Kabi Italia SRL, Italy	Italy
2295	Box of 10 	Tablet	500mg	10	Oral	Droguerie R. Pharaon & Fils S.A.L.	Bayer HealthCare Manufacturing SRL	Italy
2308	28	Tablet	80mg	28	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2322	Box of 10 	Tablet	750mg	10	Oral	Droguerie R. Pharaon & Fils S.A.L.	Bayer HealthCare Manufacturing SRL	Italy
2326	28	Tablet		28	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2332	1Vial		1g	10	Infusion/IV	Macromed S.A.R.L.	Demo SA	Greece
2334	1Vial	IV/IM	750mg		IV/IM	Macromed S.A.R.L.	Demo SA	Greece
2344	10	Tablet	7.5mg	10	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2345	10	Tablet	15mg	10	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2349	20	Tablet	10mg	20	Oral	Pharmamedic S.A.R.L.	Laboratorios Atral SA	Portugal
2350	60	Tablet	0.5mg	60	Oral	Pharmamedic S.A.R.L.	Laboratorios Atral SA	Portugal
2361	30	Comprimés pelliculés		30	Oral	Khalil Fattal & Fils S.A.L.	Les Laboratoires Servier Industrie	France
2365	30	Tablet	0.18mg	30	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2366	30	Tablet	0.7mg	30	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2370	30	Capsule, hard, inhalation powder plus handihaler	18mcg	30	Respiratory	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
2381	28	Gélule	200mg	28	Oral	Cesar Chalhoub et Fils	Sophartex	France
2382	10.5ml	Gouttes		10.5	Otic	Pharmamedic S.A.R.L.	Bouchara Recordati	France
2417	2000ml	Solution	1.36%	2,000	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Healthcare SA	Ireland
2418	2500ml	Solution		2,500	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Healthcare SA	Ireland
2419	2000ml	Solution		2,000	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Healthcare SA	Ireland
2420	2000ml	Solution		2,000	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Healthcare SA	Ireland
2421	2500ml	Solution		2,500	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Healthcare SA	Ireland
2423	5000ml	Solution		5,000	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Healthcare SA	Ireland
2426	5000ml	Solution		5,000	Peritoneal Dialysis	Abela Frères S.A.L.	Baxter Healthcare SA	Ireland
2427	10Ampoules x 2ml	Sol inj	10mg/2ml	20	IV/IM	Pharmacie Minapharm Halabi	Renaudin 	France
2429	2Ampoules	IM	20mg	2	IM	Droguerie Fattal  S.A.L.	Fareva Amboise	France
2451	5ml	Collyre	0.1%	5	Ophtalmic	Spephal S.A.L.	Chauvin	France
2462	5ml	Vial	15units	5	IV/IM/SC	Droguerie de l'Union	Cipla Ltd	India
2465	100	Capsule	500mg	100	Oral	Droguerie de l'Union	Cipla Ltd	India
2469	50ml	Vial	1g	50	Infusion 	Droguerie de l'Union	Cipla Ltd	India
2473	500ml	Infusion solution		500	Infusion 	Benta Trading Co s.a.l.	Fresenius Kabi Austria GmbH	Austria
2476	50	Tablet	25mg	50	Oral	Mersaco	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal
2479	1 x 25ml	Vial	50mg/25ml	25	Infusion/IV	Khalil Fattal & Fils S.A.L.	Ebewe Pharma GesmbH.NFG.KG	Austria
2480	1 x 5ml	Vial	10mg/5ml	5	Infusion/IV	Khalil Fattal & Fils S.A.L.	Ebewe Pharma GesmbH.NFG.KG	Austria
2481	42	Comprimé		42	Oral	Pharmamedic S.A.R.L.	Elerte	France
2491	10Ampoules x 5ml	Sol p preparation inj		50	Water for injection, irrigation	Pharmacie Minapharm Halabi	Renaudin 	France
2492	100 x 10ml	Ampoule		1000	Water for injection, irrigation	Pharmacie Minapharm Halabi	Renaudin 	France
2497	1	Vial	50mg/25ml	25	Infusion/IV/intravesical	Khalil Fattal & Fils S.A.L.	Ebewe Pharma GesmbH.NFG.KG	Austria
2498	1	Vial	10mg/5ml	5	Infusion/IV/intravesical	Khalil Fattal & Fils S.A.L.	Ebewe Pharma GesmbH.NFG.KG	Austria
2503	14	Comprimé pelliculé	50mg	14	Oral	Pharmamedic S.A.R.L.	Elerte	France
2504	5Vials 	Injectable powder for solution	40mg		Infusion 	Medi drug International SAL (MDI)	Anfarm Hellas SA	Greece
2511	1 x 5ml	Vial	100mg/5ml	5	Infusion 	Khalil Fattal & Fils S.A.L.	Ebewe Pharma GesmbH.NFG.KG	Austria
