Code	UnitQuantity1	UnityType1	UnitQuantity2	UnityType2	PackageQuantity1	PackageType1	PackageQuantity2	PackageType2	PackageQuantity3	PackageType3	Description
3885	200	ml			100	ampule					100 ampules of 2 ml each
3887	28	Pill									28 Pills
3888	28	Pill									28 Pills
3889	28	Pill									28 Pills
3890	28	Pill									28 Pills
3891	28	Pill									28 Pills
3894	30	Pill									30 Pills
3895	30	Pill									30 Pills
3898	28	Pill									28 Pills
3899	28	Pill									28 Pills
3900	28	Pill									28 Pills
3902	3	ml									3 ml 
3903	2.5	ml									2.5 ml 
3904	10	ml			10	vial	10	ampule			10 vials and 10 ampules of solvent of 10 ml
3905	10	ml			10	vial	10	ampule			10 vials and 10 ampules of solvent of 10 ml
3906	100	Pill									100 Pills
3907	50	Pill									50 Pills
3909	10	ml			10	non stated					10 non stated of 1 ml each
3915	10	Pill									10 Pills
3919	60	Pill									60 Pills
3920	28	Pill									28 Pills
3922	100	ml			1	Non stated					1 non stated of 100 ml
3928	0.5	ml			1	non stated					1 non stated of 0.5 ml
3938	20	Pill									20 Pills
3939	100	ml									100 ml
3940	100	ml			5	vial					5 vials of 20 ml each
3943					100	vial					100 Vials
3944					100	vial					100 Vials
3949	30	Pill									30 Pills
3951					1	Pre-filled syringe					1 Pre-Filled Syringe
3952	10	ml			1	vial					1 Vial of 10 ml
3956	10	Pill									10 Pills
3959	10	Pill									10 Pills
3960	100	ml									100 ml 
3961	5	ml									5 ml 
3962	5	ml									5 ml 
3963	5	ml									5 ml 
3969	20	Pill									20 Pills
3970	30	Pill									30 Pills
3974	70	ml									70 ml
3976		Pill			30						30 Pills
3977		Pill			30						30 Pills
3978		Pill			30						30 Pills
3979	15	ml			5	Pre-filled pen					5 Prefilled pens of 3 ml each
3980	30	Pill									30 Pills
3981	30	Pill									30 Pills
3984	30	ml			10	ampule					10 ampules of 3 ml each
3986	10	Pill									10 Pills
3987	10	Pill									10 Pills
3990	30	Pill									30 Pills
3992	30	g									30 g
3993	20	Pill									20 Pills
3994	120	ml									120 ml 
3996	4	Pill									4 Pills
3999					1	vial					1 Vial
4015	30	Pill									30 Pills
4016	30	Pill									30 Pills
4017	60	Pill									60 Pills
4018	60	Pill									60 Pills
4019	60	Pill									60 Pills
4020	80	ml			20	ampule					20 ampules of 4 ml each
4021	200	ml			10	vial					10 vials of 20 ml each
4022	200	ml			10	vial					10 vials of 20 ml each
4025	1.5	ml			1	Pre-filled pen					1 prefilled pen of 1.5 ml with 20 needles
4028					1	vial					1 Vial
4029	2	ml			1	Pre-filled syringe					1 prefilled syringe of 2 ml
4041	60	Pill									60 Pills
4043	100	ml			1	vial					1 Vial of 100 ml
4048	50	ml			1	vial					1 Vial of 50 ml
4057					1	vial					1 vial
4058					1	vial					1 Vial
4061	8	ml			1	Vial					1 Vial of 8 ml
4067	30	g									30 g
4070	20	Pill									20 Pills
4071	20	Pill									20 Pills
4075		Pill			30						30 Pills
4078	30	Pill									30 Pills
4079	30	Pill									30 Pills
4082	28	Pill									28 Pills
4083					1	vial					1 Vial
4086	20	Pill									20 Pills
4092					1	vial					1 Vial
4093	45	ml			15 	vials	15	prefilled syringe			15 vials with 15 prefilled syringes of 3 ml
4094	30	Pill									30 Pills
4095	25	ml			5	ampule					5 ampules of 5 ml each
4097	50	ml			5	ampule					5 ampules of 10 ml each
4098	5	ml									5 ml
4100	5	ml									5 ml 
4103	1000	ml			100	Non stated					100 non stated, of 10 ml each
4104	100	ml			10	Ampule					10 Ampules of 10 ml each
4105	7.5	L									7.5 L
4106	7.5	L									7.5 L
4107	7.5	L									7.5 L
4108	5	L									5 L
4109	7.5	L									7.5 L
4110	200	ml			10	ampule					10 ampules of 20 ml each
4111	200	ml			10	Non stated					10 Non stated, of 20 ml each
4112	500	ml			1	Bag					Viaflex bag
4113	500	ml			1	Bag					Viaflex bag
4114	500	ml			1	Bag					Viaflex bag
4115	250	ml			1	Bag					Viaflex bag
4117	500	ml			1	Bag					Viaflex bag
4119	1000	ml			1	Bag					Viaflex bag
4122	50	ml			1	Bag					Viaflex bag
4124	100	ml			1	Bag					Viaflex bag
4126	250	ml			1	Bag					Viaflex bag
4128	500	ml			1	Bag					Viaflex bag
4130	1000	ml			1	Bag					Viaflex bag
4133	1000	ml									1000 ml
4134	250	ml			1	Bag					Viaflex bag
4136	500	ml			1	Bag					Viaflex bag
4138	1000	ml			1	Bag					Viaflex bag
4142	1000	ml			1	Bag					Viaflex bag
4144	500	ml			1	Bag					Viaflex bag
4147	500	ml			1	Bag					Viaflex bag
4149	250	ml			1	Bag					Viaflex bag
4151	500	ml			1	Bag					Viaflex bag
4153	1000	ml			1	Bag					Viaflex bag
4155	1000	ml			1	Bag					Viaflex bag
4157	500	ml			1	Bag					Viaflex bag
4159	1000	ml			1	Bag					Viaflex bag
4163	500	ml									500 ml 
4165	500	ml									500 ml
4166	250	ml									250 ml
4167	500	ml			1	Bag					Viaflex bag
4169	1000	ml			1	Bag					Viaflex bag
4174	500	ml									500 ml
4175	40	ml			10	Non stated					10 non stated, of 4 ml each
4176	1000	ml			100	Non stated					100 non stated, of 10 ml each
4177	250	ml			1	Bag					Viaflex bag
4179	500	ml			1	Bag					Viaflex bag
4181	250	ml									250 ml 
4182	500	ml			1	Bag					Viaflex bag
4184	1000	ml			1	Bag					Viaflex bag
4187	250	ml			1	Bag					Viaflex bag
4189	500	ml			1	Bag					Viaflex bag
4191	3000	ml									3000 ml
4192	3000	ml									3000 ml
4196	1000	ml			100	Non stated					100 Non stated, of 10 ml each
4197	200	ml			10	Non stated					10 Non stated, of 20 ml each
4198	1000	ml			100	Non stated					100 Non stated, of 10 ml each
4199	1000	ml			100	Non stated					100 Non stated, of 10 ml each
4200	200	ml			10	Non stated					10 Non stated, of 20 ml each
4201	200	ml			10	Non stated					10 Non stated, of 20 ml each
4202	200	ml			10	Non stated					10 Non stated, of 20 ml each
4203	500	ml									500 ml
4204	1000	ml			100	Non stated					100 non stated, of 10 ml each
4205	200	ml			10	Non stated					10 non stated of 20 ml each
4206	1000	ml			100	Non stated					100 non stated, of 10 ml each
4207	500	ml			100	Non stated					100 non stated, of 5 ml each
4208	1000	ml			100	Non stated					100 non stated, of 10 ml each
4209	2000	ml			100	Non stated					100 non stated, of 20 ml each
4211	1000	ml			1	Bottle					Bottle of 1000 ml
4212	50	ml			1	Bag					Viaflex bag
4214	10	ml			10	ampule					10 Ampules of 1 ml each
4215	100	ml			1	Bag					Viaflex bag
4217	250	ml			1	Bag					Viaflex bag
4219	500	ml			1	Bag					Viaflex bag
4221	1000	ml			1	Bag					Viaflex bag
4223	250	ml			1	Bag					Viaflex bag
4224	500	ml			1	Bag					Viaflex bag
4225	1000	ml			1	Bag					Viaflex bag
4227	500	ml			1	Bag					Vialflex bag
4229	1,000	ml			1	Bag					Vialflex bag
4231	1,000	ml									1,000 ml
4235	500	ml			100	non stated					100 non stated of 5 ml each
4236	10	ml			10	ampule					10 Ampules of 1 ml each
4237	1000	ml			100	non stated					100 non stated of 10 ml each
4238	2000	ml			100	non stated					100 non stated of 20 ml each
4239	30	Pill									30 Pills
4240	10	Pill									10 Pills
4241	30	Pill									30 Pills
4242	100	Pill									100 Pills
4243	30	Pill									30 Pills
4245	15	ml									15 ml 
4246	30	Pill									30 Pills
4249	30	Pill									30 Pills
4250	30	Pill									30 Pills
4251	30	Pill									30 Pills
4252	30	Pill									30 Pills
4253	30	Pill									30 Pills
4254	30	Pill									30 Pills
4258	6	Pill									6 Pills
4259	15	ml									15 ml
4260	30	Pill									30 Pills
4261	22.5	ml									22.5 ml
4262	14	Pill									14 Pills
4263	30	Pill									30 Pills
4264	30	Pill									30 Pills
4265	30	Pill									30 Pills
4266	30	Pill									30 Pills
4267	30	Pill									30 Pills
4268	30	Pill									30 Pills
4269	30	Pill									30 Pills
4270	100	ml									100 ml 
4271	20	Pill									20 Pills
4272	14	Pill									14 Pills
4275	30	Pill									30 Pills
4276	30	Pill									30 Pills
4277	30	Pill									30 Pills
4278	30	Pill									30 Pills
4284	30	Pill									30 Pills
4285	30	Pill									30 Pills
4286	40	Pill									40 Pills
4287		g			2						2 g
4288	114	ml									114 ml
4289	30	Pill									30 Pills
4290	20	Pill									20 Pills
4291	100	ml									100 ml 
4292	30	Pill									30 Pills
4293	100	ml									100 ml
4294	100	ml									100 ml
4295	100	ml									100 ml 
4296	60	ml									60 ml 
4297	10	ml									10 ml 
4300	30	Pill									30 Pills
4301	30	Pill									30 Pills
4302	30	Pill									30 Pills
4303	30	Pill									30 Pills
4304	30	Pill									30 Pills
4305	30	Pill									30 Pills
4306	10	Pill									10 Pills
4309	14	Pill									14 Pills
4310	14	Pill									14 Pills
4311	30	Pill									30 Pills
4312	30	Pill									30 Pills
4313	30	g									30 g
4314	30	Pill									30 Pills
4315	78	g									78 g
4316	3	Pill									3 Pills
4317	1	Pill									1 Pill
4318	30	ml									30 ml
4319	1	Pill									1 Pill
4320	100	Pill									100 Pills
4321	30	Pill									30 Pills
4322	30	Pill									30 Pills
4324	10	Pill									10 Pills
4325	1	Pill									1 Pill
4326	35	ml									35 ml
4327	14	Pill									14 Pills
4331	20	Pill									20 Pills
4332	30	Pill									30 Pills
4333	200	ml									200 ml 
4336	25	ml									25 ml
4337	20	Pill									20 Pills
4338	30	Pill									30 Pills
4339	30	Pill									30 Pills
4340	30	Pill									30 Pills
4341	30	Pill									30 Pills
4345	100	ml									100 ml
4350	8	Pill									8 Pills
4351	8	Pill									8 Pills
4354	100	Pill									100 Pills
4355	15	Pill									15 Pills
4357	20	Pill									20 Pills
4361	14	Pill									14 Pills
4362	15	g									15 g
4364	20	Pill									20 Pills
4367		ml			50						50 ml 
4368		ml			50						50 ml 
4369		ml			50						50 ml 
4370	200	ml									200 ml 
4371	30	Pill									30 Pills
4372	30	Pill									30 Pills
4373	30	Pill									30 Pills
4374	60	Pill									60 Pills
4376	100	Pill									100 Pills
4377	100	ml									100 ml
4378	30	Pill									30 Pills
4379	90	ml									90 ml 
4380	90	ml									90 ml 
4387	20	Pill									20 Pills
4388	125	ml									125 ml 
4389	30	Pill									30 Pills
4390	14	Pill									14 Pills
4392	20	Pill									20 Pills
4393	100	ml									100 ml
4395	16	Pill									16 Pills
4396	90	ml									90 ml 
4397	20	g									20 g
4398	20	Pill									20 Pills
4399	20	Pill									20 Pills
4400	15	g									15 g 
4401	40	Pill									40 Pills
4402	20	Pill									20 Pills
4404	50	Pill									50 Pills
4405	25	Pill									25 Pills
4406	50	Pill									50 Pills
4411		g			20						20 g
4413	16	Pill									16 Pills
4414		ml			120						120 ml 
4415	30	Pill									30 Pills
4416	100	Pill									100 Pills
4417		g			15						15 g
4418	20	Pill									20 Pills
4419	16	Pill									16 Pills
4420	4	Pill									4 Pills
4421	28	Pill									28 Pills
4422	100	Pill									100 Pills
4423	20	Pill									20 Pills
4424	30	Pill									30 Pills
4425	30	Pill									30 Pills
4427	30	Pill									30 Pills
4428	30	Pill									30 Pills
4429	90	ml									90 ml
4431		g			15						15 g
4433	30	Pill									30 Pills
4434	7	Pill									7 Pills
4435	40	Pill									40 Pills
4436	40	Pill									40 Pills
4438	10	Pill									10 Pills
4439		ml			60						60 ml
4440	50	Pill									50 Pills
4442	60	ml									60 ml
4446	10	Pill									10 Pills
4447	30	Pill									30 Pills
4448	30	Pill									30 Pills
4450	10	Pill									10 Pills
4451	5	ml									5 ml 
4452	14	Pill									14 Pills
4453	4	Pill									4 Pills
4454	115	ml									115 ml 
4455	60	ml									60 ml
4456	100	ml									100 ml
4457	40	Pill									40 Pills
4458	30	Pill									30 Pills
4459	30	Pill									30 Pills
4460	40	Pill									40 Pills
4461	20	Pill									20 Pills
4462	20	Pill									20 Pills
4463	120	ml									120 ml
4464	14	Pill									14 Pills
4466	10	Pill									10 Pills
4467		g			40						40 g
4468	30	Pill									30 Pills
4469	200	Pill									200 Pills
4481	120	ml									120 ml
4488		ml			120						120 ml
4490		ml			120						120 ml 
4492		ml			120						120 ml 
4494		ml			120						120 ml 
4495	40	g									40 g
4497	20	Pill									20 Pills
4499	60	ml									60 ml 
4501	120	ml			1	Bottle					1 Bottle of 120 ml
4502	240	ml									240 ml
4503	30	ml									30 ml
4504	60	ml									60 ml
4505		g			15						15 g
4507	60	ml									60 ml
4508	20	Pill									20 Pills
4509	20	Pill									20 Pills 
4513	7.5	ml									7.5 ml 
4516	50	Pill									50 Pills
4517	30	Pill									30 Pills
4518	60	ml									60 ml
4519	20	Pill									20 Pills
4523	20	g									20 g
4524	5	g									5 g
4525	20	Pill									20 Pills
4532		ml			20						20 ml
4535	20	Pill									20 Pills
4536	60	ml									60 ml 
4537	500	Pill									500 Pills
4540	120	ml									120 ml
4541	120	ml									120 ml
4543	20	Pill									20 Pills
4545	5	Pill									5 Pills
4547	120	ml									120 ml 
4548	12	Pill									12 Pills
4549	12	Pill									12 Pills
4551	12	Pill									12 Pills
4552	20	Pill									20 Pills
4554	4	Pill									4 Pills
4559		ml			20						20 ml
4560	1,000	Pill									1,000 Pills
4561	1,000	Pill									1,000 Pills
4562	300	Pill									300 Pills
4563	240	ml									240 ml
4564	20	Pill									20 Pills
4565	60	Pill									60 Pills
4566	50	Pill									50 Pills
4567	20	g									20 g
4568	20	g									20 g
4569	45	ml									45 ml 
4572	10	Pill									10 Pills
4573	20	Pill									20 Pills
4574	60	ml									60 ml
4575	60	ml									60 ml
4576	100	ml									100 ml
4577	30	Pill									30 Pills
4578	1,000	Pill									1,000 Pills
4579	12	Pill									12 Pills
4580	60	ml									60 ml
4581	50	Pill									50 Pills
4582	20	Pill									20 Pills
4583	10	Pill									10 Pills
4584	1,000	Pill									1,000 Pills
4585	20	Pill									20 Pills
4586	100	ml									100 ml 
4587	100	ml									100 ml
4588	120	ml									120 ml
4589	20	Pill									20 Pills
4590		ml			75						75 ml
4591		ml			75						75 ml
4592		ml			75						75 ml
4593	10	Pill									10 Pills
4594		ml			75						75 ml
4595	30	Pill									30 Pills
4596	30	Pill									30 Pills
4597	125	ml									125 ml
4598	120	ml									120 ml 
4599	120	ml									120 ml 
4600	15	g									15 g
4602	30	Pill									30 Pills
4603	10	Pill									10 Pills
4604	60	ml									60 ml
4605	30	Pill									30 Pills
4607	30	ml									30 ml 
4608	30	Pill									30 Pills
4610	30	g									30 g
4611	1,000	Pill									1,000 Pills
4612	10	ml									10 ml 
4613		g			30						30 g
4614	100	ml									100 ml
4615	20	Pill									20 Pills
4616	60	ml									60 ml
4617	20	Pill									20 Pills
4618	15	g									15 g
4619	120	ml									120 ml 
4620	50	ml									50 ml
4621	10	g									10 g 
4622	20	Pill									20 Pills
4623	30	Pill									30 Pills
4624	10	Pill									10 Pills
4626	100	ml									100 ml 
4628	120	ml									120 ml 
4629	10	Pill									10 Pills
4630	10	Pill									10 Pills
4631	10	ml									10 ml 
4632	12	g									12 g
4633	4	Pill									4 Pills
4634	15	g									15 g
4635	3.5	g									3.5 g
4636	120	ml									120 ml 
4637	60	ml									60 ml
4638	20	Pill									20 Pills
4639	12	Pill									12 Pills
4640	30	Pill									30 Pills
4641	15	g									15 g
4642	30	Pill									30 Pills
4643	60	ml									60 ml
4644	16	Pill									16 Pills
4645	30	Pill									30 Pills
4646	30	g									30 g
4648	30	g									30 g
4649	150	ml									150 ml
4650	150	ml									150 ml
4651	150	ml									150 ml
4652	20	Pill									20 Pills
4653	20	Pill									20 Pills
4658	60	Pill									60 Pills
4660	150	ml									150 ml 
4661	30	g									30 g
4662	30	Pill									30 Pills
4664	40	Pill									40 Pills
4666	20	Pill									20 Pills
4667	30	Pill									30 Pills
4668	20	Pill									20 Pills
4673	100	Pill									100 Pills
4674	30	Pill									30 Pills
4675	30	Pill									30 Pills
4676	30	Pill									30 Pills
4677	4	Pill									4 Pills
4680	30	Pill									30 Pills
4682	10	Pill									10 Pills
4684		g			15						15 g
4688		g			15						15 g
4693	30	Pill									30 Pills
4694	30	Pill									30 Pills
4695	30	Pill									30 Pills
4696	30	Pill									30 Pills
4697	30	Pill									30 Pills
4698	20	Pill									20 Pills
4699	30	Pill									30 Pills
4700	30	Pill									30 Pills
4701	30	Pill									30 Pills
4702	30	Pill									30 Pills
4703	20	Pill									20 Pills
4704	9	ml			3	Ampule					3 Ampules of 3 ml each
4710	30	Pill									30 Pills
4714	15	g									15 g
4715	14	Pill									14 Pills
4718	30	Pill									30 Pills
4719	30	Pill									30 Pills
4720	30	Pill									30 Pills
4721	100	Pill									100 Pills
4722	60	Pill									60 Pills
4725	30	Pill									30 Pills
4728	30	Pill									30 Pills
4729	30	Pill									30 Pills
4730	30	Pill									30 Pills
4731	30	Pill									30 Pills
4735	10	Pill									10 Pills
4736	1	Pill									1 Pill
4737	35	ml									35 ml
4738	30	Pill									30 Pills
4745	30	Pill									30 Pills
4747	500	ml									500 ml
4748	250	ml									250 ml
4749	1000	ml									1000 ml
4750	500	ml									500 ml
4751	250	ml									250 ml
4752	500	ml									500 ml
4753	250	ml									250 ml
4754	1000	ml									1000 ml
4755	500	ml									500 ml
4756	250	ml									250 ml
4764	1000	ml									1000 ml
4765	500	ml									500 ml
4766	250	ml									250 ml
4767	1000	ml									1000 ml
4769	500	ml									500 ml
4770	250	ml									250 ml
4772	500	ml			1	Bag					PVC flexible container
4773	500	ml									500 ml
4774	1000	ml									1000 ml
4775	500	ml									500 ml
4776	250	ml									250 ml
4777	500	ml			1	Bag					PVC flexible container
4778	500	ml			1	Bag					PVC flexible container
4779	1000	ml									1000 ml
4780	500	ml									500 ml
4781	250	ml									250 ml
4782	500	ml									500 ml
4783	250	ml									250 ml
4784	1000	ml									1000 ml 
4785	500	ml									500 ml
4786	250	ml									250 ml
4787	1000	ml									1000 ml
4788	500	ml									500 ml
4789	250	ml									250 ml
4790	500	ml									500 ml
4792	1000	ml									1000 ml
4793	500	ml									500 ml
4794	250	ml									250 ml
4795	100	ml									100 ml
4796	50	ml									50 ml
4800	10	L									10 L
4801	250	ml									250 ml
4802	10	L									10 L
4803	10	L									10 L
4804	10	L									10 L
4805	10	L									10 L
4806	10	L									10 L
4808	100	ml									100 ml
4809	50	ml									50 ml
4810	1000	ml									1000 ml
4811	4	ml			1	Bottle					1 Bottle of 4 ml
4830	28	Pill									28 Pills
4831	14	Pill									14 Pills
4857	2000	ml			100	Non stated					100 non stated, of 20 ml each
4858	7.5	L									7.5 L
4859	7.5	L									7.5 L
4860	7.5	L									7.5 L
4864	100	ml			100	ampule					100 Ampules of 1 ml each
4874	50	Pill									50 Pills
4875	50	Pill									50 Pills
4898		g			15						15 g
4903		ml			250						250 ml 
4904		ml			500						500 ml 
5021	200	ml									200 ml
5027		g			15						15 g
5036	50	Pill									50 pills 
5037	350	ml									350 ml 
