Code,DrugName
C10AX13,REPATHA
C10AX13,REPATHA
R03AL06,SPIOLTO RESPIMAT
G04CA01,PROSTETROL
A13A,POTENCIATOR
A03FA,GANATON
A03FA,GANATON
A04AA55,AKYNZEO
A02BC05,ESO TAD
N06AX11,MIRTA TAD
B02BD02,NUWIQ
C01AA05,LANOXIN
D07AC01,DIPROSONE
N03AX14,KEPCITAM
N03AX14,KEPCITAM
D07XC01,DIPROSALIC
H02AB01,DIPROFOS
C01CA04,MYOTIL
J07CA,ISMIGEN
C08CA01,LUSTRA 10
A10BH03,ONGLYZA
A10BH03,ONGLYZA
M03BC51,NORGESIC
N05AL07,DISLEP
G02AX,OXYTOCIN 10 ROTEXMEDICA 10 UI-1ML
N07AA01,NEOSTIGMINE RENAUDIN
A10BA02,GLUFORIN 850
A10BA02,GLUFORIN XR 500
A10BA02,GLUFORIN XR 750
A10BA02,GLUFORIN XR 1000
C09DB01,POVAM
A11CC05,HI DEE
A11CC05,HI DEE
N05CD08,IPNODIS MEDIS
G04CB01,FINASTERIDE BAILLEUL
G04CA02,MINGO
C01CA03,EPINORD
D10BA01,A-CNOTREN
D01AE16,AMOROLFINE
C05AD,FAKTU
C05AD,FAKTU
A06AB07,COLON-X
L04AX03,EBETREXAT
L04AX03,EBETREXAT
L04AX03,EBETREXAT
A03AB02,GLYCOPYRROLATE 
J01CR05,PRIZMA
M01AB05,VOTREX
J02AC01,CANDIZOL
G03DA04,UTROGESTAN
J01DD13,CEFPODOXIME ARROW LAB
J01DB05,BIODROXIL
J01DB05,BIODROXIL
G03AA10,KATYA 30/75
N06DX01,PMS-MEMANTINE
R06AE07,ZYRTEC
R06AE07,ZYRTEC
R06AE07,ZYRTEC
R06AX26,TELFAST 120MG
R06AX26,TELFAST 180MG
J01CE01,PENICILLINE G PANPHARMA
J01CE01,PENICILLINE G PANPHARMA
N01AX03,KETAMINE PANPHARMA
A04AA01,EMESET E-8
A02BC03,JOSWE LANZOTEC 30
M01AX,CARTIFLEX PLUS
A12AX,ROZYCAL PLUS
N02BE01,CHILDREN'S PANADOL 5-12 YEARS
D10AD03,DIFFERIN
N02BE51,PANADOL COLD + FLU ALL IN ONE
N02BE51,PANADOL NIGHT
N02BE01,PANADOL JOINT
B03AD,VITEXFER
R06AE09,ARALEVO
N02BE01,SULDEX 250 
N02BE01,SULDEX 125
C10AA05,ATORVASTATIN PHARMADEX
N01BB02,LIDOCAINE ARWAN 
N01BB02,LIDOCAINE ARWAN 
N01BB02,LIDOCAINE ARWAN 
G03CC06,GYNOFLOR
C01DX16,SIGMART
C01DX16,SIGMART
A02BC01,OMEPRAZOLE PHARMADEX
S01GX08,KETOFTIL
M03AX01,XEOMIN
M03AX01,XEOMIN
J07CA09,HEXAXIM
A10BD20,SYNJARDY
A10BD20,SYNJARDY
A10BD20,SYNJARDY
A10BD20,SYNJARDY
G03AA10,SUNYA
N02BE51,DIFEN GESIC
C10BA05,ATOZET 
C10BA05,ATOZET 
C10BA05,ATOZET 
A04AA01,ONDANSETRON LABATEC
A04AA01,ONDANSETRON LABATEC
M04AC01,COLCHICINE OPOCALCIUM
G04BE08,VIVIDA 20
L01CD04,JEVTANA INJECTION
N03AX12,GABAPENTINE ARROW GENERIQUES
N03AX12,GABAPENTINE ARROW GENERIQUES
J01CR05,PIPERACILLIN/TAZOBACTAM STRAGEN
M01AB05,ALMIRAL
R05X,COLD-MED
R05X,COLD-MED
A11DB,MED-PRINCO-B FORT
N02BE51,DOLFEIN
A11CC05,BIODAL
L01AX03,TEMODAL
L01AX03,TEMODAL
L01AX03,TEMODAL
L01EX08,LENVIMA
L01EX08,LENVIMA
C10BX06,TRINOMIA
C10BX06,TRINOMIA
C10BX06,TRINOMIA
D10BA01,CONTRACNE ISOTRETINOINE
D10BA01,CONTRACNE ISOTRETINOINE
M01AC01,BRUXICAM
B03AC,FER PANPHARMA
B03AC,FER PANPHARMA
L02AE02,LEUPRO-SANDOZ
L02AE02,LEUPRO-SANDOZ
L01BC02,5-FLUOROURACIL EBEWE
L01CD02,DOCETAXEL ACCORD
L01CD02,DOCETAXEL ACCORD
J01CR02,AMOCLAN
J07BM03,GARDASIL 9 HUMAN PAPILLOMAVIRUS 9- VALENT VACCINE RECOMBINANT
N03AX16,GABRIKA 25
J01MA12,FLOXIN-L 500
J01MA12,FLOXIN-L 250
G04BE08,DURALIS 5
M02AA12,NAPREBEN
N01BB03,MEDICAINE 3% SANS VASOCONSTRICTEUR
H02AB04,MP 40
J01GB06,MIACIN
G03GA01,DICLAIR HP HCG
G03GA01,DICLAIR HP HCG
R06AB02,HISTAMED
J01FF01,CLINDAMYCIN-HAMELN
N06AB10,APO-ESCITALOPRAM
N06AB10,APO-ESCITALOPRAM
R02AA15,BETADINE 
D08AG02,BETADINE 
B05XA05,MAGNESIUM SULFATE
A07XA04,RACECADOTRIL BIOGARAN CONSEIL
A07XA04,RACECADOTRIL BGR
G03CA03,MONTADIOL
J05AB11,VALACICLOVIR ARROW
N03AX09,LAMOTRIGINE ARROW LAB
N03AX09,LAMOTRIGINE ARROW LAB
N03AX09,LAMOTRIGINE ARROW LAB
C07AB07,PRESCOR 10
C07AB07,PRESCOR 5
C07BB07,PRESCOR 5 PLUS
A02BC01,ULCAZAL
J01XA01,ZERMACIN
A07EC02,SALCROZINE
G04BX14,LEJAM
G04BX14,LEJAM
G03BA03,ANDRACTIM APP. LOCALE
R03BA02,BUDESONIDE ARROW
N05AG02,ORAP FORTE
M05BA07,PMS-RISEDRONATE
J01XA01,VANCOMYCIN LABATEC
J01XA01,VANCOMYCIN LABATEC
L04AC05,STELARA
B02BX05,REVOLADE
B02BX05,REVOLADE
L01EX03,VOTRIENT
L01EX03,VOTRIENT
N05BA12,XANAX
C03DA01,ALDACTONE
N06DX01,MEMANTINE BIOGARAN
N06DX01,MEMANTINE BIOGARAN
R03BA02,BUDESONIDE ARROW
L01CD02,ADENEX SV
L01XA02,KEMOCARB
L01XA02,KEMOCARB
D06AX09,AVALON AVOBAN 
N03AX14,LEVETIRACETAM BIOGARAN 
N03AX14,LEVETIRACETAM BIOGARAN 
N03AX14,LEVETIRACETAM BIOGARAN 
M01AE51,ADVIL NIGHT
L01BC02,EFUDIX
C09CA03,DIOVAN
C09CA03,DIOVAN
C09DA03,CO-DIOVAN
C09DA03,CO-DIOVAN
C09DA03,CO-DIOVAN
J01CR02,CURAM
M03BA03,LUMIRELAX
N06AX16,EFEXOR XR
N06AX16,EFEXOR XR
A02BB01,CYTOTEC
B05XA31,NUTRYELT
N06AX16,VENLAX XR 150
N06AX16,VENLAX XR 75
N06AX16,VENLAX XR 37.5
N05AH03,OLANZAPINE ARROW
N05AH03,OLANZAPINE ARROW
B01AX05,ARIXTRA
R06AE09,XYZAL
L01CD02,ADENEX SV
L01CD02,ADENEX SV
L01EB04,TAGRISSO
J01CR02,AMOCLAN BID
J01DD15,OMNICEF
J01DD15,OMNICEF
J01DD15,OMNICEF
C02KX01,PMS-BOSENTAN
C02KX01,PMS-BOSENTAN
A07AA02,MEDISTAN
R05CA12,PROSPAN COUGH SYRUP
J07AL01,PNEUMOVAX 23
B02BD02,XYNTHA
B02BD02,XYNTHA
B02BD02,XYNTHA
B02BD02,XYNTHA
V03AB37,PRAXBIND
A10BJ02,SAXENDA
N01AH01,FENTANYL PANPHARMA
N01AH01,FENTANYL PANPHARMA
A02BC01,OMEPRAZOLE ARROW
J01XX08,LINEZOLIDE OHRE PHARMA
L01CE01,HYCAMTIN IV
N05CD08,MIDAZOLAM HAMELN
N05CD08,MIDAZOLAM HAMELN
N01AH01,FENTANYL HAMELN
A02BC02,PANTONIX-JULPHAR
M02AA31,ROXONIN
D06BB53,ACTI-VIR H
A03FA01,ELITAN 
J01DD07,CEFIZOX
J01DD08,SUPRAX
J01DD08,SUPRAX 100
J01DD08,SUPRAX 100
L02BB03,BICALUTAMIDE ACCORD
N03AX16,PREGABADOR
N03AX16,PREGABADOR
C05CA54,GINKOR FORT
S01BA14,LOTEMAX
N06AX21,DULOXETINE BIOGARAN
N06AX21,DULOXETINE BIOGARAN
L04AA29,XELJANZ XR
A02BX13,GAVISCON INFANT
N05AX13,TREVICTA 
N05AX13,TREVICTA 
N05AX13,TREVICTA 
N05AX13,TREVICTA 
C02KX04,OPSUMIT
L01FC01,DARZALEX
L01FC01,DARZALEX
L01FF05,TECENTRIQ
H03BB02,THYROZOL
H03BB02,THYROZOL
H03BB02,THYROZOL
C01CA06,PHENYLEPHRINE RENAUDIN
A10AE04,BASAGLAR KWIKPEN
G03GA06,PUREGON
G03GA06,PUREGON
B02BD02,RECOMBINATE
B02BD02,RECOMBINATE
J01DI54,ZERBAXA
S01EC03,TRUSOPT
S01EE05,SAFLUTAN
S01ED51,COSOPT
A04AA01,ZOFRAN
J01CR02,AUGMENTIN 
R02A,CHLORASEPTIC TOTAL SORE THROAT + COUGH LOZENGES WILD CHERRY
M05BX04,PROLIA
N01AH01,FENTANYL MEDIS
A02BC01,ARAPRIDE
C01EX,CARDIOVITEX
M05BA08,ZOLEDRA
J02AC01,FLUCONAZOL LABATEC
S01AE08,BESIVANCE
D10AD04,ROACCUTANE
G03DA04,UTROGESTAN
D07AB02,LOCOID
D07AB02,LOCOID
D07AB02,LOCOID CRELO 0.1%
J02AC03,VORICONAZOLE OHRE PHARMA
J02AC03,VORICONAZOLE OHRE PHARMA
L01AA09,BENDAMUSTINE HYDROCHLORIDE ACCORD
L01AA09,BENDAMUSTINE HYDROCHLORIDE
L04AC13,TALTZ
J07BK01,VARIVAX
A10AB04,HUMALOG KWIKPEN
N06DA03,RIVASTIGMINE ARROW
N06DA03,RIVASTIGMINE ARROW
N06DA03,RIVASTIGMINE ARROW
R05CA12,PROSPAN ACUTE EFFERVESCENT COUGH TABLETS
D11AX01,TRICOVIVAX
S01AA23,NETTACIN
A04AA01,ONDANSETRON HIKMA
A04AA01,ONDANSETRON HIKMA
N06DA02,ARICEPT
N06DA02,ARICEPT
A04AA01,ONDANSETRON MEDIS
C01CA24,EPIPEN
C01CA24,EPIPEN JR
A07EA06,CORTIMENT MMX
A10BK02,INVOKANA
A10BK02,INVOKANA
C05A,ANTROLIN
R01AB06,TRIOFAN
R01AB06,TRIOFAN
R01AB06,TRIOFAN
L02BG06,EXEMESTANE 
A02BC05,ESAC
J01MA12,EVOXIL HELLAS 
J06BB02,TETAGAM P
B02BD06,HAEMATE P
B02BD06,HAEMATE P
B02BD06,HAEMATE P
B02BD02,BERIATE 
B02BD02,BERIATE 
B02BD02,BERIATE 
B05AA01,"HUMAN ALBUMIN BEHRING 20%, LOW SALT"
A10BB12,AMARYL 4MG
J01MA02,LADININ
B01AC04,GREPID
A10BD10,KOMBIGLYZE XR
A10BD10,KOMBIGLYZE XR
D07AB02,LOCOID
N05AH03,APO-OLANZAPINE ODT
N05AH03,APO-OLANZAPINE ODT
L04AA32,OTEZLA
L04AA32,OTEZLA
L03AB07,PLEGRIDY
L03AB07,PLEGRIDY
J07BF03,POLIOMYELITIS VACCINE INACTIVATED
C10AA03,PRAVASTATINE ARROW
C10AA03,PRAVASTATINE ARROW
N06BA07,MODAFINIL ARROW
M05BA07,RISEDRONATE ARROW
J01DD13,CEFPODOXIME ARROW GENERIQUES ENFANTS ET NOURISSONS
J05AB11,VALACICLOVIR ARROW
A10BA02,METFORMINE ARROW LAB
A10BA02,METFORMINE ARROW LAB
A04AA01,ONDANSETRON ARROW
H02AB02,DEXAMETHASON-PANPHARMA
A04AA02,GRANISETRON HYDROCHLORIDE 
L01XA02,CARBOPLATIN INJECTION
D11AH01,PROTOPIC
R03AC02,BUTO-ASMA
V03AB15,NALOXONE HYDROCHLORIDE
V03AB15,NALOXONE HYDROCHLORIDE
D06AX,TRIPLE ANTIBIOTIC ORIGINAL OINTMENT
C01DX16,NICORANDIL BIOGARAN
C01DX16,NICORANDIL BIOGARAN
C03DA04,EPLERENONE BIOGARAN
C03DA04,EPLERENONE BIOGARAN
D08AG02,BETADINE ALCOHOLIC SOLUTION
J06BB04,IMMUNOGLOBULINE HUMAINE DE L'HEPATITE B LFB
J06BB04,IMMUNOGLOBULINE HUMAINE DE L'HEPATITE B LFB
M05BA08,ZOLEDRONIC ACID LOGENEX
A11DB,NEUROBION
A11DB,NEUROBION
G04BD08,URISOL
G04BD08,URISOL
V07AB01,ARWAN WFI
J01DD08,MUREX 200
M04AA01,ZYLORIC
M04AA01,ZYLORIC
G03AC09,DESIRETT
J05AP08,GRATEZIANO
D04AA32,DERMAMINE ITCH STOPPING 
L03AX03,SII-ONCO-BCG
A11CC05,EXTRA-D
S01FB01,PHENYLEPHRINE/ COOPER
L01BC59,LONSURF
L01BC59,LONSURF
L01AX03,TEMOZOLOMIDE ACCORD
L01AX03,TEMOZOLOMIDE ACCORD
L01AX03,TEMOZOLOMIDE ACCORD
L01AX03,TEMOZOLOMIDE ACCORD
N02AB03,ABSTRAL
N02AB03,ABSTRAL
D10AD53,EPIDUO
C10AX09,EZETROL
C10BA02,INEGY
C10BA02,INEGY
A16AX,BICANORM
C03DA04,EPLERENONE ARROW
C03DA04,EPLERENONE ARROW
J05AB14,VALGANCICLOVIR ARROW
C09CA04,IRBESARTAN ARROW
C09CA04,IRBESARTAN ARROW
G04CA02,TAMSU GENERICON RETARD
J07BC02,VAQTA
G04CB01,FINASTERIDE
G01AX,ENTEROGERMINA 
A03BB01,ANTIPAN
A03FA01,METORAM
A04AA01,ONDANSETRON BIOGARAN
G03FA14,FEMOSTON 
N06AX21,DULONORM
N06AX21,DULONORM
B01AC23,CILOSTOL
G03AA12,DROSPERA
M01AH05,CONSORT
M01AH05,CONSORT
M01AH05,CONSORT
J02AC01,STABILANOL
J02AC01,STABILANOL
A04AD12,IVEMEND
L01AA09,BENDAMUSTINE MEDAC
L01AA09,BENDAMUSTINE MEDAC
N02BE01,APOTEL MAX
B03AE02,ELEVIT PRONATAL
G03AA12,DIVA
J07AH08,NIMENRIX
A03AX12,PHLOROGLUCINOL/TRIMETHYLPHLOROGLUCINOL ARROW
J02AC03,VORICONAZOLE OHRE PHARMA
G03AA12,ELLANITE
G03XC01,RALOXIFENE ARROW
A10BA02,METFORMINE ARROW LAB
A04AA01,ZOFRAN INJECTION
A04AA01,ZOFRAN INJECTION
G03DA04,DARSTIN
C05AE01,RECTOGESIC
N04BA03,COMBIPAR
N04BA03,COMBIPAR
N04BA03,COMBIPAR
A11CC05,D-VITAL
N03AG01,VILAPRO CHRONO 500
J01DD04,ROCICARE
A02BC01,LOZICARE
J01DD02,FORTECARE
J01DH51,AMANAM 500
J01DD01,CLAFOCARE
C03CA01,URO-CARE
J01DH02,MERO CARE
J01RA,BI-RODOGYL
J01RA,RODOGYL
A11CC05,CHOLECALCIFEROL BIOGARAN
J01DD04,MEGION
J01CA04,OSPAMOX
J01CA04,OSPAMOX
M03C,ATEPADENE
A03FA08,CINITREX
L04AC05,STELARA
G04BE03,VIRECTA
L01XX52,VENCLEXTA
L01XX52,VENCLEXTA
B03AD,MALTOFER FOL
B03AD04,MALTOFER
B03AD04,MALTOFER
D01AE16,AMOROLFINE BGR
C10BA04,CHOLIB
C10BA04,CHOLIB
N05AX13,INVEGA
N05AX13,INVEGA
N05AX13,INVEGA
A10AE56,XULTOPHY
D01AE22,EXODERIL
J05AR13,TRIUMEQ
V03AC03,JADENU
V03AC03,JADENU
L01XG03,NINLARO
L01XG03,NINLARO
L01XG03,NINLARO
L01XX52,VENCLEXTA
L01XX52,VENCLEXTA
D06BA01,SILVEDERMA
D06BA01,SILVEDERMA
A02BC01,NEOOPRAZOLE
S02AA15,SEPTOCIPRO OTICO
R05CA12,PROSPAN COUGH SYRUP
J06BA02,PRIVIGEN 
J06BA02,PRIVIGEN 
J06BA02,PRIVIGEN 
B05XA03,ISOTONIC SALINE
B05XA03,ISOTONIC SALINE
A07EC02,PENTASA XTEND
R06AX,ORADUS BETA
B05BB01,AAREL
C10AA05,ATORVA TAD
C10AA05,ATORVA TAD
N06CA02,MELIXITE
L01XA03,GENEPLATIN
L01XA03,GENEPLATIN
R05CB01,TREBON N
N02AB02,PETHIDIN PANPHARMA
A11CC05,DIBASE
A11CC05,DIBASE
L01CE02,IRINOTECAN HYDROCHLORIDE INJECTION USP
L01XA03,OXALIPLATIN USP INJECTION
L01BC05,GEMCITABINE FOR INJECTION USP
L01CA04,VINORELBINE
C01CA26,EPHEDRINE AGUETTANT
D10AD01,KETREL
M01AE03,KETOPROFENE MACOPHARMA
J05AB11,VALTREX
J05AB11,VALTREX
A11DB,NEUROMED
J01MA14,LOXIMED
A12CC,MAVIT
J01MA12,VOLCIDIN
C03BA11,RAWEL SR
N01BB58,ARTINIBSA 4% WITH EPINEPHRINE 1/100000
J01XB01,COLISTIN/NORMA
A02BC05,METAPRO
C10AA05,ATORVASTATINE ARROW GENERIQUES
A10BX02,REPAGLINIDE ARROW LAB
A10BX02,REPAGLINIDE ARROW LAB
A10BX02,REPAGLINIDE ARROW LAB
R03BA02,BUDESONIDE ARROW
R03BA02,BUDESONIDE ARROW
J01DC02,MAXIL 750
A08AB01,ORLY SLIM 
N04BC07,DACEPTON
G03AA16,DIENILLE
G04BE08,APO-TADALAFIL
R03BB04,NEUMOTROPIO
R03AK06,FLUDALT DUO
R03AK06,FLUDALT DUO
R03AK06,FLUDALT DUO
B01AC27,UPTRAVI
B01AC27,UPTRAVI
B01AC27,UPTRAVI
B01AC27,UPTRAVI
B01AC27,UPTRAVI
B01AC27,UPTRAVI
B01AC27,UPTRAVI
B01AC27,UPTRAVI
B01AC27,UPTRAVI
G04BE08,VIVIDA 20
G04BE08,DURALIS
D07AC13,ELOCOM
A12AX,VITAQPLUS
M01AB16,ARACENAC
A02BC05,PUMPINOX
C09CA04,APROVEL 150MG
C09CA04,APROVEL 300MG
C09DA04,COAPROVEL 150/12.5MG
C09DA04,COAPROVEL 300/25MG
G03GA02,MENO-CLAIR HP-HMG
G03GA02,MENO-CLAIR HP-HMG
N02CC03,ZOLMITRIPTAN BIOGARAN
L03AX13,GLITAXON
B05BA02,CELEPID
A11CC06,DEDROGYL
A11CC05,DIBASE
A11CC05,DIBASE
N05AH03,ZOLAPINE
N05AH03,ZOLAPINE
M01AH05,ETOXA
M01AH05,ETOXA
M01AH05,ETOXA
N06DX01,MEMANTINE ARROW LAB
N06DX01,MEMANTINE ARROW LAB
C09DA01,LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB
C09DA01,LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB
M01AB05,DICLOCELL
H02AB02,RADOLINE
A12AX,NATEMILLE
C09CA04,CONVERIUM
C09CA04,CONVERIUM
N03AX16,GALICA 150
N03AX16,GALICA 75
N03AX16,GALICA 300
G03DA04,PROLUTEX
L01XX02,SPECTRILA
J06BD01,SYNAGIS
J06BD01,SYNAGIS
V03AC03,DIFIRAX
V03AC03,DIFIRAX
N03AB02,PHENTOLEP INJECTION
G04CB01,FINASTERIDE ARROW LAB
G04CA53,VESOMNI
D06BA51,SILVEZ PLUS
J05AP07,DACLAVIRDIN
J05AP08,NUCLEOBUVIR
J05AF07,TENAVIRON
J05AP08,GRATISOVIR
N05AX12,ABILIFY MAINTENA
L01BC06,CAPECITABINE BIOGARAN
J05AF13,VEMLIDY
J05AX14,DAKTAVIRA
D11AH01,TACRUS
D10AF05,NAXIDERM
L01XX41,HALAVEN
J01DE01,SALAPIME
L01AA09,BENDAVIVAL
A10BD15,XIGDUO XR
A10BD15,XIGDUO XR
G04BE08,VIVIDA 5
A11CC05,MEGAVIT-D 25
A02BC01,OMEZOL BENTA
D10AE51,BENZADERMINE
S01CA01,FRAKIDEX
S01CA01,FRAKIDEX
C05BB02,AETHOXYSKLEROL
C05BB02,AETHOXYSKLEROL
C05BB02,AETHOXYSKLEROL
C09DA04,COAPROVEL 300/12.5MG
A07BC05,SMECTALIA STRAWBERRY
D07AD01,DERMOVATE
D07AD01,DERMOVATE
C10AX06,VASCEPA
M01AB55,DIFEN PLUS
N06AB06,SERTRALAX
G03GA02,MERIONAL HG
G03GA02,MERIONAL HG
R05CA12,PROSPAN COUGH LIQUID
B01AX05,ARIXTRA
R02A,MEGAMYLASE
R02A,MEGAMYLASE
N07BB03,ACAMPROSATE BIOGARAN
C09DB01,EXFORGE
C09DB01,EXFORGE
L02BX03,ZYTIGA
C01CA03,NORADRENALINE RENAUDIN
J01CR02,MOXICLAV BIS
V03AE01,RESINSODIO
N02BE01,PARACETAMOL S.A.L.F
B05BB02,MIXTE SIMPLE (1)
B05BB02,MIXTE SIMPLE (1)
B05BB02,DEXTROSE 5% & SODIUM CHLORIDE 0.45%
B05BB02,DEXTROSE 5% & SODIUM CHLORIDE 0.45%
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
B05BB01,LACTATED RINGER'S
B05BB01,LACTATED RINGER'S
B05,20 MEQ POTASSIUM OF 0.9% SODIUM CHLORIDE INJECTION USP
B05CX01,DEXTROSE
B05XA03,SODIUM CHLORIDE
A11CC06,HIDROFEROL
L01FA01,RIXATHON
L01FA01,RIXATHON
L01FA01,RIXATHON
L01XG01,BORCADE
G04BE03,SILDENAFIL ARROW LAB
N02AA01,CHLORHYDRATE DE MORPHINE RENAUDIN
A12CC05,MEGAMAG
R05CB06,MUCOSOLVAN LA
L01FD01,MABTIN 440
H01AC01,GENOTROPIN
J02AC01,STABILANOL
J01MA02,LADININ
J01XB01,COLISTIN HIKMA
D01AE14,ONYTEC
P02CA01,VERMOX
L04AA37,OLUMIANT
L04AA37,OLUMIANT
D11AX22,SOOLANTRA
D11AX22,SOOLANTRA
H02AB04,NEPHARED
J01XX08,LINESPAN 600
V03AE02,RENAGEL
G04CB02,DUTASTERIDE BIOGARAN
M01AB55,DIFEN FLEX
R01BA52,ORADUS P
G04BD07,DETRUSITOL
N01AH06,ULTIVA
N01AH06,ULTIVA
J01MA12,LOXAMOX
J01MA12,LOXAMOX
B02AA02,EXACYL SOLUTION FOR IV INJECTION
G04BE08,TYRA
M01AB16,LOFLAM
G04CA01,PROSTETROL
C05CA53,DAFLON
M01AB05,GROFENAC
A11DB,ANCOPIR
D07AC16,EFFICORT HYDROPHILE
M01AE51,FLUMIX BENTA
J01DE01,QPIME
L01BA04,PEMETREXED ACCORD
D06AX08,TYROSUR
A07AA12,DIFICLIR
J05AB01,ACICLOVIR G.E.S.
A08AB01,XENICAL
N04BC09,NEUPRO
N04BC09,NEUPRO
N04BC09,NEUPRO
N04BC09,NEUPRO
R05CA12,LIBLAB COUGH SYRUP
G03CA03,OESTRACLIN
A10AB05,FIASP
A10AB05,FIASP FLEXTOUCH
L01FD01,HERCEPTIN
L01ED03,ALECENSA
M04AA03,AGOUT
M04AA03,AGOUT
C01DX12,MOLSIDOMINE BIOGARAN
C01DX12,MOLSIDOMINE BIOGARAN
C01DX12,MOLSIDOMINE BIOGARAN
C07AG02,CARVEDILOL ARROW
C07AG02,CARVEDILOL ARROW
C07AG02,CARVEDILOL ARROW
C02KX01,BOSENTAN ARROW
C02KX01,BOSENTAN ARROW
J02AX04,CASPOFUNGINE OHRE PHARMA
J02AX04,CASPOFUNGINE OHRE PHARMA
C01BC04,FLECAINIDE ARROW LAB
A11CC05,MEGAVIT-D 50
J05AB01,VICLORIX 400
J05AB01,VICLORIX 800
L01XG01,BORTEZOMIB ACCORD
A03CA02,PRIMAX
M01AB05,PRIMAFENAC
B01AC06,ASPROTHIN
B03AA02,FEOSTA
N02BE01,STOPALGIC
B05BB02,"SERUFLEX DEXTROSE 5% SODIUM CHLORIDE 0.45% INJECTION, USP"
B05BB02,"SERUFLEX DEXTROSE 5% SODIUM CHLORIDE 0.45% INJECTION, USP"
M01AH01,CELEBREX
H05BX01,CENCIPRAL
H05BX01,CENCIPRAL
D07AC16,EFFICORT LIPOPHILE
M03AC11,NIMBEX
A04AA01,NAUSETRON
N02CX01,APIZINE
A02BC05,ESOMEPRAZOLE GENFARMA
N05BA01,KRATIUM
A07AA02,MEDISTAN
D01AC08,KETOCONAZOLE KORHISPANA
L01XG01,VELCADE
L01XG01,VELCADE
N06AX21,PMS-DULOXETINE
N06AX21,PMS-DULOXETINE
A03BB01,BUSCOPAN
A03BB01,BUSCOPAN 
D03AX03,DEXIPAN
R05CA12,IVY-CALM
B02BC30-V03AK,TISSEEL LYO
B02BC30-V03AK,TISSEEL LYO
B02BC30-V03AK,TISSEEL LYO
N01BB01,BETOLINA
N01BB01,BETOLINA
V03AC03,DIFIRAX
J01FA10,AZIFAST 250 
J01FA10,AZIFAST 500 
N05AH03,OLIZAX 10
N05AH03,OLIZAX 5
N03AX14,LEVIPRAM IV
N03AX14,LEVIPRAM IV
A11CC05,BIO-D3 25000IU
M01AE01,ADVIL LIQUI-GELS EXTRA STRENGTH
A12AA03,10% W/V CALCIUM GLUCONATE INJECTION BP
M01AE01,SOLIBU
J01XB01,COLISTIMETHATE SODIUM G.E.S.
N03AB02,PHENYTOIN G.E.S.
D07AC13,METASONE
R01AX,METASONE-D
R06AX28,RUPATADINE BIOGARAN
A01AD11,CORYFIN GOLA DOLORE
R06AX,DESLOCORT
B03BA51,BETOLVEX
R05CA,ASPECTON COUGH SYRUP
L01BB04,MAVENCLAD
L01BB04,MAVENCLAD
L01BB04,MAVENCLAD
N05AH03,OLANZAPINE ARROW
N02CC04,RIZATRIPTAN ARROW
B01AB01,HEPARIN SODIUM INJECTION USP
M01AC02,SORAL
G04BE08,LINK
A04AA02,KYTRIL
R03DX07,DAXAS
L01FD01,HERCEPTIN
L04AA36,OCREVUS
L04AC16,TREMFYA
C03CA01,FUROSEMIDE S.A.L.F.
N07BC51,SUBOXONE
N07BC51,SUBOXONE
B05BC01,OSMITOL
B05XA03,SODIUM CHLORIDE
B05XA03,SODIUM CHLORIDE
B05CX01,DEXTROSE
B05CX01,DEXTROSE
B05XA03,"SERUFLEX SODIUM CHLORIDE 0.9% INJECTION, USP"
B05XA03,"SERUFLEX SODIUM CHLORIDE 0.9% INJECTION, USP"
B05BB02,"SOLUFLEX DEXTROSE 5% SODIUM CHLORIDE 0.45% INJECTION, USP"
B05BB02,"SOLUFLEX DEXTROSE 5% SODIUM CHLORIDE 0.45% INJECTION, USP"
B05XA03,"SOLUFLEX SODIUM CHLORIDE 0.9% INJECTION, USP"
B05XA03,"SOLUFLEX SODIUM CHLORIDE 0.9% INJECTION, USP"
C09CA09,EDARBI
C09CA09,EDARBI
N02BE01,PARALIFE
J01MA12,PILOQ
A11CC05,D-ESTER
A11CC05,D-ESTER
A02BC01,DIGCAP
P01AB01,PHOZOLE
N01AB08,SEVOFLURANE
J01FA09,ZECLAR
J01FA09,KLACID
J01FA09,KLACID RM
J01FA09,KLACID
J01FA09,KLACID
L01AX03,TEGOZOL
B05BB01,"SOLUFLEX LACTATED RINGER'S INJECTION, USP "
B05BB01,"SOLUFLEX LACTATED RINGER'S INJECTION, USP"
B05CX01,DEXTROSE
B05BC01,MANNITOL
B05BB01,LR
C09CA07,ARBIVASTEL
M04AA03,ADENURIC
A04AA01,APO-ONDANSETRON
M03AC11,SALATRACURIUM
J01FA10,AZM-500
A02AF02,ACTONORM
L04AB04,HUMIRA
L04AB04,HUMIRA
A11EA,COMBEDOX
R01AD09,NASONEX
G03AA09,CICLOMEX
M04AA03,ADENURIC
J01DD52,ZAVICEFTA
B05AA01,HUMAN ALBUMIN 20% SOLUTION
A03FA01,METOCLOPRAMIDE S.A.L.F.
A11GA01,VITAMIN C S.A.L.F.
S02CA06,POLYDEXA 
C05CA05,VENOSMIL
C10AA07,LIPIROSE OBP 10
C10AA07,LIPIROSE OBP 20
A11CC05,ONE BIG-D 10.000
N03AX16,PREGAFORTE 25
N03AX16,PREGAFORTE 75
N03AX16,PREGAFORTE 100
