Code	Form	Scored	Parent	Route	IsParenteral
2279	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
2280	Injectable, solution		Parentaral	P-Parenteral	Parentaral
2281	Injectable, solution		Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
2282	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
2283	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
2284	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
2285	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
2287	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
2288	Granules, for solution		O-Oral	O-Oral	
2289	Tablet, coated		O-Oral	O-Oral	
2293	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
2295	Tablet, film coated		O-Oral	O-Oral	
2308	Tablet		O-Oral	O-Oral	
2322	Tablet, film coated		O-Oral	O-Oral	
2326	Tablet		O-Oral	O-Oral	
2332	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
2334	Injectable, lyophilised / freeze-dried / dry powder		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
2344	Tablet		O-Oral	O-Oral	
2345	Tablet		O-Oral	O-Oral	
2349	Tablet		O-Oral	O-Oral	
2350	Tablet		O-Oral	O-Oral	
2361	Tablet, film coated		O-Oral	O-Oral	
2365	Tablet		O-Oral	O-Oral	
2366	Tablet		O-Oral	O-Oral	
2370	Capsule, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
2381	Capsule		O-Oral	O-Oral	
2382	Drops, solution		Ot-Otic	Ot-Otic	
2417	Injectable, solution		PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
2418	Injectable, solution		PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
2419	Injectable, solution		PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
2420	Injectable, solution		PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
2421	Injectable, solution		PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
2423	Injectable, solution		PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
2426	Injectable, solution		PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
2427	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
2429	Injectable, solution		Parentaral	IM-Intramuscular	Parentaral
2451	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
2462	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with stabilizer		Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
2465	Capsule		O-Oral	O-Oral	
2469	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	Inf-Infusion	Parentaral
2473	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
2476	Tablet		O-Oral	O-Oral	
2479	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
2480	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
2481	Tablet, coated		O-Oral	O-Oral	
2491	Water for injection, irrigation		Irrigation	Irrigation	
2492	Water for injection, irrigation		Irrigation	Irrigation	
2497	Injectable, solution		Parentaral	Inf-IV-IVes-Infusion-Intravenous-Intravesical	Parentaral
2498	Injectable, solution		Parentaral	Inf-IV-IVes-Infusion-Intravenous-Intravesical	Parentaral
2503	Tablet, coated		O-Oral	O-Oral	
2504	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	Inf-Infusion	Parentaral
2511	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
2512	Tablet		O-Oral	O-Oral	
2520	Suspension		Oph-Ophtalmic	Oph-Ophtalmic	
2521	Syrup		O-Oral	O-Oral	
2543	Syrup		O-Oral	O-Oral	
2548	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
2555	Powder, for solution		O-Oral	O-Oral	
2557	Powder, for solution		O-Oral	O-Oral	
2566	Injectable, solution		Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
2570	Injectable, solution		Parentaral	IM-Intramuscular	Parentaral
2573	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
2576	Spray		OG-Oral gingival	OG-Oral gingival	
2579	Ovule		V-Vaginal	V-Vaginal	
2581	Suppository		R-Rectal	R-Rectal	
2593	Tablet		O-Oral	O-Oral	
2595	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
2596	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
2610	Injectable, emulsion		Parentaral	Inf-Infusion	Parentaral
2611	Injectable, emulsion		Parentaral	Inf-Infusion	Parentaral
2612	Cream		T-Topical	T-Topical	
2626	Injectable, solution		Parentaral	Inf-IV-SC-Infusion-Intravenous-Subcutanous	Parentaral
2630	Tablet, chewable		O-Oral	O-Oral	
2634	Spray		OG-Oral gingival	OG-Oral gingival	
2638	Cream		R-Rectal	R-Rectal	
2639	Gel		R-Rectal	R-Rectal	
2640	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
2645	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
2647	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
2650	Tablet		O-Oral	O-Oral	
2652	Elixir		O-Oral	O-Oral	
2661	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
2662	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
2669	Syrup		O-Oral	O-Oral	
2688	Tablet, film coated		O-Oral	O-Oral	
2695	Capsule		O-Oral	O-Oral	
2700	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent		Parentaral	IM-Intramuscular	Parentaral
2705	Film forming solution		T-Topical	T-Topical	
2708	Tablet, film coated		O-Oral	O-Oral	
2714	Powder, for suspension		O-Oral	O-Oral	
2719	Capsule, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
2731	Capsule		O-Oral	O-Oral	
2735	Injectable, solution		Parentaral	P-Parenteral	Parentaral
2736	Injectable, solution		Parentaral	P-Parenteral	Parentaral
2739	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
2747	Ointment		T-Topical	T-Topical	
2748	Cream		T-Topical	T-Topical	
2753	Powder		T-Topical	T-Topical	
2755	Solution		TS-Topical,scalp	TS-Topical,scalp	
2767	Lotion		T-Topical	T-Topical	
2768	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
2771	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
2793	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
2800	Cream		T-Topical	T-Topical	
2801	Solution		T-Topical	T-Topical	
2802	Powder		T-Topical	T-Topical	
2803	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
2805	Capsule, soft / liquid gel / liquid filled / soft gelatin		O-Oral	O-Oral	
2806	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	SC-Subcutanous	Parentaral
2810	Injectable, powder, for suspension CHOOSE with diluent		Parentaral	IM-Intramuscular	Parentaral
2811	Injectable, powder, for suspension CHOOSE with diluent		Parentaral	IM-Intramuscular	Parentaral
2813	Capsule, soft / liquid gel / liquid filled / soft gelatin		O-Oral	O-Oral	
2815	Capsule		O-Oral	O-Oral	
2827	Injectable, solution		Parentaral	P-Parenteral	Parentaral
2855	Injectable, solution		Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
2869	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
2871	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
2886	Cream		T-Topical	T-Topical	
2904	Tablet		O-Oral	O-Oral	
2905	Tablet		O-Oral	O-Oral	
2909	Tablet, film coated		O-Oral	O-Oral	
2910	Granules, for suspension		O-Oral	O-Oral	
2924	Powder, for suspension		O-Oral	O-Oral	
2936	Ring		V-Vaginal	V-Vaginal	
2937	Injectable, solution		Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
2938	Tablet, film coated		O-Oral	O-Oral	
2941	Injectable, solution		Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
2942	Injectable, solution		Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
2968	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
2969	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
2974	Tablet, film coated		O-Oral	O-Oral	
2975	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
2976	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
2977	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
2978	Injectable, solution		Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
2979	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
2980	Syrup		O-Oral	O-Oral	
2985	Syrup		O-Oral	O-Oral	
2986	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
2987	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
3027	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
3028	Capsule		O-Oral	O-Oral	
3038	Injectable, solution		Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
3045	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
3046	Capsule		O-Oral	O-Oral	
3047	Tablet, orally disintegrating / mouth dissolving / orodispersible		O-Oral	O-Oral	
3054	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
3055	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
3058	Capsule		O-Oral	O-Oral	
3059	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
3069	Syrup		O-Oral	O-Oral	
3070	Syrup		O-Oral	O-Oral	
3074	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
3077	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
3079	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
3086	Tablet, film coated		O-Oral	O-Oral	
3094	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
3110	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
3115	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
3116	Suppository		R-Rectal	R-Rectal	
3119	Injectable, solution		Parentaral	IV-IM-SC-Intravenous-Intramuscular-Subcutanous	Parentaral
3121	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
3156	Injectable, powder, for solution		Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
3161	Gel		O-Oral	O-Oral	
3168	Syrup		O-Oral	O-Oral	
3172	Tablet, film coated		O-Oral	O-Oral	
3180	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
3188	Injectable, suspension		Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
3195	Drops, solution		O-Oral	O-Oral	
3196	Tablet, film coated		O-Oral	O-Oral	
3203	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	Inf-IV-IPt-Infusion-Intravenous-Intramuscular-Intraperitoneal	Parentaral
3206	Capsule		O-Oral	O-Oral	
3247	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
3263	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent		Parentaral	IM-Intramuscular	Parentaral
3265	Tablet, film coated		O-Oral	O-Oral	
3267	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
3268	Ovule		V-Vaginal	V-Vaginal	
3272	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
3273	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
3274	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
3279	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		IV-Intravenous	IV-Intravenous	
3280	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		IV-Intravenous	IV-Intravenous	
3281	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		IV-Intravenous	IV-Intravenous	
3340	Tablet, film coated		O-Oral	O-Oral	
3345	Tablet, chewable		O-Oral	O-Oral	
3351	Injectable, emulsion		Parentaral	Inf-Infusion	Parentaral
3353	Injectable, emulsion		Parentaral	Inf-Infusion	Parentaral
3354	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent		Parentaral	IM-Intramuscular	Parentaral
3356	Injectable, solution		Parentaral and Non-parentaral	O-IV-IM-Oral-Intravenous-Intramuscular	Parentaral and Non-parentaral
3358	Injectable, solution		Parentaral	Inf-IV-SC-ITh-Infusion-Intravenous-Subcutanous-Intrathecal	Parentaral
3367	Capsule, microionized		O-Oral	O-Oral	
3371	Suppository		R-Rectal	R-Rectal	
3376	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
3382	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
3385	Tablet		O-Oral	O-Oral	
3388	Tablet		O-Oral	O-Oral	
3392	Tablet		O-Oral	O-Oral	
3393	Powder, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
3400	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
3401	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
3404	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
3411	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
3412	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
3413	Injectable, emulsion		Parentaral	Inf-Infusion	Parentaral
3414	Cream		T-Topical	T-Topical	
3415	Gel		T-Topical	T-Topical	
3426	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
3427	Tablet, film coated		O-Oral	O-Oral	
3434	Suppository		R-Rectal	R-Rectal	
3435	Tablet, film coated		O-Oral	O-Oral	
3436	Suppository		R-Rectal	R-Rectal	
3444	Cream		T-Topical	T-Topical	
3447	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
3464	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
3472	Injectable, solution		IO-Intraoral	IO-Intraoral	
3483	Tablet		O-Oral	O-Oral	
3486	Tablet		O-Oral	O-Oral	
3487	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
3488	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
3489	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
3490	Spray		N-Nasal	N-Nasal	
3491	Syrup		O-Oral	O-Oral	
3495	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
3504	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
3512	Syrup		O-Oral	O-Oral	
3525	Drops, suspension		Oph-Ophtalmic	Oph-Ophtalmic	
3526	Cream		T-Topical	T-Topical	
3528	Injectable, powder, for solution 		IV-Intravenous	IV-Intravenous	
3530	Tablet		O-Oral	O-Oral	
3531	Capsule		O-Oral	O-Oral	
3532	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
3539	Injectable, powder, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
3546	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
3559	Cream		T-Topical	T-Topical	
3560	Powder, for suspension		O-Oral	O-Oral	
3561	Powder, for suspension		O-Oral	O-Oral	
3563	Tablet, film coated		O-Oral	O-Oral	
3564	Tablet, film coated		O-Oral	O-Oral	
3570	Tablet		O-Oral	O-Oral	
3571	Tablet		O-Oral	O-Oral	
3572	Capsule		O-Oral	O-Oral	
3576	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
3577	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
3578	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
3579	Tablet		O-Oral	O-Oral	
3588	Capsule		O-Oral	O-Oral	
3590	Capsule		O-Oral	O-Oral	
3591	Powder, for suspension		O-Oral	O-Oral	
3592	Syrup		O-Oral	O-Oral	
3593	Capsule, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
3594	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
3595	Syrup		O-Oral	O-Oral	
3596	Tablet, film coated		O-Oral	O-Oral	
3597	Injectable, solution		PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
3598	Injectable, solution		PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
3599	Injectable, solution		PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
3600	Injectable, solution		PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
3601	Capsule		O-Oral	O-Oral	
3603	Tablet		O-Oral	O-Oral	
3604	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
3605	Solution		T-Topical	T-Topical	
3607	Gargle / Mouthwash				
3610	Solution		V-Vaginal	V-Vaginal	
3611	Ointment		T-Topical	T-Topical	
3621	Powder, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
3626	Injectable, powder, for solution 		Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
3631	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
3632	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
3633	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
3634	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
3635	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
3651	Tablet		O-Oral	O-Oral	
3658	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
3660	Capsule, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
3677	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
3678	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
3679	Tablet, film coated		O-Oral	O-Oral	
3682	Tablet, coated		O-Oral	O-Oral	
3683	Gel		T-Topical	T-Topical	
3684	Tablet, film coated		O-Oral	O-Oral	
3685	Tablet, film coated		O-Oral	O-Oral	
3686	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
3692	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
3694	Gel		T-Topical	T-Topical	
3695	Gel		T-Topical	T-Topical	
3698	Gel		T-Topical	T-Topical	
3711	Capsule		V-Vaginal	V-Vaginal	
3712	Syrup		O-Oral	O-Oral	
3714	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
3715	Tablet		O-Oral	O-Oral	
3717	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
3733	Injectable, solution		IOc-Intraocular	IOc-Intraocular	
3740	Caplet		O-Oral	O-Oral	
3747	Tablet		O-Oral	O-Oral	
3748	Tablet, film coated		O-Oral	O-Oral	
3749	Syrup		O-Oral	O-Oral	
3754	Tablet, film coated		O-Oral	O-Oral	
3755	Granules, for suspension		O-Oral	O-Oral	
3757	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
3758	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
3774	Suppository		R-Rectal	R-Rectal	
3775	Suppository		R-Rectal	R-Rectal	
3777	Powder, for suspension		O-Oral	O-Oral	
3780	Drops, solution		Ot-Otic	Ot-Otic	
3781	Capsule		O-Oral	O-Oral	
3790	Solution		SL-Sublingual	SL-Sublingual	
3791	Solution		SL-Sublingual	SL-Sublingual	
3792	Solution		SL-Sublingual	SL-Sublingual	
3793	Solution		SL-Sublingual	SL-Sublingual	
3794	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
3795	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
3819	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
3820	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
3829	Capsule		O-Oral	O-Oral	
3830	Syrup		O-Oral	O-Oral	
3831	Tablet		O-Oral	O-Oral	
3832	Syrup		O-Oral	O-Oral	
3838	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
3847	Lozenge		O-Oral	O-Oral	
3851	Capsule		O-Oral	O-Oral	
3853	Tablet, film coated		O-Oral	O-Oral	
3854	Syrup		O-Oral	O-Oral	
3863	Injectable, solution		IO-Intraoral	IO-Intraoral	
3881	Capsule		O-Oral	O-Oral	
3882	Capsule		O-Oral	O-Oral	
3885	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
3887	Capsule, hard		O-Oral	O-Oral	
3888	Capsule, hard		O-Oral	O-Oral	
3889	Capsule, hard		O-Oral	O-Oral	
3890	Capsule, hard		O-Oral	O-Oral	
3891	Capsule, hard		O-Oral	O-Oral	
3894	Tablet, coated		O-Oral	O-Oral	
3895	Tablet, coated		O-Oral	O-Oral	
3898	Tablet, film coated		O-Oral	O-Oral	
3899	Tablet, film coated		O-Oral	O-Oral	
3900	Tablet, film coated		O-Oral	O-Oral	
3902	Film forming solution		T-Topical	T-Topical	
3903	Film forming solution / Varnish / Nail laquer		T-Topical	T-Topical	
3904	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
