MophCode	RegistrationNumber	DrugName	Dosage	Presentation	Form	Agent	Manufacturer	Country
980	261443/97	APO-ATENOL	100mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
979	MP FA 581/91	APO-ATENOLOL	50mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
981	MP FB 581/91	APO-ATENOLOL	100mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
5952	221991/09	APO-BISOPROLOL	10mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
9665	56818/1	APO-CABERGOLINE	0.5mg	8	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
3817	27351	APO-CAPTO	12.5mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
3818	27362	APO-CAPTO	100mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
984	MP IA 581/91	APO-CIMETIDINE	200mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
985	MP IB 581/91	APO-CIMETIDINE	400mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
3812	MP IC 581/91	APO-CIMETIDINE	600mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
3813	MP ID 581/91	APO-CIMETIDINE	800mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
6508	167845/11	APO-DESMOPRESSIN	10mcg/5ml		Nasal spray	Promopharm S.A.R.L.	Apotex Inc	Canada
3822	27355	APO-DILTIAZ	60mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
3823	27354	APO-DILTIAZ	30mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
3567	194005/02	APO-DILTIAZ SR	120mg	30 	Capsule, sustained release	Promopharm S.A.R.L.	Apotex Inc	Canada
3814	MP JO 581/91	APO-DIMENHYDRINATE	50mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
971	208396/02	APO-FENO-MICRO	200mg	30	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada
5855	219487/10	APO-FENO-SUPER	160mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
3821	27356	APO-GLYBURIDE	5mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
989	MP NO 581/91	APO-HALOPERIDOL	5mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
990	MP OA 581/91	APO-IBUPROFEN	200mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
991	MP OB 581/91	APO-IBUPROFEN FC	400mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
992	MP PA 581/91	APO-ISDN	5mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
303	261310/97	APOKINON 30MG/3ML	1%			Droguerie Solupharm SAL	Aguettant	France
8282	131214/1	APO-LAMOTRIGINE	100mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
8755	45916/1	APO-LAMOTRIGINE	25mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
7741	50814/1	APO-LATANOPROST	50mcg/ml	2.5ml	Ophtalmic Solution	Promopharm S.A.R.L.	Apotex Inc	Canada
994	MP QO 581/91	APO-METRONIDAZOLE	250mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
9219	7814/1	APO-MONTELUKAST	10mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
1003	27359	APO-NADOL	160mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
3815	27357	APO-NADOL	40mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
3816	27358	APO-NADOL	80mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
996	MP SO 581/91	APO-NAPROXENE	250mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
3811	261099/97	APO-NIFED PA	20mg	60	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
995	MP RO 581/91	APO-NIFEDIPINE	10mg	100	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada
997	MP TA 581/91	APO-NITROFURANTOINE	50mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
5646	195305/04	APO-OFLOX	200mg	20	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
6509	168228/10	APO-OLANZAPINE	10mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
6507	168229/10	APO-OLANZAPINE 	5mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
999	MP UA 581/91	APO-PIROXICAM	10mg	100	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada
1000	MP UB 581/91	APO-PIROXICAM	20mg	100	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada
1004	27360	APO-RANITIDINE	150mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
1005	27361	APO-RANITIDINE	300mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
3810	78854/98	APO-RANITIDINE	150mg	60	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
982	MP GO 581/91	APOTHECARE BISACODYL	5mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
987	MP LO 581/91	APOTHECARE FERROUS GLUCONATE	300mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
6870	166823/11	APO-TOPIRAMATE	100mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
7563	186527/13	APO-VALSARTAN	80mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
7564	186528/13	APO-VALSARTAN	160mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
8134	187164/13	APO-VALSARTAN/HCTZ	320/25mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
8135	187163/13	APO-VALSARTAN/HCTZ	320/12.5mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
8136	187162/13	APO-VALSARTAN/HCTZ	160/25mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
8137	187161/13	APO-VALSARTAN/HCTZ	160/12.5mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
5890	218020/09	APO-VERAP SR	240mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada
2192	27212	APRANAX	550mg	16	Tablet, film-scored	No Agent	Produits  Roche	France
2201	27793	APRANAX	500mg	12	Suppository	No Agent	Produits  Roche	France
7480	185944/13	APROVASC 150MG/10MG	150mg/10mg	28	Tablet, film coated	Mersaco	Benta SAL (Packing) under license from Sanofi Aventis de Mexico SA de CV, Mexico	Lebanon
3111	405429/00	APROVEL	75mg	28	Tablet, film coated	Mersaco	Sanofi Winthrop Industrie license holder: Sanofi Pharma Bristol Myers Squibb SNC	France
6908	96586/12	ARAGAM	2.5g/50ml		Solution for infusion 	Droguerie Solupharm SAL	Sanquin Plasma Products BV	The Netherlands
7380	187418/13	ARANESP	10mcg	4 Prefilled syringes (PFS)	Injectable solution	Mersaco	Amgen Europe BV	The Netherlands
7382	187423/13	ARANESP	60mcg	4 Prefilled syringes with automated needles guard (ANG)	Injectable solution	Mersaco	Amgen Europe BV	The Netherlands
2158	405420/00	ARAVA	100mg	3	Tablet, film coated	Mersaco	Sanofi Winthrop Industrie	France
246	24367/79	ARCASIN 1.5 MIO	1,500,000IU	20	Tablet	Servipharm S.A.L.	Karl Engelhard	Germany
247	24365/79	ARCASIN JUICE	60,000IU	75ml	Oral Suspension	Servipharm S.A.L.	Karl Engelhard	Germany
248	24366/79	ARCASIN MIO	1.000.000 IU	20	Tablet	Servipharm S.A.L.	Karl Engelhard	Germany
5544	194452/05	ARDINECLAV	500/125mg	12	Tablet	Pharmadex	Pharmadex licensed by Laboratorio Reig. Jofre. SA Spain 	Lebanon
880	  38687/96	AREDIA	15mg	4	Dry Vial	Khalil Fattal & Fils S.A.L.	Novartis Pharma AG	Switzerland
881	 38688/96	AREDIA	30mg	2	Dry Vial	Khalil Fattal & Fils S.A.L.	Novartis Pharma AG	Switzerland
3870	23759/78	ARGININE VEYRON		250ml	Sirop	Pharmamedic S.A.R.L.	Veyron Froment	France
2144	15362	ARGINOTRI-B		24	Dragée	Cesar Chalhoub et Fils	Bouchara Recordati	France
8935	121616/1	ARIPIPAN	10mg	30	Tablet	Medicapharm S.A.L.	KrKa, dd, Novo Mesto	Slovenia
8936	121716/1	ARIPIPAN	15mg	30	Tablet	Medicapharm S.A.L.	KrKa, dd, Novo Mesto	Slovenia
1358	3554/72	AROVIT	50MUI	30	Dragée	No Agent	F. Hoffmann La Roche Ltd	Switzerland
39	4064/72	ARPHOS B12		20x10ml	Ampoule Buvable	Pharmacie Badre - Docteur Yolande Badre	Fournier SA	France
2117		ARTAMIN	250mg	50	Capsule	Mersaco	Biochemie GmbH	Austria
1426	78997	ARTANE	2mg	100	Tablet	Droguerie Mercury S.A.L.	Lederle Laboratories Division John Wyeth & Brother Ltd	UK
1427	78996	ARTANE	5mg	100	Tablet	Droguerie Mercury S.A.L.	Lederle Laboratories Division John Wyeth & Brother Ltd	UK
779	27759	ARTHROTEC		20	Tablet	Food & Drug Corporation FDC	Searle	UK
1010	236298	ASACOL	4g	100ml	Enema	Taba Chemipharm	Tilotts Pharma AG	Switzerland
2116	38891	ASCRIPTIN	300mg	20	Tablet	Mersaco	Aventis Pharma SpA	Italy
5002	27593/94	ASMALAT	2mg 	100	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
5006	26513/88	ASMAPHILLINE KI		250ml	Elixir	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4665	26512/88	ASMAPHYLLINE	25mg/5ml	250ml	Elixir	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
2949	26239	ASPEGIC 250		20	Sachet	Mersaco	Sanofi Winthrop Industrie	France
2964	26329	ASPEGIC 500		20	Sachet	Mersaco	Sanofi Winthrop Industrie	France
2945	236295	ASPEGIC ADULTE	1000mg	20Sachet dose	Poudre pour solution buvable	Mersaco	Sanofi Winthrop Industrie	France
2965	26238	ASPEGIC ENFANTS NOURISSONS		20	Sachet	Mersaco	Sanofi Winthrop Industrie	France
2966	26237	ASPEGIC INJECTABLE FLACON	1g	6	Ampoule	Mersaco	Sanofi Winthrop Industrie	France
2967	26328	ASPEGIC INJECTABLE FLACON	0.5g	6	Ampoule	Mersaco	Sanofi Winthrop Industrie	France
2186		ASPIRINE	100mg	30	Tablet	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany
7154	222486/08	ASTATIN	10mg	30	Tablet, film coated	The Lebanese Pharmacists SAL	Jamjoum Pharmaceuticals	Saudi Arabia
7157	222487/08	ASTATIN	20mg	30	Tablet, film coated	The Lebanese Pharmacists SAL	Jamjoum Pharmaceuticals	Saudi Arabia
8604	134815/1	ASTHALIN	5mg/ml	Bottle of 15ml	Respirator solution	Droguerie de l'Union	Cipla Ltd	India
5566	221186/08	ATACAND	32mg	28	Tablet	Omnipharma	AstraZeneca AB	Sweden
6547	166844/11	ATACAND PLUS	32mg/25mg	28	Tablet	Omnipharma	AstraZeneca AB	Sweden
6548	166845/11	ATACAND PLUS	32mg/12.5mg	28	Tablet	Omnipharma	AstraZeneca AB	Sweden
5621	23604/06	ATACURE	50mg/5ml	5 ampoules		Hikma-Liban S.A.R.L.	Hikma Pharmaceuticals	Jordan
64	2991/72	ATARAX	10mg	25	Dragée	Abela Frères S.A.L.	UCB SA Pharma	Belgium
65	2992/72	ATARAX	25mg	25	Dragée	Abela Frères S.A.L.	UCB SA Pharma	Belgium
66	2993/72	ATARAX		200ml	Sirop	Abela Frères S.A.L.	UCB SA Pharma	Belgium
8718	55516/1	ATARAX	25mg	25	Tablet, film coated	Abela Frères S.A.L.	UCB Pharma SA	Belgium
8523	186531/13	ATAVIR-A	300mg	30	Capsule	Droguerie de l'Union	Cipla Ltd	India
1178	261416	ATEM		200doses 	Spray	Sadco	Chiesi Farmaceutici SpA	Italy
3355	974055/02	ATERKEY	20mg	28	Tablet	Mediterranean Pharmaceutical Company	Pharminicio SL	Spain
2613	78961	ATG FRESENIUS S		1 x 5ml	Vial	Benta Trading Co s.a.l.	Fresenius Biotech GmbH	Germany
3269	20482	ATIVAN	1mg	20	Tablet	Droguerie R. Pharaon & Fils S.A.L.	Wyeth Pharma GmbH	Germany
3318	20483	ATIVAN	1mg	100	Tablet	Droguerie R. Pharaon & Fils S.A.L.	Wyeth Pharma GmbH	Germany
3322	20484	ATIVAN	2mg	20	Tablet	Droguerie R. Pharaon & Fils S.A.L.	Wyeth Pharma GmbH	Germany
8967	57715/1	ATORCOR	10mg	28	Tablet, film coated	IPS "Integrated Pharma Solutions SARL"	Laboratorios Cinfa SA	Spain
8968	57815/1	ATORCOR	20mg	28	Tablet, film coated	IPS "Integrated Pharma Solutions SARL"	Laboratorios Cinfa SA	Spain
8969	57915/1	ATORCOR	40mg	28	Tablet, film coated	IPS "Integrated Pharma Solutions SARL"	Laboratorios Cinfa SA	Spain
8970	58015/1	ATORCOR	80mg	28	Tablet, film coated	IPS "Integrated Pharma Solutions SARL"	Laboratorios Cinfa SA	Spain
2047	MPO 0199/95	ATROPINE	1%	10ml	Eye drops	Khalil Fattal & Fils S.A.L.	Novartis Ophthalmics AG	Switzerland
263	MPA 2275/94	ATROPINE SULFATE INJ.	0.25mg	100 x 1ml	Ampoule	Droguerie Solupharm SAL	Aguettant	France
264	MPB 2275/94	ATROPINE SULFATE INJ.	0.5mg	100 x 1ml	Ampoule	Droguerie Solupharm SAL	Aguettant	France
265	MPC 2275/94	ATROPINE SULFATE INJ.	1mg	100 x 1ml	Ampoule	Droguerie Solupharm SAL	Aguettant	France
2178	261488/97	ATROPINE SULFATE RENAUDIN	0.25mg/ml	Bt 10Ampoules x 1ml 	Sol inj	Pharmacie Minapharm Halabi	Renaudin 	France
2225	38683	ATROVENT		15ml	Metered dose aerosol	Mersaco	Boehringer Ingelheim Pharma KG for Boehringer Ingelheim International GmbH	Germany
2203	767270/00	ATROVENT NASAL	.00029	15ml	Solution	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
729	26738	AUGMENTIN	375mg	100	Tablet	Abela Frères S.A.L.	Beecham Pharmaceuticals	UK
742	261353	AUGMENTIN (BD)	1g	14	Tablet	Abela Frères S.A.L.	Smithkline Beecham Pharmaceuticals	UK
743	261352	AUGMENTIN INFANT	62.5mg	20ml	Drops	Abela Frères S.A.L.	Smithkline Beecham Pharmaceuticals	UK
1361	27239	AURORIX	150mg	30	Tablet	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
2183	895/72	AUXERGYL D3		3	Ampoule	Codipha	Hoechst Marion Roussel Ltd Distributeur: Roussel Diamant	UK
3945	194459/05	AVASTIN	400mg	1Vial x 16ml	Solution for injection	Omnipharma	Genentech Inc	USA
3946	194456/05	AVASTIN	100mg	1Vial x 4ml	Solution for injection	Omnipharma	Genentech Inc	USA
5839	222357/08	AVODART	0.5mg	30	Capsules soft	Abela Frères S.A.L.	Cardinal Health France 404	France
6009	168226/10	AVODART	0.5mg	30	Capsules soft	Abela Frères S.A.L.	Catalent France Beinheim SA	France
1050	236988	AVONEX	30mcg	4 Doses pack	I.M.	Droguerie de l'Union	Biogen Idec Inc	USA
5845	219455/09	AVONEX	30mcg/0.5ml	4 prefilled syringes+4 needles	Injectable solution 	Droguerie de l'Union	Biogen Idec (Denmark) Manufacturing APS	Denmark
1805	17800	AXETOCOVIT		100	Dragée	PharmaLab SARL	Labatec Pharma SA	Switzerland
353	26866	AXID	150mg	28	Capsule	Droguerie de l'Union	E.Lilly SA	Italy
354	26867	AXID	300mg	14	Capsule	Droguerie de l'Union	E.Lilly SA	Italy
355	26868	AXID	300mg	28	Capsule	Droguerie de l'Union	E.Lilly SA	Italy
566	208259/96	AXID	150mg	20	Capsule	Droguerie de l'Union	Lilly SA	Spain
567	208260/96	AXID	300mg	10	Capsule	Droguerie de l'Union	Lilly SA	Spain
4708	24142/06	AXID	150mg	20	Capsule	Droguerie de l'Union	Pharmaline Licensed by Phadisco Ltd, Cyprus	Lebanon
4709	24143/06	AXID	300mg	10	Capsule	Droguerie de l'Union	Pharmaline Licensed by Phadisco Ltd, Cyprus	Lebanon
4829	767286/00	AXID	25mg/ml	1 x 5ml	Injectable solution	Droguerie de l'Union	Algorithm S.A.L.	Lebanon
3542	148308/03	AXONE 1G IM	1g	1Vial+1Ampoules of lidocaine 1%	Vial	Picomed SARL	Pharma International Co	Jordan
756	208620/03	AXONE 500 MG IM	500mg	1Vial+1Ampoule Lidocaine HCl 1% 2ml	Injection vial IM	Picomed SARL	Pharma International Co	Jordan
6736	96351/11	AZASITE	1%	2.5ml	Drops solution	Macromed S.A.R.L.	Catalent Pharma Solutions, LLC	USA
4273	973904/02	AZION	50mg	50	Tablet	Droguerie de l'Union	Algorithm S.A.L.	Lebanon
3008	236716/99	AZMACORT		240 metered actuations (20g)	Inhalation aerosol 	No Agent	Rhone Poulenc Rorer Puerto Rico Inc  Distributeur: Rhone Poulenc Rorer Pharmaceutical Inc	USA
953	974061/02	AZOCIN	250mg	6	Capsule	New Pharma S.A.R.L.	Avenzor for Pharmaceutical Industries	Syria
3485	195060/04	AZONIT	1%	40g	Vaginal Cream	Picomed SARL	Pharma International Co	Jordan
2110	26205	BACTEKOD		20	Tablet	No Agent	Biogalenique	France
2111	26206	BACTEKOD		100ml	Suspension	No Agent	Biogalenique	France
2112	26417	BACTEKOD FORT		10	Tablet	No Agent	Biogalenique	France
2335	26171	BACTISUBTIL	35mg	20	Capsule	Mersaco	Marion Merrell Bourgoin SA	France
7574	096352/11	BACTRIM FORTE		10	Tablet	Omnipharma	Productos Roche SA de CV Toluca	Mexico
734	135260	BACTROBAN	2% w/w	15g	Ointment	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK
6291	167974/11	BACTROBAN	2% w/w	15g	Cream	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK
1799	3394/72	BATRAMYCIN		20g	Ointment	Mediterranean Pharmaceutical Company	Geistlich Pharma AG	Switzerland
2200	25120/81	BAYCUTEN		15g	Cream	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany
10638	58821/1	BCG CULTURE SSI	30mg/Vial	4Vials	Powder for bladder irrigation	Droguerie de l'Union	AJ Vaccines A/S	Denmark
1650	28569	B-COMPLEX + VITAMINE C		100	Caplet	Pharmacie Minapharm Halabi	American Vitamin Products	USA
4480	15597	BEBE POUDRE DELABARRE		100g	Powder	Mephico S.A.L.	Mephico SAL	Lebanon
3516	973440/01	BECLAZONE	250mcg	200doses	Easy breath CFC free inhaler	UPO S.A.L.	Norton Waterford Ltd 	Ireland
600	26879	BECLOFORTE	250mcg	200doses	Inhaler	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK
3423	208288/03	BECONASE AQUEOUS	50mcg	200metered spray	Nasal spray	Sadco	GlaxoWellcome SA	Spain
598	26495	BECOTIDE	50mcg	200doses	Inhaler aerosol	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK
1367	5521	BECOZYM		50 x 2ml	Ampoule	Droguerie R. Pharaon & Fils S.A.L.	F. Hoffmann La Roche Ltd	Switzerland
1368	3562/72	BECOZYM		100ml	Syrup	Droguerie R. Pharaon & Fils S.A.L.	F. Hoffmann La Roche Ltd	Switzerland
2202	973455/02	BEDELIX		30Sachets	Powder for Oral suspension	Droguerie de l'Union	Beaufour Ipsen Industrie	France
1653	25801	BEDRANOL	80mg	60	Tablet	Mediterranean Pharmaceutical Company	Lagap SA	Switzerland
5029	57	BEFORTE		30	Tablet, coated	Droguerie de l'Union	Algorithm S.A.L.	Lebanon
5030	59	BEFORTE		115ml	Elixir	Droguerie de l'Union	Algorithm S.A.L.	Lebanon
1275	27825	BEGROCIT		10	Tablet, effervescent	Pharmaceutica S.A.R.L.	Dr Grossmann	Switzerland
7300	186475/12	BELARA		21	Tablet, film coated	Mersaco	Grunenthal GmbH	Germany
3496	148377/04	BELMALIP	20mg	28	Tablet, film coated	Taba Chemipharm	Belmac SA	Spain
3497	148376/04	BELMALIP	40mg	28	Tablet, film coated	Taba Chemipharm	Belmac SA	Spain
3552	148375/04	BELMALIP	10mg	28	Tablet, film coated	Taba Chemipharm	Belmac SA	Spain
308	405671/00	BELMAZOL	20mg	14	Capsule	Taba Chemipharm	Belmac SA	Spain
309	405672/00	BELMAZOL	20mg	28	Capsule	Taba Chemipharm	Belmac SA	Spain
1370	3565/72	BENADON	300mg	10	Tablet	No Agent	F. Hoffmann La Roche Ltd	Switzerland
1371	3567/72	BENERVA	300mg	20	Tablet	No Agent	F. Hoffmann La Roche Ltd	Switzerland
2204	261342/97	BEN-U-RON	1000mg	10	Suppository	Pharmacie Avicenne (Tripoli)	Bene Arzneimittel GmbH	Germany
2205	261343/97	BEN-U-RON		100ml	Sirop	Pharmacie Avicenne (Tripoli)	Bene Arzneimittel GmbH	Germany
5324	23607/06	BENZACLIN		25g	topical gel	Unipharm S.A.L.	Aventis Pharma Inc	Canada
7139	185848/13	BENZAMYCIN		46.6g	Gel	Spephal S.A.L.	Valeant Pharmaceuticals International	Canada
2206	D0341/91	BENZATHINE PENICILLINE INJ.	1,200,000UI	50	Vial	Pharmacie Minapharm Halabi	Panpharma	France
4972	214/90	BENZHEXOL HCL	2mg	100	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4973	214/90	BENZHEXOL HCL	2mg	1000	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4974	2516/94	BENZHEXOL HCL	5mg	100	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4975	2516/94	BENZHEXOL HCL	5mg	1000	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
2190	19669	BERIGLOBIN P	320mg	1 x 2ml	Ampoule	Benta Trading Co s.a.l.	CSL Behring GmbH	Germany
2195	78779	BERININ P	300IU	Dry substance + solvent	Vial	Benta Trading Co s.a.l.	Centeon Pharma GmbH	Germany
2207	78780	BERININ P	600IU	Dry substance + solvent	Vial	Benta Trading Co s.a.l.	CSL Behring GmbH	Germany
3921	208564/03	BERLTHYROX	100mcg	50	Tablet	Sadco	Berlin Chemie AG	Germany
1375	135358	BEROCCA CA MG		30	Tablet, film coated	Droguerie R. Pharaon & Fils S.A.L.	F. Hoffmann La Roche Ltd	Switzerland
1376	135359	BEROCCA CA MG		10	Tablet, effervescent	Droguerie R. Pharaon & Fils S.A.L.	Delpharm Gaillard	France
9030	116116/1	BETADINE ALCOHOLIC SOLUTION	10% w/v	1000ml		Mersaco	Mundipharma Pharmaceuticals Ltd	Cyprus
3608	261496/97	BETADINE ANTISEPTIC SOLUTION		5000ml		Codipha	Mundipharma Pharmaceuticals Ltd	Cyprus
3609	261494/97	BETADINE ANTISEPTIC SOLUTION		125ml		Codipha	Mundipharma Pharmaceuticals Ltd	Cyprus
9027	179216/1	BETADINE ANTISEPTIC SOLUTION		1000ml		Mersaco	Mundipharma GmbH	Germany
9028	179016/1	BETADINE ANTISEPTIC SOLUTION		500ml		Mersaco	Mundipharma GmbH	Germany
9121	179116/1	BETADINE ANTISEPTIC SOLUTION		120ml		Mersaco	Mundipharma GmbH	Germany
3606	261495/97	BETADINE SURGICAL SCRUB		5000ml		Codipha	Mundipharma Pharmaceuticals Ltd	Cyprus
5993	168125/10	BETAFACT	50IU(500IU/10ml)	1+1	Injectable powder for solution+diluent	Codipha	LFB Biomedicaments	France
5994	168124/10	BETAFACT	50IU(250IU/5ml)	1+1	Injectable powder for solution+diluent	Codipha	LFB Biomedicaments	France
7751	219584/09	BETAGEN	16mg	30	Tablet	Mectapharm S.A.L.	Riyadh Pharma Medical and Cosmetic Products Co Ltd	Saudi Arabia
6515	167168/10	BETALOC ZOK	100mg	30	Tablet, controlled release	Omnipharma	AstraZeneca AB	Sweden
5467	219531/09	BETASERC 24mg	24mg	20	Tablet	Interpharma S.A.L.	Abbott Healthcare SAS	France
3167	22687/74	BETASERC 8	8mg	100	Tablet	Interpharma S.A.L.	Abbott Healthcare SAS	France
4849	26558/88	BETASONE	0.1%	30ml	Lotion	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4850	26559/88	BETASONE	0.1%	30ml	Solution	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4900	26590/89	BETASONE-N		15g	Ointment	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
1377	27691	BETAVAL	0.1%	15g	Cream	Hikma-Liban S.A.R.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan
1378	27693	BETAVAL	0.1%	15g	Ointment	Hikma-Liban S.A.R.L.	Arab Pharmaceutical Manufacturer Co Ltd	Jordan
1379	27695	BETAVAL-N	0.1%	15g	Cream	Hikma-Liban S.A.R.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan
1380	27697	BETAVAL-N	0.1%	15g	Ointment	Hikma-Liban S.A.R.L.	Arab Pharmaceutical Manufacturer Co Ltd	Jordan
7207	218123/09	BETFOME		30g	Foam	Droguerie de l'Union	Cipla Ltd	India
608	27176	BETNOVATE C		30g	Ointment	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK
714	22864/74	BETNOVATE SCALP  APPLICATION		30g	Lotion	Abela Frères S.A.L.	Glaxo Laboratories Ltd	UK
2773	26046	BETOPTIC		5ml	Sterile Ophtalmic solution	Khalil Fattal & Fils S.A.L.	SA Alcon Couvreur NV	Belgium
3880	194109/05	BI PRETERAX	4mg/1.25mg	30	Tablet, scored	Khalil Fattal & Fils S.A.L.	Les Laboratoires Servier Industrie	France
8937	118415/1	BICALUKERN	50mg	30	Tablet, film coated	Power Pharm S.A.R.L.	Kern Pharma SL	Spain
6369	166904/11	BINOCRIT	10,000IU/ml	1 Prefilled syringe	Injectable solution	Codipha	IDT Biologika GmbH	Germany
6371	166902/11	BINOCRIT	4,000IU/ml	1 Prefilled syringe	Injectable solution	Codipha	IDT Biologika GmbH	Germany
6373	166850/11	BINOCRIT	2,000IU/ml	1 Prefilled syringe	Injectable solution	Codipha	IDT Biologika GmbH	Germany
2591	23902/78	BIO STAR		30	Capsule	Spephal S.A.L.	Ferrer International SA	Spain
2607	23903/78	BIO STAR ORAL		10 x 5ml	Vial	Spephal S.A.L.	Ferrer International SA	Spain
2901	261035	BIODROXIL	125mg/5ml	60ml	Granules for oral  suspension	Mersaco	Sandoz GmbH	Austria
8771	19016/1	BIODROXIL	500mg/5ml	60ml	Granules for oral  suspension	Mersaco	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
8772	18916/1	BIODROXIL	250mg/5ml	60ml	Granules for oral  suspension	Mersaco	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
1100	973353/01	BIOFERON (Recombinant Human Interferon alfa2 b)	5MIU	1Vial + 1ml Solvent Ampoule	Injectable freeze dried substance	Droguerie Phenicia	Bio Sidus SA	Argentine
2228	208370/97	BIOMAG		45	Tablet	Pharmacie Mouroueh	Lehning	France
4932	27572/94	BIOTRIM	480mg	20	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
1740	25724	BI-PROFENID	150mg	20	Tablet	Mersaco	Famar Lyon	France
5296	221312/08	BISLOCK	5mg	30	Tablet, film coated	Picomed SARL	Pharma International Co	Jordan
5297	221311/08	BISLOCK	10mg	30	Tablet, film coated	Picomed SARL	Pharma International Co	Jordan
9311	107617/1	BISOHEXAL	10mg	30	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Lek SA	Poland
9312	107717/1	BISOHEXAL	5mg	30	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Lek SA	Poland
