Code	Form LNDI
10663	Tablet, film coated
10664	Tablet, film coated
10665	Tablet, film coated
10666	Tablet, film coated
10667	Tablet, film coated
10668	Tablet, film coated
10669	Tablet
10670	Capsule
10671	Gel
10672	Injectable concentrate for solution
10673	Injectable concentrate for solution
10674	Injectable concentrate for solution
10675	Injectable solution
10676	Injectable solution
10677	Injectable solution
10678	Tablet, film coated
10679	Tablet, film coated
10680	Tablet, film coated
10681	Syrup
10682	Suppository
10683	Injectable powder for suspension
10684	Injectable solution
10685	Injectable solution
10686	Tablet, film coated
10687	Injectable lyophilised powder
10688	Tablet, coated
10689	Tablet, coated
10690	Tablet, film coated
10691	Tablet, film coated
10692	Capsule
10693	Tablet, film coated, scored
10694	Tablet, film coated, scored
10695	Tablet, film coated
10696	Tablet, film coated
10697	Capsule, hard
10698	Tablet
10699	Tablet
10702	Tablet, film coated
10703	Tablet, film coated
10706	Tablet, extended release
10707	Injectable concentrate for solution
10708	Capsule, hard
10709	Capsule, hard
10710	Tablet, dispersible
10711	Tablet, film coated
10712	Tablet, film coated
10713	Tablet, film coated
10714	Tablet, film coated
10715	Injectable powder for solution
10716	Injectable solution prolonged release
10717	Injectable solution prolonged release
10718	Injectable solution prolonged release
10719	Injectable solution prolonged release
10720	Injectable solution prolonged release
10721	Injectable solution prolonged release
10722	Injectable solution prolonged release
10723	Injectable solution
10724	Injectable solution
10725	Capsule
10726	Capsule
10727	Capsule
10728	Tablet, coated
10729	Capsule, hard, gastro-resistant
10730	Capsule, hard, gastro-resistant
10731	Injectable concentrated solution
10732	Injectable solution
10733	Injectable solution
10734	Injectable solution
10735	Injectable solution
10736	Injectable solution
10737	Injectable solution
10738	Injectable solution
10739	Injectable solution
10740	Tablet, film coated
10741	Tablet, film coated
10742	Syrup
10743	Tablet
10744	Syrup
10745	Tablet, film coated
10746	Tablet, film coated
10747	Tablet, film coated
10748	Inhalation
10749	Injectable solution
10750	Tablet, film coated
10751	Tablet, film coated
10752	Syrup
10753	Capsule
10754	Injectable solution
10755	Injectable solution
10756	Capsule, hard
10757	Tablet, film coated
10758	Tablet, film coated
10759	Tablet, film coated
10760	Tablet, film coated
10761	Tablet, film coated
10762	Injectable solution
10763	Tablet, film coated
10764	Tablet, film coated
10765	Tablet, film coated
10766	Tablet, film coated
10767	Tablet, film coated
10768	Suppository
10771	Water for injection, irrigation
10772	Injectable lyophilised powder for solution
10773	Solution
10774	Injectable solution
10775	Injectable solution
10776	Injectable solution
10777	Injectable solution
10778	Tablet
10779	Tablet, scored
10780	Tablet
10781	Tablet, film coated
10782	Tablet, film coated
10783	Tablet, film coated
10784	Tablet, film coated
10785	Injectable powder for concentrate for solution
10786	Injectable powder for concentrate for solution
10788	Tablet
10789	Tablet
10790	Tablet, film coated
10791	Tablet
10792	Tablet, film coated
10793	Tablet, film coated
10794	Injectable concentrate for solution
10795	Injectable concentrate for solution
10796	Tablet
10797	Tablet, film coated
10798	Tablet, film coated
10799	Tablet, film coated
10800	Tablet
10801	Ointment
10802	Injectable solution
10803	Inhalation powder
10804	Inhalation powder
10805	Inhalation powder
10806	Tablet, modified release
10807	Tablet, modified release
10808	Granules, prolonged release
10809	Injectable concentrate for solution
10810	Injectable concentrate for solution
10811	Tablet, coated, scored
10812	Tablet, coated, scored
10813	Tablet, coated, scored
10814	Tablet
10815	Capsule, extended release
10816	Capsule, extended release
10817	Injectable solution
10818	Injectable solution
10819	Injectable powder for solution
10820	Tablet
10821	Tablet
10822	Tablet
10823	Tablet
10824	Tablet, film coated
10825	Injectable solution
10826	Injectable concentrate for solution
10827	Tablet, film coated
10828	Injectable solution
10829	Injectable solution
10830	Injectable suspension
10831	Drops solution
10832	Solution
10833	Capsule, hard, modified release
10834	Capsule, hard, modified release
10835	Injectable solution
10836	Tablet
10837	Tablet
10838	Injectable concentrate for solution
10839	Injectable concentrate for solution
10840	Capsule, hard
10841	Capsule, hard
10842	Capsule, hard
10843	Capsule, hard
10844	Tablet, film coated, scored
10845	Film, orodispersible
10846	Suppository
10847	Tablet
10848	Tablet
10849	Tablet
10850	Injectable powder for solution, Inhalation powder
10851	Suppository
10852	Tablet
10853	Injectable solution
10854	Suspension
10855	Tablet, film coated
10856	Drops solution
10857	Tablet
10858	Suppository
10859	Injectable solution
10860	Powder for suspension
10861	Tablet, film coated
10862	Inhalation solution
10863	Injectable freeze dried powder + diluent
10864	Injectable freeze dried powder + diluent
10865	Capsule, hard, modified release
10866	Injectable solution
10867	Injectable solution
10868	Injectable solution
10869	Tablet
10870	Tablet, film coated
10871	Tablet, film coated
10872	Tablet, film coated
10873	Tablet, film coated
10874	Tablet, film coated
10875	Tablet, film-scored
10876	Injectable solution
10877	Tablet
10878	Tablet
10879	Tablet
10880	Tablet
10881	Tablet
10882	Tablet
10883	Tablet
10884	Tablet
10885	Tablet
10886	Injectable suspension
10887	Caplet, coated
10889	Suspension
10890	Caplet
10891	Capsule
10892	Tablet
10893	Spray, suspension
10894	Solution
10895	Tablet
10896	Tablet, film coated
10897	Inhalation solution
10898	Inhalation suspension
10899	Suspension
10900	Tablet, prolonged release
10901	Solution
10902	Solution
10903	Injectable powder for solution
10904	Injectable powder for solution
10905	Injectable solution
10906	Tablet
10907	Tablet
10908	Injectable powder for solution+diluent
10909	Injectable powder for solution+diluent
10910	Tablet, film coated
10911	Drops
10912	Tablet, effervescent
10913	Capsule
10914	Suspension
10915	Powder for suspension
10916	Tablet, film coated
10918	Injectable solution
10919	Injectable concentrate for solution
10920	Injectable lyophilised powder
10921	Injectable emulsion
10922	Powder
10923	Tablet, film coated
10924	Tablet, film coated
10925	Injectable lyophilised powder for solution
10926	Injectable sterile lyophilised powder for solution
10927	Injectable sterile lyophilised powder for solution
10928	Injectable sterile powder for solution + lidocaine solvent
10929	Injectable powder for solution+diluent
10930	Injectable powder for solution
10931	Injectable powder for solution+diluent
10932	Injectable powder for solution+diluent
10933	Solution
10934	Injectable freeze dried powder + diluent
10935	Injectable freeze dried powder + diluent
10936	Injectable solution
10937	Injectable solution
10938	Gel
10939	Gel
10940	Injectable solution
10941	Injectable solution
10942	Drops solution
10943	Tablet, coated, scored
10944	Tablet, coated
10945	Tablet, coated
10946	Tablet, coated
10947	Tablet, scored
10948	Capsule
10949	Capsule
10950	Injectable suspension
10951	Tablet, coated
10952	Tablet, coated
10953	Injectable lyophilised powder for solution
10954	Injectable lyophilised powder for solution
10955	Injectable lyophilised powder
10956	Tablet, film coated
10957	Tablet, film coated
10958	Tablet, film coated
10959	Injectable concentrate for solution
10960	Injectable concentrate for solution
10961	Tablet, film coated
10962	Tablet, film coated
10963	Tablet, film coated
10964	Tablet, film coated
10965	Tablet, film coated
10966	Tablet
10967	Ointment
10968	Tablet, coated
10969	Tablet, coated
10970	Tablet, coated
10971	Tablet, coated
10972	Drops solution
10973	Tablet, scored
10974	Injectable lyophilised powder
10975	Injectable solution
10976	Injectable concentrate for solution
10977	Tablet
10978	Injectable solution
10979	Tablet, chewable
10980	Tablet, chewable
10981	Injectable solution
10982	Tablet, film coated
10983	Injectable solution
10984	Suppository
10985	Injectable powder for solution
10986	Injectable powder for solution
10987	Injectable solution
10988	Injectable solution
10989	Injectable concentrate for solution
10990	Injectable concentrate for solution
10991	Tablet, film coated
10992	Tablet, film coated
10993	Tablet, film coated
10994	Injectable powder
10995	Injectable powder
10996	Injectable powder for solution
10997	Capsule
10998	Capsule
10999	Capsule
11000	Capsule
11001	Injectable powder for suspension
11002	Tablet, film coated
11003	Tablet, film coated
11004	Tablet, film coated
11005	Tablet, film coated
11006	Tablet, film coated
11007	Injectable powder for concentrate for solution
11008	Patch
11009	Injectable solution
11010	Injectable powder for solution
11011	Injectable powder for solution
11012	Injectable solution
11013	Tablet, film coated
11014	Tablet, film coated
11015	Tablet, coated
11016	Tablet, coated
11017	Tablet, coated
11018	Tablet, coated
11019	Tablet, coated
11020	Injectable concentrated solution
11021	Injectable solution
11022	Injectable solution
11023	Capsule
11024	Capsule
11025	Injectable solution
11026	Injectable solution
11027	Injectable solution
11028	Capsule
11029	Capsule
11030	Tablet
11031	Injectable solution
11032	Drops
11033	Tablet, film coated
11034	Injectable powder for solution+diluent
11035	Suppository
11036	Syrup
11037	Solution
11038	Syrup
11039	
11040	Tablet
11041	Tablet
11042	Tablet
11043	Tablet
11044	Tablet
11045	
11046	
11047	
11048	
11049	
11050	
11051	
11052	Capsule
11053	Capsule
11054	Capsule
11055	Capsule
11056	
