MoPHCode	DFSequence	Form	Route
4728	S1S2S7	Tablet	O-Oral
4729	S1S2S7	Tablet	O-Oral
4730	S1S2S7	Tablet	O-Oral
4731	S1S2S7	Tablet	O-Oral
5096	S1S2S7	Tablet	O-Oral
5097	S1S2S7	Tablet	O-Oral
5098	S1S2S7	Tablet	O-Oral
5099	S1S2S7	Tablet	O-Oral
5122	S1S2S7	Tablet	O-Oral
5123	S1S2S7	Tablet	O-Oral
5124	S1S2S7	Tablet	O-Oral
5125	S1S2S7	Tablet	O-Oral
5399	S1S2S7	Tablet	O-Oral
5400	S1S2S7	Tablet	O-Oral
5401	S1S2S7	Tablet	O-Oral
5927	S1S2S7	Caplet	O-Oral
5929	S1S2S7	Caplet	O-Oral
5930	S1S2S7	Caplet	O-Oral
6437	S1S2S7	Caplet	O-Oral
6702	S1S2S7	Tablet	O-Oral
6703	S1S2S7	Tablet	O-Oral
6704	S1S2S7	Tablet	O-Oral
6705	S1S2S7	Tablet	O-Oral
6837	S1S2S7	Tablet	O-Oral
6838	S1S2S7	Tablet	O-Oral
6839	S1S2S7	Tablet	O-Oral
6840	S1S2S7	Tablet	O-Oral
8990	S1S2S7	Tablet	O-Oral
10879	S1S2S7	Tablet	O-Oral
10880	S1S2S7	Tablet	O-Oral
10881	S1S2S7	Tablet	O-Oral
10882	S1S2S7	Tablet	O-Oral
11040	S1S2S7	Tablet	O-Oral
11041	S1S2S7	Tablet	O-Oral
11042	S1S2S7	Tablet	O-Oral
3679	S1S2S7	Tablet, film coated	O-Oral
4302	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
4303	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
4701	S1S2S7	Tablet, film coated	O-Oral
4702	S1S2S7	Tablet, film coated	O-Oral
5086	S1S2S7	Tablet, film coated	O-Oral
5126	S1S2S7	Tablet	O-Oral
5341	S1S2S7	Tablet, film coated	O-Oral
5810	S1S2S7	Tablet	O-Oral
5847	S1S2S7	Tablet, film coated	O-Oral
7290	S1S2S7	Tablet, film coated	O-Oral
9705	S1S2S7	Tablet, film coated	O-Oral
9706	S1S2S7	Tablet	O-Oral
9707	S1S2S7	Tablet	O-Oral
5770	S1S2S7	Tablet	O-Oral
5771	S1S2S7	Tablet	O-Oral
7991	S1S2S7	Tablet	O-Oral
7992	S1S2S7	Tablet	O-Oral
7993	S1S2S7	Tablet	O-Oral
10314	S1S2S7	Tablet, film coated	O-Oral
10315	S1S2S7	Tablet, film coated	O-Oral
10316	S1S2S7	Tablet, film coated	O-Oral
10501	S1S2S7	Tablet, film coated	O-Oral
10502	S1S2S7	Tablet, film coated	O-Oral
10740	S1S2S7	Tablet, film coated	O-Oral
10741	S1S2S7	Tablet, film coated	O-Oral
8316	S1S2S7	Tablet	O-Oral
8317	S1S2S7	Tablet	O-Oral
8318	S1S2S7	Tablet	O-Oral
10758	S1S2S7	Tablet, film coated	O-Oral
8993	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8994	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8339	S1S2S7	Tablet, film coated	O-Oral
8489	S1S2S7	Tablet, film coated	O-Oral
10766	S1S2S7	Tablet, film coated	O-Oral
10767	S1S2S7	Tablet, film coated	O-Oral
11047	S1S2S7	Tablet, film coated	O-Oral
11048	S1S2S7	Tablet, film coated	O-Oral
7967	S1S2S7	Tablet	O-Oral
7968	S1S2S7	Tablet	O-Oral
9337	S1S2S7	Tablet	O-Oral
9339	S1S2S7	Tablet	O-Oral
9751	S1S2S7	Tablet, film coated	O-Oral
9752	S1S2S7	Tablet, film coated	O-Oral
9753	S1S2S7	Tablet, film coated	O-Oral
9754	S1S2S7	Tablet, film coated	O-Oral
9826	S1S2S7	Tablet, film coated	O-Oral
9827	S1S2S7	Tablet, film coated	O-Oral
8680	S1S2S7	Tablet, film coated	O-Oral
8681	S1S2S7	Tablet, film coated	O-Oral
8682	S1S2S7	Tablet, film coated	O-Oral
8683	S1S2S7	Tablet, film coated	O-Oral
10462	S1S2S7	Tablet, film coated	O-Oral
10463	S1S2S7	Tablet, film coated	O-Oral
10464	S1S2S7	Tablet, film coated	O-Oral
10469	S1S2S7	Tablet, film coated	O-Oral
10991	S1S2S7	Tablet, film coated	O-Oral
10992	S1S2S7	Tablet, film coated	O-Oral
9815	S1S2S7	Tablet, film coated	O-Oral
9816	S1S2S7	Tablet, film coated	O-Oral
9813	S1S2S7	Tablet, film coated	O-Oral
9814	S1S2S7	Tablet, film coated	O-Oral
2593	S1S2S7	Tablet	O-Oral
1340	S1S2S7	Tablet	O-Oral
5302	S1S2S7	Tablet	O-Oral
5345	S1S2S7	Tablet	O-Oral
5959	S1S2S7	Tablet	O-Oral
7048	S1S2S7	Tablet	O-Oral
8333	S1S2S7	Tablet	O-Oral
7871	S1S2S7	Tablet, film coated	O-Oral
10194	S1S2S7	Tablet, film coated	O-Oral
7832	S1S2S7	Tablet	O-Oral
11043	S1S2S7	Tablet	O-Oral
8571	S1S2S7	Tablet	O-Oral
8572	S1S2S7	Tablet	O-Oral
7926	S1S2S7	Tablet, film coated	O-Oral
10757	S1S2S7	Tablet, film coated	O-Oral
6755	S1S2S7	Tablet, film coated	O-Oral
10585	S1S2S7	Tablet, film coated	O-Oral
5758	C22C24C23C21	Injectable, solution	SC-Subcutanous
8854	C22C24C23C21	Injectable, solution	SC-Subcutanous
8083	C22C24C23C21	Injectable, solution	SC-Subcutanous
8084	C22C24C23C21	Injectable, solution	SC-Subcutanous
10918	C22C24C23C21	Injectable, solution	SC-Subcutanous
10987	C22C24C23C21	Injectable, solution	SC-Subcutanous
10041	C22C24C23C21	Injectable, solution	SC-Subcutanous
10042	C22C24C23C21	Injectable, solution	SC-Subcutanous
10043	C22C24C23C21	Injectable, solution	SC-Subcutanous
8253	S1S2S7	Tablet, film coated	O-Oral
8971	S1S2S7	Tablet, film coated	O-Oral
8972	S1S2S7	Tablet, film coated	O-Oral
8203	S1S2S7	Tablet, film coated	O-Oral
8204	S1S2S7	Tablet, film coated	O-Oral
10781	S1S2S7	Tablet, film coated	O-Oral
10782	S1S2S7	Tablet, film coated	O-Oral
9811	S1S2S7	Tablet, film coated	O-Oral
9812	S1S2S7	Tablet, film coated	O-Oral
2010	S1S2S7	Tablet	O-Oral
2036	S1S2S7	Tablet	O-Oral
2038	S1S2S7	Tablet	O-Oral
9235	S1S2S7	Tablet	O-Oral
9236	S1S2S7	Tablet	O-Oral
9237	S1S2S7	Tablet	O-Oral
3830	L9	Syrup	O-Oral
6869	L1	Drops, solution	O-Oral
1877	L9	Syrup	O-Oral
3601	S1S2S7	Capsule	O-Oral
4576	L9	Syrup	O-Oral
4588	L9	Syrup	O-Oral
4289	S1S2S7	Tablet, film coated	O-Oral
6832	C22C24C23C21	Injectable, concentrate, for solution	Inf-Infusion
1068	C22C24C23C21	Injectable, solution	IV-Intravenous
1069	C22C24C23C21	Injectable, solution	IV-Intravenous
1083	S1S2S7	Capsule	O-Oral
1084	S1S2S7	Capsule	O-Oral
1086	L1	Drops, solution	O-Oral
6260	S1S2S7	Capsule	O-Oral
10219	S1S2S7	Capsule	O-Oral
10273	S1S2S7	Capsule	O-Oral
10274	S1S2S7	Capsule	O-Oral
5666	L	Liquid	O-Oral
5764	S1S2S7	Capsule	O-Oral
6881	S1S2S7	Capsule	O-Oral
7309	S1S2S7	Capsule	O-Oral
7320	L1	Drops, solution	O-Oral
7385	S1S2S7	Capsule	O-Oral
7422	L	edit form to be specific	O-Oral
7492	S1S2S7	Capsule	O-Oral
7511	L9	Syrup	O-Oral
7589	S1S2S7	Capsule	O-Oral
7610	S1S2S7	Capsule	O-Oral
7760	L9	Syrup	O-Oral
8024	S1S2S7	Tablet, film coated	O-Oral
8025	S1S2S7	Tablet, film coated	O-Oral
8026	S1S2S7	Tablet, film coated	O-Oral
8585	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
8586	L1	Drops, solution	O-Oral
8712	S1S2S7	Tablet, film coated	O-Oral
9048	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
9125	S1S2S7	Capsule, hard	O-Oral
9141	L9	Syrup	O-Oral
9206	C22C24C23C21	Injectable, solution	IM-Intramuscular
9207	C22C24C23C21	Injectable, solution	IM-Intramuscular
9277	L9	Syrup	O-Oral
9278	L9	Syrup	O-Oral
9341	S1S2S7	Capsule	O-Oral
9473	S1S2S7	Capsule	O-Oral
9522	S1S2S7	Capsule	O-Oral
9572	S1S2S7	Capsule	O-Oral
9573	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
9611	S1S2S7	Capsule	O-Oral
9758	S1S2S7	Capsule	O-Oral
9759	S1S2S7	Capsule	O-Oral
9760	S1S2S7	Capsule	O-Oral
9800	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
9802	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
10146	S1S2S7	Capsule	O-Oral
10218	S1S2S7	Capsule	O-Oral
10251	S1S2S7	Capsule	O-Oral
10530	S1S2S7	Capsule	O-Oral
10659	L9	Syrup	O-Oral
10697	S1S2S7	Capsule, hard	O-Oral
9276	L1	Drops, solution	O-Oral
9382	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
55	S1S2S7	Capsule	O-Oral
1274	S1S2S7	Tablet, sugar coated	O-Oral
1337	S1S2S7	Tablet	O-Oral
1338	C22C24C23C21	Injectable, solution	IM-Intramuscular
1705	C22C24C23C21	Injectable, solution	IM-Intramuscular
4448	S1S2S7	Tablet, coated	O-Oral
4703	S1S2S7	Tablet, coated	O-Oral
4704	C22C24C23C21	Injectable, solution	IM-Intramuscular
5712	S1S2S7	Tablet, film coated	O-Oral
7597	C22C24C23C21	Injectable, solution	IM-Intramuscular
7666	S1S2S7	Tablet, film coated	O-Oral
8710	S1S2S7	Tablet, coated	O-Oral
9034	S1S2S7	Tablet, coated	O-Oral
9035	C22C24C23C21	Injectable, solution	IM-Intramuscular
9220	S1S2S7	Tablet, coated	O-Oral
9440	C22C24C23C21	Injectable, solution	IM-Intramuscular
10048	C22C24C23C21	Injectable, solution	IM-Intramuscular
10829	C22C24C23C21	Injectable, solution	IM-Intramuscular
4577	S1S2S7	Tablet	O-Oral
8099	C22C24C23C21	Injectable, solution	Inf-IM-Infusion-Intramuscular
9599	C22C24C23C21	Injectable, solution	IV-IM-Intravenous-Intramuscular
1369	S1S2S7	Capsule	O-Oral
1551	S1S2S7	Tablet, effervescent	O-Oral
9606	C22C24C23C21	Injectable, solution	Inf-Infusion
1385	S1S2S7	Tablet, effervescent	O-Oral
3829	S1S2S7	Capsule	O-Oral
6193	S1S2S7	Tablet, coated	O-Oral
4104	C22C24C23C21	Injectable, solution	Inf-Infusion
7735	C22C24C23C21	Injectable, solution	Inf-Infusion
9526	C22C24C23C21	Injectable, solution	Inf-Infusion
1386	S1S2S7	Tablet	O-Oral
2248	S1S2S7	Tablet	O-Oral
7493	S1S2S7	Tablet	O-Oral
10895	S1S2S7	Tablet	O-Oral
1800	S1S2S7	Tablet	O-Oral
1801	S3S5L8	Powder, for solution	O-Oral
2249	S1S2S7	Tablet, chewable	O-Oral
4320	S1S2S7	Tablet, chewable	O-Oral
4658	S1S2S7	Tablet	O-Oral
5667	S1S2S7	Tablet	O-Oral
6581	S1S2S7	Tablet, chewable	O-Oral
7421	S1S2S7	Tablet	O-Oral
7423	S1S2S7	Tablet, chewable	O-Oral
8422	S1S2S7	Tablet	O-Oral
8650	S1S2S7	Tablet	O-Oral
9262	S1S2S7	Tablet	O-Oral
9290	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
3495	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
6269	S3S5L8	Powder, for solution	O-Oral
7879	S1S2S7	Tablet, coated	O-Oral
8438	S1S2S7	Tablet, coated	O-Oral
9222	S1S2S7	Tablet	O-Oral
3046	S1S2S7	Capsule	O-Oral
9390	S1S2S7	Capsule	O-Oral
5049	C22C24C23C21	Injectable, solution	Inf-Infusion
7428	S1S2S7	Tablet, coated	O-Oral
8246	L9	Syrup	O-Oral
8423	L9	Syrup	O-Oral
8546	L9	Syrup	O-Oral
10047	S1S2S7	Tablet	O-Oral
7315	L9	Syrup	O-Oral
1205	S21S71	Capsule, delayed release / enteric coated / gastro-resistant	O-Oral
10259	S1S2S7	Tablet, dispersible	O-Oral
9730	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution	Inf-Infusion
10155	C22C24C23C21	Injectable, powder, concentrate for solution	Inf-Infusion
8281	C22C24C23C21	Injectable, powder, concentrate for solution	Inf-Infusion
9066	S21S71	Tablet, delayed release / enteric coated / gastro-resistant	O-Oral
10756	S1S2S7	Capsule, hard	O-Oral
4543	S1S2S7	Tablet	O-Oral
2626	C22C24C23C21	Injectable, solution	Inf-IV-SC-Infusion-Intravenous-Subcutanous
7633	C22C24C23C21	Injectable, solution	Inf-IV-Infusion-Intravenous
9543	C22C24C23C21	Injectable, solution	SC-Subcutanous
9929	C22C24C23C21	Injectable, solution	Inf-IV-Infusion-Intravenous
1752	C22C24C23C21	Injectable, solution	SC-IVas-Subcutanous-Intravascular
1757	C22C24C23C21	Injectable, solution	SC-Subcutanous
1758	C22C24C23C21	Injectable, solution	SC-Subcutanous
1759	C22C24C23C21	Injectable, solution	SC-IVas-Subcutanous-Intravascular
9949	C22C24C23C21	Injectable, solution	SC-Subcutanous
9950	C22C24C23C21	Injectable, solution	SC-Subcutanous
9951	C22C24C23C21	Injectable, solution	SC-Subcutanous
9952	C22C24C23C21	Injectable, solution	SC-Subcutanous
10382	C22C24C23C21	Injectable, solution	SC-IVas-Subcutanous-Intravascular
10383	C22C24C23C21	Injectable, solution	SC-IVas-Subcutanous-Intravascular
10384	C22C24C23C21	Injectable, solution	SC-IVas-Subcutanous-Intravascular
10385	C22C24C23C21	Injectable, solution	SC-IVas-Subcutanous-Intravascular
10386	C22C24C23C21	Injectable, solution	SC-IVas-Subcutanous-Intravascular
10387	C22C24C23C21	Injectable, solution	SC-IVas-Subcutanous-Intravascular
10388	C22C24C23C21	Injectable, solution	SC-IVas-Subcutanous-Intravascular
10389	C22C24C23C21	Injectable, solution	SC-IVas-Subcutanous-Intravascular
10390	C22C24C23C21	Injectable, solution	SC-IVas-Subcutanous-Intravascular
10391	C22C24C23C21	Injectable, solution	SC-IVas-Subcutanous-Intravascular
10392	C22C24C23C21	Injectable, solution	SC-IVas-Subcutanous-Intravascular
10393	C22C24C23C21	Injectable, solution	SC-IVas-Subcutanous-Intravascular
10732	C22C24C23C21	Injectable, solution	SC-Subcutanous
10733	C22C24C23C21	Injectable, solution	SC-Subcutanous
10734	C22C24C23C21	Injectable, solution	SC-Subcutanous
10735	C22C24C23C21	Injectable, solution	SC-Subcutanous
10736	C22C24C23C21	Injectable, solution	SC-Subcutanous
10737	C22C24C23C21	Injectable, solution	SC-Subcutanous
10738	C22C24C23C21	Injectable, solution	SC-Subcutanous
10739	C22C24C23C21	Injectable, solution	SC-Subcutanous
490	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
491	C22C24C23C21	Injectable, solution	IV-IM-Intravenous-Intramuscular
10009	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
6624	C22C24C23C21	Injectable, solution	SC-Subcutanous
6625	C22C24C23C21	Injectable, solution	SC-Subcutanous
6626	C22C24C23C21	Injectable, solution	SC-Subcutanous
6860	C22C24C23C21	Injectable, solution	SC-Subcutanous
6861	C22C24C23C21	Injectable, solution	SC-Subcutanous
10256	S1S2S7	Tablet, film coated	O-Oral
5490	S1S2S7	Tablet, film coated	O-Oral
5775	S1S2S7	Tablet	O-Oral
5982	S1S2S7	Tablet	O-Oral
6072	S1S2S7	Tablet, film coated	O-Oral
6218	S1S2S7	Tablet	O-Oral
6267	S1S2S7	Tablet, film coated	O-Oral
6544	S1S2S7	Tablet, film coated	O-Oral
6649	S1S2S7	Tablet, film coated	O-Oral
6938	S1S2S7	Tablet, film coated	O-Oral
7282	S1S2S7	Tablet, film coated	O-Oral
7820	S1S2S7	Tablet, film coated	O-Oral
8992	S1S2S7	Tablet, film coated	O-Oral
9975	S1S2S7	Tablet, film coated	O-Oral
10751	S1S2S7	Tablet, film coated	O-Oral
10870	S1S2S7	Tablet, film coated	O-Oral
10982	S1S2S7	Tablet, film coated	O-Oral
4673	S21S71	Tablet, delayed release / enteric coated / gastro-resistant	O-Oral
4680	S21S71	Tablet, delayed release / enteric coated / gastro-resistant	O-Oral
7004	S21S71	Tablet, delayed release / enteric coated / gastro-resistant	O-Oral
8408	S21S71	Tablet, delayed release / enteric coated / gastro-resistant	O-Oral
8506	S21S71	Tablet, delayed release / enteric coated / gastro-resistant	O-Oral
9480	S21S71	Tablet, delayed release / enteric coated / gastro-resistant	O-Oral
10362	S21S71	Tablet, delayed release / enteric coated / gastro-resistant	O-Oral
10548	S21S71	Tablet, delayed release / enteric coated / gastro-resistant	O-Oral
10617	S21S71	Tablet, delayed release / enteric coated / gastro-resistant	O-Oral
5489	C22C24C23C21	Injectable, concentrate, for solution	Inf-Infusion
8082	C22C24C23C21	Injectable, concentrate, for solution	Inf-Infusion
3781	S1S2S7	Capsule	O-Oral
9095	S1S2S7	Tablet	O-Oral
6517	S1S2S7	Tablet, film coated	O-Oral
10783	S1S2S7	Tablet, film coated	O-Oral
10784	S1S2S7	Tablet, film coated	O-Oral
9249	S1S2S7	Tablet, film coated	O-Oral
9250	S1S2S7	Tablet, film coated	O-Oral
9251	S1S2S7	Tablet, film coated	O-Oral
9252	S1S2S7	Tablet, film coated	O-Oral
9253	S1S2S7	Tablet, film coated	O-Oral
9254	S1S2S7	Tablet, film coated	O-Oral
9255	S1S2S7	Tablet, film coated	O-Oral
9256	S1S2S7	Tablet, film coated	O-Oral
9257	S1S2S7	Tablet, film coated	O-Oral
10402	S1S2S7	Tablet, film coated	O-Oral
10403	S1S2S7	Tablet, film coated	O-Oral
10404	S1S2S7	Tablet, film coated	O-Oral
10405	S1S2S7	Tablet, film coated	O-Oral
10406	S1S2S7	Tablet, film coated	O-Oral
10407	S1S2S7	Tablet, film coated	O-Oral
10408	S1S2S7	Tablet, film coated	O-Oral
10409	S1S2S7	Tablet, film coated	O-Oral
10658	S1S2S7	Tablet, film coated	O-Oral
2224	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	Inf-IV-Infusion-Intravenous
2217	C22C24C23C21	Injectable, powder, concentrate for solution CHOOSE with diluent	IV-Intravenous
5314	S1S2S7	Capsule, hard	O-Oral
5315	S1S2S7	Capsule, hard	O-Oral
5316	S1S2S7	Capsule, hard	O-Oral
5317	S1S2S7	Capsule, hard	O-Oral
6523	S1S2S7	Capsule, hard	O-Oral
5543	S1S2S7	Tablet, film coated	O-Oral
6773	S1S2S7	Tablet, film coated	O-Oral
6775	S1S2S7	Tablet, film coated	O-Oral
7870	S1S2S7	Tablet, film coated	O-Oral
10359	S1S2S7	Tablet, film coated	O-Oral
10360	S1S2S7	Tablet, film coated	O-Oral
10361	S1S2S7	Tablet, film coated	O-Oral
10411	S1S2S7	Tablet, film coated	O-Oral
10412	S1S2S7	Tablet, film coated	O-Oral
10413	S1S2S7	Tablet, film coated	O-Oral
10552	S1S2S7	Tablet, film coated	O-Oral
10553	S1S2S7	Tablet, film coated	O-Oral
10554	S1S2S7	Tablet, film coated	O-Oral
10555	S1S2S7	Tablet, film coated	O-Oral
10340	S1S2S7	Tablet, film coated	O-Oral
10341	S1S2S7	Tablet, film coated	O-Oral
10550	S1S2S7	Tablet, film coated	O-Oral
10551	S1S2S7	Tablet, film coated	O-Oral
8832	C22C24C23C21	Injectable, solution	SC-Subcutanous
9359	C22C24C23C21	Injectable, solution	SC-Subcutanous
9432	C22C24C23C21	Injectable, solution	Inf-Infusion
11046	C22C24C23C21	Injectable, solution	IV-Intravenous
3356	C22C24C23C21	Injectable, solution	O-IV-IM-Oral-Intravenous-Intramuscular
9851	C22C24C23C21	Injectable, solution	O-IV-IM-Oral-Intravenous-Intramuscular
7628	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
10415	C22C24C23C21	Injectable, powder, for solution	Inf-IV-Infusion-Intravenous
10489	C22C24C23C21	Injectable, powder, concentrate for solution CHOOSE with diluent	Inf-IV-Infusion-Intravenous
9506	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	Epil-Epilesional
9507	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	Epil-Epilesional
9508	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	Epil-Epilesional
7193	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	Inf-Infusion
3279	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IV-Intravenous
3280	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IV-Intravenous
3281	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IV-Intravenous
5990	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IV-Intravenous
5992	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IV-Intravenous
7980	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IV-Intravenous
8188	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IV-Intravenous
8189	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IV-Intravenous
8558	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IV-Intravenous
8849	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	Inf-Infusion
8850	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	Inf-Infusion
8851	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	Inf-Infusion
8852	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	Inf-Infusion
8910	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	Inf-IV-Infusion-Intravenous
8911	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	Inf-IV-Infusion-Intravenous
8986	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IV-Intravenous
8987	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IV-Intravenous
8988	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IV-Intravenous
