MoPHCode	Form	Scored
8605	Injectable, solution	
8606	Injectable, solution	
8607	Injectable, solution	
6055	Capsule	
6056	Capsule	
6057	Capsule	
6058	Capsule	
10182	Capsule, hard	
10183	Capsule, hard	
10184	Capsule, hard	
10185	Capsule, hard	
10725	Capsule	
10726	Capsule	
10727	Capsule	
10997	Capsule	
10998	Capsule	
10999	Capsule	
11000	Capsule	
11052	Capsule	
11053	Capsule	
11054	Capsule	
11055	Capsule	
11033	Tablet, film coated	
10299	Capsule, hard	
10300	Capsule, hard	
10301	Capsule, hard	
10302	Capsule, hard	
7994	Capsule, delayed release / enteric coated / gastro-resistant	
7995	Capsule, delayed release / enteric coated / gastro-resistant	
10729	Capsule, delayed release / enteric coated / gastro-resistant	
10730	Capsule, delayed release / enteric coated / gastro-resistant	
4305	Capsule	
4306	Suppository	
4602	Capsule	
4603	Suppository	
57	Injectable, solution	
59	Capsule, delayed release / enteric coated / gastro-resistant	
530	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
767	Granules	
796	Tablet, dispersible	
797	Tablet, delayed release / enteric coated / gastro-resistant	
798	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
1277	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
1278	Tablet, delayed release / enteric coated / gastro-resistant	
1402	Injectable, solution	
1497	Tablet, coated	
1812	Suppository	
1822	Tablet, delayed release / enteric coated / gastro-resistant	
1823	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
3486	Tablet	
3984	Injectable, solution	
3993	Capsule, dual release	
4402	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
4595	Tablet, delayed release / enteric coated / gastro-resistant	
5180	Tablet, film coated	
6320	Tablet, delayed release / enteric coated / gastro-resistant	
6586	Suppository	
6587	Injectable, solution	
6588	Tablet, dispersible	
6591	Tablet, delayed release / enteric coated / gastro-resistant	
6592	Suppository	
6593	Tablet, delayed release / enteric coated / gastro-resistant	
6594	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
6600	Tablet, sugar coated	
6638	Powder, for solution	
7594	Injectable, solution	
7595	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
7664	Tablet, delayed release / enteric coated / gastro-resistant	
7665	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
7745	Gargle / Mouthwash	
7788	Capsule	
7789	Capsule	
8069	Suppository	
8610	Injectable, solution	
8707	Injectable, solution	
9288	Injectable, solution	
9439	Injectable, solution	
9479	Tablet, delayed release / enteric coated / gastro-resistant	
9889	Injectable, solution	
10091	Tablet	
10172	Powder, for solution	
10173	Powder, for solution	
10423	Suppository	
10846	Suppository	
1837	Capsule	
1839	Capsule, soft / liquid gel / liquid filled / soft gelatin	
1735	Tablet	
1736	Injectable, solution	
10260	Injectable, solution	
482	Tablet, film coated	
5065	Tablet	
9263	Tablet, film coated	
9436	Tablet	
4698	Tablet, film coated	
5216	Tablet	
5325	Tablet, film coated	
6300	Injectable, solution	
7624	Injectable, solution	
7659	Injectable, solution	
8236	Injectable, solution	
8237	Tablet, film coated	
9354	Tablet, coated	
9416	Injectable, solution	
10859	Injectable, solution	
1177	Tablet CHOOSE scored	YES
2429	Injectable, solution	
4458	Capsule	
4662	Capsule	
8726	Drops, solution	
7535	Tablet, coated	
9544	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
2344	Tablet	
2345	Tablet	
3986	Tablet	
6313	Tablet	
6314	Tablet	
7668	Capsule	
9627	Capsule	
9628	Capsule	
7706	Tablet, film coated	
1564	Tablet, coated	
1591	Suspension	
3435	Tablet, film coated	
3747	Tablet	
4456	Suspension	
4597	Elixir	
5734	Tablet, film coated	
5735	Tablet, film coated	
5787	Capsule	
5914	Tablet, film coated	
6310	Capsule	
6745	Suspension	
7328	Syrup	
7748	Injectable, solution	
9523	Capsule	
9527	Injectable, solution	
9914	Powder, for suspension	
9915	Powder, for suspension	
10006	Suspension	
10040	Suppository	
10294	Capsule, soft / liquid gel / liquid filled / soft gelatin	
10295	Suspension	
10338	Tablet, film coated	
10889	Suspension	
10891	Capsule	
10892	Tablet	
10914	Suspension	
11031	Injectable, solution	
1137	Tablet	
7919	Tablet, film coated	
7920	Tablet, film coated	
9823	Tablet, film coated CHOOSE scored	YES
10193	Suppository	
2581	Suppository	
3086	Tablet, film coated	
4241	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
4341	Capsule	
6248	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
6252	Tablet CHOOSE scored	YES
9216	Injectable, solution	
10073	Powder, for solution	
3651	Tablet	
6768	Injectable, solution	
8508	Tablet, film coated	
10662	Tablet, film coated	
1543	Caplet, film coated	
1575	Caplet, coated	
7345	Tablet, film coated	
7417	Tablet, film coated	
8812	Caplet	
9442	Tablet, film coated	
10010	Tablet, film coated	
10376	Suppository	
10887	Caplet, coated	
10890	Caplet	
4240	Suppository	
1134	Tablet, film coated	
3596	Tablet, film coated	
6663	Tablet, film coated	
8222	Tablet, film coated	
7176	Capsule	
7246	Capsule	
8433	Capsule	
8463	Capsule	
8464	Capsule	
8526	Capsule, hard	
9485	Capsule	
10427	Capsule	
10311	Injectable, powder, for solution CHOOSE with diluent	
6064	Tablet, film coated	
6065	Tablet, film coated	
6066	Tablet, film coated	
7872	Tablet, film coated	
9097	Tablet, film coated	
9098	Tablet, film coated	
9099	Tablet, film coated	
9281	Tablet, film coated	
9282	Tablet, film coated	
9283	Tablet, film coated	
9682	Tablet, film coated	
9683	Tablet, film coated	
9684	Tablet, film coated	
9742	Tablet, film coated	
9743	Tablet, film coated	
9744	Tablet, film coated	
10015	Tablet, film coated	
10024	Tablet, film coated	
10025	Tablet, film coated	
10070	Tablet, film coated	
10117	Tablet, film coated	
10118	Tablet, film coated	
10213	Tablet, film coated	
10214	Tablet, film coated	
10215	Tablet, film coated	
10348	Tablet, film coated	
10480	Tablet, film coated	
10503	Tablet, film coated	
10504	Tablet, film coated	
10505	Tablet, film coated	
10506	Tablet, film coated	
10666	Tablet, film coated	
10667	Tablet, film coated	
10668	Tablet, film coated	
9960	Capsule	
5418	Tablet	
5419	Tablet	
8649	Tablet, film coated	
571	Cream	
10004	Gel	
10005	Gel	
4661	Gel	
3683	Gel	
8314	Spray	
8742	Gel	
1542	Gel	
6483	Gel	
765	Patch	
1403	Creamgel	
1725	Gel	
1832	Gel	
8068	Emulsion Gel	
8461	Gel	
9638	Gel	
10200	Gel	
10201	Gel	
6054	Tablet	
8869	Tablet	
9839	Patch	
9841	Patch	
1151	Adhesive plaster	
6118	Gel	
6119	Cream	
9776	Cream	
2869	Injectable, solution	
7400	Injectable, solution	
10828	Injectable, solution	
9489	Injectable, solution	
9592	Injectable, solution	
9766	Injectable, solution	
363	Injectable, powder, for solution	
3626	Injectable, powder, for solution	
6645	Injectable, lyophilised / freeze-dried / dry powder, for solution	
7646	Injectable, powder, for solution	
7956	Injectable, lyophilised / freeze-dried / dry powder, for solution	
7957	Injectable, lyophilised / freeze-dried / dry powder, for solution	
8673	Injectable, powder, for solution	
8674	Injectable, powder, for solution	
8822	Tablet	
10800	Tablet	
7738	Tablet, film coated	
10156	Tablet	
10321	Tablet	
4639	Tablet	
6623	Capsule	
7152	Capsule	
4652	Tablet CHOOSE scored	YES
4653	Tablet CHOOSE scored	YES
7602	Tablet, film coated	
8573	Tablet	
7305	Tablet, film coated	
6595	Tablet	
6596	Tablet	
10080	Tablet	
10081	Tablet	
10239	Injectable, solution	
10240	Injectable, solution	
10241	Injectable, solution	
10242	Injectable, solution	
6675	Tablet	
6676	Tablet	
5683	Tablet, film coated	
9148	Capsule	
974	Tablet	
975	Tablet	
4725	Tablet CHOOSE scored	YES
9040	Tablet	
9041	Tablet	
6756	Tablet, film coated	
6758	Tablet, film coated CHOOSE scored	YES
9460	Tablet, film coated	
9461	Tablet, film coated	
9590	Tablet, film coated CHOOSE scored	YES
9602	Tablet, film coated	
10098	Tablet, film coated	
10099	Tablet, film coated	
10163	Tablet, film coated	
10678	Tablet, film coated	
10679	Tablet, film coated	
10680	Tablet, film coated	
10690	Tablet, film coated	
10691	Tablet, film coated	
10923	Tablet, film coated	
10924	Tablet, film coated	
8366	Tablet	
8692	Tablet CHOOSE scored	YES
10793	Tablet, film coated	
6661	Injectable, solution	
4453	Tablet CHOOSE scored	YES
5253	Tablet, coated	
5462	Tablet	
5542	Tablet	
8214	Tablet	
8215	Tablet	
8216	Tablet	
8217	Tablet	
9857	Tablet, coated	
10079	Tablet, effervescent	
6549	Tablet, coated	
9970	Tablet, film coated	
9971	Injectable, solution	
9972	Injectable, concentrated powder, for solution	
10157	Tablet, film coated	
5791	Tablet, film coated	
7163	Tablet	
7194	Tablet, film coated	
7576	Tablet	
8173	Tablet, film coated	
8174	Tablet, film coated	
8175	Tablet, film coated	
8785	Tablet	
9008	Tablet, film coated	
3999	Injectable, concentrated powder, for solution	
4043	Injectable, solution	
5894	Injectable, powder, for solution	
6982	Injectable, powder, for solution CHOOSE with diluent	
7419	Injectable, concentrate, for solution	
7990	Injectable, concentrate, for solution	
8015	Injectable, concentrate, for solution	
8478	Injectable, concentrate, for solution	
8527	Injectable, concentrate, for solution	
8925	Injectable, powder, for solution	
9033	Injectable, concentrate, for solution	
9635	Injectable, solution	
9818	Injectable, concentrated powder, for solution	
10825	Injectable, solution	
5776	Tablet	
9768	Tablet	
1872	Tablet, film coated	
8921	Injectable, solution	
9731	Injectable, solution	
10622	Injectable, solution	
2700	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
2731	Capsule	
554	Injectable, solution	
5237	Volatil liquid	
5671	Volatil liquid	
10485	Solution, inhalation	
5238	Volatil liquid	
7976	Solution, inhalation	
9577	Solution, inhalation	
9996	Solution, inhalation	
3528	Injectable, powder, for solution	
5048	Injectable, solution	
8856	Injectable, solution	
8857	Injectable, solution	
8865	Injectable, solution	
8922	Injectable, solution	
5962	Injectable, solution	
5963	Injectable, solution	
8101	Injectable, powder, for solution	
8102	Injectable, powder, for solution	
9422	Injectable, powder, for solution	
9423	Injectable, powder, for solution	
10225	Injectable, powder, concentrate, for solution	
8641	Injectable, solution	
2611	Injectable, emulsion	
3940	Injectable, emulsion	
6535	Injectable, emulsion	
6536	Injectable, emulsion	
6812	Injectable, emulsion	
7405	Injectable, emulsion	
10108	Injectable, emulsion	
10921	Injectable, emulsion	
4020	Injectable, solution	
4021	Injectable, solution	
4022	Injectable, solution	
6425	Injectable, solution	
7000	Injectable, solution	
9509	Injectable, solution	
9510	Injectable, solution	
9834	Injectable, solution	
9835	Injectable, solution	
10755	Injectable, solution	
10937	Injectable, solution	
2735	Injectable, solution	
2736	Injectable, solution	
7187	Injectable, solution	
7742	Spray	
8252	Injectable, solution	
8661	Injectable, solution	
8662	Injectable, solution	
8663	Injectable, solution	
9622	Injectable, solution	
9623	Injectable, solution	
9695	Injectable, solution	
9880	Injectable, solution	
3863	Injectable, solution	
8743	Injectable, solution	
9689	Injectable, solution	
7101	Injectable, solution	
10152	Injectable, solution	
10275	Injectable, solution	
7026	Injectable, solution	
3472	Injectable, solution	
7645	Injectable, solution	
7743	Cream	
9856	Cream	
557	Injectable, solution	
7500	Injectable, solution	
9227	Injectable, solution	
10008	Injectable, solution	
10940	Injectable, solution	
2280	Injectable, solution	
2827	Injectable, solution	
3632	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
3633	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
3634	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
3635	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
9389	Injectable, solution	
7941	Capsule, hard	
7942	Capsule, hard	
7943	Capsule, hard	
8107	Injectable, solution	
8534	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8535	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
4545	Suppository	
2978	Injectable, solution	
9205	Injectable, solution	
5521	Patch	
5661	Patch	
5662	Patch	
9058	Tablet	
9059	Tablet	
10001	Spray	
10002	Spray	
5047	Injectable, solution	
197	Tablet, effervescent CHOOSE scored	YES
6484	Tablet, effervescent	
7911	Tablet CHOOSE scored	YES
10400	Tablet, film coated	
10858	Suppository	
10896	Tablet, film coated	
6374	Tablet	
6886	Capsule	
7913	Tablet, film coated	
9698	Tablet, coated	
10038	Tablet, film coated	
572	Injectable, solution	
5043	Injectable, solution	
7918	Capsule	
7949	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
7950	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
7951	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8011	Injectable, solution	
8013	Tablet	
10019	Injectable, solution	
10912	Tablet, effervescent	
2085	Injectable, powder, for solution CHOOSE with diluent	
7635	Tablet	
7709	Tablet, effervescent	
10857	Tablet	
196	Tablet, effervescent CHOOSE scored	YES
1341	Suspension	
1770	Suppository	
1772	Suppository	
3371	Suppository	
3434	Suppository	
3436	Suppository	
3740	Caplet	
4455	Syrup	
4535	Tablet	
4536	Elixir	
4537	Tablet	
4616	Elixir	
4617	Tablet	
4629	Suppository	
4630	Suppository	
5768	Injectable, solution	
5769	Injectable, solution	
5905	Injectable, solution	
6347	Tablet	
6394	Suppository	
6395	Suppository	
6396	Suppository	
6636	Injectable, solution	
6637	Injectable, solution	
7307	Tablet, film coated	
7434	Tablet	
7614	Injectable, solution	
8092	Injectable, solution	
8372	Injectable, solution	
8651	Elixir	
8655	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8658	Suppository	
8659	Suppository	
9105	Injectable, solution	
9369	Injectable, solution	
9482	Injectable, solution	
9570	Injectable, solution	
9887	Suppository	
9888	Suppository	
9906	Syrup	
9941	Tablet, film coated	
9945	Tablet, film coated	
9946	Suspension	
9947	Tablet, film coated	
9948	Tablet, film coated	
9976	Powder, effervescent AND Powder, for solution	
9977	Powder, effervescent AND Powder, for solution	
9978	Powder, effervescent AND Powder, for solution	
9979	Suppository	
9980	Suppository	
9981	Suppository	
10126	Tablet, film coated	
10127	Tablet, effervescent	
10197	Tablet	
10198	Tablet	
10269	Tablet, film coated	
10401	Capsule	
10441	Tablet, film coated	
10556	Tablet	
10669	Tablet	
10750	Tablet, film coated	
10754	Injectable, solution	
10797	Tablet, film coated	
1157	Caplet	
1342	Caplet	
1343	Caplet	
1709	Caplet	
1710	Caplet	
4438	Tablet CHOOSE scored	YES
4572	Suppository	
7180	Tablet	
7415	Powder, for solution	
7611	Tablet	
8653	Tablet, film coated	
8654	Caplet	
8685	Tablet, film coated	
8711	Tablet	
9942	Tablet, film coated	
9943	Tablet, film coated	
10270	Caplet	
10304	Tablet	
10305	Tablet	
10438	Caplet	
10544	Tablet, film coated	
10869	Tablet	
4624	Suppository	
6060	Injectable, solution	
9691	Injectable, solution	
10748	Solution, inhalation	
9703	Tablet, film coated	
9704	Tablet, film coated	
7728	Tablet, film coated	
9271	Tablet, orally disintegrating / mouth dissolving / orodispersible	
319	Tablet	
9542	Tablet	
9923	Tablet	
10527	Tablet, film coated	
10492	Tablet	
10493	Tablet	
9833	Injectable, solution	
10428	Injectable, solution	
9922	Injectable, suspension	
10312	Injectable, suspension	
9492	Syrup	
10046	Tablet	
52	Tablet	
103	Capsule	
9315	Injectable, solution	
9529	Injectable, solution	
10676	Injectable, solution	
10802	Injectable, solution	
1559	Tablet CHOOSE scored	YES
3658	Tablet CHOOSE scored	YES
49	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
531	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
983	Tablet	
6597	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
6598	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
6615	Tablet	
6953	Suspension	
6677	Syrup	
6678	Tablet, film coated	
6679	Tablet, film coated	
6680	Tablet, film coated	
10119	Tablet	
53	Syrup	
54	Capsule	
528	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
529	Syrup	
2977	Tablet, delayed release / enteric coated / gastro-resistant	
2979	Tablet, delayed release / enteric coated / gastro-resistant	
2980	Syrup	
2985	Syrup	
2986	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
2987	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8138	Injectable, solution	
8159	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
9126	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
3265	Tablet, film coated	
4433	Tablet CHOOSE scored	YES
5825	Tablet, dispersible ADD Tablet, chewable	
5826	Tablet, dispersible ADD Tablet, chewable	
5827	Tablet, dispersible ADD Tablet, chewable	
5942	Tablet	
6099	Tablet	
6526	Tablet	
6527	Tablet	
6528	Tablet	
6858	Tablet	
7001	Tablet	
7269	Tablet	
7270	Tablet	
8764	Tablet, dispersible ADD Tablet, chewable	
8765	Tablet, dispersible ADD Tablet, chewable	
8766	Tablet, dispersible ADD Tablet, chewable	
9810	Tablet, dispersible	
10538	Tablet, dispersible	
10539	Tablet, dispersible	
5177	Tablet, film coated	
6271	Tablet, film coated	
6272	Tablet, film coated	
6359	Tablet, film coated	
7010	Tablet, film coated	
7011	Tablet, film coated	
7058	Tablet, film coated	
7059	Tablet, film coated	
7060	Tablet, film coated	
7061	Tablet, film coated	
8484	Tablet, film coated	
10455	Tablet	
10456	Tablet	
10509	Tablet	
6241	Capsule	
6242	Capsule	
6311	Capsule	
6312	Capsule	
6324	Capsule	
6327	Capsule	
6569	Capsule	
6570	Capsule	
6620	Capsule	
6621	Capsule	
6622	Capsule	
6635	Capsule	
6689	Capsule	
8704	Capsule	
8705	Capsule	
9798	Capsule, hard	
9799	Capsule, hard	
6721	Tablet, film coated	
6722	Tablet, film coated	
6887	Syrup	
6919	Tablet, film coated	
7350	Tablet, film coated	
7372	Tablet, film coated	
8481	Tablet, film coated CHOOSE scored	YES
8482	Tablet, film coated CHOOSE scored	YES
8483	Tablet, film coated CHOOSE scored	YES
8561	Tablet, film coated	
8562	Tablet, film coated	
8809	Tablet, coated CHOOSE scored	YES
8810	Tablet, coated CHOOSE scored	YES
8811	Tablet, coated CHOOSE scored	YES
9519	Injectable, solution	
9520	Injectable, solution	
9634	Injectable, solution	
9822	Syrup	
10148	Syrup	
10535	Tablet, film coated	
10536	Tablet, film coated	
10537	Tablet, film coated	
10790	Tablet, film coated	
5364	Capsule	
5365	Capsule	
5387	Capsule	
5537	Capsule	
5538	Capsule	
5896	Capsule	
6007	Capsule	
6008	Capsule	
6164	Capsule	
6879	Capsule	
6880	Capsule	
7346	Capsule	
7732	Capsule	
7857	Capsule	
7858	Capsule	
7928	Capsule	
7929	Capsule	
8223	Capsule	
8388	Capsule	
8389	Capsule	
8390	Capsule	
8738	Capsule	
8882	Capsule, hard	
8883	Capsule, hard	
9296	Capsule	
9297	Capsule	
9298	Capsule	
9612	Capsule	
9613	Capsule	
9614	Capsule	
9615	Capsule	
9663	Capsule, hard	
9664	Capsule, hard	
7469	Tablet, film coated	
7470	Tablet, film coated	
7471	Tablet, film coated	
7472	Tablet, film coated	
7707	Injectable, solution	
7708	Syrup	
10847	Tablet	
10848	Tablet	
10849	Tablet	
8347	Tablet, film coated	
8348	Tablet, film coated	
8349	Tablet, film coated	
8350	Tablet, film coated	
8351	Tablet, film coated	
8352	Tablet, film coated	
9845	Tablet, film coated	
9846	Tablet, film coated	
9847	Tablet, film coated	
9848	Syrup	
4376	Tablet CHOOSE scored	YES
1494	Tablet	
4337	Tablet CHOOSE scored	YES
7228	Tablet	
10788	Tablet	
10789	Tablet	
9122	Tablet, film coated	
9123	Tablet, film coated	
9124	Tablet, film coated	
10532	Tablet, film coated	
10533	Tablet, film coated	
10534	Tablet, film coated	
1167	Tablet, film coated	
4552	Capsule	
2365	Tablet	
2366	Tablet	
5806	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
5807	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
5808	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
9242	Injectable, solution	
10978	Injectable, solution	
9450	Patch	
9451	Patch	
9452	Patch	
9453	Patch	
9767	Tablet	
10330	Tablet	
10331	Tablet	
2281	Injectable, solution	
4581	Tablet	
4418	Tablet CHOOSE scored	YES
4457	Tablet CHOOSE scored	YES
2566	Injectable, solution	
2570	Injectable, solution	
4424	Tablet	
4425	Tablet	
4427	Tablet	
4428	Tablet	
9871	Tablet	
9872	Injectable, solution	
9913	Injectable, solution	
9639	Capsule	
9640	Capsule	
9641	Capsule	
1253	Injectable, solution	
1255	Injectable, solution	
8783	Tablet	
5306	Tablet CHOOSE scored	YES
7689	Tablet	
9854	Tablet	
9855	Tablet	
5274	Tablet	
5335	Tablet	
5548	Tablet	
5549	Tablet	
5784	Caplet, film coated	
5785	Caplet, film coated	
6294	Tablet, dispersible	
6295	Tablet, dispersible	
6934	Tablet, orally disintegrating / mouth dissolving / orodispersible	
6935	Tablet, orally disintegrating / mouth dissolving / orodispersible	
7014	Tablet, orally disintegrating / mouth dissolving / orodispersible	
7015	Tablet, orally disintegrating / mouth dissolving / orodispersible	
7362	Tablet, orally disintegrating / mouth dissolving / orodispersible	
7363	Tablet, orally disintegrating / mouth dissolving / orodispersible	
7394	Tablet, orally disintegrating / mouth dissolving / orodispersible	
7395	Tablet, orally disintegrating / mouth dissolving / orodispersible	
7680	Tablet	
8830	Tablet	
8831	Tablet	
8998	Tablet, orally disintegrating / mouth dissolving / orodispersible	
8999	Tablet, orally disintegrating / mouth dissolving / orodispersible	
9279	Tablet, orally disintegrating / mouth dissolving / orodispersible	
9280	Tablet, orally disintegrating / mouth dissolving / orodispersible	
9515	Tablet, orally disintegrating / mouth dissolving / orodispersible	
9516	Tablet, orally disintegrating / mouth dissolving / orodispersible	
9541	Tablet	
1580	Tablet, film coated	
1581	Tablet, film coated	
5795	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
5797	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
7855	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
7856	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
7982	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8242	Tablet, film coated	
8243	Tablet, film coated	
8244	Tablet, film coated	
8245	Tablet, film coated	
8382	Tablet	
8383	Tablet	
8384	Tablet	
8385	Tablet	
8386	Tablet	
8387	Tablet	
8515	Tablet	
8516	Tablet	
8517	Tablet	
10686	Tablet, film coated	
10702	Tablet, film coated	
10703	Tablet, film coated	
10706	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
3077	Tablet CHOOSE scored	YES
7585	Tablet, film coated CHOOSE scored	YES
8575	Tablet	
10900	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
2650	Tablet	
2669	Syrup	
4070	Tablet	
4071	Tablet	
4398	Tablet CHOOSE scored	YES
4399	Tablet CHOOSE scored	YES
5040	Caplet, film coated	
5042	Caplet, film coated	
5520	Syrup	
5522	Syrup	
5523	Tablet	
5524	Tablet	
5802	Tablet	
5958	Caplet, film coated	
6103	Tablet	
6104	Tablet	
6105	Tablet	
7035	Tablet, coated	
7036	Tablet, coated	
7352	Tablet, film coated	
7353	Tablet, film coated	
7354	Tablet, film coated	
7355	Tablet, film coated	
7356	Tablet, film coated	
7357	Tablet, film coated	
7429	Syrup	
8260	Tablet, orally disintegrating / mouth dissolving / orodispersible	
8261	Tablet, orally disintegrating / mouth dissolving / orodispersible	
8262	Tablet, orally disintegrating / mouth dissolving / orodispersible	
8263	Tablet, orally disintegrating / mouth dissolving / orodispersible	
8264	Tablet, orally disintegrating / mouth dissolving / orodispersible	
9879	Syrup	
10521	Tablet	
10522	Tablet	
10523	Tablet	
7647	Tablet	
7648	Tablet	
9325	Injectable, powder, for suspension, prolonged release CHOOSE with solvent	
9648	Tablet	
9649	Tablet	
9650	Tablet	
9651	Tablet	
10430	Tablet	
10698	Tablet	
10699	Tablet	
10906	Tablet	
10907	Tablet	
6797	Injectable, powder, for suspension, prolonged release	
6798	Injectable, powder, for suspension, prolonged release	
6799	Injectable, powder, for suspension, prolonged release	
6800	Injectable, powder, for suspension, prolonged release	
8894	Injectable, powder, for suspension, prolonged release	
8895	Injectable, powder, for suspension, prolonged release	
8896	Injectable, powder, for suspension, prolonged release	
8897	Injectable, powder, for suspension, prolonged release	
9162	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
9163	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
9164	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
10840	Capsule, hard	
10841	Capsule, hard	
10842	Capsule, hard	
10843	Capsule, hard	
10431	Tablet, film coated	
10432	Tablet, film coated	
10433	Tablet, film coated	
10434	Tablet, film coated	
1629	Tablet CHOOSE scored	YES
2427	Injectable, solution	
9494	Injectable, solution	
4623	Tablet	
4435	Tablet CHOOSE scored	YES
4436	Tablet CHOOSE scored	YES
4364	Tablet CHOOSE scored	YES
10609	Tablet CHOOSE scored	YES
10610	Tablet CHOOSE scored	YES
10947	Tablet CHOOSE scored	YES
2350	Tablet	
4239	Tablet	
4322	Tablet	
4332	Tablet	
8094	Tablet	
8095	Tablet	
8793	Tablet	
10105	Tablet	
7003	Tablet, coated	
570	Injectable, solution	
3909	Injectable, solution	
6850	Injectable, solution	
6995	Injectable, solution	
8587	Injectable, solution	
8863	Injectable, solution	
8864	Injectable, solution	
10675	Injectable, solution	
3079	Tablet, film coated CHOOSE scored	YES
10844	Tablet, film coated CHOOSE scored	YES
5416	Tablet, film coated	
5417	Tablet, film coated	
8106	Tablet, coated	
8345	Tablet, coated	
8346	Tablet, coated	
3376	Injectable, solution	
10021	Injectable, concentrate, for solution	
10022	Injectable, concentrate, for solution	
10023	Injectable, concentrate, for solution	
10919	Injectable, concentrate, for solution	
4401	Tablet CHOOSE scored	YES
4565	Tablet, sugar coated	
4566	Tablet, sugar coated	
6589	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
6590	Tablet, sugar coated	
6616	Tablet, sugar coated	
4242	Tablet, coated	
4243	Tablet, coated	
4404	Capsule	
4406	Capsule	
4516	Tablet, sugar coated	
4517	Tablet, sugar coated	
4519	Tablet, sugar coated	
1531	Capsule	
1857	Tablet, coated	
3949	Tablet, coated	
4262	Capsule	
4464	Capsule	
5275	Pulvule	
1256	Tablet	
6389	Caplet	
6895	Caplet	
5223	Tablet, film coated CHOOSE scored	YES
6001	Tablet	
6003	Tablet	
6538	Tablet	
6606	Tablet, film coated	
6607	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
6608	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
6884	Tablet	
6885	Tablet	
7488	Tablet, film coated	
7853	Tablet, film coated	
4355	Tablet CHOOSE scored	YES
5289	Tablet, film coated	
5336	Tablet, film coated	
5464	Tablet	
5672	Tablet, film coated	
5968	Tablet	
7371	Tablet, film coated	
8377	Tablet, film coated	
9355	Tablet, film coated	
10319	Tablet CHOOSE scored	YES
11023	Capsule	
11024	Capsule	
3180	Tablet, film coated CHOOSE scored	YES
1248	Tablet, film coated	
5155	Tablet, film coated	
5623	Tablet	
5823	Tablet, film coated	
6258	Caplet	
6358	Caplet	
7027	Tablet, film coated	
7028	Tablet, film coated	
7029	Tablet, film coated	
7223	Tablet, film coated	
7224	Tablet, film coated	
7225	Tablet, film coated	
7512	Tablet	
7513	Tablet	
7609	Tablet, film coated	
8468	Tablet, film coated	
8469	Tablet, film coated	
