MoPHCode	RegistrationNumber	DrugName	Presentation	Form	Agent	Manufacturer	Country	PublicPrice	Stratum
11089	115722/1	ALLOPURINOL BIOGARAN	28	Comprimés	Commercial and Trading Ressources SAL (CTR)	Delpharm Bretigny	France	107507	A1
11090	115622/1	ALLOPURINOL BIOGARAN	28	Comprimés	Commercial and Trading Ressources SAL (CTR)	Delpharm Bretigny	France	169324	A1
11091	115522/1	ALLOPURINOL BIOGARAN	28	Comprimés	Commercial and Trading Ressources SAL (CTR)	Delpharm Bretigny	France	212327	A1
8411	166818/11	ALMIRAL	50g	Gel	New Allpharma	Medochemie Ltd	Cyprus	396434	A1
8707	127715/1	ALMIRAL	10ampoules	Injectable solution	New Allpharma	Medochemie Ltd	Cyprus	415247	A1
10527	21920/1	ALMOVITAE	6	Tablet, film coated	Promopharm S.A.R.L.	SAG Manufacturing SLU	Spain	1148985	A2
2755	974104/01	ALOPEXY	60ml	Solution pour application cutanee	Mersaco	Pierre Fabre Medicament Production	France	532162	A1
5205	24332/06	ALOPEXY	60ml	Cutaneous solution	Mersaco	Pierre Fabre Medicament Production	France	896343	A2
11985	112823/1	ALOPEXY	60ml	Cutaneous solution	Mersaco	Pierre Fabre Medicament Production	France	896343	A2
12042	112423/1	ALOPEXY	60ml	Solution pour application cutanee	Mersaco	Pierre Fabre Medicament Production	France	532162	A1
8286	55315/1	ALOXI	1Vial	Injectable solution	Mersaco	Helsinn Birex Pharmaceuticals Ltd	Ireland	3656595	B
8890	70215/1	ALPEEN	10 vials	Injectable solution for IV/SC use	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	8728144	C
9830	61819/1	ALPEEN	1 vials	Injectable solution for IV/SC use	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	1127036	B
10774	4922/1	ALPEEN	5 vials	Injectable solution for IV/SC use	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	4748244	B
10775	108621/1	ALPEEN	1vial	Injectable solution for IV/SC use	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	4036903	B
11473	91122/1	ALPEEN	1Vial	Injectable solution for IV/SC use	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	11210836	D
11692	129323/1	ALPEEN	3Vials	Injectable solution for IV/SC use	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	10661285	D
4098	24140/06	ALPHAGAN P	5ml	Sterile ophtalmic solution	Mersaco	Allergan	USA	999819	A2
11730	85723/1	ALPHAGAN P	5ml	Sterile ophtalmic solution	Mersaco	Allergan	USA	999819	A2
12203	120124/1	ALPHAGAN P	5ml	Sterile ophtalmic solution	Mersaco	Allergan	USA	999819	A2
11580	119320/1	ALPHANOVA	5ml	Sterile ophtalmic solution	Macromed S.A.R.L.	Orchidia Pharmaceutical Industries	Egypt	599354	A1
11094	98622/1	ALPRAZOLAM BIOGARAN	30	Comprimés sécables	Commercial and Trading Ressources SAL (CTR)	Egis Pharmaceuticals PLC	Hungary	169324	A1
11095	98522/1	ALPRAZOLAM BIOGARAN	30	Comprimés sécables	Commercial and Trading Ressources SAL (CTR)	Egis Pharmaceuticals PLC	Hungary	115570	A1
4239	195348/04	ALPROX	30	Tablet	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	895895	A2
4332	148305/03	ALPROX	30	Tablet	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	383955	A1
10377	138419/1	ALTEBREL	4prefilled syringes	Solution for injection	Lebiran SARL	Aryogen Pharmed	Iran	14833767	E1
10410	138519/1	ALTEBREL	4pre-filled syringes	Solution for injection	Lebiran SARL	Aryogen Pharmed	Iran	27383989	D
10146	22720/1	ALTO D 10.000	30	Capsule	Al Hikma Baalbek Pharmacy	Benta SAL	Lebanon	895895	A2
10697	73321/1	ALTUM	10	Capsule, hard	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	712620	A2
10251	81320/1	ALTUM-D3	30	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	561342	A2
10442	79720/1	ALUNBRIG	28	Tablet, film coated	Century Pharma SAL	Takeda Austria GmbH	Austria	124685776	E2
10443	79820/1	ALUNBRIG	28	Tablet, film coated	Century Pharma SAL	Takeda Austria GmbH	Austria	374059747	E2
10444	79920/1	ALUNBRIG	28	Tablet, film coated	Century Pharma SAL	Takeda Austria GmbH	Austria	493595998	E2
4725	27567/94	ALURIC	30	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	175339	A1
5175	24510/07	ALVIGO	60	Tablet	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	1204339	A2
10328	138619/1	ALVOCADE	1Vial	Powder for injection for IV bolus or SC injection	Lebiran SARL	Nano Fanavaran Darouei Alvand Co (Nano Alvand)	Iran	14169600	D
6088	219521/09	ALZEPIL	30	Tablet	Pharmapro	Mediphar Laboratories	Lebanon	1406555	B
6089	219522/09	ALZEPIL	30	Tablet	Pharmapro	Mediphar Laboratories	Lebanon	1908256	B
10879	28022/1	AMARYL	30	Tablet	Mersaco	Sanofi SRL	Italy	231141	A1
10880	27922/1	AMARYL	30	Tablet	Mersaco	Sanofi SRL	Italy	233829	A1
10881	27822/1	AMARYL	30	Tablet	Mersaco	Sanofi SRL	Italy	392402	A1
10882	27722/1	AMARYL	30	Tablet	Mersaco	Sanofi SRL	Italy	392402	A1
9985	20319/1	AMBISOME	1	Vial	Khalil Fattal & Fils S.A.L.	Gilead Sciences Ireland UC	Ireland	13126040	C
6706	219295/09	AMEPRIDE	30	Tablet	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	137072	A1
6707	219296/09	AMEPRIDE	30	Tablet	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	139760	A1
6708	219297/09	AMEPRIDE	30	Tablet	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	215015	A1
6709	219298/09	AMEPRIDE	30	Tablet	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	215015	A1
10853	95517/1	AMICINE	5Vials	Solution for infusion for IV or IM injection	Bellapharma S.A.R.L.	MS Pharma	Jordan	1749683	B
6180	24701/07	AMIKACIN SULPHATE	1vialx2ml	Injectable solution	Medi drug International SAL (MDI)	Anfarm Hellas SA	Greece	372244	A1
4416	2237/94	AMINOPHYLLINE	100	Tablet, scored	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	445388	A1
4583	2721	AMINOPHYLLINE ADULTS	10	Suppository	Pharmadex	Pharmadex	Lebanon	244451	A1
4593	2722	AMINOPHYLLINE CHILDREN	10	Suppository	Pharmadex	Pharmadex	Lebanon	203496	A1
2127	G0344/91	AMINOPHYLLINE RENAUDIN	bt 10Ampoules	Sol p perfusion	Minapharm Halabi	Renaudin 	France	739113	A2
8409	105015/1	AMINOPLASMAL B. BRAUN	500ml	Infusion solution	Droguerie de l'Union	B. Braun Melsungen AG	Germany	1036103	A2
2473	261021	AMINOVEN 10%	500ml	Infusion solution	Benta Trading Co s.a.l.	Fresenius Kabi Austria GmbH	Austria	951440	A2
6831	97018/12	AMINOVEN INFANT	1x100ml	Injectable solution for infusion	Benta Trading Co s.a.l.	Fresenius Kabi Austria GmbH	Austria	880217	A2
11398	17123/1	AMIODARONE BIOGARAN	30	Comprimés sécables	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France	345368	A1
10779	154820/1	AMLINE	30	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	358358	A1
10780	154920/1	AMLINE	30	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	662962	A1
7746	97698/11	AMLO TAD	50	Tablet	Pharmamedic S.A.R.L.	Kr Ka, d.d, Novo Mesto	Slovenia	744489	A2
5074	24384/06	AMLOCARD	30	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon	473545	A1
7347	97882/12	AMLOCARD 10	30	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon	870298	A2
12014	131924/1	AMLOCOEUR	30	Tablet	L. Pharm SAL	UBSA Pharma Industries SARL	Lebanon	362198	A1
5586	221157/08	AMLODAR 10	28	Capsule	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	671921	A1
5585	221156/08	AMLODAR 5	28	Capsule	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	362837	A1
7273	186364/13	AMLODIPINE ARROW	30	Capsule	Darapharma S.A.L.	Inpharmasci SAS	Greece	462282	A1
7274	186365/13	AMLODIPINE ARROW	30	Capsule	Darapharma S.A.L.	Inpharmasci SAS	France	462282	A1
11766	69321/1	AMLODIPINE BIOGARAN	30	Gélule	Commercial and Trading Ressources SAL (CTR)	Bluepharma Industria Farmaceutica SA	Portugal	462282	A1
11767	69421/1	AMLODIPINE BIOGARAN	30	Gélule	Commercial and Trading Ressources SAL (CTR)	Bluepharma Industria Farmaceutica SA	Portugal	462282	A1
11871	150821/1	AMLODIPINE/VALSARTAN ARROW	30	Comprimés pelliculés	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	807649	A2
11872	150921/1	AMLODIPINE/VALSARTAN ARROW	30	Comprimés pelliculés	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	923220	A2
11873	151021/1	AMLODIPINE/VALSARTAN ARROW	30	Comprimés pelliculés	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	923220	A2
8570	1615/1	AMLOKEY	30	Tablet	Mediterranean Pharmaceutical Company	Industria Quimica Farmaceutica Vir SA	Spain	397777	A1
5266	222226/07	AMLOPHAR	30	Capsule, hard gelatin	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	388370	A1
3531	195452/04	AMLOR	30	Capsule	Mectapharm S.A.L.	Fareva Amboise	France	560382	A1
11926	35322/1	AMLOR	30	Capsule	Mectapharm S.A.L.	Fareva Amboise	France	560382	A1
6407	167489/10	AMLORINE 10	30	Tablet	Droguerie Columbus	Remedica Ltd 	Cyprus	959504	A2
6471	167490/10	AMLORINE 5	30	Tablet	Droguerie Columbus	Remedica Ltd 	Cyprus	388370	A1
1129	38872/96	AMOCLAN	100ml	Suspension	Droguerie de l'Union	Al-Hikma Pharmaceuticals	Jordan	159917	A1
1131	38874/96	AMOCLAN	20	Tablet	Droguerie de l'Union	Al-Hikma Pharmaceuticals	Jordan	259362	A1
1104	973992/02	AMOCLAN BID	14	Tablet	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	456906	A1
1105	208366/02	AMOCLAN BID	70ml	Suspension	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	278175	A1
1106	208365/02	AMOCLAN BID	70ml	Suspension	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	345368	A1
5384	221974/09	AMOCLAN BID	75ml	Suspension	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	507972	A1
8838	54014/1	AMOCLAN BID	18	Chewable tablet	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	892311	A2
1130	38873/96	AMOCLAN FORTE	100ml	Suspension	Droguerie de l'Union	Al-Hikma Pharmaceuticals	Jordan	288926	A1
1132	38875/96	AMOCLAN FORTE	15	Tablet	Droguerie de l'Union	Al-Hikma Pharmaceuticals	Jordan	170668	A1
12238	55323/1	AMOKLAVIN BID	14	Tablet, film coated	New Europharm	Deva Holding AS	Turkey	448843	A1
12261	55123/1	AMOKLAVIN BID 400/57MG FORTE	70ml	Powder for oral suspension	New Europharm	Deva Holding AS	Turkey	278175	A1
6256	167177/10	AMOPRO	28	Capsule	Food & Drug Corporation FDC	SAJA- Saudi Arabia Japanese Pharmaceutical Co	Saudi Arabia	362837	A1
9157	59217/1	AMOROLFINE BGR	Flacon de 2.5ml	Vernis a ongle medicamenteux	Commercial and Trading Ressources SAL (CTR)	Creapharm Industry	France	753896	A2
10335	52520/1	AMOS	4	Orodispersible films	Raymond Georges Abou Adal & Co	CMG Pharmaceutical Co Ltd, Republic of Korea, for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	2175745	B
10429	74120/1	AMOS	4	Orodispersible films	Raymond Georges Abou Adal & Co	CMG Pharmaceutical Co Ltd, Republic of Korea, for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	1662781	B
10845	34122/1	AMOS	14	Orodispersible films	Raymond Georges Abou Adal & Co	CMG Pharmaceutical Co Ltd, Republic of Korea, for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	2743998	B
899	MP1328/93	AMOXICILLIN	10x100Blis	Capsule	Droguerie Columbus	Remedica Ltd 	Cyprus	6199145	B
3944	195254/04	AMOXICILLINA/ ACIDO CLAVULANICO	Box of 100Vials	Injectable powder for solution	Medi drug International SAL (MDI)	Laboratorio Reig Jofre SA	Spain	16577136	D
11800	69124/1	AMOXICILLINE ARROW LAB	30	Gélule	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	564414	A1
11801	69024/1	AMOXICILLINE ARROW LAB	30	Comprimés dispersibles	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	940690	A2
7598	186998/14	AMOXICILLINE INJ.	10	Vial	Minapharm Halabi	Panpharma	France	1173175	A2
2137	E0343/91	AMOXICILLINE PANPHARMA	25	Vial	Minapharm Halabi	Panpharma	France	2734719	B
10421	45820/1	AMOXICLAV-ORBUCELL	Box of 50Vials	Powder for solution for injection (IV administration)	Medi drug International SAL (MDI)	Packed by Pharmadex Lebanon under license from Orbucell pharma Canada	Lebanon	7433691	C
4615	148352	AMOXIDREX	20	Capsule	Pharmadex	Pharmadex	Lebanon	254690	A1
4626	974052	AMOXIDREX	100ml	Powder for suspension	Pharmadex	Pharmadex	Lebanon	284127	A1
11182	130622/1	AMOXIDREX	1000	Capsule	Pharmadex	Pharmadex	Lebanon	7332097	C
893	01912A	AMOXYCILLIN	500's (50x10)	Capsule	Levant Alie Houses S.A.L.	Vogen Laboratories Ltd	Cyprus	4073187	B
4604	2776	AMOXYCILLIN	60ml	Powder for suspension	Pharmadex	Pharmadex	Lebanon	166381	A1
4507	973025	AMOXYDIL	60ml	Powder for suspension	Mephico S.A.L.	Mephico SAL	Lebanon	142063	A1
4518	973921	AMOXYDIL	60ml	Powder for suspension	Mephico S.A.L.	Mephico SAL	Lebanon	218854	A1
4637	23	AMPICILLIN	60ml	Powder for suspension	Pharmadex	Pharmadex	Lebanon	174060	A1
4643	24	AMPICILLIN	60ml	Powder for suspension	Pharmadex	Pharmadex	Lebanon	206056	A1
2139	E0980/92	AMPICILLINE PANPHARMA	25 Vials		Minapharm Halabi	Panpharma	France	1944540	B
2140	A0341/91	AMPICILLINE PANPHARMA	25 Vials	Injection	Minapharm Halabi	Panpharma	France	2857009	B
1352	973940/02	AMYDRAMINE	120ml	Expectorant Syrup, sugar free	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	133040	A1
10545	30020/1	ANAGRELIDE BIOGARAN	100	gélule	Commercial and Trading Ressources SAL (CTR)	Noucor Health SA	Spain	15754068	D
11165	21122/1	ANASTROZOL GP PHARM	28	Tablet, film coated	Mediterranean Pharmaceutical Company	GP-Pharm, SA	Spain	1181238	A2
11017	51322/1	ANASTROZOLE BIOGARAN	30	Comprimés pelliculés	Commercial and Trading Ressources SAL (CTR)	Synthon Hispania SL	Spain	3800387	B
7389	185958/13	ANDARAN 	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	940435	A2
7390	185959/13	ANDARAN 	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	940435	A2
7386	185988/13	ANDARAN PLUS	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	598051	A1
7387	185989/13	ANDARAN PLUS	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	940435	A2
7388	185987/13	ANDARAN PLUS	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	598051	A1
11754	88422/1	ANDAZOL	6	Tablet, film coated	BroadMed SAL	Biofarma Ilac San. ve Tic. AS	Turkey	302365	A1
6822	218835/09	ANDESART 16	30	Tablet	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Co. (JPM)	Jordan	665202	A1
6823	218834/09	ANDESART 8	30	Tablet	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Co. (JPM)	Jordan	498566	A1
7555	187342/13	ANESTOCIL	10ml	Eye drops solution	Abela Frères S.A.L.	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	442124	A1
7045	167488/10	ANGINET	30	Tablet, film coated	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	387027	A1
7046	167487/10	ANGINET	30	Tablet, film coated	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	544256	A1
2576	20112	ANGINOVAG	10ml	Aerosol	Spephal S.A.L.	Ferrer Internacional SA	Spain	651764	A1
10009	151718/1	ANGIOFLUX	50	Capsule, soft	Pharmamedic S.A.R.L.	Mipharm SpA	Italy	2026514	B
10223	83617/1	ANGIOSAR	30	Tablet, film coated	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	857372	A2
11374	1181/1	ANGIOSAR PLUS 	30	Tablet, film coated	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	1689210	B
10193	15319/1	ANODYNE 500	10	rectal suppository	Ibn Sina Pharm SARL	Aburaihan Pharmaceutical Company	Iran	342680	A1
10145	119619/1	ANORO ELLIPTA	30doses	Inhalation powder pre-dispensed	Abela Frères S.A.L.	Pharmaline SAL Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon	5367774	B
7730	186054/13	ANSIMAR	200ml	Syrup	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy	550975	A1
7731	186055/13	ANSIMAR	20	Tablet	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy	544256	A1
4573	22322	ANTALPEN	20	Capsule	Pharmadex	Pharmadex	Lebanon	285407	A1
4575	19218	ANTALPEN	60ml	Powder for suspension	Pharmadex	Pharmadex	Lebanon	174060	A1
4644	19215	ANTALPEN	16	Capsule	Pharmadex	Pharmadex	Lebanon	218854	A1
4574	19812	ANTALPEN FORTE	60ml	Powder for suspension	Pharmadex	Pharmadex	Lebanon	206056	A1
7930	116214/1	ANTIPAN	5Ampoules x 1ml	Injectable solution IV/IM/SC	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	355798	A1
9086	63317/1	ANTIPAN	50Ampoules x 1ml	Injectable solution IV/IM/SC	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	2557140	B
6267	167816/11	ANTIPLEX	30	Tablet, film coated	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	1295464	A2
11924	33623/1	ANTROLIN	30g	Cream for rectal use	L. Pharm SAL	New F.A. DEM SRL	Italy	1333092	A2
4364	208365/97	ANXYL	20	Tablet, scored	Mediphar	Mediphar Laboratories	Lebanon	167660	A1
6753	167639/10	API-CIPROCIN	10ml	Eye/Ear drops	Germanos Health Care Supplies SARL	Amman Pharmaceutical Industries Co	Jordan	530818	A1
5262	23723/06	APIDRA	1x10ml	Injectable solution in Vial	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	2221372	B
5263	24863/07	APIDRA SOLOSTAR	5 Prefilled pen x3ml	Injectable solution	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	3942834	B
10542	36118/1	API-LOPROST	2.5ml	Eye drops	Germanos Health Care Supplies SARL	Amman Pharmaceutical Industries 	Jordan	447500	A1
7530	96204/11	API-MUCOL	200ml	Syrup	Germanos Health Care Supplies SARL	Amman Pharmaceutical Industries Co Ltd	Jordan	326554	A1
6752	167463/10	API-TOBRASON	5ml	Eye suspension	Germanos Health Care Supplies SARL	Amman Pharmaceutical Industries Co	Jordan	294302	A1
8363	186285/13	API-TOBRASON	5g	Eye Ointment	Germanos Health Care Supplies SARL	API (Amman Pharmaceutical Industries Co)	Jordan	243235	A1
12100	134524/1	APIXEL	60	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1750579	B
12101	134424/1	APIXEL	60	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1750579	B
9492	18316/1	APIZINE	100ml	Syrup	Pharmapro	Mediphar Laboratories	Lebanon	505541	A1
11552	120421/1	APO-ABIRATERONE 	60	Tablet, film coated	Promopharm S.A.R.L.	Apotex Inc	Canada	46110590	E1
5542	221408/08	APO-ALENDRONATE	4	Tablet 	Promopharm S.A.R.L.	Apotex Inc	Canada	981005	A2
5983	218866/09	APO-ALFUZOSIN	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	2331567	B
974	MP CA 581/91	APO-ALLOPURINOL	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	331929	A1
975	MP CB 581/91	APO-ALLOPURINOL	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	626231	A1
7650	29014/1	APO-ANASTROZOLE	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	2615118	B
11589	27823/1	APO-APIXABAN	60	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	3084119	B
11590	27923/1	APO-APIXABAN	60	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	3084119	B
978	261444/97	APO-ATENOL	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	327898	A1
11099	47121/1	APO-ATOMOXETINE	30	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada	2981987	B
11100	47221/1	APO-ATOMOXETINE	30	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada	3703630	B
11101	47321/1	APO-ATOMOXETINE	30	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada	4114846	B
11102	47421/1	APO-ATOMOXETINE	30	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada	4731669	B
6092	167503/10	APO-ATORVASTATIN	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	889624	A2
6093	167502/10	APO-ATORVASTATIN	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	1088378	B
6094	167501/10	APO-ATORVASTATIN	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	1405390	B
5981	219288/09	APO-AZITHROMYCIN Z	6	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	481096	A1
5951	221990/09	APO-BISOPROLOL	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	923220	A2
3819	27352	APO-CAPTO	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	1132859	A2
3820	27353	APO-CAPTO	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	1752371	B
983	MP HO 581/91	APO-CARBAMAZEPINE	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	727019	A2
5982	219461/09	APO-CLOPIDOGREL	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	911125	A2
11103	21521/1	APO-DASATINIB	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	71323688	E1
11104	21421/1	APO-DASATINIB	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	71323688	E1
11105	21321/1	APO-DASATINIB	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	57771855	E1
3822	27355	APO-DILTIAZ	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	545600	A1
10822	90618/1	APO-ENTECAVIR	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	28943287	D
10820	145320/1	APO-ERLOTINIB	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	91523229	E2
10821	145220/1	APO-ERLOTINIB	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	79672726	E1
8753	35116/1	APO-ESCITALOPRAM	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	565758	A1
8754	35216/1	APO-ESCITALOPRAM	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	1087169	A2
988	MP MO 581/91	APO-FUROSEMIDE	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	862747	A2
6635	167485/10	APO-GABAPENTIN	100	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada	2527768	B
10823	95720/1	APO-GEFITINIB	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	87345820	E2
7884	149914/1	APO-IMATINIB	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	18838684	D
7317	185831/13	APO-LETROZOLE	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	1962010	B
8998	150816/1	APO-OLANZAPINE ODT	30	Orally desintegrating tablets	Promopharm S.A.R.L.	Apotex Inc	Canada	2026514	B
8999	150916/1	APO-OLANZAPINE ODT	30	Orally desintegrating tablets	Promopharm S.A.R.L.	Apotex Inc	Canada	3628375	B
9591	34918/1	APO-ONDANSETRON	10	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	1491665	B
6001	219571/09	APO-PAROXETINE	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	983693	A2
3571	208659/03	APO-PRAVASTATIN	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	958160	A2
3579	208658/03	APO-PRAVASTATIN	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	775397	A2
1001	MP VA 581/91	APO-PROPRANOLOL	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	280863	A1
1002	MP VB 581/91	APO-PROPRANOLOL	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	356118	A1
5669	221713/08	APO-RAMIPRIL	30	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada	794211	A2
