Code	Child
7534	Inhalation Powder
10862	
4563	Elixir
4636	Elixir
2127	Sol p perfusion
4416	Tablet, scored
4583	Suppository
4593	Suppository
7730	Syrup
7731	Tablet
4350	Suppository
11359	Suppository
4351	Suppository
11357	Suppository
4638	Tablet
1057	Tablet, chewable
6992	Tablet, chewable
11687	Tablet, chewable
7771	Tablet, chewable
6942	Tablet, chewable
7487	Tablet, chewable
1058	Tablet, film coated
7864	Tablet, film coated
5161	Tablet
6243	Tablet, film coated
11688	Tablet, film coated
7772	Tablet, film coated
6293	Tablet, film coated
6941	Tablet, film coated
7047	Tablet, film coated
4082	Tablet, chewable
6991	Tablet, chewable
11686	Tablet, chewable
7770	Tablet, chewable
6940	Tablet, chewable
7486	Tablet, chewable
8407	Granules
5970	Tablet
5971	Tablet
5194	powder + solvent for injection
10817	Solution for injection
10818	Solution for injection
9547	Tablet, film coated
10144	Solution for injection
10762	Solution for injection
10424	Suppositories
10643	Syrup
10768	Suppositories
4541	Syrup
4628	Syrup
9537	
7393	Tablet, extended release bilayer
253	Gouttes
7940	Suppository
10649	Suppository
8952	Tablet, effervescent
9358	
8847	Solution
9183	Solution
9505	Syrup
9454	
11695	Cough syrup
8424	Syrup
10648	Lozenges
9860	Syrup
5912	Tablet effervescent
5143	Tablet, effervescent
2288	Sachet
9204	Granules for oral suspension
4380	Elixir
4650	Syrup
4649	Syrup
7530	Syrup
1239	Syrup
3491	Syrup, sugar free
9739	Syrup
5859	Oral solution sans sucre
11451	Oral solution sans sucre
1240	Tablet
11227	Tablet
9391	Capsule
10013	Syrup
6048	Solution for Inhalation
4290	Tablet
4295	Syrup
7285	Syrup
10681	
10125	Syrup
7909	Syrup
4370	Syrup, sugar free
6835	Syrup, sugar free
10124	Drops
9624	Oral suspension
2289	Comprimés enrobés
3774	Suppository
3775	Suppository
1655	Syrup
10296	Tablet
2543	Sirop
4651	Syrup
3592	Syrup
4293	Syrup
4294	Syrup
4379	Elixir
10138	Elixir
4395	Capsule
8709	Capsule
4396	Syrup
8708	Syrup
4564	Capsule
4587	Syrup
5021	Syrup
5781	Solution pour pulverisation nasale et buccale en flacon pressurise
7817	Tablet
11230	Tablet
9989	Granules for oral solution
9990	Granules for oral solution
9991	Granules for oral solution
9992	Granules for oral solution
10753	Capsule
9685	Injection
1352	Expectorant Syrup, sugar free
4540	Syrup
5241	Syrup
6762	Syrup
10865	Capsule, hard, modified release
8748	Gel
4429	Syrup
9927	Tablet, coated
6691	SYRUP
4589	Tablet, sugar coated
4463	Syrup
4622	Tablet
11110	Tablet
11334	Sirop
2521	Sirop
11664	Sirop
4586	Syrup
8634	Tablet, film coated
6013	Tablet, film coated
4387	Tablet, scored
1852	Tablet
3853	Tablet
8633	Oral Drops
8284	Oral drops solution
8635	Oral solution
4388	Syrup
3854	Solution
8833	Tablet, film coated
7222	Tablet, film coated
10792	Tablet, film coated
11475	Tablet, film coated
11421	Tablet, film coated
7221	Oral solution
11497	Tablet
8404	Repetabs
10742	Syrup
10055	Syrup
11036	Syrup
9535	Syrup
11038	Syrup
5647	Syrup
9196	Oral solution
5648	Tablet, film coated
7922	Tablet, film coated
4288	Syrup
4331	Tablet
8406	Tablet
9657	Tablet
3570	Tablet
3959	Tablet
5691	Tablet
1491	Tablet
803	Tablet
8405	Syrup
3960	Syrup
804	Syrup
484	fct rond without section
10176	Comprimés pelliculés
7255	Tablet, film coated
5292	Tablet, coated
7256	Tablet, film coated
5988	Tablet, coated
7509	Tablet, film coated
11702	Tablet, film coated
7562	Tablet, film coated
8060	Tablet, film coated
5159	Tablet
6388	Tablet
10743	Tablet
11655	Tablet, film coated
7304	Tablet, film coated
6237	Tablet, film coated
9747	Tablet, film coated
5182	Oral Solution
6986	Syrup
5519	Syrup
10744	Syrup
11037	Oral solution
10901	Oral solution
7437	Oral Solution
8329	Oral solution
9746	Syrup
9532	Comprimés
7257	Tablet
11465	Tablet
9940	Oral solution
7502	
8456	Intratracheal suspension
8457	Intratracheal suspension
4061	Intratracheal suspension
4524	Ointment
4635	Ointment
11309	Eye drops
7662	Eye Drops solution
10801	Eye ointment
8323	Eye Drops
10220	Eye drops
11533	Collyre en solution
7057	Ophtalmic Gel
3382	Ophtalmic solution
11436	Ophtalmic solution
9918	Eye drops solution
3963	Sterile Ophtalmic solution
7932	Eye gel
11032	Eye drops
9660	Eye drops solution
5240	Ophtalmic Solution
11418	Sterile Ophtalmic solution
9829	Eye drops solution
9723	Eye Drops solution
8927	Sterile ophtalmic suspension
6694	Collyre en solution
11545	Collyre en solution
6993	Intravitreal implant in applicator
11439	Intravitreal implant in applicator
369	Ophtalmic suspension
11435	Ophtalmic suspension
5363	Sterile ophtalmic suspension
8887	Ophtalmic gel 
9764	Intravitreal Implant
2451	Collyre
7527	Eye drops solution
10332	Eye drops solution
5886	Ophtalmic suspension (sterile)
6752	Eye suspension
11353	Sterile ophthalmic suspension
3525	Sterile Ophtalmic suspension
9344	Ophtalmic Ointment
9345	Ophtalmic Ointment
8363	Eye Ointment
3962	Sterile Ophtalmic suspension
4098	Sterile ophtalmic solution
11580	Sterile ophtalmic solution
10089	Eye drops solution
7153	Ophtalmic solution
11073	Collyre en solution
10831	Ophtalmic solution, eye drops
3733	Solution
10016	Powder and solvent for solution for injection for intraocular use
11508	Tablet
8913	Ophtalmic solution
10972	Collyre en solution
11678	eye drops solution
9661	Eye Drops suspension
9725	Eye drops suspension
8915	Sterile Ophtalmic
10942	Collyre en solution
11420	Sterile Ophtalmic solution
3961	Sterile Ophtalmic solution
579	Eye drops solution
4100	Eye drops solution
11438	Eye drops solution
5103	eye drops solution
11423	eye drops solution
9658	Eye drops solution
11093	Collyre en solution
10061	Eye drops
9820	Sterile ophthalmic solution (preservative free)
1292	Eye drops
10542	Eye drops
9797	eye drops solution
6187	Eye drops solution
11437	Eye drops solution
9724	Eye drops solution
11092	Collyre en solution
8914	Eye Drops solution
10832	Ophtalmic solution
7933	Eye drops solution
11675	Ophtalmic solution
7959	Eye drops solution
10014	Eye drops solution
3074	Ophtalmic solution
2520	Collyre
7987	Eye drops solution
8502	Collyre en solution
6674	eye drops solution
8672	Eye drops
9662	Eye drops
11417	Ophtalmic solution
9677	Ophthalmic solution
11657	Ophthalmic solution
7555	Eye drops solution
5199	Injectable solution
5209	Injectable solution
7420	Injectable solution
10436	Solution for injection
10261	Sterile Ophtalmic Emulsion
11659	eye drops
3247	
10856	Eye drops
3780	Solution goutte
9182	Sterile solution
4451	Drops solution
4245	Drops solution
6754	Ear drops
4513	Drops
5045	ear drops solution
9607	Gouttes Auriculaire
8528	Poudre et solvant pour suspension pour instillation auriculaire
8059	Otic solution
2277	Gouttes
168	Gouttes
5725	Ear drops
6753	Eye/Ear drops
4631	Drops solution
4612	Drops suspension
3792	Oral/ Sublingual
3793	Oral/ Sublingual
5860	Oral/ Sublingual
5861	Oral/ Sublingual
10601	Sublingual spray
10602	Sublingual spray
10603	Sublingual spray
10604	Sublingual spray
11187	Oral lyophilisate
966	Injection
8155	Injectable solution
8853	Solution for injectio/infusion
9314	Tablet, dispersible
9511	Tablet, dispersible
11411	Tablet, dispersible
9313	Tablet, dispersible
10710	Tablet, dispersible
9169	Tablet, film coated
9170	Tablet, film coated
1161	Powder
7234	Powder
1162	Powder
9368	Powder for oral suspension
7265	Tablet, film coated
7310	Tablet, film coated
8183	Tablet, film coated
9782	Comprimé pelliculé
7921	Powder for oral suspension
10092	Poudre pour suspension buvable
7251	Tablet, chewable
10979	Tablet, chewable
7252	Tablet, chewable
10980	Tablet, chewable
7596	Tablet
518	Ampoule
2241	Capsule
11062	
8503	Solution for injection
8504	Solution for injection
11320	Solution for injection
6192	Tablet
6533	
9038	Sterile water for injection
2492	Ampoule
274	Solvant pour preparation parenterale
275	Solvant pour preparation parenterale
276	Solvant pour preparation parenterale
2491	Sol p preparation inj
4227	
4229	
11650	
10771	
11151	
4231	
4235	
4237	
4238	
11412	Solvent for injection 
11413	Solvent for injection 
9459730	Injection
94510155	Powder for concentrate for solution for infusion
9458281	Powder for concentrate for solution for infusion
94510408	Tablet, film coated
94510409	Tablet, film coated
94510402	Tablet, film coated
94510407	Tablet, film coated
94510406	Tablet, film coated
94510405	Tablet, film coated
94510404	Tablet, film coated
94510658	Tablet, film coated
94510403	Tablet, film coated
9452224	Vial
9452217	powder and solvent for solution for injection
94510415	Powder for solution for injection or infusion
94511335	Powder for solution for injection or infusion
9458850	Lyophilized powder for reconstitution
94510367	Powder and solvent for solution for intravenous injection
94510368	Powder and solvent for solution for intravenous injection
9456958	Injectable lyophilised powder for solution for injection or infusion +Solvent 
9455539	Injectable powder (Vial) and solvent for solution (in prefilled syringe)
9455540	Injectable powder (Vial) and solvent for solution (in prefilled syringe)
9455541	Injectable powder (Vial) and solvent for solution (in prefilled syringe)
9459762	Lyophilizate for solution for Intavenous injection
9457521	Injectable powder for solution
94511625	Tablet, film coated
94511624	Tablet, film coated
9459902	Solution for injection for subcutaneous use
9459903	Solution for injection for subcutaneous use
9459904	Solution for injection for subcutaneous use
9459905	Solution for injection for subcutaneous use
94510471	Prefilled syringe
9451434	Injection
9457373	Injectable solution
94510626	Solution for injection
9458368	Injectable concentrated solution for infusion
94510826	Concentrate for solution for infusion
945449	Sterile solution
9455492	Tablet, film coated
94511193	Tablet, film coated
9458842	Tablet
9459469	Tablet, film coated
94510713	Tablet, film coated
9455493	Tablet, film coated
94511194	Tablet, film coated
9458843	Tablet
9459468	Tablet, film coated
94510714	Tablet, film coated
9458898	Tablet, film coated
94510773	Oral solution
9459353	Capsule
9458541	Solution for injection
9458542	Solution for injection
94510255	Solution for injection
94510623	Solution for injection
9458285	
9455848	Injectable powder
9455849	Injectable powder
9457147	Solution injectable à libération prolongée 
9457148	Solution injectable à libération prolongée 
9457149	Solution injectable à libération prolongée 
9457432	Tablet, film coated
9459985	Vial
94511600	Tablet, film coated
94511294	Comprimé pelliculé
9459817	Tablet, gastroresistant
94510516	Capsule, hard
94510517	Powder for concentrate for solution for infusion
94511297	Poudre pour solution à diluer pour perfusion
94511296	Poudre pour solution à diluer pour perfusion
94510116	for infusion
94510595	Powder for concentrate for solution for infusion
9457188	Tablet, film coated
94511604	Tablet, film coated
9459069	Comprimes pellicules
94510196	Tablet, film coated
9459933	Tablet, film coated
9454015	Tablet
94510133	Comprimés pelliculés
94510634	Tablet, film coated
94510688	Comprimés pelliculés
9454016	Tablet
94510134	Comprimés pelliculés
94510633	Tablet, film coated
94510689	Comprimés pelliculés
9459327	Tablet, film coated
9459932	Tablet, film coated
94510057	Tablet, film coated
9459935	Tablet, film coated
9459934	Tablet, film coated
94510018	Comprimé pelliculé sécable
9459930	Tablet, film coated
9459931	Tablet, film coated
9459900	Tablet, film coated
94510268	Tablet, film coated
9453272	Solution for IV use
9457076	Injectable solution for perfusion
94510063	Solution for infusion
9456299	IV or SC Solution for infusion
9456631	Injectable solution for infusion
9456909	Solution for infusion 
9457075	Injectable solution for perfusion
9459184	Injectable solution for infusion
9456632	Injectable solution for infusion
9459186	Injectable solution for infusion
94510477	Solution for subcutaneous injection
94510478	Solution for subcutaneous injection
94510479	Solution for subcutaneous injection
9459303	Solution for injection
9459302	Solution for injection
9458942	Powder for concentrate for solution for infusion
9459104	Injectable powder for concentrate for solution
9458943	Powder for concentrate for solution for infusion
9459103	Injectable powder for concentrate for solution
94511631	Powder for concentrate for solution for infusion
94510786	Powder for concentrate for solution for infusion
94510785	Powder for concentrate for solution for infusion
9454083	powder for concentrate for solution for infusion
94510494	For injection
9459444	Powder for concentrate for solution for infusion
94510989	Concentrate for solution for infusion
94510995	
94511007	Powder for concentrate fo solution for IV infusion
94511263	Powder for concentrate for solution for infusion
94511570	Injectable lyophilised powder
9457978	Injectable solution for Infusion
9456562	Solution for SC or IV injection/infusion
9457068	Solution for SC or IV injection/infusion
9459538	Tablet
9459539	Tablet
9459540	Tablet
94510977	Tablet
9457266	Concentrate for solution for infusion
94511477	Injectable 
94510154	Lyophilizate for injection
94510920	Lyophilized powder for injection for subcutaneous use
94511177	Powder for suspension for injection
9456497	
94511542	
9459051	Tablet, film coated
9459052	Tablet, film coated
94510959	Concentrate for solution for infusion
94511001	Injectable powder for suspension for infusion
9458701	
94510672	Concentrate for solution for infusion
94511520	
94510715	Injectable concentrated powder for solution for infusion
9456568	concentrate for infusion
94511020	concentrate for infusion
9457294	Capsule, hard
9458210	Tablet, film coated
94511264	Tablet, film coated
9454041	Tablet, film coated
9457308	Tablet, film coated
9454017	Tablet
94510963	Tablet, film coated
94511006	Tablet, film coated
94511133	Tablet, film coated
9454018	Tablet
94510965	Tablet, film coated
94511005	Tablet, film coated
94511132	Tablet, film coated
9454019	Tablet
94510964	Tablet, film coated
94511004	Tablet, film coated
94511131	Tablet, film coated
94510961	Tablet, film coated
94510962	Tablet, film coated
9455120	Capsule
9456207	Capsule
9459910	Tablet, film coated
9459911	Tablet, film coated
9459912	Tablet, film coated
9459771	Tablet, film coated
94511586	Tablet, film coated
94510165	Tablet, film coated
94511587	Tablet, film coated
9456238	Tablet, fim coated
94510135	Comprimés pelliculés
94510728	Comprimés pelliculés
94510823	Tablet
9455562	Tablet, film coated
9457632	Tablet, film coated
94510031	Tablet, film coated
94510821	Tablet
9455561	Tablet, film coated
9457631	Tablet, film coated
94510032	Tablet, film coated
94510565	Tablet, film coated
94510820	Tablet
9458836	Film coated tablet
9456951	Tablet, film coated
9459727	Capsule
9459728	Capsule
9459459	Capsule, hard
94510442	Tablet, film coated
94510443	Tablet, film coated
94510444	Tablet, film coated
94510036	Tablet
94510035	Tablet
9458520	Capsule
94510663	Tablet, film coated
9458521	Capsule
94510664	Tablet, film coated
9458522	Capsule
94510665	Tablet, film coated
94511273	Capsule
9459993	Tablet, film coated
9459673	Tablet
9459674	Tablet
9459675	Tablet
9459676	Tablet
9455897	Tablet
94510482	Tablet
9456930	Tablet
94510483	Tablet
94510481	Tablet
94510824	Tablet, film coated
9457999	Tablet
94511479	Tablet
9458000	Tablet
94511480	Tablet
9458001	Tablet
94511481	Tablet
94510317	Tablet, film coated
94510318	Tablet, film coated
94510596	Tablet, film coated
94510597	Tablet, film coated
94511002	Tablet, film coated
94511003	Tablet, film coated
94511014	Tablet, film coated
94510486	Capsule, hard
94510708	Capsule, hard
94510487	Capsule, hard
94510488	Capsule, hard
94510709	Capsule, hard
9455319	Tablet, film coated
9458792	Tablet, film coated
9458791	Tablet, film coated
94510007	Tablet, film coated
9459629	Tablet, film coated
9459630	Tablet, film coated
9459631	Tablet, film coated
9458720	Capsule, hard
9458719	Capsule, hard
9458525	Capsule, soft
9458524	Capsule, soft
9459659	Capsule, soft
94510293	Capsule, soft
9459384	Concentrate for solution for infusion
94510673	Concentrate for solution for infusion
9459383	Concentrate for solution for infusion
9459385	Concentrate for solution for infusion
94510674	Concentrate for solution for infusion
94510809	Concentrate for solution for infusion
94511669	Concentrate for solution for infusion
9458201	Concentrate for solution for infusion
9459688	powder for suspension for intravenous infusion only
9458899	Injectable concentrate for solution for infusion
9458900	Injectable concentrate for solution for infusion
94510905	Solution for injection for SC inj only
9459394	Lyophilized powder for IV infusion
94510212	Intravenous infusion
94510653	Powder for concentrate for solution for infusion
94510045	Powder for concentrate for solution for infusion
94510211	Intravenous infusion
94510652	Powder for concentrate for solution for infusion
94510044	Powder for concentrate for solution for infusion
9457629	Injectable concentrate for solution for infusion
9457753	Injectable powder for concentrate for solution for infusion
9457754	Injectable powder for concentrate for solution for infusion
9455502	Solution for Infusion
9457237	Concentrate for solution for infusion
9457238	Concentrate for solution for infusion
9458331	Injection
9458332	Injection
9458239	
94510033	Injection
94510034	Injection
94510358	Concentrate for solution for infusion
9458901	Injectable concentrate for solution for infusion
94510381	Injectable concentrate for solution for infusion
94510249	Solution for intravenous infusion
94510520	Concentrate for solution for infusion
94510794	Concentrate for solution for infusion
94511667	Concentrate for solution for infusion
94510287	Solution for intravenous infusion
94510519	Concentrate for solution for infusion
94510795	Concentrate for solution for infusion
9458492	Injection IV infusion 
9458493	Injection IV infusion 
94510226	Injection for intravenous infusion only
9457938	Injection
9457970	Powder for concentrate for solution for infusion
9458498	Lyophilized powder + Solution Stabilizer Vial
9459498	Injectable powder for solution
9459477	Powder for solution for injection
94510159	Powder for solution for IV or SC injection
94510598	Lyophilized powder for solution for injection
94510819	Powder for solution for injection
94511619	Powder for solution for injection
9458499	Powder for solution for injection
9459172	Capsule, hard
9459173	Capsule, hard
9459174	Capsule, hard
9458338	Capsule
94510371	Tablet, film coated
94510372	Tablet, film coated
9459831	Capsule
9459832	Capsule
94511317	Lyophilisate for solution for injection
94510583	Powder for solution for injection/infusion
9459331	Injection
9457586	Concentrate for solution for infusion
9457638	Concentrate for solution for infusion
9459175	Tablet
94511169	Subcutaneous solution for injection
94511170	Subcutaneous solution for injection
9455613	Prefilled syringe
9452811	Microsphères et solution pour préparation injectable (IM)
9456863	Injectable solution
94510449	Solution for injection
94510988	Solution for injection
9457960	Capsule, soft
9459626	Tablet, film coated
94511677	Tablet, film coated
94510645	Tablet, film coated
9456231	Powder and solvent for solution for injection
9456232	Powder and solvent for solution for injection
94510796	Tablet
94510966	Tablet
94510993	Tablet, film coated
94511432	Tablet
9459365	Tablet, film coated
94511691	Tablet
9457966	
9453426	Solution for injection
9456468	Solution for injection
94510088	Solution for injection
94510867	Solution for injection (SC)
94511463	prefilled syringe
94511462	Prefilled syringe
94510638	Powder for bladder irrigation
9457267	Injectable solution
94511200	Injectable 
9459917	Powder for solution for infusion
94510518	Tablet, gastroresistant
9459983	Tablet
9455116	Tablet
9455117	Tablet
9456306	Capsule hard
9459783	Capsule
94510373	Capsule
94511532	Capsule
9457658	Tablet
9458892	Tablet, extended release
9457849	Tablet, film coated
94511044	Tablet
94511431	Tablet
9458398	Powder for concentrate for solution for infusion
94510627	Solution for injection
94510628	Solution for injection
9459549	Concentrate for solution for infusion
9459407	Tablet, film coated
9459408	Tablet, film coated
94510374	Tablet, prolonged release
94510677	Solution for injection
9459755	Solution for injection
9459756	Solution for injection
94510377	Solution for injection
94510398	Injectable solution
94510399	Injectable solution
9459757	Solution for injection
94510397	Injectable solution
94510410	Solution for injection
9454028	powder for concentrate for solution for infusion
9459859	Powder for concentration for solution for infusion
94510266	Powder for concentrate for solution for Intravenous Infusion
94511284	Solution for injection
94511288	Solution for injection
94511289	Solution for injection
94511285	Solution for injection
94511286	Solution for injection
94511287	Solution for injection
9459616	Solution for injection
9459617	Solution for injection
9459748	Solution for injection 
9459749	Solution for injection 
9456769	Injectable solution
94510282	Solution for injection
94510281	Solution for injection
9457533	Powder and solution for injection
9457323	Injectable solution
9458788	Injectable solution
9459150	Concentrate for solution for infusion
9458202	Injectable solution for SC use
9455901	Concentrate for solution for infusion 
9455902	Concentrate for solution for infusion 
9458441	Solution for injection
94510632	Solution for injection
9458944	Injection for subcutaneous use
94510195	Solution for injection
94511112	Solution for injection
9458194	Capsule
9459806	Capsule
9458195	Capsule
9459807	Capsule
9458196	Capsule
9459805	Capsule
9457641	Capsule, hard, prolonged release
9457640	Capsule, hard, prolonged release
9457642	Capsule, hard, prolonged release
9457404	Capsule, hard
94511588	Capsule, hard
9456055	Capsule, hard
94510182	Oral Hard Gelatin Capsule
94510997	Gélule
94511052	Capsule
94511261	Capsule, hard
9456056	Capsule, hard
94510183	Oral Hard Gelatin Capsule
94510725	Capsule
94510999	Gélule
94511053	Capsule
94511262	Capsule, hard
9456057	Capsule, hard
94510185	Oral Hard Gelatin Capsule
94510726	Capsule
94510998	Gélule
94511054	Capsule
9456058	Capsule, hard
94510184	Oral Hard Gelatin Capsule
94510727	Capsule
94511000	Gélule
94511055	Capsule
94511260	Capsule, hard
94510300	Capsule, hard
94511546	Capsule, hard
94510301	Capsule, hard
94511547	Capsule, hard
94510302	Capsule, hard
94511548	Capsule, hard
94510299	Capsule, hard
94511549	Capsule, hard
94511181	Capsule, delayed release
94510622	Injection
9459833	solution for injection
9459922	Injection
94510312	Injection
9457472	Tablet, film coated
9457707	Injectable solution for infusion
9459325	Powder and solvent for prolonged release suspension for injection
9456797	Injectable suspension, prolonged release
9456798	Injectable suspension, prolonged release
9456799	Injectable suspension, prolonged release
9456800	Injectable suspension, prolonged release
9458894	Prolonged release suspension for IM injection
9458895	Prolonged release suspension for IM injection
9458896	Prolonged release suspension for IM injection
9458897	Prolonged release suspension for IM injection
94510524	Nasal spray solution
9459699	Sublingual tablet
9453340	Tablet, film coated
94511071	Tablet, film coated
94510227	Capsule
9455194	powder + solvent for injection
94510817	Solution for injection
94510818	Solution for injection
9456048	Solution for Inhalation
9454061	Intratracheal suspension
9456993	Intravitreal implant in applicator
94511439	Intravitreal implant in applicator
9459764	Intravitreal Implant
94510436	Solution for injection
9459314	Tablet, dispersible
9459511	Tablet, dispersible
9459169	Tablet, film coated
9459170	Tablet, film coated
9457921	Powder for oral suspension
9457251	Tablet, chewable
94510979	Tablet, chewable
9457252	Tablet, chewable
94510980	Tablet, chewable
