MoPHCode	FormRaw	RouteRaw
4595	Tablet, enteric coated	Oral
11183	Tablet, enteric coated	Oral
1278	Tablet	Oral
7664	Tablet, gastroresistant	Oral
9479	Tablet, enteric coated	Oral
6320	Tablet	Oral
11648	Powder for solution	Oral
11649	Powder for solution	Oral
5109	Tablet, dispersible	Oral
796	Tablet	Oral
1823	Tablet, film coated	Oral
4402	Capsule, sustained release	Oral
1277	Tablet	Oral
7595	Capsule, prolonged release	Oral
530	Tablet, film coated	Oral
10846	Suppositories	Rectal
11884	Suppository	Rectal
8707	Injectable solution	Infusion/IM
1402	Injection	IM
9288	Injection	IV/IM
11883	Injection	IM
9889	Solution for IM injection	IM
11474	Solution for IM injection	IM
7594	Ampoule	IM
11476	Solution for IM injection	IM
8610		IM
7665	Tablet, prolonged release	Oral
3993	Capsule, dual release	Oral
10423	Suppositories	Rectal
1812	Suppositoire	Rectal
767	Granules	Oral
11647	Tablet, sugar coated	Oral
10091	Tablet	Oral
5180	Tablet, film coated	Oral
1497	Tablet, coated	Oral
3486	Tablet	Oral
1735	Tablet	Oral
2107	Injectable	IV/IM
10260	Injection	IV/IM
1736	Ampoule IM	IV/IM
482	Tablet, film coated	Oral
9263	Tablet, film coated	Oral
9436	Tablet	Oral
5325	Tablet, coated	Oral
9416	Injectable solution	IM
9354	Tablet, coated	Oral
5216	Tablet, coated	Oral
10859	Injection	IM
11216	Injection	IM
7624	Injection	IM
7659	Injectable IM	IM
4458	Capsule	Oral
11206	Ampoule for IM injection	IM
8726	Eye Drops solution	Ophtalmic
1177	Tablet	Oral
7535	Tablet, coated	Oral
9544	IM/IV injection	IV/IM
7706	Tablet, film coated	Oral
5734	Tablet, film coated	Oral
11829	FCT	Oral
3435	Tablet, film coated	Oral
5914	Tablet film coated	Oral
10892	Tablet	Oral
10891	Capsule	Oral
10294	Capsule, soft gelatin	Oral
7328	Syrup	Oral
10889	Suspension	Oral
10295	Oral suspension	Oral
4597	Elixir	Oral
11697	Oral suspension	Oral
4456	Suspension	Oral
3433	Suspension	Oral
5735	Tablet, film coated	Oral
3747	Tablet	Oral
6310	Capsule, soft gelatin	Oral
11487	Solution for infusion 	Infusion
11661	Injectable solution	Infusion
9915	Powder for oral suspension	Oral
10914	Oral suspension	Oral
9523	Capsule	Oral
11450	Lqui soft gel capsules	Oral
11486	Solution for infusion 	Infusion
11488	Solution for infusion 	Infusion
7919	Tablet, film coated	Oral
1137	Tablet, film coated	Oral
7920	Tablet, film coated	Oral
9823	Comprimé pelliculé sécable	oral
10193	rectal suppository	Rectal
6252	Tablet, scored	Oral
3086	Tablet, film coated	Oral
11409	Injection	IM
6248	Comprimés sécables à libération prolongée	Oral
2581	Suppository	Rectal
9216	Solution pour perfusion	Infusion
10073	Powder for oral solution	Oral
11298	Oromucosal spray	Oromucosal
3651	Tablet	Oral
8508	Tablet, film coated	Oral
10662	Tablet, film coated	Oral
11117	Tablet, film coated	Oral
11817	FCT	Oral
6768	Solution for injection/ infusion 	Infusion/IM
11354	Solution for injection/ infusion 	Infusion/IM
11116	Solution for injection IM/IV	IV/IM
10887	Caplet	Oral
7417	Tablet, film coated	Oral
10010	Tablet, film coated	Oral
1543	Caplet, film coated	Oral
7345	Tablet, film coated	Oral
9442	Tablet, film coated	Oral
8222	Tablet, film coated	Oral
3596	Tablet	Oral
11202	Gélule	Oral
11706	Capsule	Oral
10427	Capsule	Oral
11201	Gélule	Oral
7246	Capsule	Oral
8463	Capsule	Oral
8526	Capsule, hard	Oral
8433	Capsule	Oral
11894	Capsule	Oral
7176	Capsule	Oral
8464	Capsule	Oral
10504	Tablet, film coated	Oral
10214	Tablet, film coated	Oral
9099	Tablet, film coated	Oral
10668	Tablet, film coated	Oral
9281	Tablet, film coated	Oral
10117	Tablet, film coated	Oral
10025	Tablet, film coated	Oral
10505	Tablet, film coated	Oral
10213	Tablet, film coated	Oral
11550	Tablet, film coated	Oral
11551	Tablet, film coated	Oral
9098	Tablet, film coated	Oral
10667	Tablet, film coated	Oral
9282	Tablet, film coated	Oral
10118	Tablet, film coated	Oral
10070	Tablet, film coated	Oral
10506	Tablet, film coated	Oral
10348	Tablet, film coated	Oral
10015	Tablet, film coated	Oral
9097	Tablet, film coated	Oral
10666	Tablet, film coated	Oral
9283	Tablet, film coated	Oral
10024	Tablet, film coated	Oral
10480	Tablet, film coated	Oral
5419	Tablet	Oral
11753	Powder for oral solution	Oral
571	Cream	Topical
4661	Gel	Topical
3683	Gel	Topical
11553	Gel	Topical
11867	Gel	Topical
11419	Gel roll on	Topical
1403	Creamagel	Topical
1832	Gel	Topical
8068	Emulsion Gel	Topical
1725	Gel	Topical
9638	Gel	Topical
3484	Emulgel	Topical
765	Plasters	Transdermal
10200	Gel	Topical
10201	Gel	Topical
8461	Topical gel	Topical
6054	Tablet	Oral
8869	Tablet	Oral
9839	Cutaneous patch	Transdermal
9841	Cutaneous patch	Transdermal
2869	Injection	Infusion/IV
11238	Injection	Infusion/IV
11845	Injection	Infusion/IV
9489	Injectable	Infusion/IV
9766	Solution for injection or infusion	Infusion/IV
363	Powder for solution for injection	IM/SC
11440	Powder for solution for injection	IM/SC
6645	Injectable lyophilised powder	IM/SC
8674	Injectable powder for solution	IM
7646	Injectable powder	IM/SC
3626	Injectable powder	IM/SC
7957	Injectable lyophilised powder	IM/SC
7956	Injectable lyophilised powder	IM/SC
8673	Injectable powder for solution	IM
8822	Tablet	Oral
10800	Tablet	Oral
7738	Tablet, film coated	Oral
10156	Tablet	Oral
10321	Tablet	Oral
4639	Tablet	Oral
6623	Capsule	Oral
7152	Capsule	Oral
8573	Tablet	Oral
4652	Tablet, scored	Oral
4653	Tablet, scored	Oral
7602	Tablet, film coated	Oral
7305	Tablet, film coated	Oral
10080	Tablet	Oral
10081	Tablet	Oral
6675	Tablet	Oral
6676	Tablet	Oral
5683	Tablet, film coated	Oral
11641	Tablet	Oral
11679	Tablet	Oral
9041	Tablet	Oral
11089	Comprimés	Oral
974	Tablet	Oral
9040	Tablet	Oral
11091	Comprimés	Oral
4725	Tablet, scored	Oral
975	Tablet	Oral
11090	Comprimés	Oral
9602	Tablet, film coated	Oral
10691	Tablet, film coated	Oral
10098	Comprimés pelliculés	Oral
10924	Tablet, film coated	Oral
10680	Tablet, film coated	Oral
9590	Tablet, film coated scored	Oral
10690	Tablet, film coated	Oral
10099	Comprimés pelliculés	Oral
10923	Tablet, film coated	Oral
10679	Tablet, film coated	Oral
10163	Tablet, film coated	Oral
10678	Tablet, film coated	Oral
8692	Tablet, scored	Oral
10793	Tablet, film coated	Oral
8366	Tablet	Oral
5462	Tablet	Oral
5542	Tablet 	Oral
9857	Tablet, coated	Oral
5253	Tablet, once weekly	Oral
4453	Tablet, scored	Oral
8214	Tablet	Oral
10079	Tablet, effervescent	Oral
9970	Tablet, film coated	Oral
6549	Tablet, coated	Oral
10157	Tablet, film coated	Oral
9972	concentrate for solution for infusion	Infusion 
9971		IV
8175	Tablet, film coated	Oral
7194	Tablet, film coated	Oral
5791	Tablet	Oral
7163	Tablet	Oral
9008	Tablet, film coated	Oral
7576	Tablet	Oral
8785	Tablet	Oral
3999	concentrate for solution for infusion 	Infusion 
9818	Concentrate for solution for infusion	Infusion
8925	Powder for solution for infusion	Infusion
8478	Concentrate for solution for infusion	Infusion
8527	Concentrate for solution for infusion	Infusion
8015	Injectable concentrate for solution for IV infusion 	Infusion
11499	solution for infusion	Infusion 
10825	Injectable solution	Infusion
5776	Tablet	Oral
9768	Comprimé	Oral
1872	Tablet, film coated	Oral
8921	Injectable solution	SC
9731	Solution for injection	SC
10622	Injection	SC
2731	Capsule	Oral
554	Prefilled syringe	Intraarticular
5671	Inhalation Aneasthetic	Respiratory
10485	Liquid for inhalation	Respiratory
9577	Flacon	Respiratory
3528		IV
8857	Injectable solution IV/Péridurale	IV/Epidural
8865	Ampoule	Infusion/IV
8922	Injectable solution	Infusion/IV
8856	Solution injectable IV et péridurale	Infusion/IV/Epidural
5962	Injectable solution (IV or peridurale) 	Infusion/IV/Epidural
5963	Injectable solution (IV or peridurale) 	Infusion/IV/Epidural
8102	Poudre pour préparation injectable ou pour perfusion IV	Infusion/IV
9423	Powder for infusion	Infusion/IV
8101	Poudre pour préparation injectable ou pour perfusion IV	Infusion/IV
9422	Powder for infusion	Infusion/IV
8641		Infusion/IV/IM
6536	Injectable emulsion for infusion	Infusion
6812	IV emulsion	Infusion
10108	Emulsion for injection or infusion	Infusion
10755	solution for injection	Intrathecal
11120	Solution for injection	Intrathecal
4021	solution for injection	Injectable route (except IV route)
4022	solution for injection	Injectable route (except IV route)
7742	Spray	Topical
8661	Injectable solution	Parenteral
8663	Injectable solution	Parenteral
8662	Injectable solution	Parenteral
2736	Injectable solution	Parenteral
9622	Injection	Parenteral
9623	Injection	Parenteral
2735	Injectable solution	Parenteral
9880	Injection	Parenteral
11696		IV/SC
8743	Injectable solution	Intraoral
7101	Solution for injection	IM
7026	Injectable solution	Intraoral
7645	Injectable solution	Intraoral
9856	Cream	Topical
7743	Cream	Topical
9227	Injectable solution	Intraoral
557	Injectable solution	Intraoral
10940	Injectable solution	Intraoral
10008	Solution for injection	Intraoral
3632	Tablet, prolonged release	Oral
3633	Tablet, prolonged release	Oral
3634	Tablet, prolonged release	Oral
2280	Sol inj	Parenteral
9389	Solution for injection	Parenteral
11153	Injectable solution	Parenteral
11665	Oral solution	Oral
7941	Capsule, hard	Oral
7943	Capsule, hard	Oral
7942	Capsule, hard	Oral
8107	Solution for injection or infusion IV/SC 	IV/SC
11710		IV/IM
4545	Suppository	Rectal
9205	Solution for injection	IV/IM/SC
5521	Transdermal patches	Transdermal
5661	transdermal patches	Transdermal
5662	transdermal patches	Transdermal
10001	Nasal spray solution	Nasal
10002	Nasal spray solution	Nasal
9059	Tablet, sublingual	Sublingual
9058	Tablet, sublingual	Sublingual
5047	solution injectable	IV/IM/SC
197	Tablet, effervescent scored	Oral
10400	Tablet, film coated	Oral
6484	Tablet, effervescent	Oral
10858	Suppository	Rectal
10896	Tablet, film coated	Oral
7913	Tablet, film coated	Oral
6886	Capsule	Oral
6374	Tablet	Oral
9698	Comprimés pelliculés	Oral
10038	Tablet, film coated	Oral
7918	Capsule	Oral
8011	Ampoule	IV/IM/SC
5043		IV/IM/SC
10019	Solution injectable pour perfusion 	Infusion
572	Injection	IV/IM/SC
7951	Tablet	Oral
7949	Tablet	Oral
7950	Tablet	Oral
8013	Tablet	Oral
10912	Tablet, effervescent	Oral
7635	Tablet	Oral
7709	Tablet, effervescent	Oral
10857	Tablet	Oral
196	Tablet, effervescent scored	Oral
9948	Tablet	Oral
7434	Tablet	Oral
11332	Tablet	Oral
9941	Tablet, film coated	Oral
9945	Tablet, film coated	Oral
9947	Tablet, film coated	Oral
3740	Caplet	Oral
7307	Tablet, film coated	Oral
10441	Tablet, film coated	Oral
10750	Tablet, film coated	Oral
10797	Tablet, film coated	Oral
10669	Tablet	Oral
10198	Tablet	Oral
4535	Tablet	Oral
4537	Tablet	Oral
4617	Tablet	Oral
10197	Tablet	Oral
8655	Tablet	Oral
11816	Tablet	Oral
6347	Tablet	Oral
11333	Tablet	Oral
10126	Tablet, film coated	Oral
8801	Comprimes	Oral
10556	Tablet	Oral
6394	Suppository	Rectal
4630	Suppository	Rectal
6395	Suppository	Rectal
3434	Suppository	Rectal
11083	Suppository	Rectal
11241	Suppositories	Rectal
8658	Suppository	Rectal
3436	Suppository	Rectal
11084	Suppository	Rectal
4629	Suppository	Rectal
3371	Suppository	Rectal
11085	Suppository	Rectal
11240	Suppositories	Rectal
8659	Suppository	Rectal
6396	Suppository	Rectal
9946	Suspension	Oral
11081		Oral
4536	Elixir	Oral
4616	Elixir	Oral
4455	Syrup, alcohol free	Oral
8651	Elixir	Oral
11428		Oral
1341	Suspension, alcohol free	Oral
5769	Injectable solution for infusion	Infusion
7614	Injectable solution for IV infusion	Infusion
9369	Solution for Infusion	Infusion
10754	Injectable solution for infusion	Infusion
8092	Injectable solution for IV infusion	Infusion
8372	Solution for Infusion	Infusion
5905	Solution for infusion	Infusion
5768	Injectable solution for infusion	Infusion
6636	Injectable solution for perfusion	Infusion
11571	Solution for infusion	Infusion
11301	Solution for IV infusion	Infusion
11323	Injectable solution USP	Infusion
9906	Pediatric solution	Oral
10127	Tablet, effervescent	Oral
11681	Solution for IV infusion	Infusion
11732	Solution for infusion	Infusion
1709	Caplet	Oral
11192	Tablet	Oral
8654	Caplet	Oral
1157	Caplet	Oral
4572	Suppository	Rectal
10270	Caplet	Oral
8653	Tablet, film coated	Oral
7180	Tablet	Oral
11676	Tablet, effervescent	Oral
11849	Tablet	Oral
7415	Powder for oral solution and Inhalation	Oral/Respiratory
4438	Tablet, scored	Oral
7611	Tablet	Oral
9942	Tablet, film coated	Oral
9943	Tablet, film coated	Oral
8685	Tablet, film coated	Oral
8711	Tablet	Oral
11831	Gélules	
10304	Tablet	Oral
10544	Tablet, film coated	Oral
11716	Tablet, film coated	Oral
10869	Tablet	Oral
10438	Caplet	Oral
11072	Tablet	Oral
11086	Suppository	Rectal
11087	Suppository	Rectal
11205	Granules for oral solution EFG	Oral
6113	Capsule	Oral
11595	Tablet	Oral
5879	Tablet/ Capsule	Oral
4624	Suppository	Rectal
6060	Injectable solution	Infusion/IV/IM
9691	Solution for injection	IM
10748		Respiratory
9704	Tablet, film coated	Oral
9703	Tablet, film coated	Oral
7728	Tablet, film coated	Oral
9271	Comprimé orodispersible	Oral
9923	Tablet	Oral
9542	Tablet	Oral
10527	Tablet, film coated	Oral
9833	solution for injection	SC
9922	Injection	SC
9492	Syrup	Oral
10046	Comprimé	Oral
103	Capsule	Oral
9315		Infusion/IV
11660	Injectable solution	Infusion/IV
11305	Tablet	Oral
11306	Tablet	Oral
983	Tablet	Oral
531	Tablet	Oral
49	Tablet	Oral
6953	Oral suspension	Oral
10119	Tablet	Oral
2985	Syrup	Oral
53	Syrup	Oral
2980	Soluté buvable	Oral
2979	Comprimé Enrobé	Oral
529	Oral solution	Oral
2977	Comprimé Enrobé	Oral
2986	Injectable solution for IV injection	Infusion/IV
2987	Tablet, film coated, scored	Oral
528	Tablet, prolonged release	Oral
8159	Comprimés pilliculés sécable à libération prolongée	Oral
9126	Tablet, film coated, prolonged release	Oral
8138	Injectable solution	Infusion/IV
3265	Tablet, film coated	Oral
8766	Tablet, dispersible/ chewable	Oral
10539	Compimés dispersibles	Oral
5827	Tablet, dispersible/ chewable	Oral
5942	Tablet	Oral
4433	Tablet, scored	Oral
6527	Tablet	Oral
8764	Tablet, dispersible/ chewable	Oral
10538	Compimés dispersibles	Oral
7835	Tablet, dispersible/ chewable	Oral
6526	Tablet	Oral
8765	Tablet, dispersible/ chewable	Oral
9810	Compimés dispersibles	Oral
5826	Tablet, dispersible/ chewable	Oral
6528	Tablet	Oral
10455	Tablet	Oral
5177	Tablet, film coated	Oral
7010	Tablet, film coated	Oral
10456	Tablet	Oral
6271	Tablet, film coated	Oral
7011	Tablet, film coated	Oral
10509	Tablet	Oral
6272	Tablet, film coated	Oral
6359	Tablet, film coated	Oral
6635	Capsule	Oral
9799	Capsule, hard	Oral
6311	Capsule	Oral
8704	Capsule	Oral
6622	Capsule	Oral
6570	Capsule	Oral
6324	Capsule	Oral
6689	Capsule	Oral
9798	Capsule, hard	Oral
6312	Capsule	Oral
8705	Capsule	Oral
6621	Capsule	Oral
6569	Capsule	Oral
6327	Capsule	Oral
6620	Capsule	Oral
11644	Tablet	Oral
10535	Tablet, film coated	Oral
11851	Tablet	Oral
8481	Tablet, film coated, breakable	Oral
8809	Comprimés pelliculés secable	Oral
7350	Tablet, film coated	Oral
10536	Tablet, film coated	Oral
8561	Tablet, film coated	Oral
11850	Tablet	Oral
8482	Tablet, film coated, breakable	Oral
8810	Comprimés pelliculés secable	Oral
11426	Tablet, film coated	Oral
6919	Tablet, film coated	Oral
6721	Tablet, film coated	Oral
10537	Tablet, film coated	Oral
8562	Tablet, film coated	Oral
8483	Tablet, film coated, breakable	Oral
8811	Comprimés pelliculés secable	Oral
11427	Tablet, film coated	Oral
10790	Tablet, film coated	Oral
6722	Tablet, film coated	Oral
6887	Oral solution	Oral
9822	Solution buvable	Oral
11158	Oral solution	Oral
10148	Oral solution	Oral
9634	Solution for intravenous infusion	Infusion
9519	Solution for infusion	Infusion
9520	Solution for infusion	Infusion
6007	Capsule, hard	Oral
5364	Capsule	Oral
7858	Capsule	Oral
6879	Capsule	Oral
5538	Capsule	Oral
8390	Capsule	Oral
9615	Capsule	Oral
9664	Capsule, hard	Oral
6008	Capsule, hard	Oral
8223	Capsule, hard	Oral
5365	Capsule	Oral
9297	Capsule	Oral
7857	Capsule	Oral
6880	Capsule	Oral
11811	Capsule	Oral
5537	Capsule	Oral
8389	Capsule	Oral
8883	Capsule, hard	Oral
9613	Capsule	Oral
9663	Capsule, hard	Oral
5387	Capsule	Oral
9614	Capsule	Oral
7346	Capsule	Oral
8738	Capsule	Oral
7732	Capsule	Oral
6164	Capsule	Oral
8388	Capsule	Oral
9612	Capsule	Oral
7469	Tablet, film coated	Oral
10847	Tablet	Oral
7470	Tablet, film coated	Oral
10849	Tablet	Oral
7471	Tablet, film coated	Oral
7472	Tablet, film coated	Oral
10848	Tablet	Oral
7707	Injectable solution for infusion	Infusion
11882	Solution for infusion	Infusion
7708	Syrup	Oral
8347	Tablet, film coated	Oral
8348	Tablet, film coated	Oral
8349	Tablet, film coated	Oral
8350	Tablet, film coated	Oral
8351	Tablet, film coated	Oral
9846	Tablet, film coated	Oral
9847	Tablet, film coated	Oral
9848	Solution	Oral
4376	Tablet, scored	Oral
4337	Tablet	Oral
10789	Tablet	Oral
7228	Tablet	Oral
10788	Tablet	Oral
9123	Tablet, film coated	Oral
9122	Tablet, film coated	Oral
9124	Tablet, film coated	Oral
1167	Tablet, film coated	Oral
4552	Capsule	Oral
2365	Tablet	Oral
11386	Comprimés 	Oral
2366	Tablet	Oral
11387	Comprimés 	Oral
5806	Tablet, extended release	Oral
5807	Tablet, extended release	Oral
5808	Tablet, extended release	Oral
9242	Solution for injection	SC
10978	Solution for injection	Infusion
9450	Transdermal Patch	Transdermal
9451	Transdermal Patch	Transdermal
9452	Transdermal Patch	Transdermal
9453	Transdermal Patch	Transdermal
9767	Comprimé	Oral
10331	Tablet	Oral
10330	Tablet	Oral
4581	Tablet	Oral
11330	Tablet	Oral
4418	Tablet, scored	Oral
4457	Tablet, scored	Oral
9871	Tablet	Oral
4425	Tablet	Oral
9913	Ampoule	IM
4424	Tablet	Oral
4427	Tablet	Oral
4428	Tablet	Oral
11197	Tablet, film coated	Oral
11735	Tablet, film coated	Oral
11196	Tablet, film coated	Oral
11736	Tablet, film coated	Oral
11195	Tablet, film coated	Oral
11737	Tablet, film coated	Oral
1253	Ampoule	IM
1255	Injection	IM
8783	Tablet	Oral
9855	Tablet	Oral
5306	Tablet, scored	Oral
7689	Tablet	Oral
5274	Tablet	Oral
7680	Tablet	Oral
8830	Tablet	Oral
5785	Caplet, film coated	Oral
6295	Tablets, orodispersibles	Oral
8998	Orally desintegrating tablets	Oral
7362	Tablet, mouth dissolving	Oral
9516	Tablet, mouth dissolving	Oral
7394	Tablet, orodispersible	Oral
11537	Tablet, coated, scored	Oral
9279	Tablet, orodispersible	Oral
6934	Tablet, orodispersible	Oral
5548	Tablet	Oral
6294	Tablets, orodispersibles	Oral
8999	Orally desintegrating tablets	Oral
7363	Tablet, mouth dissolving	Oral
9515	Tablet, mouth dissolving	Oral
7395	Tablet, orodispersible	Oral
11538	Tablet, coated, scored	Oral
9280	Tablet, orodispersible	Oral
6935	Tablet, orodispersible	Oral
5335	Tablet	Oral
5549	Tablet	Oral
8831	Tablet	Oral
5784	Caplet, film coated	Oral
9541	Tablet	Oral
8382	Tablet	Oral
8383	Tablet	Oral
8515	Tablet	Oral
8242	Tablet, film coated	Oral
10702	Tablet, film coated	Oral
8516	Tablet	Oral
8243	Tablet, film coated	Oral
10703	Tablet, film coated	Oral
8384	Tablet	Oral
8385	Tablet	Oral
8244	Tablet, film coated	Oral
10686	Tablet, film coated	Oral
8245	Tablet, film coated	Oral
7856	Tablet, extended release	Oral
11077	Comprimés  à libération prolongée 	Oral
7982	Tablet, extended release	Oral
10706	Tablet, extended release	Oral
11079	Comprimés  à libération prolongée 	Oral
7855	Tablet, extended release	Oral
8386	Tablet	Oral
8387	Tablet	Oral
11078	Comprimés  à libération prolongée 	Oral
3077	Tablet, scored	Oral
7585	Tablet, film-scored	Oral
8575	Tablet	Oral
10900	Tablet, prolonged release	Oral
2650	Tablet	Oral
10521	Tablet	Oral
5802	Tablet	Oral
5958	Caplet, film coated	Oral
11074	Comprimés pelliculés sécables	Oral
2669	Oral Solution	Oral
9879	Oral Solution	Oral
5520	Oral Solution	Oral
5522	Solution	Oral
4070	Tablet	Oral
10522	Tablet	Oral
4398	Tablet, scored	Oral
5524	Tablet	Oral
5042	Caplet, film coated	Oral
11075	Comprimés pelliculés sécables	Oral
4071	Tablet	Oral
10523	Tablet	Oral
4399	Tablet, scored	Oral
5523	Tablet	Oral
5040	Caplet, film coated	Oral
11076	Comprimés pelliculés sécables	Oral
8261	Tablet, orally disintegrating	Oral
8262	Tablet, orally disintegrating	Oral
8263	Tablet, orally disintegrating	Oral
8264	Tablet, orally disintegrating	Oral
10698	Tablet	Oral
11639	Tablet	Oral
9649	Tablet	Oral
11107	Tablet	Oral
7647	Tablet	Oral
11572	Tablet, orodispersible	Oral
9651	Tablet	Oral
10699	Tablet	Oral
11640	Tablet	Oral
9650	Tablet	Oral
11108	Tablet	Oral
7648	Tablet	Oral
11573	Tablet, orodispersible	Oral
9648	Tablet	Oral
11106	Tablet	Oral
10430	Tablet	Oral
9325	Powder and solvent for prolonged release suspension for injection	IM
9164	Tablet, extended release	Oral
9162	Tablet, extended release	Oral
9163	Tablet, extended release	Oral
6797	Injectable suspension, prolonged release	IM
6798	Injectable suspension, prolonged release	IM
6799	Injectable suspension, prolonged release	IM
6800	Injectable suspension, prolonged release	IM
8894	Prolonged release suspension for IM injection	IM
8895	Prolonged release suspension for IM injection	IM
8896	Prolonged release suspension for IM injection	IM
8897	Prolonged release suspension for IM injection	IM
10843	Capsule, hard	Oral
10842	Capsule, hard	Oral
10841	Capsule, hard	Oral
10840	Capsule, hard	Oral
10431	Tablet, film coated	Oral
10432	Tablet, film coated	Oral
10433	Tablet, film coated	Oral
10434	Tablet, film coated	Oral
11464	Tablet	Oral
2427	Sol inj	IV/IM
9494	Solution for injection/ infusion	Infusion/IV
4623	Tablet	Oral
4435	Tablet, scored	Oral
4436	Tablet, scored	Oral
10610	Tablet	Oral
4364	Tablet, scored	Oral
10609	Tablet	Oral
10947	Comprimés quadrsécables	Oral
8793	Tablet	Oral
11094	Comprimés sécables	Oral
4332	Tablet	Oral
2350	Tablet	Oral
8095	Tablet	Oral
11095	Comprimés sécables	Oral
4239	Tablet	Oral
8094	Tablet, sublingual	Oral
10105	Tablet	Oral
8863	Solution for injection IV/IM/RECTAL	IV/IM/Infusion/rectal
570	Injection	IV/IM/Infusion/rectal
6850	Injectable solution	IV/IM/Infusion/rectal
6995		IV/IM/Infusion/rectal
8587	Injectable solution	IV/IM/Infusion/rectal
8864	Solution for injection IV/IM/Rectal	IV/IM/Infusion/rectal
3909	Injectable solution	IV/IM/Infusion/rectal
10844	Tablet, film coated, scored	Oral
5416	Tablet, film coated	Oral
5417	Tablet, film coated	Oral
3376	Injection	Infusion
10023	Concentrate for solution for infusion	Infusion
10919	Concentrate for solution for infusion	Infusion
10022	Concentrate for solution for infusion	Infusion
4401	Tablet, scored	Oral
4565	Tablet, sugar coated	Oral
4566	Tablet, sugar coated	Oral
4242	Tablet, coated	Oral
4243	Tablet, coated	Oral
4404	Capsule	Oral
4406	Capsule	Oral
4516	Tablet, sugar coated	Oral
4517	Tablet, sugar coated	Oral
4519	Tablet, sugar coated	Oral
5275	Pulvule	Oral
11060	Gélule	Oral
4262	Capsule	Oral
1857	Tablet, coated	Oral
1531	Capsule	Oral
4464	Capsule	Oral
1672	Capsule	Oral
1256	Tablet, film coated	Oral
6389	Caplet	Oral
6895	Caplet	Oral
6606	Tablet, film coated	Oral
6001	Tablet	Oral
6884	Tablet	Oral
6538	Tablet	Oral
5223	Tablet	Oral
6003	Tablet	Oral
7488	Tablet, film coated	Oral
6885	Tablet	Oral
6607	Tablet, controlled release	Oral
6608	Tablet, controlled release	Oral
10319	Tablet	Oral
11615	Tablet	Oral
5464	Tablet	Oral
5336	Tablet, film coated	Oral
4355	Tablet, scored	Oral
5968	Tablet	Oral
7371	Tablet, film coated	Oral
11023	Gélule	Oral
5289	Tablet, film coated	Oral
5368	Capsule	Oral
8377	Tablet, film coated	Oral
5672	Tablet, film coated	Oral
11024	Gélule	Oral
3180	Tablet, film coated	Oral
1248	Tablet, film coated	Oral
8753	Tablet	Oral
5823	Tablet, film coated	Oral
11785	Tablet, film coated	Oral
10811	Comprimés pelliculés sécables	Oral
7027	Tablet, film coated	Oral
7223	Tablet, film coated	Oral
8469	Tablet, film coated	Oral
6258	Caplet	Oral
5155	Tablet, film coated	Oral
11786	Tablet, film coated	Oral
10812	Comprimés pelliculés sécables	Oral
7609	Tablet, film coated	Oral
8470	Tablet, film coated	Oral
8754	Tablet	Oral
11787	Tablet, film coated	Oral
10813	Comprimés pelliculés sécables	Oral
7224	Tablet, film coated	Oral
8471	Tablet, film coated	Oral
6358	Caplet	Oral
11784	Tablet, film coated	Oral
7225	Tablet, film coated	Oral
8468	Tablet, film coated	Oral
3047	Tablet, orodispersible	Oral
8556	Tablet, film coated	Oral
8823	Capsule	Oral
5877	Capsule, extended release	Oral
8300	Capsule, prolonged release	Oral
11674	Capsule, prolonged release	Oral
10593	Tablet, prolonged release	Oral
11098	Gélules à libération prolongée	Oral
5088	Capsule, extended release	Oral
8828	Capsule, extended release	Oral
8824	Capsule	Oral
8299	Capsule, prolonged release	Oral
11673	Capsule, prolonged release	Oral
10594	Tablet, prolonged release	Oral
5089	Capsule, extended release	Oral
8827	Capsule, extended release	Oral
11097	Gélules à libération prolongée	Oral
5248	Capsule, extended release	Oral
8829	Capsule, extended release	Oral
7791	Capsule, delayed release	Oral
8342	Capsule, delayed release	Oral
9499	Capsule, delayed release	Oral
7790	Capsule, delayed release	Oral
8343	Capsule, delayed release	Oral
9500	Capsule, delayed release	Oral
8888	Gélule gastrorésistante	Oral
8889	Gélule gastrorésistante	Oral
7998	Tablet, film coated	Oral
11213	Tablet, film coated	Oral
7997	Tablet, film coated	Oral
11215	Tablet, film coated	Oral
7996	Tablet, film coated	Oral
11214	Tablet, film coated	Oral
10524	Nasal spray solution	Nasal
11709	nasal spray solution	Nasal
885	Tablet	Oral
10465	Tablet, extended release	Oral
10466	Tablet, extended release	Oral
10467	Tablet, extended release	Oral
10468	Tablet, extended release	Oral
9007	Comprimé	Oral
11102	Capsule	Oral
7514	Capsule	Oral
11101	Capsule	Oral
7518	Capsule	Oral
11100	Capsule	Oral
7516	Capsule	Oral
7515	Capsule	Oral
11099	Capsule	Oral
10855	Tablet, film coated	Oral
11852	Oral Solution	Oral
11738	Oral solution	Oral
8165	Oral Solution	Oral
6197	Injectable solution	Infusion/IV/IM
7878	Tablet, film coated	Oral
9201	Tablet, film coated	Oral
7559	Tablet	Oral
8960	Comprimé pelliculé	Oral
6088	Tablet	Oral
8466	Tablet, film coated	Oral
7360	Tablet, film coated	Oral
10420	Tablet, film coated	Oral
11018	Comprimés pelliculés	Oral
11536	Tablet, film coated	Oral
8961	Comprimé pelliculé	Oral
6089	Tablet	Oral
8467	Tablet, film coated	Oral
7361	Tablet, film coated	Oral
10419	Tablet, film coated	Oral
11015	Comprimés pelliculés	Oral
