Code	Numerator1	Numerator1Unit	Denominator1	Denominator1Unit	Numerator2	Numerator2Unit	Denominator2	Denominator2Unit	Numerator3	Numerator3Unit	Denominator3	Denominator3Unit
10550	2.5	mg										
10551	5	mg										
10552	15	mg										
10553	20	mg										
10554	10	mg										
10555	2.5	mg										
10556	1000	mg										
10557	1	mg/ml										
10558	0.5	mg/ml										
10559	100	IU/ml 			33	 mcg/ml						
10560	100	IU/ml 			50	 mcg/ml						
10561	50	mg										
10562	20	mg										
10563	10	mg										
10564	100	mg										
10565	150	mg										
10566	50	mg/ml										
10567	50	mg/ml										
10568	50	mg/ml										
10569	50	mg/ml										
10570	9	mg/ml										
10571	9	mg/ml										
10572	9	mg/ml										
10573	9	mg/ml										
10574	4.5	mg/ml										
10575	9	mg/ml										
10576	10	mg										
10577	20	mg										
10578	40	mg										
10579	80	mg										
10580	200	mg										
10581	200	mg										
10582	6	mg/ml										
10583	750	U/ml										
10584	10	mcg	0.5	ml								
10585	5	mg										
10586	150	mg										
10587	300	mg										
10588	150	mg 			12.5	 mg						
10589	300	mg 			12.5	 mg						
10590	300	mg 			25	 mg						
10591	300	mg										
10592	100	IU/ml										
10593	75	mg										
10594	150	mg										
10595	100	mg										
10596	140	mg										
10597	420	mg										
10598	3.5	mg										
10599	25	mg										
10600	10	mg										
10601		NO										
10602		NO										
10603		NO										
10604		NO										
10605	100	mg										
10606	50	mg										
10607	10	mg										
10608	50	mg										
10609	1.5	mg										
10610	3	mg										
10611												
10612												
10613												
10614	100	mg/ml										
10615	100	mg/ml										
10616	100	mg/ml										
10617	100	mg										
10618	1000	mg										
10619	100	IU/ml										
10620	100	mg	5	ml								
10621	100	mg	5	ml								
10622	105	mg	1.17	ml								
10623	200	mg										
10624	1000	mcg/ml										
10625	100	mg/ml										
10626	300	mg										
10627	108	mg										
10628	108	mg										
10629	0.25	mg										
10630	0.25	mg										
10631	2	mg										
10632	150	mg/ml										
10633	0.5	mg										
10634	1	mg										
10635	10	mg 			10	 mg						
10636	20	mg 			10	 mg						
10637	250	mg			106.5	mg						
10638	30	mg										
10639	3	mg										
10640	240	mg	12	ml								
10643	2.5	mg										
10645	300	mg										
10646	50	mg/ml										
10647	100	mg	5	ml								
10648	35	mg										
10649	80	mg										
10650	200	mg										
10651	5	mg/ml										
10652	150	mg										
10653	440	mg										
10654	100	mg										
10655	30	mg	5	ml								
10656	300	mg	50	ml								
10657	150	mg	25	ml								
10658	1400	mcg										
10659	100000	IU										
10660	50	mg										
10661	100	mg										
10662	25	mg										
10663	75	mg										
10664	100	mg										
10665	125	mg										
10666	120	mg										
10667	90	mg										
10668	60	mg										
10669	500	mg										
10670	150	mg										
10671	3	mg/g 			25	 mg/g						
10672	60	mg	6	ml								
10673	100	mg										
10674	500	mg										
10675	1	mg/ml										
10676	250	mg	5	ml								
10677	20	mg	0.4	ml								
10678	40	mg										
10679	80	mg										
10680	120	mg										
10681	5	mg 			2	mg						
10682	500	mg										
10683	100	mg										
10684	50	mg										
10685	10	mg										
10686	300	mg										
10687	3.5	mg										
10688	1	mg										
10689	0.5	mg										
10690	80	mg										
10691	120	mg										
10692	0.5	mg										
10693	5	mg										
10694	7.5	mg										
10695	5	mg										
10696	10	mg										
10697	  50,000 	IU										
10698	10	mg										
10699	15	mg										
10702	25	mg										
10703	100	mg										
10706	300	mg										
10707												
10708	12.5	mg										
10709	50	mg										
10710	500	mg										
10711	0.5	mg										
10712	1	mg										
10713	125	mg										
10714	62.5	mg										
10715	1	mg										
10716	8	mg										
10717	16	mg										
10718	24	mg										
10719	32	mg										
10720	64	mg										
10721	96	mg										
10722	128	mg										
10723	64	mcg 			94	 mcg						
10724	125	mcg										
10725	10	mg										
10726	15	mg										
10727	25	mg										
10728	250	mg										
10729	240	mg										
10730	120	mg										
10731	300	mg	15	ml								
10732	20	mg										
10733	20	mg										
10734	40	mg										
10735	40	mg										
10736	60	mg										
10737	60	mg										
10738	80	mg										
10739	80	mg										
10740	1000	mg 	50	 mg								
10741	850	mg 	50	 mg								
10742	5	mg	5	ml								
10743	5	mg										
10744	0.5	mg/ml										
10745	750	mg										
10746	500	mg										
10747	500	mg										
10748												
10749	100	mg										
10750	500	mg										
10751	75	mg										
10752	10	mg	5	ml	2	mg	5	ml				
10753	300											
10754	1000	mg	100	ml								
10755	50	mg	20	ml								
10756	  5 	mg										
10757	25	mg										
10758	30	mg 	25	 mg								
10759	50	mg										
10760	70	mg										
10761	20	mg										
10762	30	mg										
10763	0.2	mg										
10764	0.3	mg										
10765	0.4	mg										
10766	850	mg 	2.5	 mg								
10767	1000	mg 	2.5	 mg								
10768	20	mg 			10	 mg						
10771												
10772	50	mg										
10773	5	mg/ml										
10774	4000	IU										
10775	10000	IU										
10776	48	MU	0.5	ml								
10777	300	mcg	0.5	ml								
10778	5	mg										
10779	5	mg										
10780	10	mg										
10781	10	mg										
10782	25	mg										
10783	60	mg										
10784	90	mg										
10785	100	mg										
10786	15	mg										
10788	100	mg 			25	 mg						
10789	250	mg 			25	 mg						
10790	1000	mg										
10791	40	mg										
10792	5	mg										
10793	1	mg										
10794	400	mg										
10795	100	mg										
10796	250	mg										
10797	500	mg										
10798	20	mg										
10799	5	mg										
10800	750	mg										
10801	3	mg/g										
10802	250	mg	5	ml								
10803	50	mcg 			500	 mcg						
10804	50	mcg 			250	 mcg						
10805	50	mcg 			100	 mcg						
10806	1600	mg										
10807	1600	mg										
10808	4	g										
10809	500	mg										
10810	100	mg										
10811	10	mg										
10812	15	mg										
10813	20	mg										
10814	10	mg										
10815	100	mg										
10816	50	mg										
10817	150	mg										
10818	75	mg										
10819	3.5	mg										
10820	150	mg										
10821	100	mg										
10822	0.5	mg										
10823	250	mg										
10824	250	mg										
10825	5	mg										
10826	20	mg/ml										
10827	8	mg										
10828	50	mg	5	ml								
10829	250	mg 			100	mg 			1	 mg		
10830	20	mg/ml										
10831	0.25	mg/ml										
10832	0.24	mg/ml										
10833	3	mg										
10834	3	mg										
10835	10	mg	10	ml								
10836	5	mg										
10837	10	mg										
10838	10	IU										
10839	5	IU										
10840	6	mg										
10841	4.5	mg										
10842	3	mg										
10843	1.5	mg										
10844	10	mg										
10845	5	mg										
10846	100	mg										
10847	50	mg										
10848	200	mg										
10849	100	mg										
10850	1	MIU										
10851	10	mg										
10852	500	mg										
10853	500	mg	2	ml								
10854	500	mg	10	ml	213	mg	10	ml				
10855	800	mg										
10856	2	mg										
10857	500	mg 			50	 mg 			2	 mg		
10858	60	mg 			1000	 mg						
10859	75	mg 			2	 mg 			10	 mg		
10860	642.9	mg	5	ml								
10861	4	mg										
10862	175	mcg										
10863	16	IU										
10864	4	IU										
10865	10	mg 			10	 mg						
10866	250	mcg/ml										
10867	44	mcg										
10868	22	mcg										
10869	500	mg 			200	 mg						
10870	75	mg										
10871	150	mg										
10872	300	mg										
10873	300	mg 			12.5	 mg						
10874	150	mg 			12.5	 mg						
10875	500	mg										
10876	500	mg	100	ml								
10877	500	mg										
10878	40	mg										
10879	1	mg										
10880	2	mg										
10881	3	mg										
10882	4	mg										
10883	2.5	mg										
10884	5	mg										
10885	10	mg										
10886												
10887	200	mg 			30	 mg						
10889	20	mg/ml										
10890	200	mg 			38	 mg						
10891	200	mg										
10892	200	mg										
10893	50	mcg										
10894	0.5	mg/ml 			0.6	 mg/ml						
10895	600	mg										
10896	30	mg 			400	 mg						
10897	250	mcg										
10898	25	mcg 			250	 mcg						
10899												
10900	400	mg										
10901	0.5	mg/ml										
10902	8	mg	4	ml								
10903	1	g										
10904	500	mg										
10905	1800	mg										
10906	15	mg										
10907	10	mg										
10908	500	IU										
10909	1000	IU										
10910	200	mg										
10911	0.5	mg/ml										
10912	50	mg										
10913	0.5	mg 			0.4	 mg						
10914	20	mg/ml										
10915	99.75	%										
10916	1	mg										
10918	3	mg	0.5	ml								
10919	400	mcg	4	ml								
10920	100	mg										
10921	10	mg/ml										
10922	1000	mg										
10923	80	mg										
10924	120	mg										
10925	40	mg										
10926	500	mg										
10927	1	g										
10928	1	g										
10929	1	g										
10930	1	g										
10931	1	g										
10932	1	g										
10933	1000	mg										
10934	20000	IU										
10935	40000	IU										
10936	200	mg/ml										
10937	100	mg	20	ml								
10938	1	mg/g										
10939	3	mg/g										
10940	4	%										
10941	1	mg/ml										
10942	5	mg/ml 			20	 mg/ml						
10943	50	mg										
10944	100	mg										
10945	54	mg 			12.5	 mg						
10946	100	mg 			25	 mg						
10947	6	mg										
10948	8	mg										
10949	4	mg										
10950	25	mcg										
10951	100	mg										
10952	400	mg										
10953	50	mg										
10954	100	mg										
10955	1	g										
10956	400	mg										
10957	100	mg										
10958	100	mg										
10959	30	mg	5	ml								
10960	150	mg	25	ml								
10961	140	mg										
10962	140	mg										
10963	70	mg										
10964	20	mg										
10965	50	mg										
10966	250	mg										
10967	1	mg/g										
10968	40	mg										
10969	40	mg										
10970	400	mg										
10971	200	mg										
10972	20	mg/ml										
10973	5	mg										
10974	200	mg										
10975	250	mcg	0.5	ml								
10976	50	mg	50	ml								
10977	10	mg										
10978	30	mg	3	ml								
10979	500	mg										
10980	750	mg										
10981	100	IU/ml										
10982	75	mg										
10983	100	IU/ml										
10984	16	mg										
10985	100	mg										
10986	100	mg										
10987	4.5	mg	0.5	ml								
10988	250	mg										
10989	500	mg										
10990	100	mg										
10991	1000	mg 	12.5	 mg								
10992	1000	mg 	5	 mg								
10993	250	mg										
10994	1	g										
10995	500	mg										
10996	20	mg										
10997	5	mg										
10998	15	mg										
10999	10	mg										
11000	25	mg										
11001	5	mg/ml										
11002	150	mg										
11003	200	mg			50	mg						
11004	20	mg										
11005	50	mg										
11006	70	mg										
11007	500	mg										
11008	3.1	mg										
11009	100	mg										
11010	200	mg										
11011	1	g										
11012	50	mg	2	ml								
11013	2.5	mg										
11014	200	mg										
11015	10	mg										
11016	50	mg										
11017	1	mg										
11018	5	mg										
11019	2.5	mg										
11020	20	mg										
11021	150	mcg	0.5	ml								
11022	100	mcg	0.5	ml								
11023	50	mg										
11024	25	mg										
11025	0.1	mg/ml										
11026	500	mcg	10	ml								
11027	0.1	mg/ml										
11028	28	mg 			10	 mg						
11029	14	mg 			10	 mg						
11030	5	mg										
11031	400	mg										
11032	3	mg/ml										
11033	267	mg										
11034	0.5	g										
11035	500	mg 			100	 mg						
11036	1	mg/ml										
11037	1	mg/ml										
11038	1	mg/ml										
11039	0.25	mg										
11040	1	mg										
11041	2	mg										
11042	4	mg										
11043	50	mg										
11044	14	mg										
11045	20	mg										
11046	500	mg										
11047	850	mg 	2.5	 mg								
11048	1000	mg 	2.5	 mg								
11049	20	mg										
11050	10	mg										
11051	100	mg										
11052	5	mg										
11053	10	mg										
11054	15	mg										
11055	25	mg										
11056	0.5	ml										
