MoPHCode	RegistrationNumber	ResponsibleParty	ResponsiblePartyCountry	CargoShippingTerms
11492	154321	P&G Health Germany GmbH 	Germany	CIF
1337	974078/02			CIF
8710	138715/1			FOB
9220	94817/1			FOB
7666	186793/14	Acino Pharma AG	Switzerland	CIF
5712	218827/09	Lagap SA	Switzerland	CIF
1338	974079/02			CIF
10829	122620/1	Lagap SA	Switzerland	CIF
11818	27224/1	Normon SA	Spain	CIF
8099	154714/1	Bayer Consumer Care AG	Switzerland	CIF
4577	19264			FOB
11329	130922/1			FOB
9599	33918/1			FOB
1369	3561	Bayer Consumer Care Ltd	Switzerland	CIF
1551	20539	Bayer Consumer Care AG	Switzerland	CIF
9606	42218/1	SALFSpA Laboratorio Farmacologico	Italy	CIF
1385	14247	Bayer Consumer Care AG	Switzerland	CIF
6193	167632/10	Bailleul	France	CIF
9526	31316/1	Pharmaceutical Solutions Industry	Saudi Arabia	CIF
4104	2836/94			FOB
7735	45814/1	SALFSpA Laboratorio Farmacologico	Italy	CIF
10895	65421/1	GlaxoSmithKline Consumer Healthcare ULC	Canada	CIF
2248	78728/97			CIF
7493	187200/14	Euro-Pharm International Canada Inc	Canada	CIF
1800	3443/72			CIF
8422	136315/1	Geistlich Pharma AG	Switzerland	CIF
4658	405534/00			FOB
1801	3398/72			CIF
2249	78727/97			CIF
5667	221862/08	Euro-Pharm International Canada Inc	Canada	CIF
7421	187099/13	Euro-Pharm International Canada Inc	Canada	CIF
7423	187100/13	Euro-Pharm International Canada Inc	Canada	CIF
9262	69116/1	Vitex Pharmaceuticals PTY Ltd	Australia	CIF
3495				CIF
6269	167506/10	Laboratorios Casasco S.A.I.C.	Argentine	CIF
8438	111815/1	Sanofi Aventis	France	CIF
11396	49422/1	Opella Healthcare France SAS	France	CIF
9222	76615/1			FOB
5049	194346/05	Renaudin 	France	CIF
8546	171515/1	Faes Farma SA	Spain	CIF
7315	218188/09	Faes Pharma SA	Spain	CIF
9730	47219/1	Sanofi BV	The Netherlands	CIF
10155	118319/1	Genzyme Europe BV	The Netherlands	CIF
11061	52422/1	Aventis Pharma Ltd	UK	CIF
8281	9815/1	Sanofi BV	The Netherlands	CIF
9066	175116/1	Fresenius medical Care  Deutschland GmbH	Germany	CIF
4543	24964			FOB
9929	27714/1	Les Laboratoires Medis SA	Tunisia	CIF
2626	B0342/91	Panpharma	France	CIF
11363	105820/1			FOB
9950	173516/1	Les Laboratoires Medis	Tunisia	CIF
11733	71022/1	Unimed Laboratories	Tunisia	CIF
11734	71122/1	Unimed Laboratories	Tunisia	CIF
11199	79321/1	Venipharm GmbH	France	CIF
10735	186419/1	Chemi SpA	Italy	CIF
1752	27867	Sanofi Aventis	France	CIF
11342	64615/1			FOB
11365	114821/1			FOB
9952	173816/1	Les Laboratoires Medis	Tunisia	CIF
11744	71522/1	Unimed Laboratories	Tunisia	CIF
11745	71422/1	Unimed Laboratories	Tunisia	CIF
1757	405445/00	Sanofi Aventis	France	CIF
11344	64815/1			FOB
11364	105920/1			FOB
9951	173716/1	Les Laboratoires Medis	Tunisia	CIF
11742	71222/1	Unimed Laboratories	Tunisia	CIF
11743	71322/1	Unimed Laboratories	Tunisia	CIF
11198	79421/1	Venipharm GmbH	France	CIF
1758	405446/00	Sanofi Aventis	France	CIF
11343	64715/1			FOB
11362	118521/1			FOB
9949	173616/1	Les Laboratoires Medis	Tunisia	CIF
11740	70922/1	Unimed Laboratories	Tunisia	CIF
11741	54122/1	Unimed Laboratories	Tunisia	CIF
1759	27866	Sanofi Aventis	France	CIF
11341	64515/1			FOB
11746	71622/1	Unimed Laboratories	Tunisia	CIF
490	405401/00	Alfasigma SpA	Italy	CIF
10009	151718/1	Aesculapius Farmaceutici SRL	Italy	CIF
6624	096354/11	Hikma Pharmaceuticals	Jordan	CIF
6625	218322/09	Hikma Pharmaceuticals	Jordan	CIF
6860	97208/12	Hikma Pharmaceuticals	Jordan	CIF
6861	97209/12	Hikma Pharmaceuticals	Jordan	CIF
10870	26922/1	Sanofi Aventis Groupe	France	CIF
11808	26922/1	Sanofi Winthrop Industrie	France	CIF
7282	219456/09	Midpharma	Jordan	CIF
6267	167816/11	Dar Al Dawa Development & Investment Co Ltd	Jordan	CIF
5982	219461/09	Apotex Inc	Canada	CIF
6218	222287/08	Sun Pharmaceuticals Industries Ltd	India	CIF
5775	221696/08			FOB
6544	167191/10	Tad Pharma GmbH	Germany	CIF
9975	23719/1	Arrow Génériques	France	CIF
11886	21622/1	Emcure Pharmaceuticals Ltd	India	CIF
10751	167602/10			FOB
10982	29822/1			FOB
8992	120316/1			FOB
6938	96590/12			FOB
6257	221856/08	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
7820	67514/1	Mabo Farma SA	Spain	CIF
7691	218333/09	Eipico	Egypt	CIF
5490	24501/07			CIF
8408	126515/1	Phadisco Limited	Cyprus	CIF
10548	167320/1			FOB
8506	157715/1	Health Products Corporation	USA	CIF
10362	140420/1			FOB
9480	107114/1			FOB
7004	97499/12	Bayer Consumer Care AG	Switzerland	CIF
4673	261087/97			FOB
4680	261088/97			FOB
10617	57121/1			FOB
5489	219721/09			FOB
8082	107014/1			FOB
6517	166754/11	AstraZeneca AB	Sweden	CIF
10642	FE100420/1	Algorithm S.A.L.	Lebanon	FOB
10784	922/1	Algorithm S.A.L.	Lebanon	FOB
10641	FE100320/1	Algorithm S.A.L.	Lebanon	FOB
10783	822/1	Algorithm S.A.L.	Lebanon	FOB
10408	14620/1	Janssen Cilag  International NV	Belgium	FOB
10409	14720/1	Janssen Cilag  International NV	Belgium	FOB
10402	14520/1	Janssen Cilag  International NV	Belgium	FOB
10407	14820/1	Janssen Cilag  International NV	Belgium	FOB
10406	14320/1	Janssen Cilag  International NV	Belgium	FOB
10405	14220/1	Janssen Cilag  International NV	Belgium	FOB
10404	14120/1	Janssen Cilag  International NV	Belgium	FOB
10658	14020/1	Janssen Cilag  International NV	Belgium	FOB
10403	13920/1	Janssen Cilag  International NV	Belgium	FOB
2224	38681/96	Boehringer Ingelheim International GmbH 	Germany	CIF
2217	974004/02			CIF
5314	221303/08	Boehringer Ingelheim International GmbH 	Germany	CIF
5317	221304/08	Boehringer Ingelheim International GmbH 	Germany	CIF
11822	30924/1	Algorithm S.A.L.	Lebanon	FOB
5315	221302/08	Boehringer Ingelheim International GmbH 	Germany	CIF
5316	221301/08	Boehringer Ingelheim International GmbH 	Germany	CIF
11821	31024/1	Algorithm S.A.L.	Lebanon	FOB
6523	97682/11	Boehringer Ingelheim International GmbH 	Germany	CIF
11820	31124/1	Algorithm S.A.L.	Lebanon	FOB
7870	88314/1	Bayer AG	Germany	CIF
10555	73220/1	Algorithm S.A.L.	Lebanon	FOB
6773	97004/12	Bayer AG	Germany	CIF
10552	73420/1	Algorithm S.A.L.	Lebanon	FOB
10411	140518/1			FOB
11064	6720/1	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
10359	100720/1			FOB
11824	152020/1	Dar Al Dawa Development & Investment Co Ltd	Jordan	CIF
11825	151920/1	Dar Al Dawa Development & Investment Co Ltd	Jordan	CIF
6775	97006/12	Bayer AG	Germany	CIF
10553	73520/1	Algorithm S.A.L.	Lebanon	FOB
10412	140618/1			FOB
11065	6820/1	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
10360	100820/1			FOB
11823	152120/1	Dar Al Dawa Development & Investment Co Ltd	Jordan	CIF
5543	221951/09	Bayer AG	Germany	CIF
10554	73320/1	Algorithm S.A.L.	Lebanon	FOB
10413	140418/1			FOB
11063	6620/1	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
10361	100920/1			FOB
11826	151820/1	Dar Al Dawa Development & Investment Co Ltd	Jordan	CIF
10341	141519/1	Bristol Myers Squibb/ Pfizer EEIG	Ireland	CIF
11589	27823/1	Apotex Inc	Canada	CIF
10551	45620/1			FOB
10340	141419/1	Bristol Myers Squibb/ Pfizer EEIG	Ireland	CIF
11590	27923/1	Apotex Inc	Canada	CIF
10550	45720/1			FOB
8832	142116/1	Aspen Pharma Trading Limited	Ireland	CIF
9359	176017/1	Aspen Pharma Trading Limited	Ireland	CIF
11046	78421/1			CIF
3356	208583/03	Panpharma GmbH	Germany	CIF
9851	171218/1	Cheplapharm Arzneimittel GmbH	Germany	CIF
10489	187419/1	Octapharma AB	Sweden	FOB
10415	10520/1			FOB
11335	10320/1			FOB
9506	22618/1	Baxter Medical Products GmbH	Austria	FOB
9507	22518/1	Baxter Medical Products GmbH	Austria	CIF
9508	22418/1	Baxter Medical Products GmbH	Austria	CIF
7193	97840/11	Octapharma Pharmazeutika  Produktions GesmbH	Austria	FOB
8986	14817/1			FOB
3279	208373/02			CIF
8987	14917/1			FOB
3280	208374/02			CIF
8988	15017/1			FOB
3281	208375/02			CIF
7980	89114/1	Novo Nordisk AS	Denmark	CIF
8558	9516/1	Octapharma AB	Sweden	FOB
9763	94914/1			FOB
8850	46316/1	pfizer Canada ULC	Canada	CIF
10908	13421/1	Novo Nordisk AS	Denmark	CIF
10909	13521/1	Novo Nordisk AS	Denmark	CIF
10367	83820/1	Takeda Manufacturing Austria AG	Austria	CIF
10368	83920/1	Takeda Manufacturing Austria AG	Austria	CIF
6958	97879/11	Baxter AG	Austria	CIF
6539	96419/11	Octapharma Pharmazeutika  Produktions GesmbH	Austria	CIF
10307	179219/1	Pfizer Europe MA EEIG	Belgium	CIF
10284	162219/1	Novo Nordisk AS	Denmark	CIF
10285	162319/1	Novo Nordisk AS	Denmark	CIF
10286	162419/1	Novo Nordisk AS	Denmark	CIF
8983	15417/1			FOB
8984	15217/1			FOB
8985	15317/1			FOB
8315	76815/1	Octapharma Pharmazeutika  Produktions GesmbH	Austria	CIF
5539	218018/09	Novo Nordisk AS	Denmark	CIF
10083	139519/1	Aryogen Pharmed	Iran	CIF
5540	218019/09	Novo Nordisk AS	Denmark	CIF
5541	218017/09	Novo Nordisk AS	Denmark	CIF
9762	83014/1			FOB
1263	15851	OM Pharma SA	Switzerland	CIF
9808	159018/1	OM Pharma SA	Switzerland	CIF
7521	186525/13	Amgen Europe BV	The Netherlands	CIF
11625	120416/1	Novartis Pharma AG	Switzerland	CIF
11624	21623/1	Novartis Pharma AG	Switzerland	CIF
9902	101918/1	F. Hoffmann La Roche Ltd	Switzerland	FOB
9903	101818/1	F. Hoffmann La Roche Ltd	Switzerland	FOB
9904	102118/1	F. Hoffmann La Roche Ltd	Switzerland	FOB
9905	102018/1	F. Hoffmann La Roche Ltd	Switzerland	FOB
5342	222404/08			CIF
9481	22115/1			FOB
11111	121122/1			FOB
5295	222403/08			CIF
7777	186975/14			FOB
6867	218850/09	Marcyrl Pharmaceuticals Industries (MPI)	Egypt	CIF
6724	218816/09	Marcyrl Pharmaceuticals Industries (MPI)	Egypt	CIF
5046	208352/02	Ital Farmaco SpA	Italy	CIF
10178	102219/1	Vifor (International) Inc	Switzerland	CIF
8728	71316/1	Panpharma	France	CIF
8729	66216/1	Panpharma	France	CIF
7023	97534/11	Julphar	United Arab Emirates	CIF
7974	141614/1			FOB
5210	222236/07			FOB
6239	167494/10	Vifor (International) Inc	Switzerland	CIF
9154	4517/1	Vifor (International) Inc	Switzerland	CIF
5113	24311			CIF
8656	159515/1	Vitex Pharmaceuticals PTY Ltd	Australia	CIF
1870	261032	Pierre Fabre Pharma AG	Switzerland	CIF
6657	218348/09	Laboratorios Bial- Portela & Ca SA	Portugal	CIF
9155	4717/1	Vifor (International) Inc	Switzerland	CIF
11841	57022/1	Vifor (International) Inc	Switzerland	CIF
9156	4617/1	Vifor (International) Inc	Switzerland	CIF
11842	57322/1/1	Vifor (International) Inc	Switzerland	CIF
3712	25200/81			CIF
1864	973346/01	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan	CIF
10941	95818/1	Julphar	United Arab Emirates	CIF
10624	100020/1	Hikma Pharmaceuticals	Jordan	CIF
6824	166942/11	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan	CIF
9536	125716/1	Minapharm Company for Pharmaceutical & Chemical Industries	Egypt	CIF
8141	31215/1			FOB
6658	218349/09	Laboratorios Bial- Portela & Ca SA	Portugal	CIF
4440	208366/97			FOB
6372	166901/11	Sandoz GmbH	Austria	CIF
11303	17423/1	Les Laboratoires Medis	Tunisia	CIF
6370	166903/11	Sandoz GmbH	Austria	CIF
11302	17523/1	Les Laboratoires Medis	Tunisia	CIF
6442	222454/08			FOB
11531	119723/1			FOB
10471	194319/1	Janssen-Cilag AG	Switzerland	CIF
10775	108621/1			FOB
11692	129323/1			FOB
6368	166905/11	Sandoz GmbH	Austria	CIF
11790	139023/1	Les Laboratoires Medis	Tunisia	CIF
10472	194519/1	Janssen-Cilag AG	Switzerland	CIF
6791	97990/12	Sandoz GmbH	Austria	CIF
10473	194419/1	Janssen-Cilag AG	Switzerland	CIF
1433	973713/02			CIF
8890	70215/1	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	FOB
9830	61819/1			FOB
10774	4922/1			FOB
1434	973712/02			CIF
1095	236426/98			CIF
6211	167619/10	BioSidus SAU	Argentine	CIF
1096	236428/98			CIF
10934	75717/1	BioSidus SAU	Argentine	CIF
11473	91122/1			FOB
10935	75717/1	BioSidus SAU	Argentine	CIF
7211	168142/10			FOB
7212	168141/10			FOB
9378	93016/1			FOB
11424	154720/1	Serum Products	Lebanon	FOB
11425	154620/1	Serum Products	Lebanon	FOB
3487	148247/03	Grifols Biologicals LLC	USA	CIF
3489	148245/03	Grifols Biologicals LLC	USA	CIF
3267	405966			CIF
9604	136918/1			FOB
8989	20117/1			FOB
3604	974495	Grifols Therapeutics Inc	USA	CIF
5567	23852/07			CIF
4048	194316/05	LFB Biomedicaments	France	CIF
8428	16115/1	LFB Biomedicaments	France	CIF
9780	166718/1	B. Braun Melsungen AG	Germany	CIF
2662	974119/01			CIF
2473	261021			CIF
6831	97018/12	Fresenius Kabi Deutschland GmbH	Germany	CIF
8409	105015/1	B. Braun Melsungen AG	Germany	CIF
6830	167802/11	Fresenius Kabi Austria GmbH	Austria	CIF
11191	16221/1	B. Braun Melsungen AG	Germany	CIF
7125	186467/12	Baxter SA	Belgium	CIF
7132	186464/12	Baxter SA	Belgium	CIF
8075	80614/1	Fresenius Kabi AB	Sweden	CIF
8076	80714/1	Fresenius Kabi AB	Sweden	CIF
4166	2704/94			FOB
4776	2096/94			FOB
9584	107117/1			FOB
4182	2713/94			FOB
4785	2095/94			FOB
4167	2704/94			FOB
9377	145817/1			FOB
4775	2096/94			FOB
9897	186118/1			FOB
9997	21619/1			FOB
4169	2704/94			FOB
9376	137517/1			FOB
4774	2096/94			FOB
9588	142017/1			FOB
9784	178618/1			FOB
9585	107017/1			FOB
4181	2713/94			FOB
4184	2713/94			FOB
9714	168818/1			FOB
4784	2095/94			FOB
4786	2095/94			FOB
9715	168918/1			FOB
10130	134519/1			FOB
10129	134619/1			FOB
10613	63921/1			FOB
11145	9423/1			FOB
4134	2709/94			FOB
4136	2709/94			FOB
4138	2709/94			FOB
9711	130718/1			FOB
9712	130618/1			FOB
4767	2092/94			FOB
4769	2092/94			FOB
4770	2092/94			FOB
9710	130818/1			FOB
9713	130918/1			FOB
10076	125919/1			FOB
10078	125819/1			FOB
10077	126019/1			FOB
10131	134419/1			FOB
10612	64121/1			FOB
11144	9523/1			FOB
4142	2710/94			FOB
4144	2710/94			FOB
9372	99817/1			FOB
9373	99917/1			FOB
4764	2093/94			FOB
4765	2093/94			FOB
4766	2093/94			FOB
9370	67417/1			FOB
9371	67517/1			FOB
9483	115717/1			FOB
9484	115817/1			FOB
9562	126017/1			FOB
9563	125917/1			FOB
10611	64021/1			FOB
11143	9623/1			FOB
4157	2661/94			FOB
4159	2661/94			FOB
11652	124223/1			FOB
4754	2094/94			FOB
4755	2094/94			FOB
4756	2094/94			FOB
4777	38950/96			FOB
4772	38949/96			FOB
4165	261321/97			FOB
4773	38948/96			FOB
4174	261320/97			FOB
4778	38951/96			FOB
4163	208491/97			FOB
4133	261322/97			FOB
4147	2744/94			FOB
4155	2744/94			FOB
4149	2746/94			FOB
4151	2746/94			FOB
4153	2746/94			FOB
4177	2745/94			FOB
4179	2745/94			FOB
9587	141917/1			FOB
10936	137821/1			FOB
11150	9823/1			FOB
4782	2097/94			FOB
4783	2097/94			FOB
9555	145717/1			FOB
9883	187518/1			FOB
9785	185318/1			FOB
4187	2779/94			FOB
4189	2779/94			FOB
4780	118/95			FOB
4781	118/95			FOB
4110	2792/94			FOB
2596	F1876/94	Renaudin 	France	CIF
10614	63721/1			FOB
10615	63521/1			FOB
10616	63621/1			FOB
11140	9323/1			FOB
11141	9123/1			FOB
11142	63621/1			FOB
4115	2711/94			FOB
4117	2711/94			FOB
4119	2711/94			FOB
9379	19616/1			FOB
11651	124023/1			FOB
11653	124323/1			FOB
11654	124123/1			FOB
4749	2088/94			FOB
4750	2088/94			FOB
4751	2088/94			FOB
4114	2780/94			FOB
4752	2089/94			FOB
4753	2089/94			FOB
10566	52321/1			FOB
10567	52421/1			FOB
10568	52521/1			FOB
10569	52621/1			FOB
11146	8723/1			FOB
11147	8823/1			FOB
11148	8923/1			FOB
11149	9023/1			FOB
9772	160618/1			FOB
9790	160718/1			FOB
9791	193318/1			FOB
9792	177618/1			FOB
9793	177718/1			FOB
4122	2662/94			FOB
4124	2662/94			FOB
4126	2662/94			FOB
4128	2662/94			FOB
4130	2662/94			FOB
9558	89618/1			FOB
9559	89518/1			FOB
9586	93718/1			FOB
9708	166518/1			FOB
9773	185918/1			FOB
4808	113/95			FOB
4809	113/95			FOB
4779	2087/94			FOB
4790	2087/94			FOB
4801	2087/94			FOB
5198	195282/04			FOB
9955	60319/1			FOB
9958	39119/1			FOB
9957	39019/1			FOB
9999	21819/1			FOB
9954	60219/1			FOB
9956	60419/1			FOB
9959	39219/1			FOB
9998	21719/1			FOB
4748	114/95			FOB
4810	114/95			FOB
4747	114/95			FOB
2595	C1876/94	Renaudin 	France	CIF
4113	2778/94			FOB
4112	2777/94			FOB
4111	2793/94			FOB
4191	261057/97			FOB
4192	261056/97			FOB
5186	24725/07			FOB
5188	24724/07			FOB
5190	24691/07			FOB
5191	24692/07			FOB
5187	24726/07			FOB
5189	24693/07			FOB
3599	195043/04			FOB
3600	195044/04			FOB
9869	32614/1	Baxter Company Limited	Saudi Arabia	FOB
9867	36814/1	Baxter Company Limited	Saudi Arabia	FOB
9865	32514/1	Baxter Company Limited	Saudi Arabia	FOB
9864	36914/1	Baxter Company Limited	Saudi Arabia	FOB
9861	39114/1	Baxter Company Limited	Saudi Arabia	FOB
9863	39014/1	Baxter Company Limited	Saudi Arabia	FOB
6695	167801/11	Fresenius Kabi Norg AS	Norway	CIF
285	MPA 2272/94			CIF
2282	78753/97	Renaudin 	France	CIF
4199	2839/94			FOB
4200	2839/94			FOB
2283	236215/98	Renaudin 	France	CIF
4198	2796/94			FOB
4196	2838/94			FOB
4197	2795/94			FOB
4202	2805/94			FOB
4201	2802/94			FOB
4203	236963/99			FOB
10570	51921/1			FOB
10571	52121/1			FOB
10572	52021/1			FOB
10573	51821/1			FOB
10575	52221/1			FOB
11136	8323/1			FOB
11137	8523/1			FOB
11138	8623/1			FOB
11139	8423/1			FOB
2285	78752/97	Renaudin 	France	CIF
291	MPB 2893/94			CIF
292	MPC 2893/94	Aguettant	France	CIF
9189	51117/1			FOB
9190	51017/1			FOB
9892	158118/1			FOB
9895	193218/1			FOB
9896	158218/1			FOB
9788	178418/1			FOB
9881	187618/1			FOB
9560	121517/1			FOB
9561	121617/1			FOB
9786	178518/1			FOB
4207	2806/94			FOB
4208	2806/94			FOB
4209	2806/94			FOB
4211	208804/03			FOB
4212	2633/94			FOB
4215	2633/94			FOB
4217	2633/94			FOB
4219	2633/94			FOB
4221	2633/94			FOB
9374	121817/1			FOB
9375	137617/1			FOB
9380	19516/1			FOB
9556	89218/1			FOB
9557	89118/1			FOB
9709	166618/1			FOB
4795	115/95			FOB
4796	115/95			FOB
4792	2090/94			FOB
4793	2090/94			FOB
4794	2090/94			FOB
11414	141120/1	Demo SA Pharmaceutical Industry	Greece	CIF
11415	141020/1	Demo SA Pharmaceutical Industry	Greece	CIF
11416	141220/1	Demo SA Pharmaceutical Industry	Greece	CIF
9789	185118/1			FOB
9882	187718/1			FOB
9564	129417/1			FOB
9565	129317/1			FOB
9787	185218/1			FOB
10574	51721/1			FOB
11135	9723/1			FOB
9893	34319/1			FOB
9894	34419/1			FOB
4223	2712/94			FOB
4224	2712/94			FOB
4225	2712/94			FOB
9774	185818/1			FOB
9775	186018/1			FOB
4787	2091/94			FOB
4788	2091/94			FOB
4789	2091/94			FOB
4206	2794/94			FOB
4857	2794/94			FOB
4204	2804/94			FOB
4205	2804/94			FOB
8758	109215/1			FOB
3504	974121/01			CIF
2771	261486/97	Renaudin 	France	CIF
4175	2797/94			FOB
4176	2798/94			FOB
4103	2803/94			FOB
8826	93216/1	Aguettant	France	CIF
10707	92920/1	Fresenius Kabi AB	Sweden	CIF
3922	194023/05			CIF
4105	35/95			CIF
4106	35/95			CIF
4107	35/95			CIF
4108	35/95			CIF
4109	35/95			CIF
4800	279/95			CIF
4802	279/95			CIF
4803	279/95			CIF
4804	279/95			CIF
4805	279/95			CIF
4806	279/95			CIF
4858	35/95			
4859	35/95			
4860	35/95			
10626	141720/1	Shire Pharmaceuticals Ireland Limited	Ireland	CIF
11718	100023/1			FOB
11719	100123/1			FOB
7507	186635/13	Aspen Pharma Trading Limited	Ireland	CIF
7508	186506/13	Aspen Pharma Trading Limited	Ireland	CIF
5283	221421/08			FOB
5284	221422/08			FOB
2222	208346/97	Meda Pharma	France	CIF
9472	11518/1	Arrow Génériques	France	CIF
10815	182120/1	Laboratoires Biogaran	France	CIF
10816	182020/1	Laboratoires Biogaran	France	CIF
2975	17908			CIF
11398	17123/1	Laboratoires Biogaran	France	CIF
2976	23537	Sanofi Aventis France	France	CIF
10826	71420/1	Correvio	France	FOB
8590	38315/1			FOB
5213	24352/06			CIF
11513	73421/1	Aguettant	France	CIF
2871	148228/03	Renaudin 	France	CIF
11662	10301/1			FOB
10114	99119/1	Hikma Pharmaceuticals	Jordan	CIF
2640	236651	Fresenius Kabi Deutschland GmbH	Germany	CIF
3546	148242/03	Renaudin 	France	CIF
7787	34014/1	Omega Laboratories Ltd	Canada	CIF
8906	178216/1	Renaudin 	France	CIF
11026	154520/1	Aguettant	France	CIF
3532	195328/04	Panpharma	France	CIF
4861	26/95			FOB
2097	H0744/92	Renaudin 		CIF
7809	81614/1	SALFSpA Laboratorio Farmacologico	Italy	CIF
11025	43121/1	Aguettant	France	CIF
272	MPO 2266/94			CIF
2279	973404/01	Renaudin 		CIF
11500	147021/1	Aguettant	France	CIF
8529	149415/1	Stragen UK Limited	UK	FOB
6599	166529/11			FOB
9921	51218/1	Bioindustria L.I.M. SpA	Italy	CIF
8421	92215/1	Omega Laboratories Ltd	Canada	CIF
11114	23321/1	Acarpia Farmaceutici Srl	Italy	CIF
11503	53823/1	AA Pharma Inc.	Canada	CIF
4605	20377			FOB
3714	27052	Istituto Lusofarmaco d'Italia SpA	Italy	CIF
3715	27871	Istituto Lusofarmaco d'Italia SpA	Italy	CIF
5420	221922/09			FOB
5421	221923/09			FOB
9462	167617/1	Laboratoires Biogaran	France	CIF
9463	167717/1	Laboratoires Biogaran	France	CIF
5422	221924/09			FOB
9464	167817/1	Laboratoires Biogaran	France	CIF
9024	174116/1	Laboratoires Biogaran	France	CIF
11388	65921/1	Laboratoires Biogaran	France	CIF
9023	174216/1	Laboratoires Biogaran	France	CIF
11389	66021/1	Laboratoires Biogaran	France	CIF
449	27207			CIF
9836	165116/1	MS Pharma	Jordan	CIF
3838	195480/04	Les Laboratoires Servier	France	CIF
11226	92420/1		Turkey	CIF
5385	23634/06	Les Laboratoires Servier	France	CIF
11715	79520/1	Genepharm SA	Greece	CIF
10693	24020/1	Arrow Génériques	France	CIF
5386	23635/06	Les Laboratoires Servier	France	CIF
11714	79620/1	Genepharm SA	Greece	CIF
10694	24120/1	Arrow Génériques	France	CIF
8105	23815/1	Menarini International Operations Luxembourg SA	Luxembourg	CIF
8103	23915/1	Menarini International Operations Luxembourg SA	Luxembourg	CIF
8104	24015/1	Menarini International Operations Luxembourg SA	Luxembourg	CIF
8924	129615/1	Vitex Pharmaceuticals PTY Ltd	Australia	CIF
4304	11283			FOB
4314	20919			FOB
10763	122121/1			FOB
10764	122221/1			FOB
10765	122321/1			FOB
7258	185912/13	Pfizer Corporation Austia GmbH	Austria	CIF
7049	218863/09	The United Pharmaceutical Manufacturing Co Ltd	Jordan	CIF
11658	170020/1	Batterjee Pharmaceutical Factory	Saudi Arabia	CIF
8176	86314/1	Ever Neuro Pharma GmbH 	Austria	CIF
5492	221726/08	Actelion Pharmaceuticals Ltd	Switzerland	FOB
11193	46522/1	Janssen-Cilag AG	Switzerland	FOB
9469	179417/1	Arrow Génériques	France	FOB
8842	115416/1	Pharmascience Inc	Canada	FOB
10713	11819/1	Pharmactive Ilac San. ve Tic. AS	Turkey	CIF
5493	221725/08	Actelion Pharmaceuticals Ltd	Switzerland	FOB
11194	46622/1	Janssen-Cilag AG	Switzerland	FOB
9468	179517/1	Arrow Génériques	France	FOB
8843	115316/1	Pharmascience Inc	Canada	FOB
10714	11719/1	Pharmactive Ilac San. ve Tic. AS	Turkey	CIF
8898	140616/1	Actelion Pharmaceuticals Ltd	Switzerland	FOB
4468	24279			FOB
4497	24273			FOB
4508	24962			FOB
2548	78829/98	Les Laboratoires Servier	France	CIF
9224	142315/1	KrKa Farmaceutica, Sociedade Unipessoal, Lda	Portugal	CIF
10878	28122/1	Sanofi Aventis Deutschland GmbH	Germany	CIF
988	MP MO 581/91	Apotex Inc	Canada	CIF
11501	113621/1	Biofarma Ilac San. ve Tic. AS	Turkey	CIF
1664	24878/80	Lagap SA	Switzerland	CIF
10791	89221/1			FOB
4738	27515/93			FOB
8224	126114/1			FOB
8249	121014/1	Les Laboratoires Medis SA	Tunisia	CIF
2573	C0744/92	Renaudin 		CIF
