Code	Parent	Route CLEAN	Parenteral
7671	Parentaral	Inf-Infusion	Parentaral
7674	O-Oral	O-Oral	
7675	O-Oral	O-Oral	
7676	O-Oral	O-Oral	
7677	O-Oral	O-Oral	
7678	IV-Intravenous	IV-Intravenous	
7679	IV-Intravenous	IV-Intravenous	
7680	O-Oral	O-Oral	
7681	V-Vaginal	V-Vaginal	
7685	OG-Oral gingival	OG-Oral gingival	
7687	T-Topical	T-Topical	
7688	O-Oral	O-Oral	
7689	O-Oral	O-Oral	
7694	O-Oral	O-Oral	
7697	T-Topical	T-Topical	
7698	O-Oral	O-Oral	
7703	R-Rectal	R-Rectal	
7706	O-Oral	O-Oral	
7707	Parentaral	Inf-Infusion	Parentaral
7708	O-Oral	O-Oral	
7709	O-Oral	O-Oral	
7710	O-Oral	O-Oral	
7711	O-Oral	O-Oral	
7712	O-Oral	O-Oral	
7713	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
7715	Parentaral	Inf-Infusion	Parentaral
7716	Parentaral	Inf-Infusion	Parentaral
7717	Parentaral	Inf-Infusion	Parentaral
7718	T-Topical	T-Topical	
7724	O-Oral	O-Oral	
7726	Parentaral	Inf-Infusion	Parentaral
7727	O-Oral	O-Oral	
7728	O-Oral	O-Oral	
7729	T-Topical	T-Topical	
7730	O-Oral	O-Oral	
7731	O-Oral	O-Oral	
7732	O-Oral	O-Oral	
7733	O-Oral	O-Oral	
7734	O-Oral	O-Oral	
7735	Parentaral	Inf-Infusion	Parentaral
7738	O-Oral	O-Oral	
7742	T-Topical	T-Topical	
7743	T-Topical	T-Topical	
7744	O-Oral	O-Oral	
7745	OG-Oral gingival	OG-Oral gingival	
7746	O-Oral	O-Oral	
7748	Parentaral	IM-Intramuscular	Parentaral
7750	Parentaral	Inf-Infusion	Parentaral
7752	O-Oral	O-Oral	
7753	Parentaral	Inf-Infusion	Parentaral
7754	Parentaral	Inf-Infusion	Parentaral
7755	O-Oral	O-Oral	
7760	O-Oral	O-Oral	
7761	V-Vaginal	V-Vaginal	
7762	O-Oral	O-Oral	
7763	O-Oral	O-Oral	
7764	O-Oral	O-Oral	
7765	O-Oral	O-Oral	
7766	O-Oral	O-Oral	
7767	O-Oral	O-Oral	
7768	O-Oral	O-Oral	
7769	O-Oral	O-Oral	
7770	O-Oral	O-Oral	
7771	O-Oral	O-Oral	
7772	O-Oral	O-Oral	
7773	O-Oral	O-Oral	
7774	O-Oral	O-Oral	
7775	O-Oral	O-Oral	
7776	O-Oral	O-Oral	
7777	O-Oral	O-Oral	
7778	O-Oral	O-Oral	
7779	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
7781	O-Oral	O-Oral	
7787	Parentaral	Inf-IV-IM-SC-Infusion-Intravenous-Intramuscular-Subcutanous	Parentaral
7788	O-Oral	O-Oral	
7789	O-Oral	O-Oral	
7790	O-Oral	O-Oral	
7791	O-Oral	O-Oral	
7792	O-Oral	O-Oral	
7793	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
7798	O-Oral	O-Oral	
7806	N-Nasal	N-Nasal	
7809	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
7811	O-Oral	O-Oral	
7812	O-Oral	O-Oral	
7817	O-Oral	O-Oral	
7818	Parentaral	IM-Intramuscular	Parentaral
7819	Parentaral	IM-Intramuscular	Parentaral
7820	O-Oral	O-Oral	
7824	Parentaral	Inf-Infusion	Parentaral
7825	T-Topical	T-Topical	
7826	O-Oral	O-Oral	
7827	O-Oral	O-Oral	
7832	O-Oral	O-Oral	
7836	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
7837	O-Oral	O-Oral	
7838	O-Oral	O-Oral	
7839	Oph-Ophtalmic	Oph-Ophtalmic	
7840	O-Oral	O-Oral	
7841	O-Oral	O-Oral	
7842	O-Oral	O-Oral	
7843	O-Oral	O-Oral	
7844	O-Oral	O-Oral	
7846	R-Rectal	R-Rectal	
7847	O-Oral	O-Oral	
7849	O-Oral	O-Oral	
7850	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
7851	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
7852	O-Oral	O-Oral	
7853	O-Oral	O-Oral	
7855	O-Oral	O-Oral	
7856	O-Oral	O-Oral	
7857	O-Oral	O-Oral	
7858	O-Oral	O-Oral	
7861	O-Oral	O-Oral	
7862	O-Oral	O-Oral	
7864	O-Oral	O-Oral	
7865	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
7866	Parentaral	Inf-Infusion	Parentaral
7867	Parentaral	Inf-Infusion	Parentaral
7868	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
7869	T-Topical	T-Topical	
7870	O-Oral	O-Oral	
7871	O-Oral	O-Oral	
7872	O-Oral	O-Oral	
7875	T-Topical	T-Topical	
7877	N-Nasal	N-Nasal	
7878	O-Oral	O-Oral	
7879	O-Oral	O-Oral	
7882	O-Oral	O-Oral	
7884	O-Oral	O-Oral	
7889	O-Oral	O-Oral	
7890	O-Oral	O-Oral	
7891	O-Oral	O-Oral	
7892	O-Oral	O-Oral	
7893	O-Oral	O-Oral	
7894	O-Oral	O-Oral	
7895	O-Oral	O-Oral	
7896	O-Oral	O-Oral	
7897	T-Topical	T-Topical	
7898	Parentaral	Inf-Infusion	Parentaral
7907	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
7908	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
7909	O-Oral	O-Oral	
7910	O-Oral	O-Oral	
7911	O-Oral	O-Oral	
7913	O-Oral	O-Oral	
7918	O-Oral	O-Oral	
7919	O-Oral	O-Oral	
7920	O-Oral	O-Oral	
7921	O-Oral	O-Oral	
7922	O-Oral	O-Oral	
7923	Parentaral	IM-Intramuscular	Parentaral
7926	O-Oral	O-Oral	
7928	O-Oral	O-Oral	
7929	O-Oral	O-Oral	
7930	Parentaral	IV-IM-SC-Intravenous-Intramuscular-Subcutanous	Parentaral
7932	Oph-Ophtalmic	Oph-Ophtalmic	
7933	Oph-Ophtalmic	Oph-Ophtalmic	
7934	O-Oral	O-Oral	
7935	O-Oral	O-Oral	
7936	O-Oral	O-Oral	
7938	Parentaral	Inf-Infusion	Parentaral
7940	R-Rectal	R-Rectal	
7941	O-Oral	O-Oral	
7942	O-Oral	O-Oral	
7943	O-Oral	O-Oral	
7947	O-Oral	O-Oral	
7949	O-Oral	O-Oral	
7950	O-Oral	O-Oral	
7951	O-Oral	O-Oral	
7952	O-Oral	O-Oral	
7956	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
7957	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
7959	Oph-Ophtalmic	Oph-Ophtalmic	
7960	O-Oral	O-Oral	
7961	Parentaral	SC-Subcutanous	Parentaral
7964	Parentaral	Inf-SC-Infusion-Subcutanous	Parentaral
7965	Parentaral	Inf-SC-Infusion-Subcutanous	Parentaral
7966	Parentaral	SC-Subcutanous	Parentaral
7967	O-Oral	O-Oral	
7968	O-Oral	O-Oral	
7969	T-Topical	T-Topical	
7970	Parentaral	Inf-Infusion	Parentaral
7972	O-Oral	O-Oral	
7973	O-Oral	O-Oral	
7974	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
7976	Res-Respiratory	Res-Respiratory	
7978	Parentaral	Inf-Infusion	Parentaral
7980	IV-Intravenous	IV-Intravenous	
7982	O-Oral	O-Oral	
7985	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
7986	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
7987	Oph-Ophtalmic	Oph-Ophtalmic	
7989	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
7990	Parentaral	Inf-Infusion	Parentaral
7991	O-Oral	O-Oral	
7992	O-Oral	O-Oral	
7993	O-Oral	O-Oral	
7994	O-Oral	O-Oral	
7995	O-Oral	O-Oral	
7996	O-Oral	O-Oral	
7997	O-Oral	O-Oral	
7998	O-Oral	O-Oral	
7999	O-Oral	O-Oral	
8000	O-Oral	O-Oral	
8001	O-Oral	O-Oral	
8002	O-Oral	O-Oral	
8003	O-Oral	O-Oral	
8004	O-Oral	O-Oral	
8005	O-Oral	O-Oral	
8006	O-Oral	O-Oral	
8010	O-Oral	O-Oral	
8011	Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
8013	O-Oral	O-Oral	
8014	T-Topical	T-Topical	
8015	Parentaral	Inf-Infusion	Parentaral
8016	O-Oral	O-Oral	
8017	T-Topical	T-Topical	
8018	TD-Transdermal	TD-Transdermal	
8024	O-Oral	O-Oral	
8025	O-Oral	O-Oral	
8026	O-Oral	O-Oral	
8030	T-Topical	T-Topical	
8031	O-Oral	O-Oral	
8032	O-Oral	O-Oral	
8033	O-Oral	O-Oral	
8034	O-Oral	O-Oral	
8035	O-Oral	O-Oral	
8036	O-Oral	O-Oral	
8048	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
8049	O-Oral	O-Oral	
8050	O-Oral	O-Oral	
8052	T-Topical	T-Topical	
8053	Parentaral	Inf-Infusion	Parentaral
8059	Ot-Otic	Ot-Otic	
8060	O-Oral	O-Oral	
8062	Parentaral	SC-Subcutanous	Parentaral
8063	Parentaral	SC-Subcutanous	Parentaral
8064	Parentaral	SC-Subcutanous	Parentaral
8065	Parentaral	SC-Subcutanous	Parentaral
8066	Parentaral	SC-Subcutanous	Parentaral
8067	O-Oral	O-Oral	
8068	T-Topical	T-Topical	
8069	R-Rectal	R-Rectal	
8070	O-Oral	O-Oral	
8075	Parentaral	Inf-Infusion	Parentaral
8076	Parentaral	Inf-Infusion	Parentaral
8081	T-Topical	T-Topical	
8082	Parentaral	Inf-Infusion	Parentaral
8083	Parentaral	SC-Subcutanous	Parentaral
8084	Parentaral	SC-Subcutanous	Parentaral
8085	Parentaral	SC-Subcutanous	Parentaral
8087	Parentaral	SC-Subcutanous	Parentaral
8088	Parentaral	SC-Subcutanous	Parentaral
8089	Parentaral	SC-Subcutanous	Parentaral
8090	Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
8092	Parentaral	Inf-Infusion	Parentaral
8093	Parentaral	SC-Subcutanous	Parentaral
8094	O-Oral	O-Oral	
8095	O-Oral	O-Oral	
8096	O-Oral	O-Oral	
8098	O-Oral	O-Oral	
8099	Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
8100	IV-Intravenous	IV-Intravenous	
8101	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8102	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8103	O-Oral	O-Oral	
8104	O-Oral	O-Oral	
8105	O-Oral	O-Oral	
8106	O-Oral	O-Oral	
8107	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
8111	Parentaral	SC-Subcutanous	Parentaral
8112	Parentaral	SC-Subcutanous	Parentaral
8113	Parentaral	SC-Subcutanous	Parentaral
8118	O-Oral	O-Oral	
8119	O-Oral	O-Oral	
8120	O-Oral	O-Oral	
8121	O-Oral	O-Oral	
8125	O-Oral	O-Oral	
8127	O-Oral	O-Oral	
8128	O-Oral	O-Oral	
8130	O-Oral	O-Oral	
8131	O-Oral	O-Oral	
8132	O-Oral	O-Oral	
8133	O-Oral	O-Oral	
8138	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8141	O-Oral	O-Oral	
8142	Parentaral	Inf-Infusion	Parentaral
8143	Parentaral	Inf-Infusion	Parentaral
8144	O-Oral	O-Oral	
8145	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8147	Res-Respiratory	Res-Respiratory	
8148	Res-Respiratory	Res-Respiratory	
8149	Res-Respiratory	Res-Respiratory	
8155	IV-Intravenous	IV-Intravenous	
8156	T-Topical	T-Topical	
8157	O-Oral	O-Oral	
8158	O-Oral	O-Oral	
8159	O-Oral	O-Oral	
8165	O-Oral	O-Oral	
8169	O-Oral	O-Oral	
8173	O-Oral	O-Oral	
8174	O-Oral	O-Oral	
8175	O-Oral	O-Oral	
8176	IV-Intravenous	IV-Intravenous	
8177	O-Oral	O-Oral	
8181	Parentaral	Inf-Infusion	Parentaral
8183	O-Oral	O-Oral	
8186	Parentaral	Inf-Infusion	Parentaral
8187	Parentaral	Inf-Infusion	Parentaral
8188	IV-Intravenous	IV-Intravenous	
8189	IV-Intravenous	IV-Intravenous	
8191	T-Topical	T-Topical	
8192	T-Topical	T-Topical	
8193	T-Topical	T-Topical	
8194	O-Oral	O-Oral	
8195	O-Oral	O-Oral	
8196	O-Oral	O-Oral	
8201	Parentaral	Inf-Infusion	Parentaral
8202	Parentaral	SC-Subcutanous	Parentaral
8203	O-Oral	O-Oral	
8204	O-Oral	O-Oral	
8210	O-Oral	O-Oral	
8214	O-Oral	O-Oral	
8215	O-Oral	O-Oral	
8216	O-Oral	O-Oral	
8217	O-Oral	O-Oral	
8222	O-Oral	O-Oral	
8223	O-Oral	O-Oral	
8224	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8225	T-Topical	T-Topical	
8226	O-Oral-V-Vaginal	O-Oral-V-Vaginal	
8227	O-Oral	O-Oral	
8230	Parentaral	Inf-Infusion	Parentaral
8231	O-Oral	O-Oral	
8232	O-Oral	O-Oral	
8233	O-Oral	O-Oral	
8234	O-Oral	O-Oral	
8235	O-Oral	O-Oral	
8236	Parentaral	IM-Intramuscular	Parentaral
8237	O-Oral	O-Oral	
8239	Parentaral	Inf-Infusion	Parentaral
8240	O-Oral	O-Oral	
8241	O-Oral	O-Oral	
8242	O-Oral	O-Oral	
8243	O-Oral	O-Oral	
8244	O-Oral	O-Oral	
8245	O-Oral	O-Oral	
8246	O-Oral	O-Oral	
8249	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8250	T-Topical	T-Topical	
8251	T-Topical	T-Topical	
8252	Parentaral	P-Parenteral	Parentaral
8253	O-Oral	O-Oral	
8254	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
8255	O-Oral	O-Oral	
8256	O-Oral	O-Oral	
8260	O-Oral	O-Oral	
8261	O-Oral	O-Oral	
8262	O-Oral	O-Oral	
8263	O-Oral	O-Oral	
8264	O-Oral	O-Oral	
8269	O-Oral	O-Oral	
8270	O-Oral	O-Oral	
8272	Parentaral	IM-Intramuscular	Parentaral
8273	T-Topical	T-Topical	
8274	TS-Topical,scalp	TS-Topical,scalp	
8275	TS-Topical,scalp	TS-Topical,scalp	
8278	O-Oral	O-Oral	
8279	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8281	Parentaral	Inf-Infusion	Parentaral
8284	O-Oral	O-Oral	
8285	Parentaral	IM-Intramuscular	Parentaral
8286	IV-Intravenous	IV-Intravenous	
8287	O-Oral	O-Oral	
8288	O-Oral	O-Oral	
8289	Parentaral	Inf-Infusion	Parentaral
8290	O-Oral	O-Oral	
8292	O-Oral	O-Oral	
8299	O-Oral	O-Oral	
8300	O-Oral	O-Oral	
8301	O-Oral	O-Oral	
8302	O-Oral	O-Oral	
8304	O-Oral	O-Oral	
8306	O-Oral	O-Oral	
8307	O-Oral	O-Oral	
8308	O-Oral	O-Oral	
8309	O-Oral	O-Oral	
8312	O-Oral	O-Oral	
8313	O-Oral	O-Oral	
8314	T-Topical	T-Topical	
8315	IV-Intravenous	IV-Intravenous	
8316	O-Oral	O-Oral	
8317	O-Oral	O-Oral	
8318	O-Oral	O-Oral	
8319	O-Oral	O-Oral	
8320	O-Oral	O-Oral	
8321	O-Oral	O-Oral	
8322	O-Oral	O-Oral	
8323	Oph-Ophtalmic	Oph-Ophtalmic	
8324	OG-Oral gingival	OG-Oral gingival	
8325	TD-Transdermal	TD-Transdermal	
8326	TD-Transdermal	TD-Transdermal	
8329	O-Oral	O-Oral	
8331	Parentaral	Inf-Infusion	Parentaral
8332	Parentaral	Inf-Infusion	Parentaral
8333	O-Oral	O-Oral	
8338	O-Oral	O-Oral	
8339	O-Oral	O-Oral	
8340	O-Oral	O-Oral	
8341	O-Oral	O-Oral	
8342	O-Oral	O-Oral	
8343	O-Oral	O-Oral	
8345	O-Oral	O-Oral	
8346	O-Oral	O-Oral	
8347	O-Oral	O-Oral	
8348	O-Oral	O-Oral	
8349	O-Oral	O-Oral	
8350	O-Oral	O-Oral	
8351	O-Oral	O-Oral	
8352	O-Oral	O-Oral	
8353	O-Oral	O-Oral	
8354	O-Oral	O-Oral	
8357	O-Oral	O-Oral	
8360	V-Vaginal	V-Vaginal	
8362	N-Nasal	N-Nasal	
8363	Oph-Ophtalmic	Oph-Ophtalmic	
8364	O-Oral	O-Oral	
8365	T-Topical	T-Topical	
8366	O-Oral	O-Oral	
8368	Parentaral	Inf-Infusion	Parentaral
8372	Parentaral	Inf-Infusion	Parentaral
8373	O-Oral	O-Oral	
8374	Res-Respiratory	Res-Respiratory	
8377	O-Oral	O-Oral	
8378	O-Oral	O-Oral	
8379	O-Oral	O-Oral	
8380	T-Topical	T-Topical	
8381	T-Topical	T-Topical	
8382	O-Oral	O-Oral	
8383	O-Oral	O-Oral	
8384	O-Oral	O-Oral	
8385	O-Oral	O-Oral	
8386	O-Oral	O-Oral	
8387	O-Oral	O-Oral	
8388	O-Oral	O-Oral	
8389	O-Oral	O-Oral	
8390	O-Oral	O-Oral	
8394	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
8395	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
8396	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
8397	O-Oral	O-Oral	
8398	Parentaral	Inf-Infusion	Parentaral
8399	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
8402	Parentaral	Inf-Infusion	Parentaral
8403	O-Oral	O-Oral	
8404	O-Oral	O-Oral	
8405	O-Oral	O-Oral	
8406	O-Oral	O-Oral	
8407	O-Oral	O-Oral	
8408	O-Oral	O-Oral	
8409	Parentaral	Inf-Infusion	Parentaral
8410	O-Oral	O-Oral	
8411	T-Topical	T-Topical	
8412	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8413	Parentaral	SC-Subcutanous	Parentaral
8414	Parentaral	SC-Subcutanous	Parentaral
8418	T-Topical	T-Topical	
8419	O-Oral	O-Oral	
8420	O-Oral	O-Oral	
8421	Parentaral	Inf-Infusion	Parentaral
8422	O-Oral	O-Oral	
8423	O-Oral	O-Oral	
8424	O-Oral	O-Oral	
8425	IV-Intravenous	IV-Intravenous	
8428	Parentaral	Inf-Infusion	Parentaral
8433	O-Oral	O-Oral	
8435	Res-Respiratory	Res-Respiratory	
8436	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8437	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8438	O-Oral	O-Oral	
8441	Parentaral	SC-Subcutanous	Parentaral
8443	N-Nasal	N-Nasal	
8444	O-Oral	O-Oral	
8445	O-Oral	O-Oral	
8446	Parentaral	SC-Subcutanous	Parentaral
8447	O-Oral	O-Oral	
8448	O-Oral	O-Oral	
8449	O-Oral	O-Oral	
8451	TS-Topical,scalp	TS-Topical,scalp	
8452	Parentaral	IM-Intramuscular	Parentaral
8453	Parentaral	IM-Intramuscular	Parentaral
8454	Parentaral	IM-Intramuscular	Parentaral
8455	Parentaral	SC-Subcutanous	Parentaral
8456	ITrac-Intratracheal	ITrac-Intratracheal	
8457	ITrac-Intratracheal	ITrac-Intratracheal	
8458	Parentaral	Inf-Infusion	Parentaral
8459	O-Oral	O-Oral	
8460	Parentaral	SC-Subcutanous	Parentaral
8461	T-Topical	T-Topical	
8462	O-Oral	O-Oral	
8463	O-Oral	O-Oral	
8464	O-Oral	O-Oral	
8466	O-Oral	O-Oral	
8467	O-Oral	O-Oral	
8468	O-Oral	O-Oral	
8469	O-Oral	O-Oral	
8470	O-Oral	O-Oral	
8471	O-Oral	O-Oral	
8472	O-Oral	O-Oral	
8473	O-Oral	O-Oral	
8474	O-Oral	O-Oral	
8475	O-Oral	O-Oral	
8477	O-Oral	O-Oral	
8478	Parentaral	Inf-Infusion	Parentaral
8479	O-Oral	O-Oral	
8480	O-Oral	O-Oral	
8481	O-Oral	O-Oral	
8482	O-Oral	O-Oral	
8483	O-Oral	O-Oral	
8484	O-Oral	O-Oral	
8485	O-Oral	O-Oral	
8486	O-Oral	O-Oral	
8487	Parentaral	Inf-Infusion	Parentaral
8488	Parentaral	Inf-Infusion	Parentaral
8489	O-Oral	O-Oral	
8491	TD-Transdermal	TD-Transdermal	
8492	Parentaral	Inf-Infusion	Parentaral
8493	Parentaral	Inf-Infusion	Parentaral
8496	Parentaral	SC-Subcutanous	Parentaral
8497	Parentaral	SC-Subcutanous	Parentaral
8498	Parentaral	Inf-Infusion	Parentaral
8499	Parentaral	Inf-Infusion	Parentaral
8502	Oph-Ophtalmic	Oph-Ophtalmic	
8503	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8504	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8506	O-Oral	O-Oral	
8507	O-Oral	O-Oral	
8508	O-Oral	O-Oral	
8509	O-Oral	O-Oral	
8510	O-Oral	O-Oral	
8512	O-Oral	O-Oral	
8513	O-Oral	O-Oral	
8514	O-Oral	O-Oral	
8515	O-Oral	O-Oral	
8516	O-Oral	O-Oral	
8517	O-Oral	O-Oral	
8518	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8519	Parentaral	Inf-Infusion	Parentaral
8520	O-Oral	O-Oral	
8521	O-Oral	O-Oral	
8522	O-Oral	O-Oral	
8524	O-Oral	O-Oral	
8525	O-Oral	O-Oral	
8526	O-Oral	O-Oral	
8527	Parentaral	Inf-Infusion	Parentaral
8528	Ot-Otic	Ot-Otic	
8529	Parentaral	Inf-Infusion	Parentaral
8530	O-Oral	O-Oral	
8531	O-Oral	O-Oral	
8532	O-Oral	O-Oral	
8534	O-Oral	O-Oral	
8535	O-Oral	O-Oral	
8541	Parentaral	SC-Subcutanous	Parentaral
8542	Parentaral	SC-Subcutanous	Parentaral
8543	Res-Respiratory	Res-Respiratory	
8544	O-Oral	O-Oral	
8546	O-Oral	O-Oral	
8547	O-Oral	O-Oral	
8548	O-Oral	O-Oral	
8551	O-Oral	O-Oral	
8553	O-Oral	O-Oral	
8556	O-Oral	O-Oral	
8558	IV-Intravenous	IV-Intravenous	
8559	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8560	T-Topical	T-Topical	
8561	O-Oral	O-Oral	
8562	O-Oral	O-Oral	
8563	T-Topical	T-Topical	
8565	Parentaral	IM/Intraarticular/intralesional/intradermal/intrabursal/periarticular/soft tissue injection	Parentaral
8566	Parentaral	Inf-Infusion	Parentaral
8569	O-Oral	O-Oral	
8570	O-Oral	O-Oral	
8571	O-Oral	O-Oral	
8572	O-Oral	O-Oral	
8573	O-Oral	O-Oral	
8575	O-Oral	O-Oral	
8577	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
8578	Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
8579	O-Oral	O-Oral	
8580	O-Oral	O-Oral	
8581	O-Oral	O-Oral	
8582	O-Oral	O-Oral	
8584	O-Oral	O-Oral	
8585	O-Oral	O-Oral	
8586	O-Oral	O-Oral	
8587	Parentaral	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal	Parentaral
8588	O-Oral	O-Oral	
8589	O-Oral	O-Oral	
8590	Parentaral	Inf-Infusion	Parentaral
8593	O-Oral	O-Oral	
8594	T-Topical	T-Topical	
8596	R-Rectal	R-Rectal	
8597	R-Rectal	R-Rectal	
8603	O-Oral	O-Oral	
8605	Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
8606	Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
8607	Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
8608	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8609	IV-Intravenous	IV-Intravenous	
8610	Parentaral	IM-Intramuscular	Parentaral
8613	O-Oral	O-Oral	
8616	O-Oral-V-Vaginal	O-Oral-V-Vaginal	
8617	O-Oral	O-Oral	
8620	O-Oral	O-Oral	
8621	O-Oral	O-Oral	
8622	O-Oral	O-Oral	
8628	O-Oral	O-Oral	
8633	O-Oral	O-Oral	
8634	O-Oral	O-Oral	
8635	O-Oral	O-Oral	
8637	O-Oral	O-Oral	
8638	O-Oral	O-Oral	
8639	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
8640	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
8641	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
8643	O-Oral	O-Oral	
8644	O-Oral	O-Oral	
8649	O-Oral	O-Oral	
8650	O-Oral	O-Oral	
8651	O-Oral	O-Oral	
8652	T-Topical	T-Topical	
8653	O-Oral	O-Oral	
8654	O-Oral	O-Oral	
8655	O-Oral	O-Oral	
8656	O-Oral	O-Oral	
8657	O-Oral	O-Oral	
8658	R-Rectal	R-Rectal	
8659	R-Rectal	R-Rectal	
8660	O-Oral	O-Oral	
8661	Parentaral	P-Parenteral	Parentaral
8662	Parentaral	P-Parenteral	Parentaral
8663	Parentaral	P-Parenteral	Parentaral
8664	O-Oral	O-Oral	
8669	O-Oral	O-Oral	
8670	O-Oral	O-Oral	
8671	O-Oral	O-Oral	
8672	Oph-Ophtalmic	Oph-Ophtalmic	
8673	Parentaral	IM-Intramuscular	Parentaral
8674	Parentaral	IM-Intramuscular	Parentaral
8675	Parentaral	IM-Intramuscular	Parentaral
8680	O-Oral	O-Oral	
8681	O-Oral	O-Oral	
8682	O-Oral	O-Oral	
8683	O-Oral	O-Oral	
8684	O-Oral	O-Oral	
8685	O-Oral	O-Oral	
8686	O-Oral	O-Oral	
8687	O-Oral	O-Oral	
8688	O-Oral	O-Oral	
8689	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8690	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8692	O-Oral	O-Oral	
8695	O-Oral	O-Oral	
8701	Parentaral	Inf-Infusion	Parentaral
8704	O-Oral	O-Oral	
8705	O-Oral	O-Oral	
8706	Parentaral	Inf-Infusion	Parentaral
8707	Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
8708	O-Oral	O-Oral	
8709	O-Oral	O-Oral	
8710	O-Oral	O-Oral	
8711	O-Oral	O-Oral	
8712	O-Oral	O-Oral	
8713	O-Oral	O-Oral	
8714	O-Oral	O-Oral	
8715	O-Oral	O-Oral	
8719	O-Oral	O-Oral	
8720	O-Oral	O-Oral	
8721	O-Oral	O-Oral	
8722	O-Oral	O-Oral	
8723	O-Oral	O-Oral	
8724	O-Oral	O-Oral	
8725	O-Oral	O-Oral	
8726	Oph-Ophtalmic	Oph-Ophtalmic	
8728	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8729	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8731	Parentaral	SC-Subcutanous	Parentaral
8732	Parentaral	SC-Subcutanous	Parentaral
8733	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8734	Parentaral	Inf-Infusion	Parentaral
8735	Parentaral	Inf-Infusion	Parentaral
8736	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8737	Parentaral	IM-Intramuscular	Parentaral
8738	O-Oral	O-Oral	
8739	O-Oral	O-Oral	
8740	O-Oral	O-Oral	
8741	O-Oral	O-Oral	
8742	T-Topical	T-Topical	
8743	IO-Intraoral	IO-Intraoral	
8744	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
8745	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8746	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
