MoPHCode	RegistrationNumber	DrugName	Dosage	Presentation	Form	Agent	Manufacturer	Country	SubsidyPercentage
10251	81320/1	ALTUM-D3	10,000IU	30	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
10442	79720/1	ALUNBRIG	30mg	28	Tablet, film coated	Century Pharma SAL	Takeda Austria GmbH	Austria	0
10443	79820/1	ALUNBRIG	90mg	28	Tablet, film coated	Century Pharma SAL	Takeda Austria GmbH	Austria	0
10444	79920/1	ALUNBRIG	180mg	28	Tablet, film coated	Century Pharma SAL	Takeda Austria GmbH	Austria	0
4725	27567/94	ALURIC	300mg	30	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
5175	24510/07	ALVIGO	16mg	60	Tablet	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	0
10328	138619/1	ALVOCADE	3.5mg	1Vial	Powder for injection for IV bolus or SC injection	Lebiran SARL	Nano Fanavaran Darouei Alvand Co (Nano Alvand)	Iran	0
6088	219521/09	ALZEPIL	5mg	30	Tablet	Pharmapro	Mediphar Laboratories	Lebanon	0
6089	219522/09	ALZEPIL	10mg	30	Tablet	Pharmapro	Mediphar Laboratories	Lebanon	0
10879	28022/1	AMARYL	1mg	30	Tablet	Mersaco	Sanofi SRL	Italy	0
10880	27922/1	AMARYL	2mg	30	Tablet	Mersaco	Sanofi SRL	Italy	0
10881	27822/1	AMARYL	3mg	30	Tablet	Mersaco	Sanofi SRL	Italy	0
10882	27722/1	AMARYL	4mg	30	Tablet	Mersaco	Sanofi SRL	Italy	0
9985	20319/1	AMBISOME	50mg	1	Vial	Khalil Fattal & Fils S.A.L.	Gilead Sciences Ireland UC	Ireland	0
6706	219295/09	AMEPRIDE	1mg	30	Tablet	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	0
6707	219296/09	AMEPRIDE	2mg	30	Tablet	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	0
6708	219297/09	AMEPRIDE	3mg	30	Tablet	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	0
6709	219298/09	AMEPRIDE	4mg	30	Tablet	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	0
10853	95517/1	AMICINE	500mg/2ml	5Vials	Solution for infusion for IV or IM injection	Bellapharma S.A.R.L.	MS Pharma	Jordan	0
6180	24701/07	AMIKACIN SULPHATE	500mg/2ml	1vialx2ml	Injectable solution	Medi drug International SAL (MDI)	Anfarm Hellas SA	Greece	0
4416	2237/94	AMINOPHYLLINE	100mg	100	Tablet, scored	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	0
4583	2721	AMINOPHYLLINE ADULTS	350mg	10	Suppository	Pharmadex	Pharmadex	Lebanon	0
4593	2722	AMINOPHYLLINE CHILDREN	100mg	10	Suppository	Pharmadex	Pharmadex	Lebanon	0
2127	G0344/91	AMINOPHYLLINE RENAUDIN	250mg/10ml	bt 10Ampoules	Sol p perfusion	Minapharm Halabi	Renaudin 	France	0
8409	105015/1	AMINOPLASMAL B. BRAUN	10%	500ml	Infusion solution	Droguerie de l'Union	B. Braun Melsungen AG	Germany	0
2473	261021	AMINOVEN 10%	10%	500ml	Infusion solution	Benta Trading Co s.a.l.	Fresenius Kabi Austria GmbH	Austria	0
6831	97018/12	AMINOVEN INFANT	10%	1x100ml	Injectable solution for infusion	Benta Trading Co s.a.l.	Fresenius Kabi Austria GmbH	Austria	0
11398	17123/1	AMIODARONE BIOGARAN	200mg	30	Comprimés sécables	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France	0
10779	154820/1	AMLINE	5mg	30	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
10780	154920/1	AMLINE	10mg	30	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
7746	97698/11	AMLO TAD	5mg	50	Tablet	Pharmamedic S.A.R.L.	Kr Ka, d.d, Novo Mesto	Slovenia	0
5074	24384/06	AMLOCARD	5mg	30	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
7347	97882/12	AMLOCARD 10	10mg	30	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
5586	221157/08	AMLODAR 10	10mg	28	Capsule	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	0
5585	221156/08	AMLODAR 5	5mg	28	Capsule	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	0
7273	186364/13	AMLODIPINE ARROW	10mg	30	Capsule	Darapharma S.A.L.	Inpharmasci SAS	Greece	0
7274	186365/13	AMLODIPINE ARROW	5mg	30	Capsule	Darapharma S.A.L.	Inpharmasci SAS	France	0
11766	69321/1	AMLODIPINE BIOGARAN	10mg	30	Gélule	Commercial and Trading Ressources SAL (CTR)	Bluepharma Industria Farmaceutica SA	Portugal	0
11767	69421/1	AMLODIPINE BIOGARAN	5mg	30	Gélule	Commercial and Trading Ressources SAL (CTR)	Bluepharma Industria Farmaceutica SA	Portugal	0
8570	1615/1	AMLOKEY	10mg	30	Tablet	Mediterranean Pharmaceutical Company	Industria Quimica Farmaceutica Vir SA	Spain	0
5266	222226/07	AMLOPHAR	5mg	30	Capsule, hard gelatin	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	0
3531	195452/04	AMLOR	5mg	30	Capsule	Mectapharm S.A.L.	Fareva Amboise	France	0
6407	167489/10	AMLORINE 10		30	Tablet	Droguerie Columbus	Remedica Ltd 	Cyprus	0
6471	167490/10	AMLORINE 5	5mg	30	Tablet	Droguerie Columbus	Remedica Ltd 	Cyprus	0
1129	38872/96	AMOCLAN	156mg	100ml	Suspension	Droguerie de l'Union	Al-Hikma Pharmaceuticals	Jordan	0
1131	38874/96	AMOCLAN	375mg	20	Tablet	Droguerie de l'Union	Al-Hikma Pharmaceuticals	Jordan	0
1104	973992/02	AMOCLAN BID	1g	14	Tablet	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	0
1105	208366/02	AMOCLAN BID	400/57	70ml	Suspension	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	0
1106	208365/02	AMOCLAN BID	200/28.5	70ml	Suspension	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	0
5384	221974/09	AMOCLAN BID	600mg	75ml	Suspension	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	0
8838	54014/1	AMOCLAN BID	400/57	18	Chewable tablet	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	0
1130	38873/96	AMOCLAN FORTE	312mg	100ml	Suspension	Droguerie de l'Union	Al-Hikma Pharmaceuticals	Jordan	0
1132	38875/96	AMOCLAN FORTE	625mg	15	Tablet	Droguerie de l'Union	Al-Hikma Pharmaceuticals	Jordan	0
6256	167177/10	AMOPRO	5mg	28	Capsule	Food & Drug Corporation FDC	SAJA- Saudi Arabia Japanese Pharmaceutical Co	Saudi Arabia	0
9157	59217/1	AMOROLFINE BGR	5%	Flacon de 2.5ml	Vernis a ongle medicamenteux	Commercial and Trading Ressources SAL (CTR)	Stradis	France	0
10335	52520/1	AMOS	20mg	4	Orodispersible films	Raymond Georges Abou Adal & Co	CMG Pharmaceutical Co Ltd, Republic of Korea, for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	0
10429	74120/1	AMOS	10mg	4	Orodispersible films	Raymond Georges Abou Adal & Co	CMG Pharmaceutical Co Ltd, Republic of Korea, for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	0
10845	34122/1	AMOS	5mg	14	Orodispersible films	Raymond Georges Abou Adal & Co	CMG Pharmaceutical Co Ltd, Republic of Korea, for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	0
899	MP1328/93	AMOXICILLIN	500mg	10x100Blis	Capsule	Droguerie Columbus	Remedica Ltd 	Cyprus	0
3944	195254/04	AMOXICILLINA/ ACIDO CLAVULANICO	1g/200mg	Box of 100Vials	Injectable powder for solution	Medi drug International SAL (MDI)	Laboratorio Reig Jofre SA	Spain	0
11800	69124/1	AMOXICILLINE ARROW LAB	500mg	30	Gélule	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	0
11801	69024/1	AMOXICILLINE ARROW LAB	1g	30	Comprimés dispersibles	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	0
7598	186998/14	AMOXICILLINE INJ.	1g	10	Vial	Minapharm Halabi	Panpharma	France	0
2137	E0343/91	AMOXICILLINE PANPHARMA	1g	25	Vial	Minapharm Halabi	Panpharma	France	0
10421	45820/1	AMOXICLAV-ORBUCELL	1.2g	Box of 50Vials	Powder for solution for injection (IV administration)	Medi drug International SAL (MDI)	Packed by Pharmadex Lebanon under license from Orbucell pharma Canada	Lebanon	0
4615	148352	AMOXIDREX	500mg	20	Capsule	Pharmadex	Pharmadex	Lebanon	0
4626	974052	AMOXIDREX	250mg/5ml	100ml	Powder for suspension	Pharmadex	Pharmadex	Lebanon	0
11182	130622/1	AMOXIDREX	500mg	1000	Capsule	Pharmadex	Pharmadex	Lebanon	0
893	01912A	AMOXYCILLIN	500mg	500's (50x10)	Capsule	Levant Alie Houses S.A.L.	Vogen Laboratories Ltd	Cyprus	0
4604	2776	AMOXYCILLIN	250mg/5ml	60ml	Powder for suspension	Pharmadex	Pharmadex	Lebanon	0
4507	973025	AMOXYDIL	250mg/5ml	60ml	Powder for suspension	Mephico S.A.L.	Mephico SAL	Lebanon	0
4518	973921	AMOXYDIL	500mg/5ml	60ml	Powder for suspension	Mephico S.A.L.	Mephico SAL	Lebanon	0
4469	57/95	AMPICILLIN	500mg	200	Capsule	Mephico S.A.L.	Mephico SAL	Lebanon	0
4561	57/95	AMPICILLIN	500mg	1000	Capsule	Mephico S.A.L.	Mephico SAL	Lebanon	0
4637	23	AMPICILLIN	125mg/5ml	60ml	Powder for suspension	Pharmadex	Pharmadex	Lebanon	0
4643	24	AMPICILLIN	250mg/5ml	60ml	Powder for suspension	Pharmadex	Pharmadex	Lebanon	0
2139	E0980/92	AMPICILLINE PANPHARMA	500mg	25 Vials		Minapharm Halabi	Panpharma	France	0
2140	A0341/91	AMPICILLINE PANPHARMA	1g	25 Vials	Injection	Minapharm Halabi	Panpharma	France	0
1352	973940/02	AMYDRAMINE		120ml	Expectorant Syrup, sugar free	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	0
10545	30020/1	ANAGRELIDE BIOGARAN	0.5mg	100	gélule	Commercial and Trading Ressources SAL (CTR)	J. Uriach Y Compania SA	Spain	0
11165	21122/1	ANASTROZOL GP PHARM	1mg	28	Tablet, film coated	Mediterranean Pharmaceutical Company	GP-Pharm, SA	Spain	0
11017	51322/1	ANASTROZOLE BIOGARAN	1mg	30	Comprimés pelliculés	Commercial and Trading Ressources SAL (CTR)	Synthon Hispania SL	Spain	0
7389	185958/13	ANDARAN 	300mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	0
7390	185959/13	ANDARAN 	150mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	0
7386	185988/13	ANDARAN PLUS	300mg/12.5mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	0
7387	185989/13	ANDARAN PLUS	300mg/25mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	0
7388	185987/13	ANDARAN PLUS	150mg/12.5mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	0
11754	88422/1	ANDAZOL	200mg	6	Tablet, film coated	BroadMed SAL	Biofarma Ilac San. ve Tic. AS	Turkey	0
6822	218835/09	ANDESART 16	16mg	30	Tablet	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Co. (JPM)	Jordan	0
6823	218834/09	ANDESART 8	8mg	30	Tablet	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Co. (JPM)	Jordan	0
7555	187342/13	ANESTOCIL	0.4%	10ml	Eye drops solution	Abela Frères S.A.L.	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	0
7045	167488/10	ANGINET	80mg	30	Tablet, film coated	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	0
7046	167487/10	ANGINET	160mg	30	Tablet, film coated	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	0
3847	26814	ANGINOVA		20	Lozenge	Elite Pharma SARL	Rottendorf Pharma GmbH	Germany	0
2576	20112	ANGINOVAG		10ml	Aerosol	Spephal S.A.L.	Ferrer Internacional SA	Spain	0
10009	151718/1	ANGIOFLUX	250LRU	50	Capsule, soft	Pharmamedic S.A.R.L.	Mipharm SpA	Italy	0
10223	83617/1	ANGIOSAR	160mg/10mg	30	Tablet, film coated	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	0
11374	1181/1	ANGIOSAR PLUS 	320mg/10mg/25mg	30	Tablet, film coated	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	0
10193	15319/1	ANODYNE 500	500mg	10	rectal suppository	Ibn Sina Pharm SARL	Aburaihan Pharmaceutical Company	Iran	0
10145	119619/1	ANORO ELLIPTA	62.5/25mcg	30doses	Inhalation powder pre-dispensed	Abela Frères S.A.L.	Pharmaline SAL Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon	0
7730	186054/13	ANSIMAR	20mg/ml	200ml	Syrup	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy	0
7731	186055/13	ANSIMAR	400mg	20	Tablet	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy	0
4573	22322	ANTALPEN	500mg	20	Capsule	Pharmadex	Pharmadex	Lebanon	0
4575	19218	ANTALPEN	125mg/5ml	60ml	Powder for suspension	Pharmadex	Pharmadex	Lebanon	0
4644	19215	ANTALPEN	250mg	16	Capsule	Pharmadex	Pharmadex	Lebanon	0
4574	19812	ANTALPEN FORTE	250mg/5ml	60ml	Powder for suspension	Pharmadex	Pharmadex	Lebanon	0
7930	116214/1	ANTIPAN	20mg/ml	5Ampoules x 1ml	Injectable solution IV/IM/SC	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	0
9086	63317/1	ANTIPAN	20mg/ml	50Ampoules x 1ml	Injectable solution IV/IM/SC	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	0
6267	167816/11	ANTIPLEX	75mg	30	Tablet, film coated	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	0
4364	208365/97	ANXYL	3mg	20	Tablet, scored	Mediphar	Mediphar Laboratories	Lebanon	0
6753	167639/10	API-CIPROCIN		10ml	Eye/Ear drops	Germanos Health Care Supplies SARL	Amman Pharmaceutical Industries Co	Jordan	0
5262	23723/06	APIDRA	100IU/ml	1x10ml	Injectable solution in Vial	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	0
5263	24863/07	APIDRA SOLOSTAR	100IU/ml	5 Prefilled pen x3ml	Injectable solution	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	0
10542	36118/1	API-LOPROST	0.005%	2.5ml	Eye drops	Germanos Health Care Supplies SARL	Amman Pharmaceutical Industries 	Jordan	0
7530	96204/11	API-MUCOL		200ml	Syrup	Germanos Health Care Supplies SARL	Amman Pharmaceutical Industries Co Ltd	Jordan	0
6752	167463/10	API-TOBRASON		5ml	Eye suspension	Germanos Health Care Supplies SARL	Amman Pharmaceutical Industries Co	Jordan	0
8363	186285/13	API-TOBRASON		5g	Eye Ointment	Germanos Health Care Supplies SARL	API (Amman Pharmaceutical Industries Co)	Jordan	0
9492	18316/1	APIZINE		100ml	Syrup	Pharmapro	Mediphar Laboratories	Lebanon	0
11552	120421/1	APO-ABIRATERONE 	500mg	60	Tablet, film coated	Promopharm S.A.R.L.	Apotex Inc	Canada	0
5542	221408/08	APO-ALENDRONATE	70mg	4	Tablet 	Promopharm S.A.R.L.	Apotex Inc	Canada	0
5983	218866/09	APO-ALFUZOSIN	10mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
974	MP CA 581/91	APO-ALLOPURINOL	100mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
975	MP CB 581/91	APO-ALLOPURINOL	300mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
7650	29014/1	APO-ANASTROZOLE	1mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
11589	27823/1	APO-APIXABAN	5mg	60	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
11590	27923/1	APO-APIXABAN	2.5mg	60	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
978	261444/97	APO-ATENOL	50mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
11099	47121/1	APO-ATOMOXETINE	10mg	30	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada	0
11100	47221/1	APO-ATOMOXETINE	25mg	30	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada	0
11101	47321/1	APO-ATOMOXETINE	40mg	30	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada	0
11102	47421/1	APO-ATOMOXETINE	60mg	30	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada	0
6092	167503/10	APO-ATORVASTATIN	10mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
6093	167502/10	APO-ATORVASTATIN	20mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
6094	167501/10	APO-ATORVASTATIN	40mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
5981	219288/09	APO-AZITHROMYCIN Z	250mg	6	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
5951	221990/09	APO-BISOPROLOL	5mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
3819	27352	APO-CAPTO	25mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
3820	27353	APO-CAPTO	50mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
983	MP HO 581/91	APO-CARBAMAZEPINE	200mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
5982	219461/09	APO-CLOPIDOGREL	75mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
11103	21521/1	APO-DASATINIB	70mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
11104	21421/1	APO-DASATINIB	50mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
11105	21321/1	APO-DASATINIB	20mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
3822	27355	APO-DILTIAZ	60mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
10822	90618/1	APO-ENTECAVIR	0.5mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
10820	145320/1	APO-ERLOTINIB	150mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
10821	145220/1	APO-ERLOTINIB	100mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
8753	35116/1	APO-ESCITALOPRAM	10mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
8754	35216/1	APO-ESCITALOPRAM	20mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
988	MP MO 581/91	APO-FUROSEMIDE	40mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
6635	167485/10	APO-GABAPENTIN	300mg	100	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada	0
10823	95720/1	APO-GEFITINIB	250mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
7884	149914/1	APO-IMATINIB	100mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
7317	185831/13	APO-LETROZOLE	2.5mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
8998	150816/1	APO-OLANZAPINE ODT	5mg	30	Orally desintegrating tablets	Promopharm S.A.R.L.	Apotex Inc	Canada	0
8999	150916/1	APO-OLANZAPINE ODT	10mg	30	Orally desintegrating tablets	Promopharm S.A.R.L.	Apotex Inc	Canada	0
9591	34918/1	APO-ONDANSETRON	8mg	10	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
6001	219571/09	APO-PAROXETINE	20mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
3571	208659/03	APO-PRAVASTATIN	40mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
3579	208658/03	APO-PRAVASTATIN	20mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
1001	MP VA 581/91	APO-PROPRANOLOL	10mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
1002	MP VB 581/91	APO-PROPRANOLOL	40mg	100	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
5669	221713/08	APO-RAMIPRIL	5mg	30	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada	0
5670	221714/08	APO-RAMIPRIL	10mg	30	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada	0
6340	96388/11	APO-RAMIPRIL 	2.5mg	30	Capsule	Promopharm S.A.R.L.	Apotex Inc	Canada	0
7576	185986/13	APO-RISEDRONATE	150mg	1	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
7496	186099/13	APO-ROSUVASTATIN	10mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
7497	186100/13	APO-ROSUVASTATIN	20mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
7498	186101/13	APO-ROSUVASTATIN	40mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
9244	25117/1	APO-TADALAFIL	5mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
10562	62920/1	APO-TADALAFIL	20mg	4	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
10563	63020/1	APO-TADALAFIL	10mg	4	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
7316	187401/13	APO-TAMSULOSIN CR	0.4mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
5589	221407/08	APO-TERBINAFINE	250mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
3570	208656/03	APOTHECARE LORATADINE	10mg	30	Tablet	Promopharm S.A.R.L.	Apotex Inc	Canada	0
10342	186919/1	APREPITANT BIOGARAN	80mg	2	Gélule	Commercial and Trading Ressources SAL (CTR)	Rontis Hellas Medical and Pharmaceutical Products SA 	Greece	0
10343	187019/1	APREPITANT BIOGARAN 125MG APREPITANT BIOGARAN 80MG	1Gélule 125mg +2Gélules 80mg	1+2	Gélule	Commercial and Trading Ressources SAL (CTR)	Rontis Hellas Medical and Pharmaceutical Products SA 	Greece	0
11379	153921/1	APRIVA	30mg	60	Tablet, film coated	Droguerie Mercury S.A.L.	Hikma Pharmaceuticals	Jordan	0
11378	153821/1	APRIVA STARTER PACK	10mg, 20mg, 30mg	29	Tablet, film coated	Droguerie Mercury S.A.L.	Hikma Pharmaceuticals	Jordan	0
10871	27422/1	APROVEL	150mg	28	Tablet, film coated	Mersaco	Sanofi Winthrop Industrie	France	0
10872	26722/1	APROVEL	300mg	28	Tablet, film coated	Mersaco	Sanofi Winthrop Industrie	France	0
9263	83217/1	ARACENAC	100mg	20	Tablet, film coated	Ecopharm	Arafarma Group SA	Spain	0
6909	96585/12	ARAGAM	5g/100ml		Solution for infusion 	Droguerie Solupharm SAL	Sanquin Plasma Products BV	The Netherlands	0
8923	47016/1	ARAPRIDE	20mg	28	Capsule, hard, gastro-resistant	Medis Pharm Drugstore	Arafarma Group SA	Spain	0
2156	405421/00	ARAVA	10mg	30	Tablet, film coated	Mersaco	Opella Healthcare International SAS	France	0
2157	405419/00	ARAVA	20mg	30	Tablet, film coated	Mersaco	Opella Healthcare International SAS	France	0
6855	168103/10	ARBITEN 160	160mg	30	Tablet	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	0
6477	168101/10	ARBITEN 80	80mg	30	Tablet	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	0
8032	24914/1	ARBITEN AM 10/160	10/160mg	30	Caplet, film coated	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	0
8033	24814/1	ARBITEN AM 5/160	5/160mg	30	Caplet, film coated	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	0
11115	160016/1	ARBITEN AM PLUS	160/5/12.5	30	Tablet	Eva Pharm Plus	Joswe Medical	Jordan	0
6478	168104/10	ARBITEN PLUS 	160/12.5mg	30	Tablet	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	0
6854	168105/10	ARBITEN PLUS 	160/25mg	30	Tablet	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	0
9589	33818/1	ARBIVASTEL	80mg	28	Tablet	Mediterranean Pharmaceutical Company	Laboratorios Lesvi SL	Spain	0
8142	186823/14	ARCHIFAR	1g	10Vials	Injectable powder for solution/Infusion	New Allpharma	Medochemie Ltd	Cyprus	0
8143	186824/14	ARCHIFAR	500mg	10Vials	Injectable powder for solution/Infusion	New Allpharma	Medochemie Ltd	Cyprus	0
10504	193019/1	ARCOXIA	60mg	28	Tablet, film coated	Droguerie de l'Union	Rovi Pharma Industrial Services SA	Spain	0
10505	193419/1	ARCOXIA	90mg	28	Tablet, film coated	Droguerie de l'Union	Rovi Pharma Industrial Services SA	Spain	0
10506	192519/1	ARCOXIA	120mg	7	Tablet, film coated	Droguerie de l'Union	Rovi Pharma Industrial Services SA	Spain	0
5545	194453/05	ARDINECLAV	875/125mg	12	Tablet	Pharmadex	Pharmadex licensed by Laboratorio Reig. Jofre. SA Spain 	Lebanon	0
7494	97451/12	A-RET		30g	Cream	C. Catafago & Co	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates	0
8960	115916/1	ARICEPT	5mg	28	Comprimé pelliculé	Droguerie Fattal  S.A.L.	Fareva Amboise	France	0
8961	115816/1	ARICEPT	10mg	28	Comprimé pelliculé	Droguerie Fattal  S.A.L.	Fareva Amboise	France	0
10916	43821/1	ARIMIDEX	1mg	28	Tablet, film coated	Omnipharma	Haupt Pharma GmbH	USA	0
8467	115615/1	ARIPEZIL 10	10mg	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
8466	113215/1	ARIPEZIL 5	5mg	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
8832	142116/1	ARIXTRA	2.5mg/0.5ml	10Prefilled syringes	Solution for injection	Abela Frères S.A.L.	Aspen Notre Dame de Bondeville	France	0
9359	176017/1	ARIXTRA	7.5mg/0.6ml	10Prefilled syringes	Solution for injection	Abela Frères S.A.L.	Aspen Notre Dame de Bondeville	France	0
11275	129422/1	ARKANDA 16	16mg	30	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
11274	129222/1	ARKANDA 8	8mg	30	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
