DrugId,UnitQuantity1,UnitType1,UnitQuantity2,UnitType2,PackageQuantity1,PackageType1,PackageQuantity2,PackageType2,PackageQuantity3,PackageType3,Description
6530,5,ml,,,1,ampule,,,,,1 ampule of 5 ml
7859,,,,,,,,,,,
7860,,,,,,,,,,,
7861,,,,,,,,,,,
2246,10,Pill,,,,,,,,,10 Pills
2426,14,Pill,,,,,,,,,14 Pills
2477,15,Pill,,,,,,,,,15 Pills
3034,10,Pill,,,,,,,,,10 Pills
4289,28,Pill,,,,,,,,,28 Pills
6448,10,Pill,,,,,,,,,10 Pills
7862,,,,,,,,,,,
4492,28,Pill,,,,,,,,,28 Pills
3077,1,Pill,,,,,,,,,"1,000 Pills"
3079,300,Pill,,,,,,,,,300 Pills
4412,20,Pill,,,,,,,,,20 Pills
12309,,,,,,,,,,,
12310,,,,,,,,,,,
12311,,,,,,,,,,,
4844,,,,,1,vial,,,,,1 Vial
7863,,,,,,,,,,,
3094,12,Pill,,,,,,,,,12 Pills
3095,60,ml,,,,,,,,,60 ml
2348,,,,,25,vial,,,,,25 Vials
2349,,,,,25,vial,,,,,25 Vials
3088,20,Pill,,,,,,,,,20 Pills
3089,60,ml,,,,,,,,,60 ml
3090,60,ml,,,,,,,,,60 ml
3147,60,ml,,,,,,,,,60 ml
3153,60,ml,,,,,,,,,60 ml
3154,16,Pill,,,,,,,,,16 Pills
2053,500,Pill,,,50,non stated,,,,,50 non stated of 10 pills each
2055,1,Pill,,,10,non stated,,,,,10 non stated of 100 pills each
2347,,,,,25,vial,,,,,25 Vials
2499,100,ml,,,,,,,,,100 ml
2700,500,Pill,,,,,,,,,500 Pills
3051,60,ml,,,,,,,,,60 ml
3057,60,ml,,,,,,,,,60 ml
3118,60,ml,,,,,,,,,60 ml
3127,20,Pill,,,,,,,,,20 Pills
3137,100,ml,,,,,,,,,100 ml
3282,,,,,10,vial,,,,,10 Vials
4699,,,,,10,vial,,,,,10 Vials
5761,16,Pill,,,,,,,,,16 Pills
5762,16,Pill,,,,,,,,,16 Pills
7864,,,,,,,,,,,
7865,,,,,,,,,,,
7866,,,,,,,,,,,
5380,,,,,25,vial,,,,,25 Vials
2018,20,Pill,,,,,,,,,20 Pills
2034,14,Pill,,,,,,,,,14 Pills
2041,70,ml,,,,,,,,,70 ml
2097,14,Pill,,,,,,,,,14 Pills
2098,70,ml,,,,,,,,,70 ml
2099,70,ml,,,,,,,,,70 ml
2104,100,ml,,,,,,,,,100 ml
2105,100,ml,,,,,,,,,100 ml
2106,20,Pill,,,,,,,,,20 Pills
2107,15,Pill,,,,,,,,,15 Pills
2187,20,Pill,,,,,,,,,20 Pills
2308,100,ml,,,,,,,,,100 ml
2309,14,Pill,,,,,,,,,14 Pills
2729,,,,,100,vial,,,,,100 Vials
3314,70,ml,,,,,,,,,70 ml
3477,75,ml,,,,,,,,,75 ml
3546,12,Pill,,,,,,,,,12 Pills
3884,100,ml,,,,,,,,,100 ml
3944,14,Pill,,,,,,,,,14 Pills
4006,20,Pill,,,,,,,,,20 Pills
4310,70,ml,,,,,,,,,70 ml
4331,100,ml,,,,,,,,,100 ml
5154,20,Pill,,,,,,,,,20 Pills
5220,,,,,1,vial,,,,,1 Vial
5512,14,Pill,,,,,,,,,14 Pills
5528,18,Pill,,,,,,,,,18 Pills
5590,14,Pill,,,,,,,,,14 Pills
5938,70,ml,,,,,,,,,70 ml
6360,20,Pill,,,,,,,,,20 Pills
6742,100,ml,,,,,,,,,100 ml
6743,100,ml,,,,,,,,,100 ml
6751,70,ml,,,,,,,,,70 ml
6885,,,,,50,vial,,,,,50 Vials
7311,100,ml,,,,,,,,,100 ml
7371,,,,,12,Packet / Sachet,,,,,12 Packets / Sachets
7867,,,,,,,,,,,
7868,,,,,,,,,,,
7869,,,,,,,,,,,
8328,,,,,,,,,,,
3832,,,,,1,vial,,,,,1 Vial
3903,,,,,1,vial,,,,,1 Vial
4022,,,,,10,vial,,,,,10 Vials
4192,,,,,1,vial,,,,,1 Vial
4193,,,,,1,vial,,,,,1 Vial
5365,,,,,1,Vial,,,,,1 Vial
5423,,,,,1,vial,,,,,1 Vial
6490,,,,,1,vial,,,,,1 Vial
6886,40,ml,,,1,vial,,,,,1 vial of 40 ml
7870,,,,,,,,,,,
7871,,,,,,,,,,,
7872,,,,,,,,,,,
7873,,,,,,,,,,,
7874,,,,,,,,,,,
7875,,,,,,,,,,,
2248,16,Pill,,,,,,,,,16 Pills
4091,60,ml,,,,,,,,,60 ml
4092,12,Pill,,,,,,,,,12 Pills
2368,,,,,25,vial,,,,,25 Vials
2728,,,,,100,vial,,,,,100 Vials
3899,,,,,1,vial,,,,,1 Vial
8305,,,,,,,,,,,
2195,100,ml,,,,,,,,,100 ml
2197,20,Pill,,,,,,,,,20 Pills
2241,12,Pill,,,,,,,,,12 Pills
2242,60,ml,,,,,,,,,60 ml
5370,12,Pill,,,,,,,,,12 Pills
5371,12,Pill,,,,,,,,,12 Pills
2172,,,,,1,vial,,,,,1 Vial
2173,10,Pill,,,,,,,,,10 Pills
2300,,,,,1,vial,,,,,1 Vial
2374,,,,,25,vial,,,,,25 Vials
2393,,,,,1,vial,,,,,1 Vial
3475,14,Pill,,,,,,,,,14 Pills
3646,10,Pill,,,,,,,,,10 Pills
3731,10,Pill,,,,,,,,,10 Pills
3743,,,,,10,vial,,,,,10 Vials
4157,10,Pill,,,,,,,,,10 Pills
5833,,,,,1,vial,,,,,1 Vial
6163,,,,,10,vial,,,,,10 Vials
6164,,,,,10,vial,,,,,10 Vials
7877,,,,,,,,,,,
7878,,,,,,,,,,,
2292,75,ml,,,,,,,,,75 ml
4044,60,ml,,,,,,,,,60 ml
4045,60,ml,,,,,,,,,60 ml
4093,10,Pill,,,,,,,,,10 Pills
4094,10,Pill,,,,,,,,,10 Pills
3990,50,ml,,,,,,,,,50 ml
4464,100,ml,,,,,,,,,100 ml
2243,,,,,1,vial,1,ampule,,,1 vial and 1 ampule
2370,,,,,25,Bottle,,,,,25 Bottles
2564,,,,,1,vial,1,ampule,,,1 vial and 1 ampule
5754,,,,,50,vial,,,,,50 Vials
3624,,,,,10,vial,,,,,10 Vials
4035,,,,,10,vial,,,,,10 Vials
5752,,,,,50,vial,,,,,50 Vials
2023,,,,,10,vial,,,,,10 Vials
2217,10,ml,,,1,vial,,,,,1 vial of 10 ml
2218,3.5,ml,,,1,vial,,,,,1 vial of 3.5 ml
2229,,,,,1,vial,,,,,1 Vial
2230,2,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of 2 ml
2373,,,,,25,Bottle,,,,,25 Bottles
2392,10,ml,,,1,vial,,,,,1 vial of 10 ml
2550,3.5,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of 3.5 ml
3374,,,,,1,vial,,,,,1 Vial
3375,,,,,1,vial,,,,,1 Vial
3623,,,,,10,vial,,,,,10 Vials
4194,10,ml,,,1,Opat kit,,,,,Opat kit:1 Vial of sterile powder + 1 ampoule of 10ml solvent WFI + 1 syringe + 2 needles+ swab+ banadage
4195,3.5,ml,,,1,Opat kit,,,,,Opat kit:1 Vial of sterile powder + 1 ampoule of 3.5ml solvent lidocaine + 1 syringe + 2 needles+ swab+ bandage
4196,,,,,1,Opat kit,,,,,Opat kit:1 Vial of sterile powder + 1 ampoule of 2ml solvent lidocaine + 1 syringe + 2 needles+ swab+ bandage
4197,,,,,1,Opat kit,,,,,Opat kit:1 Vial of sterile powder + 1 ampoule of 5ml solvent WFI + 1 syringe + 2 needles+ swab+ bandage
4254,,,,,10,vial,,,,,10 Vials
4255,,,,,10,vial,,,,,10 Vials
4265,,,,,50,vial,,,,,50 Vials
4713,10,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of 10 ml
4714,5,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of 5 ml
4826,10,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of 10 ml
4841,3.5,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of 3.5 ml
4842,2,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of 2 ml
4907,3.5,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of 3.5 ml
5750,,,,,50,vial,,,,,50 Vials
5760,10,ml,,,1,vial,1,non stated,,,1 vial and 1 non stated of 10 ml of solvent
6218,,,,,1,vial,1,ampule,,,1 vial and 1 ampule
6219,,,,,1,vial,1,ampule,,,1 vial and 1 ampule
6569,3.5,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of 3.5 ml
7377,3.5,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of 3.5 ml
7378,,,,,1,non stated,,,,,1 non stated
7379,,,,,10,vial,,,,,10 Vials
7380,10,ml,,,1,Opat kit,,,,,Opat kit:1 Vial of sterile powder + 1 ampoule of 10ml solvent WFI + 1 syringe + 2 needles+ swab+ banadage
7381,3.5,ml,,,1,Opat kit,,,,,Opat kit:1 Vial of sterile powder + 1 ampoule of 3.5ml solvent lidocaine + 1 syringe + 2 needles+ swab+ bandage
7483,2,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of 2 ml
7879,,,,,,,,,,,
7880,,,,,,,,,,,
7881,,,,,,,,,,,
7882,,,,,,,,,,,
7883,,,,,,,,,,,
7884,,,,,,,,,,,
7885,,,,,,,,,,,
7886,,,,,,,,,,,
5555,10,ml,,,1,vial,,,,,1 vial of 10 ml
2021,30,ml,,,,,,,,,30 ml
2022,60,ml,,,,,,,,,60 ml
2084,30,ml,,,,,,,,,30 ml
2101,6,Pill,,,,,,,,,6 Pills
2102,6,Pill,,,,,,,,,6 Pills
2103,60,ml,,,,,,,,,60 ml
2251,30,ml,,,,,,,,,30 ml
2265,60,ml,,,,,,,,,60 ml
2266,5,Pill,,,,,,,,,5 Pills
2623,6,Pill,,,,,,,,,6 Pills
2624,60,ml,,,,,,,,,60 ml
3403,30,ml,,,,,,,,,30 ml
3615,6,Pill,,,,,,,,,6 Pills
3616,8,Pill,,,,,,,,,8 Pills
3639,10,Pill,,,,,,,,,10 Pills
3822,60,ml,,,,,,,,,60 ml
4036,120,ml,,,,,,,,,120 ml
4232,5,Pill,,,,,,,,,5 Pills
4758,5,Pill,,,,,,,,,5 Pills
4850,14,Pill,,,,,,,,,14 Pills
5556,6,Pill,,,,,,,,,6 Pills
5557,30,ml,,,,,,,,,30 ml
5558,60,ml,,,,,,,,,60 ml
5685,8,Pill,,,,,,,,,8 Pills
7105,60,ml,,,,,,,,,60 ml
7887,,,,,,,,,,,
8306,,,,,,,,,,,
2025,10,Pill,,,,,,,,,10 Pills
2026,50,ml,,,,,,,,,50 ml
2497,10,Pill,,,,,,,,,10 Pills
2498,100,ml,,,,,,,,,100 ml
2679,50,ml,,,,,,,,,50 ml
2750,10,Pill,,,,,,,,,10 Pills
5369,10,Pill,,,,,,,,,10 Pills
7888,,,,,,,,,,,
2611,40,ml,,,,,,,,,40 ml
2612,80,ml,,,,,,,,,80 ml
2696,10,Pill,,,,,,,,,10 Pills
4899,100,ml,,,,,,,,,100 ml
5088,50,ml,,,,,,,,,50 ml
5165,10,Pill,,,,,,,,,10 Pills
5529,10,Pill,,,,,,,,,10 Pills
5530,80,ml,,,,,,,,,80 ml
5531,40,ml,,,,,,,,,40 ml
7889,,,,,,,,,,,
7890,,,,,,,,,,,
6135,,,,,10,vial,,,,,10 Vials
3421,10,ml,,,1,vial,1,non stated,,,1 vial and 1 non stated of 10 ml of solvent
3593,,,,,1,vial,,,,,1 vial
3594,,,,,1,vial,,,,,1 vial
5011,,,,,10,vial,,,,,10 Vials
5907,,,,,1,vial,,,,,1 vial
7891,,,,,,,,,,,
4037,,,,,1,vial,,,,,1 Vial
4054,,,,,10,vial,,,,,10 Vials
4256,,,,,1,vial,,,,,1 vial
4257,,,,,1,vial,,,,,1 vial
4315,,,,,10,Bottle,,,,,10 Bottles
4329,,,,,1,vial,,,,,1 Vial
4440,,,,,10,vial,,,,,10 Vials
5043,,,,,10,vial,,,,,10 Vials
5044,,,,,10,vial,,,,,10 Vials
6591,,,,,3,vial,,,,,3 Vials
6673,300,ml,,,10,vial,,,,,10 vials of 30 ml each
6675,200,ml,,,10,vial,,,,,10 vials of 20 ml each
7353,,,,,1,vial,,,,,1 vial
7354,,,,,1,vial,,,,,1 vial
7375,,,,,1,vial,,,,,1 vial
7376,,,,,1,vial,,,,,1 vial
7892,,,,,,,,,,,
7893,,,,,,,,,,,
7894,,,,,,,,,,,
5062,,,,,1,vial,,,,,1 Vial
7443,,,,,1,vial,,,,,1 Vial
7895,,,,,,,,,,,
3586,,,,,1,vial,,,,,1 Vial
3887,,,,,10,vial,,,,,10 Vials
4190,,,,,10,vial,,,,,10 Vials
6397,,,,,5,vial,,,,,5 Vials
7896,,,,,,,,,,,
7897,,,,,,,,,,,
6590,,,,,10,vial,,,,,10 Vials
6566,,,,,10,vial,,,,,10 Vials
5585,,,,,10,vial,,,,,10 Vials
3099,1,Pill,,,,,,,,,"1,000 Pills"
3100,20,Pill,,,,,,,,,20 Pills
3126,100,ml,,,,,,,,,100 ml
7898,,,,,,,,,,,
2278,10,Pill,,,,,,,,,10 Pills
2279,16,Pill,,,,,,,,,16 Pills
2214,14,Pill,,,,,,,,,14 Pills
2313,14,Pill,,,,,,,,,14 Pills
2314,14,Pill,,,,,,,,,14 Pills
2976,14,Pill,,,,,,,,,14 Pills
3452,14,Pill,,,,,,,,,14 Pills
3744,60,ml,,,,,,,,,60 ml
3784,100,ml,,,,,,,,,100 ml
3984,14,Pill,,,,,,,,,14 Pills
4417,14,Pill,,,,,,,,,14 Pills
6112,15,ml,,,1,vial,,,,,1 vial of 15 ml
6113,14,Pill,,,,,,,,,14 Pills
6114,7,Pill,,,,,,,,,7 Pills
6115,60,ml,,,,,,,,,60 ml
6116,100,ml,,,,,,,,,100 ml
2042,6,Pill,,,,,,,,,6 Pills
2161,15,ml,,,,,,,,,15 ml
2162,6,Pill,,,,,,,,,6 Pills
2261,6,Pill,,,,,,,,,6 Pills
2262,15,ml,,,,,,,,,15 ml
2296,6,Pill,,,,,,,,,6 Pills
2884,6,Pill,,,,,,,,,6 Pills
3377,6,Pill,,,,,,,,,6 Pills
3378,15,ml,,,,,,,,,15 ml
3569,15,ml,,,,,,,,,15 ml
3582,6,Pill,,,,,,,,,6 Pills
3753,6,Pill,,,,,,,,,6 Pills
4286,6,Pill,,,,,,,,,6 Pills
4399,22.5,ml,,,,,,,,,22.5 ml
4548,6,Pill,,,,,,,,,6 Pills
4549,3,Pill,,,,,,,,,3 Pills
4610,3,Pill,,,,,,,,,3 Pills
6057,6,Pill,,,,,,,,,6 Pills
6058,3,Pill,,,,,,,,,3 Pills
6127,3,Pill,,,,,,,,,3 Pills
7899,,,,,,,,,,,
1966,16,Pill,,,,,,,,,16 Pills
1967,16,Pill,,,,,,,,,16 Pills
3978,,,,,1,ampule,,,,,1 Ampule
5192,16,Pill,,,,,,,,,16 Pills
5461,40,ml,,,10,ampule,,,,,10 ampules of 4 ml each
2503,20,ml,,,10,ampule,,,,,10 ampules of 2 ml each
7900,,,,,,,,,,,
7901,,,,,,,,,,,
2471,2,ml,,,1,vial,,,,,1 vial of 2 ml
3846,2,ml,,,1,vial,,,,,1 vial of 2 ml
5209,2,ml,,,1,vial,,,,,1 vial of 2 ml
5457,,,,,6,ampule,,,,,6 Ampules
7304,10,ml,,,5,vial,,,,,5 vials of 2 ml each
2627,10,Pill,,,,,,,,,10 Pills
3019,10,Pill,,,,,,,,,10 Pills
2031,10,Pill,,,,,,,,,10 Pills
2110,10,Pill,,,,,,,,,10 Pills
2244,10,Pill,,,,,,,,,10 Pills
2291,10,Pill,,,,,,,,,10 Pills
2299,12,Pill,,,,,,,,,12 Pills
2388,10,Pill,,,1,Box,,,,,1 box of 10 pills
2590,10,Pill,,,,,,,,,10 Pills
2726,100,ml,,,,,,,,,100 ml
2733,10,Pill,,,,,,,,,10 Pills
3438,,,,,10,Packet / Sachet,,,,,10 Packets / Sachets
3728,100,ml,,,1,vial,,,,,1 vial of 100 ml
3729,,,,,10,Packet / Sachet,,,,,10 Packets / Sachets
3916,10,Pill,,,,,,,,,10 Pills
4375,,,,,10,Packet / Sachet,,,,,10 Packets / Sachets
4376,,,,,10,Packet / Sachet,,,,,10 Packets / Sachets
4895,5000,ml,,,50,Bag,,,,,50 bags of 100 ml each
4926,14,Pill,,,,,,,,,14 Pills
5643,10,Pill,,,,,,,,,10 Pills
5964,100,ml,,,1,non stated,,,,,1 non stated of 100 ml
6427,200,ml,,,1,Bag,,,,,1 bag of 200 ml
7902,,,,,,,,,,,
7903,,,,,,,,,,,
2941,14,Pill,,,,,,,,,14 Pills
2507,5,Pill,,,,,,,,,5 Pills
3009,7,Pill,,,,,,,,,7 Pills
3416,7,Pill,,,,,,,,,7 Pills
3417,5,Pill,,,,,,,,,5 Pills
3613,2000,ml,,,20,Bag,,,,,20 bags of 100 ml each
3791,7,Pill,,,,,,,,,7 Pills
3833,5,Pill,,,,,,,,,5 Pills
4437,7,Pill,,,,,,,,,7 Pills
4438,7,Pill,,,,,,,,,7 Pills
4447,100,ml,,,1,Bottle,,,,,1 bottle of 100 ml
4458,7,Pill,,,,,,,,,7 Pills
4502,7,Pill,,,,,,,,,7 Pills
4583,100,ml,,,1,vial,,,,,1 vial of 100 ml
4859,5,Pill,,,,,,,,,5 Pills
5451,7,Pill,,,,,,,,,7 Pills
5822,7,Pill,,,,,,,,,7 Pills
5981,100,ml,,,1,Bag,,,,,1 bag of 100 ml
6106,100,ml,,,1,vial,,,,,1 vial of 100 ml
7199,5,Pill,,,,,,,,,5 Pills
7200,5,Pill,,,,,,,,,5 Pills
7201,7,Pill,,,,,,,,,7 Pills
7326,7,Pill,,,,,,,,,7 Pills
7327,100,ml,,,1,Bottle,,,,,1 bottle of 100 ml
7904,,,,,,,,,,,
7905,,,,,,,,,,,
7906,,,,,,,,,,,
2354,5,Pill,,,,,,,,,5 Pills
2355,7,Pill,,,,,,,,,7 Pills
3386,1250,ml,,,5,Non-stated,,,,,5 non stated of 250 ml each
4268,5,Pill,,,,,,,,,5 Pills
5820,7,Pill,,,,,,,,,7 Pills
6182,250,ml,,,1,Bag,,,,,1 bag of 250 ml
6191,7,Pill,,,,,,,,,7 Pills
7907,,,,,,,,,,,
7908,,,,,,,,,,,
4020,5,Pill,,,,,,,,,5 Pills
7909,,,,,,,,,,,
7910,,,,,,,,,,,
2956,20,Pill,,,,,,,,,20 Pills
4967,10,Pill,,,,,,,,,10 Pills
5207,20,Pill,,,,,,,,,20 Pills
2232,,,,,1,vial,,,,,1 Vial
3472,,,,,1,vial,,,,,1 Vial
3927,,,,,1,vial,,,,,1 Vial
3980,,,,,1,vial,,,,,1 Vial
4469,,,,,1,vial,,,,,1 Vial
4712,,,,,1,vial,,,,,1 Vial
5478,,,,,10,vial,,,,,10 Vials
6194,,,,,1,vial,,,,,1 Vial
6617,,,,,10,vial,,,,,10 Vials
7911,,,,,,,,,,,
2547,3,ml,,,1,vial,,,,,1 vial of 3 ml
3619,3,ml,,,1,vial,,,,,1 vial of 3 ml
4946,3.2,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of 3.2 ml
4947,3.2,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of 3.2 ml
5825,,,,,1,vial,,,,,1 Vial
5965,,,,,1,vial,,,,,1 Vial
6171,,,,,10,vial,,,,,10 Vials
7301,,,,,30,vial,,,,,30 Vials
7912,,,,,,,,,,,
3371,4,Pill,,,,,,,,,4 Pills
4694,20,Pill,,,,,,,,,20 Pills
7913,,,,,,,,,,,
3722,,,,,1,Packet / Sachet,,,,,1 Packet / Sachet
7914,,,,,,,,,,,
4008,300,ml,,,,,,,,,300 ml
4225,20,Pill,,,,,,,,,20 Pills
5973,10,Pill,,,,,,,,,10 Pills
7915,,,,,,,,,,,
7916,,,,,,,,,,,
7917,,,,,,,,,,,
7918,,,,,,,,,,,
6493,,,,,1,vial,,,,,1 Vial
2317,1,Pill,,,,,,,,,1 Pill
2622,7,Pill,,,,,,,,,7 Pills
2938,10,Pill,,,,,,,,,10 Pills
2939,1,Pill,,,,,,,,,1 Pill
2940,35,ml,,,,,,,,,35 ml
3205,10,Pill,,,,,,,,,10 Pills
3206,1,Pill,,,,,,,,,1 Pill
3207,35,ml,,,,,,,,,35 ml
3339,1,Pill,,,,,,,,,1 Pill
3437,,,,,10,Packet / Sachet,,,,,10 Packets / Sachets
3474,1,Pill,,,,,,,,,1 Pill
3758,7,Pill,,,,,,,,,7 Pills
3782,1,Pill,,,,,,,,,1 Pill
4400,1,Pill,,,,,,,,,1 Pill
4446,2,Pill,,,,,,,,,2 Pills
4494,2,Pill,,,,,,,,,2 Pills
4495,10,Pill,,,,,,,,,10 Pills
5367,2,Pill,,,,,,,,,2 Pills
5727,1,Pill,,,,,,,,,1 Pill
5728,7,Pill,,,,,,,,,7 Pills
5963,100,ml,,,1,vial,,,,,1 vial of 100 ml
6292,100,ml,,,1,Bag,,,,,1 bag of 100 ml
7008,1,Pill,,,,,,,,,1 Pill
7022,10,Pill,,,,,,,,,10 Pills
7128,1,Pill,,,,,,,,,1 Pill
7919,,,,,,,,,,,
2997,16,Pill,,,,,,,,,16 Pills
2998,4,Pill,,,,,,,,,4 Pills
4271,15,Pill,,,,,,,,,15 Pills
4442,4,Pill,,,,,,,,,4 Pills
4443,15,Pill,,,,,,,,,15 Pills
6987,,,,,1,vial,,,,,1 Vial
7360,30,Pill,,,,,,,,,30 Pills
7920,,,,,,,,,,,
7921,,,,,,,,,,,
7922,,,,,,,,,,,
7923,,,,,,,,,,,
6332,24,Pill,,,,,,,,,24 Pills
6978,14,Pill,,,,,,,,,14 Pills
6979,,,,,1,vial,,,,,1 Vial
4293,,,,,1,vial,,,,,1 Vial
4294,,,,,1,vial,,,,,1 Vial
7924,,,,,,,,,,,
7925,,,,,,,,,,,
7926,,,,,,,,,,,
7927,,,,,,,,,,,
6606,,,,,1,non stated,,,,,1 Non Stated
7434,,,,,1,vial,,,,,1 Vial
7435,,,,,1,vial,,,,,1 Vial
7056,,,,,1,vial,,,,,1 Vial
1984,125,ml,,,,,,,,,125 ml
2017,,,,,5,non stated,,,,,5 Non Stated
2904,30,Pill,,,,,,,,,30 Pills
2905,40,Pill,,,,,,,,,40 Pills
2988,25,Pill,,,,,,,,,25 Pills
6022,40,Pill,,,,,,,,,40 Pills
6023,40,Pill,,,,,,,,,40 Pills
7928,,,,,,,,,,,
7929,,,,,,,,,,,
6728,,,,,1,vial,,,,,1 Vial
3429,50,Pill,,,,,,,,,50 Pills
4388,10,Pill,,,,,,,,,10 Pills
5470,10,Pill,,,,,,,,,10 Pills
5660,42,Pill,,,,,,,,,42 Pills
5817,10,Pill,,,,,,,,,10 Pills
5818,42,Pill,,,,,,,,,42 Pills
5709,60,Pill,,,,,,,,,60 Pills
6334,60,Pill,,,,,,,,,60 Pills
7930,,,,,,,,,,,
7224,,,,,1,vial,,,,,1 Vial
4533,60,Pill,,,,,,,,,60 Pills
4534,60,Pill,,,,,,,,,60 Pills
6541,60,Pill,,,,,,,,,60 Pills
6568,30,Pill,,,,,,,,,30 Pills
3431,30,Pill,,,,,,,,,30 Pills
6336,30,Pill,,,,,,,,,30 Pills
6444,30,Pill,,,,,,,,,30 Pills
6594,30,Pill,,,,,,,,,30 Pills
7052,30,Pill,,,,,,,,,30 Pills
6622,30,Pill,,,,,,,,,30 Pills
6623,30,Pill,,,,,,,,,30 Pills
6819,30,Pill,,,,,,,,,30 Pills
6820,30,Pill,,,,,,,,,30 Pills
7094,30,Pill,,,,,,,,,30 Pills
7095,30,Pill,,,,,,,,,30 Pills
7146,30,Pill,,,,,,,,,30 Pills
7147,30,Pill,,,,,,,,,30 Pills
7165,30,Pill,,,,,,,,,30 Pills
7166,30,Pill,,,,,,,,,30 Pills
7273,30,Pill,,,,,,,,,30 Pills
5902,30,Pill,,,,,,,,,30 Pills
4530,60,Pill,,,,,,,,,60 Pills
4540,30,Pill,,,,,,,,,30 Pills
6646,30,Pill,,,,,,,,,30 Pills
2226,10,Pill,,,,,,,,,10 Pills
3177,10,Pill,,,,,,,,,10 Pills
3504,10,Pill,,,,,,,,,10 Pills
6845,10,Pill,,,,,,,,,10 Pills
5897,28,Pill,,,,,,,,,28 Pills
6446,28,Pill,,,,,,,,,28 Pills
6445,28,Pill,,,,,,,,,28 Pills
4532,60,Pill,,,,,,,,,60 Pills
6521,60,Pill,,,,,,,,,60 Pills
4531,30,Pill,,,,,,,,,30 Pills
6441,30,Pill,,,,,,,,,30 Pills
6818,30,Pill,,,,,,,,,30 Pills
4997,60,Pill,,,,,,,,,60 Pills
4535,30,Pill,,,,,,,,,30 Pills
5780,30,Pill,,,,,,,,,30 Pills
6442,30,Pill,,,,,,,,,30 Pills
6411,30,Pill,,,,,,,,,30 Pills
6647,30,Pill,,,,,,,,,30 Pills
7931,,,,,,,,,,,
5139,30,Pill,,,,,,,,,30 Pills
6739,28,Pill,,,,,,,,,28 Pills
6774,28,Pill,,,,,,,,,28 Pills
7101,,,,,1,vial,,,,,1 Vial
2554,50,ml,,,,,,,,,50 ml
2555,100,ml,,,,,,,,,100 ml
2556,200,ml,,,,,,,,,200 ml
3908,50,ml,,,,,,,,,50 ml
4108,50,ml,,,,,,,,,50 ml
4109,100,ml,,,,,,,,,100 ml
4264,100,ml,,,,,,,,,100 ml
4366,200,ml,,,,,,,,,200 ml
4367,100,ml,,,,,,,,,100 ml
4515,50,ml,,,,,,,,,50 ml
5793,50,ml,,,,,,,,,50 ml
5794,25,ml,,,,,,,,,25 ml
5795,100,ml,,,,,,,,,100 ml
6238,5,ml,,,1,vial,,,,,1 vial of 5 ml
6239,10,ml,,,1,vial,,,,,1 vial of 10 ml
6240,20,ml,,,1,vial,,,,,1 vial of 20 ml
6558,200,ml,,,,,,,,,200 ml
6559,50,ml,,,,,,,,,50 ml
6560,100,ml,,,,,,,,,100 ml
6561,20,ml,,,1,vial,,,,,1 vial of 20 ml
6941,20,ml,,,1,vial,,,,,1 vial of 20 ml
6942,40,ml,,,1,vial,,,,,1 vial of 40 ml
2767,2,ml,,,1,Pre-filled syringe,,,,,1 prefilled syringe of 2 ml
4160,1,ml,,,1,vial,,,,,1 vial of 1 ml
4240,2,ml,,,1,Ampule,,,,,1 Ampule of 2 ml
4491,,,,,1,Pre-filled syringe,,,,,1 Pre-Filled Syringe
5634,1,ml,,,1,Pre-filled syringe,,,,,1 prefilled syringe of 1 ml
5677,,,,,1,Pre-filled syringe,,,,,1 Pre-Filled Syringe
5678,,,,,1,Pre-filled syringe,,,,,1 Pre-Filled Syringe
7932,,,,,,,,,,,
7933,,,,,,,,,,,
7934,,,,,,,,,,,
7935,,,,,,,,,,,
4075,0.5,ml,,,1,vial,,,,,1 vial of 0.5 ml
7936,,,,,,,,,,,
7937,,,,,,,,,,,
4002,0.5,ml,,,1,Pre-filled syringe,,,,,1 prefilled syringe of 0.5 ml and 2 needles
5536,0.5,ml,,,1,syringe,,,,,1 syringe of 0.5 ml
3767,0.5,ml,,,1,Pre-filled syringe,,,,,1 prefilled syringe of 0.5 ml and 1 needle
6781,0.5,ml,,,1,Pre-filled syringe,,,,,1 prefilled syringe of 0.5 ml
7337,0.5,ml,,,1,non stated,,,,,1 non stated of 0.5 ml
7938,,,,,,,,,,,
7939,,,,,,,,,,,
6960,0.5,ml,,,1,syringe,,,,,1 syringe of 0.5 ml
7399,0.5,ml,,,1,vial,,,,,1 vial of 0.5 ml
2139,30,Pill,,,,,,,,,30 Pills
4014,30,Pill,,,,,,,,,30 Pills
4015,30,Pill,,,,,,,,,30 Pills
6324,0.5,ml,,,1,Pre-filled syringe,,,,,1 prefilled syringe of 0.5 ml and 1 needle
