MoPHCode	RegistrationNumber	DrugName	Presentation	Agent	Manufacturer	Country	Public Price LL	Pharmacist Margin	Stratum	public price Decision 119/1 20230126	Responsible Party Name	Responsible Party Country	Exch_Dates
10014	67419/1	ALERJON	10ml	Abela Frères S.A.L.	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	528,130	23.08	A1	5.90	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	2/4/2025
3358	195035/04	ALEXAN	1	Khalil Fattal & Fils S.A.L.	Fareva Unterach GmbH	Austria	388,370	23.08	A1	4.34			2/4/2025
5327	221412/08	ALEXAN	1	Khalil Fattal & Fils S.A.L.	Fareva Unterach GmbH	Austria	2,848,946	23.08	B	31.83			2/4/2025
8306	185804/13	ALFOCIN	30	Benta Trading Co s.a.l.	Benta SAL	Lebanon	858,779	23.08	A2	9.60			2/4/2025
11203	103122/1	ALFUZOSINE BIOGARAN LP	30	Commercial and Trading Ressources SAL (CTR)	Holsten Pharma GmbH	Germany	1,115,389	23.08	A2	12.46	Laboratoires Biogaran	France	2/4/2025
9915	159015/1	ALGIFAST 400	12sachets	Pharmacie Al Sahel	Laboratorio De Aplicaciones Farmacodinamicas SA (FARDI)	Spain	473,033	23.08	A1	5.29	Laboratorio De Aplicaciones Farmacodinamicas SA (FARDI)	Spain	2/4/2025
10914	153620/1	ALGIFAST PEDIATRIC	100ml	Pharmacie Al Sahel	Laboratorio De Aplicaciones Farmacodinamicas SA (FARDI)	Spain	393,746	23.08	A1	4.40	Laboratorio De Aplicaciones Farmacodinamicas SA (FARDI)	Spain	2/4/2025
2107	208370/02	ALGIKEY	6Amp	Mediterranean Pharmaceutical Company	Laboratorios Serra Pamies SA	Spain	873,498	23.08	A2	9.76	Pharminicio SL	Spain	2/4/2025
4572	22575	ALGIN ADULTS	10	Pharmadex	Pharmadex	Lebanon	195,817	23.08	A1	2.19			2/4/2025
11083	72822/1	ALGIVIC	12	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-pha) SAL, Lebanon (Packing) Manufactured by Fulton Medicinali SpA, Italy	Lebanon	215,015	23.08	A1	2.40			2/4/2025
11084	72622/1	ALGIVIC	12	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-pha) SAL, Lebanon (Packing) Manufactured by Fulton Medicinali SpA, Italy	Lebanon	147,183	23.08	A1	1.64			2/4/2025
11085	72722/1	ALGIVIC INFANT	12	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-pha) SAL, Lebanon (Packing) Manufactured by Fulton Medicinali SpA, Italy	Lebanon	199,657	23.08	A1	2.23			2/4/2025
6484	218789/09	ALGOCOD	32 (16x2)	Pharmamedic S.A.R.L.	SMB Technology SA	Belgium	299,677	23.08	A1	3.35	SMB SA	Belgium	2/4/2025
6886	219452/09	ALGODOL	20	Pharmamedic S.A.R.L.	Mediphar Laboratories	Lebanon	317,403	23.08	A1	3.55			2/4/2025
10681	16621/1	ALGOMIEL COUGH SYRUP	100ml	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	639,925	23.08	A1	7.15	Algorithm S.A.L.	Lebanon	2/4/2025
10495	190019/1	ALIMTA	1vial	Droguerie de l'Union	Lilly France	France	16,854,009	19.35	D	188.31	Lilly France	France	2/4/2025
10494	189919/1	ALIMTA	1vial	Droguerie de l'Union	Lilly France	France	71,767,770	10.71	E1	801.87	Lilly France	France	2/4/2025
7987	120214/1	ALLERGODIL	6ml	Omnipharma	Tubilux Pharma SpA	Italy	709,549	23.08	A1	7.93	Meda Pharma GmbH & Co KG	Germany	2/4/2025
7877	166948/11	ALLERGODIL NASAL	10ml	Omnipharma	Madaus GmbH	Germany	657,139	23.08	A1	7.34	Meda Pharma GmbH & Co KG	Germany	2/4/2025
11089	115722/1	ALLOPURINOL BIOGARAN	28	Commercial and Trading Ressources SAL (CTR)	Delpharm Bretigny	France	107,507	23.08	A1	1.20	Laboratoires Biogaran	France	2/4/2025
11090	115622/1	ALLOPURINOL BIOGARAN	28	Commercial and Trading Ressources SAL (CTR)	Delpharm Bretigny	France	169,324	23.08	A1	1.89	Laboratoires Biogaran	France	2/4/2025
11091	115522/1	ALLOPURINOL BIOGARAN	28	Commercial and Trading Ressources SAL (CTR)	Delpharm Bretigny	France	212,327	23.08	A1	2.37	Laboratoires Biogaran	France	2/4/2025
8411	166818/11	ALMIRAL	50g	New Allpharma	Medochemie Ltd	Cyprus	396,434	23.08	A1	4.43	Medochemie Ltd	Cyprus	2/4/2025
8707	127715/1	ALMIRAL	10ampoules	New Allpharma	Medochemie Ltd	Cyprus	415,247	23.08	A1	4.64	Medochemie Ltd	Cyprus	2/4/2025
10527	21920/1	ALMOVITAE	6	Promopharm S.A.R.L.	SAG Manufacturing SLU	Spain	1,148,985	23.08	A2	12.84	Galenicum Health SL	Spain	2/4/2025
2755	974104/01	ALOPEXY	60ml	Mersaco	Pierre Fabre Medicament Production	France	532,162	23.08	A1	5.95	Pierre Fabre Dermatologie 	France	2/4/2025
5205	24332/06	ALOPEXY	60ml	Mersaco	Pierre Fabre Medicament Production	France	896,343	23.08	A2	10.02	Pierre Fabre Dermatologie 	France	2/4/2025
8286	55315/1	ALOXI	1Vial	Mersaco	Helsinn Birex Pharmaceuticals Ltd	Ireland	3,656,595	23.08	B	40.86	Helsinn Birex Pharmaceuticals Ltd	Ireland	2/4/2025
8890	70215/1	ALPEEN	10 vials	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	8,728,144	21.26	C	97.52	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	2/4/2025
9830	61819/1	ALPEEN	1 vials	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	1,127,036	23.08	B	12.59			2/4/2025
10774	4922/1	ALPEEN	5 vials	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	4,748,244	23.08	B	53.05			2/4/2025
10775	108621/1	ALPEEN	1vial	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	4,036,903	23.08	B	45.11			2/4/2025
11473	91122/1	ALPEEN	1Vial	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	11,210,836	19.35	D	125.26			2/4/2025
11692	129323/1	ALPEEN	3Vials	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	10,661,285	19.35	D	119.12			2/4/2025
4098	24140/06	ALPHAGAN P	5ml	Mersaco	Allergan	USA	1,001,163	23.08	A2	11.19			2/4/2025
11730	85723/1	ALPHAGAN P	5ml	Mersaco	Allergan	USA	1,001,163	23.08	A2	11.19	Abbvie Inc	USA	2/4/2025
11580	119320/1	ALPHANOVA	5ml	Macromed S.A.R.L.	Orchidia Pharmaceutical Industries	Egypt	599,354	23.08	A1	6.70	Orchidia Pharmaceutical Industries	Egypt	2/4/2025
11094	98622/1	ALPRAZOLAM BIOGARAN	30	Commercial and Trading Ressources SAL (CTR)	Egis Pharmaceuticals PLC	Hungary	169,324	23.08	A1	1.89	Laboratoires Biogaran	France	2/4/2025
11095	98522/1	ALPRAZOLAM BIOGARAN	30	Commercial and Trading Ressources SAL (CTR)	Egis Pharmaceuticals PLC	Hungary	115,570	23.08	A1	1.29	Laboratoires Biogaran	France	2/4/2025
4239	195348/04	ALPROX	30	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	895,895	23.08	A2	10.01			2/4/2025
4332	148305/03	ALPROX	30	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	383,955	23.08	A1	4.29			2/4/2025
10377	138419/1	ALTEBREL	4prefilled syringes	Lebiran SARL	Aryogen Pharmed	Iran	14,833,767	10.71	E1	165.74	Aryogen Pharmed	Iran	2/4/2025
10410	138519/1	ALTEBREL	4pre-filled syringes	Lebiran SARL	Aryogen Pharmed	Iran	27,383,989	19.35	D	305.97	Aryogen Pharmed	Iran	2/4/2025
10146	22720/1	ALTO D 10.000	30	Al Hikma Baalbek Pharmacy	Benta SAL	Lebanon	895,895	23.08	A2	10.01			2/4/2025
10697	73321/1	ALTUM	10	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	712,620	23.08	A2	7.96			2/4/2025
10251	81320/1	ALTUM-D3	30	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	561,342	23.08	A2	6.27			2/4/2025
10442	79720/1	ALUNBRIG	28	Century Pharma SAL	Takeda Austria GmbH	Austria	113,539,160	2.44	E2	1,268.59	Takeda Pharma AS	Denmark	2/4/2025
10443	79820/1	ALUNBRIG	28	Century Pharma SAL	Takeda Austria GmbH	Austria	340,619,684	2.44	E2	3,805.81	Takeda Pharma AS	Denmark	2/4/2025
10444	79920/1	ALUNBRIG	28	Century Pharma SAL	Takeda Austria GmbH	Austria	449,469,674	2.44	E2	5,022.01	Takeda Pharma AS	Denmark	2/4/2025
4725	27567/94	ALURIC	30	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	175,339	23.08	A1	1.96			2/4/2025
5175	24510/07	ALVIGO	60	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	1,204,339	23.08	A2	13.46			2/4/2025
10328	138619/1	ALVOCADE	1Vial	Lebiran SARL	Nano Fanavaran Darouei Alvand Co (Nano Alvand)	Iran	14,169,600	19.35	D	158.32	Nano Fanavaran Darouei Alvand Co (Nano Alvand)	Iran	2/4/2025
6088	219521/09	ALZEPIL	30	Pharmapro	Mediphar Laboratories	Lebanon	1,406,555	23.08	B	15.72			2/4/2025
6089	219522/09	ALZEPIL	30	Pharmapro	Mediphar Laboratories	Lebanon	1,908,256	23.08	B	21.32			2/4/2025
10879	28022/1	AMARYL	30	Mersaco	Sanofi SRL	Italy	231,141	23.08	A1	2.58	Sanofi Aventis Deutschland GmbH	Germany	2/4/2025
10880	27922/1	AMARYL	30	Mersaco	Sanofi SRL	Italy	233,829	23.08	A1	2.61	Sanofi Aventis Deutschland GmbH	Germany	2/4/2025
10881	27822/1	AMARYL	30	Mersaco	Sanofi SRL	Italy	392,402	23.08	A1	4.38	Sanofi Aventis Deutschland GmbH	Germany	2/4/2025
10882	27722/1	AMARYL	30	Mersaco	Sanofi SRL	Italy	392,402	23.08	A1	4.38	Sanofi Aventis Deutschland GmbH	Germany	2/4/2025
9985	20319/1	AMBISOME	1	Khalil Fattal & Fils S.A.L.	Gilead Sciences Ireland UC	Ireland	13,126,040	21.26	C	146.66	Gilead Sciences Ireland UC	Ireland	2/4/2025
6706	219295/09	AMEPRIDE	30	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	137,072	23.08	A1	1.53	The United Pharmaceutical Manufacturing Co Ltd	Jordan	2/4/2025
6707	219296/09	AMEPRIDE	30	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	139,760	23.08	A1	1.56	The United Pharmaceutical Manufacturing Co Ltd	Jordan	2/4/2025
6708	219297/09	AMEPRIDE	30	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	215,015	23.08	A1	2.40	The United Pharmaceutical Manufacturing Co Ltd	Jordan	2/4/2025
6709	219298/09	AMEPRIDE	30	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	215,015	23.08	A1	2.40	The United Pharmaceutical Manufacturing Co Ltd	Jordan	2/4/2025
10853	95517/1	AMICINE	5Vials	Bellapharma S.A.R.L.	MS Pharma	Jordan	1,749,683	23.08	B	19.55	MS Pharma	Jordan	2/4/2025
6180	24701/07	AMIKACIN SULPHATE	1vialx2ml	Medi drug International SAL (MDI)	Anfarm Hellas SA	Greece	372,244	23.08	A1	4.16	Anfarm Hellas SA	Greece	2/4/2025
4416	2237/94	AMINOPHYLLINE	100	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	445,388	23.08	A1	4.98			2/4/2025
4583	2721	AMINOPHYLLINE ADULTS	10	Pharmadex	Pharmadex	Lebanon	244,451	23.08	A1	2.73			2/4/2025
4593	2722	AMINOPHYLLINE CHILDREN	10	Pharmadex	Pharmadex	Lebanon	203,496	23.08	A1	2.27			2/4/2025
2127	G0344/91	AMINOPHYLLINE RENAUDIN	bt 10Ampoules	Minapharm Halabi	Renaudin 	France	739,113	23.08	A2	8.26	Renaudin 	France	2/4/2025
8409	105015/1	AMINOPLASMAL B. BRAUN	500ml	Droguerie de l'Union	B. Braun Melsungen AG	Germany	1,036,103	23.08	A2	11.58	B. Braun Melsungen AG	Germany	2/4/2025
2473	261021	AMINOVEN 10%	500ml	Benta Trading Co s.a.l.	Fresenius Kabi Austria GmbH	Austria	951,440	23.08	A2	10.63			2/4/2025
6831	97018/12	AMINOVEN INFANT	1x100ml	Benta Trading Co s.a.l.	Fresenius Kabi Austria GmbH	Austria	880,217	23.08	A2	9.83	Fresenius Kabi Deutschland GmbH	Germany	2/4/2025
11398	17123/1	AMIODARONE BIOGARAN	30	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France	345,368	23.08	A1	3.86	Laboratoires Biogaran	France	2/4/2025
10779	154820/1	AMLINE	30	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	358,358	23.08	A1	4.00			2/4/2025
10780	154920/1	AMLINE	30	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	662,962	23.08	A1	7.41			2/4/2025
7746	97698/11	AMLO TAD	50	Pharmamedic S.A.R.L.	Kr Ka, d.d, Novo Mesto	Slovenia	744,489	23.08	A2	8.32	Tad Pharma GmbH	Germany	2/4/2025
5074	24384/06	AMLOCARD	30	Benta Trading Co s.a.l.	Benta SAL	Lebanon	473,545	23.08	A1	5.29			2/4/2025
7347	97882/12	AMLOCARD 10	30	Benta Trading Co s.a.l.	Benta SAL	Lebanon	870,298	23.08	A2	9.72			2/4/2025
5586	221157/08	AMLODAR 10	28	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	671,921	23.08	A1	7.51			2/4/2025
5585	221156/08	AMLODAR 5	28	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	362,837	23.08	A1	4.05			2/4/2025
7273	186364/13	AMLODIPINE ARROW	30	Darapharma S.A.L.	Inpharmasci SAS	Greece	462,282	23.08	A1	5.17	Arrow Génériques	France	2/4/2025
7274	186365/13	AMLODIPINE ARROW	30	Darapharma S.A.L.	Inpharmasci SAS	France	462,282	23.08	A1	5.17	Arrow Génériques	France	2/4/2025
11766	69321/1	AMLODIPINE BIOGARAN	30	Commercial and Trading Ressources SAL (CTR)	Bluepharma Industria Farmaceutica SA	Portugal	462,282	23.08	A1	5.17	Laboratoires Biogaran	France	2/4/2025
11767	69421/1	AMLODIPINE BIOGARAN	30	Commercial and Trading Ressources SAL (CTR)	Bluepharma Industria Farmaceutica SA	Portugal	462,282	23.08	A1	5.17	Laboratoires Biogaran	France	2/4/2025
11871	150821/1	AMLODIPINE/VALSARTAN ARROW	30	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	807,649	23.08	A2	9.02	Arrow Génériques	France	2/4/2025
11872	150921/1	AMLODIPINE/VALSARTAN ARROW	30	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	923,220	23.08	A2	10.32	Arrow Génériques	France	2/4/2025
11873	151021/1	AMLODIPINE/VALSARTAN ARROW	30	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	923,220	23.08	A2	10.32	Arrow Génériques	France	2/4/2025
8570	1615/1	AMLOKEY	30	Mediterranean Pharmaceutical Company	Industria Quimica Farmaceutica Vir SA	Spain	397,777	23.08	A1	4.44	Industria Quimica Farmaceutica Vir SA	Spain	2/4/2025
5266	222226/07	AMLOPHAR	30	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	388,370	23.08	A1	4.34			2/4/2025
3531	195452/04	AMLOR	30	Mectapharm S.A.L.	Fareva Amboise	France	560,382	23.08	A1	6.26			2/4/2025
11926	35322/1	AMLOR	30	Mectapharm S.A.L.	Fareva Amboise	France	560,382	23.08	A1	6.26	Pfizer PFE	France	2/4/2025
6407	167489/10	AMLORINE 10	30	Droguerie Columbus	Remedica Ltd 	Cyprus	959,504	23.08	A2	10.72	Remedica Ltd 	Cyprus	2/4/2025
6471	167490/10	AMLORINE 5	30	Droguerie Columbus	Remedica Ltd 	Cyprus	388,370	23.08	A1	4.34	Remedica Ltd 	Cyprus	2/4/2025
1129	38872/96	AMOCLAN	100ml	Droguerie de l'Union	Al-Hikma Pharmaceuticals	Jordan	159,917	23.08	A1	1.79			2/4/2025
1131	38874/96	AMOCLAN	20	Droguerie de l'Union	Al-Hikma Pharmaceuticals	Jordan	259,362	23.08	A1	2.90			2/4/2025
1104	973992/02	AMOCLAN BID	14	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	456,906	23.08	A1	5.11			2/4/2025
1105	208366/02	AMOCLAN BID	70ml	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	278,175	23.08	A1	3.11			2/4/2025
1106	208365/02	AMOCLAN BID	70ml	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	345,368	23.08	A1	3.86			2/4/2025
5384	221974/09	AMOCLAN BID	75ml	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	507,972	23.08	A1	5.68	Hikma Pharmaceuticals	Jordan	2/4/2025
8838	54014/1	AMOCLAN BID	18	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	892,311	23.08	A2	9.97	Hikma Pharmaceuticals	Jordan	2/4/2025
1130	38873/96	AMOCLAN FORTE	100ml	Droguerie de l'Union	Al-Hikma Pharmaceuticals	Jordan	288,926	23.08	A1	3.23			2/4/2025
1132	38875/96	AMOCLAN FORTE	15	Droguerie de l'Union	Al-Hikma Pharmaceuticals	Jordan	170,668	23.08	A1	1.91			2/4/2025
6256	167177/10	AMOPRO	28	Food & Drug Corporation FDC	SAJA- Saudi Arabia Japanese Pharmaceutical Co	Saudi Arabia	362,837	23.08	A1	4.05	SAJA- Saudi Arabia Japanese Pharmaceutical Co	Saudi Arabia	2/4/2025
9157	59217/1	AMOROLFINE BGR	Flacon de 2.5ml	Commercial and Trading Ressources SAL (CTR)	Stradis	France	753,896	23.08	A2	8.42	Laboratoires Biogaran	France	2/4/2025
10335	52520/1	AMOS	4	Raymond Georges Abou Adal & Co	CMG Pharmaceutical Co Ltd, Republic of Korea, for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	2,175,745	23.08	B	24.31			2/4/2025
10429	74120/1	AMOS	4	Raymond Georges Abou Adal & Co	CMG Pharmaceutical Co Ltd, Republic of Korea, for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	1,662,781	23.08	B	18.58			2/4/2025
10845	34122/1	AMOS	14	Raymond Georges Abou Adal & Co	CMG Pharmaceutical Co Ltd, Republic of Korea, for Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	2,743,998	23.08	B	30.66			2/4/2025
899	MP1328/93	AMOXICILLIN	10x100Blis	Droguerie Columbus	Remedica Ltd 	Cyprus	6,199,145	23.08	B	69.26			2/4/2025
3944	195254/04	AMOXICILLINA/ ACIDO CLAVULANICO	Box of 100Vials	Medi drug International SAL (MDI)	Laboratorio Reig Jofre SA	Spain	16,577,136	19.35	D	185.22			2/4/2025
11800	69124/1	AMOXICILLINE ARROW LAB	30	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	564,414	23.08	A1	6.31	Arrow Génériques	France	2/4/2025
11801	69024/1	AMOXICILLINE ARROW LAB	30	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	940,690	23.08	A2	10.51	Arrow Génériques	France	2/4/2025
7598	186998/14	AMOXICILLINE INJ.	10	Minapharm Halabi	Panpharma	France	1,173,175	23.08	A2	13.11	Panpharma	France	2/4/2025
2137	E0343/91	AMOXICILLINE PANPHARMA	25	Minapharm Halabi	Panpharma	France	2,734,719	23.08	B	30.56	Panpharma	France	2/4/2025
10421	45820/1	AMOXICLAV-ORBUCELL	Box of 50Vials	Medi drug International SAL (MDI)	Packed by Pharmadex Lebanon under license from Orbucell pharma Canada	Lebanon	7,433,691	21.26	C	83.06			2/4/2025
4615	148352	AMOXIDREX	20	Pharmadex	Pharmadex	Lebanon	254,690	23.08	A1	2.85			2/4/2025
4626	974052	AMOXIDREX	100ml	Pharmadex	Pharmadex	Lebanon	284,127	23.08	A1	3.17			2/4/2025
11182	130622/1	AMOXIDREX	1000	Pharmadex	Pharmadex	Lebanon	7,332,097	21.26	C	81.92			2/4/2025
893	01912A	AMOXYCILLIN	500's (50x10)	Levant Alie Houses S.A.L.	Vogen Laboratories Ltd	Cyprus	4,073,187	23.08	B	45.51			2/4/2025
4604	2776	AMOXYCILLIN	60ml	Pharmadex	Pharmadex	Lebanon	166,381	23.08	A1	1.86			2/4/2025
4507	973025	AMOXYDIL	60ml	Mephico S.A.L.	Mephico SAL	Lebanon	142,063	23.08	A1	1.59			2/4/2025
4518	973921	AMOXYDIL	60ml	Mephico S.A.L.	Mephico SAL	Lebanon	218,854	23.08	A1	2.45			2/4/2025
4637	23	AMPICILLIN	60ml	Pharmadex	Pharmadex	Lebanon	174,060	23.08	A1	1.94			2/4/2025
4643	24	AMPICILLIN	60ml	Pharmadex	Pharmadex	Lebanon	206,056	23.08	A1	2.30			2/4/2025
2139	E0980/92	AMPICILLINE PANPHARMA	25 Vials	Minapharm Halabi	Panpharma	France	1,944,540	23.08	B	21.73	Panpharma	France	2/4/2025
2140	A0341/91	AMPICILLINE PANPHARMA	25 Vials	Minapharm Halabi	Panpharma	France	2,857,009	23.08	B	31.92	Panpharma	France	2/4/2025
1352	973940/02	AMYDRAMINE	120ml	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	133,040	23.08	A1	1.49			2/4/2025
10545	30020/1	ANAGRELIDE BIOGARAN	100	Commercial and Trading Ressources SAL (CTR)	Noucor Health SA	Spain	15,754,068	19.35	D	176.02	Laboratoires Biogaran	France	2/4/2025
11165	21122/1	ANASTROZOL GP PHARM	28	Mediterranean Pharmaceutical Company	GP-Pharm, SA	Spain	1,181,238	23.08	A2	13.20	Mabo-Farma SAU	Spain	2/4/2025
11017	51322/1	ANASTROZOLE BIOGARAN	30	Commercial and Trading Ressources SAL (CTR)	Synthon Hispania SL	Spain	3,800,387	23.08	B	42.46	Laboratoires Biogaran	France	2/4/2025
7389	185958/13	ANDARAN 	28	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	856,362	23.08	A2	9.57			2/4/2025
7390	185959/13	ANDARAN 	28	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	856,362	23.08	A2	9.57			2/4/2025
7386	185988/13	ANDARAN PLUS	28	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	544,586	23.08	A1	6.08			2/4/2025
7387	185989/13	ANDARAN PLUS	28	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	856,362	23.08	A2	9.57			2/4/2025
7388	185987/13	ANDARAN PLUS	28	Khalil Fattal & Fils S.A.L.	Pharmaline (Packing) under license from Sandoz, Austria	Lebanon	544,586	23.08	A1	6.08			2/4/2025
11754	88422/1	ANDAZOL	6	BroadMed SAL	Biofarma Ilac San. ve Tic. AS	Turkey	302,365	23.08	A1	3.38	Biofarma Ilac San. ve Tic. AS	Turkey	2/4/2025
6822	218835/09	ANDESART 16	30	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Co. (JPM)	Jordan	665,202	23.08	A1	7.43	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan	2/4/2025
6823	218834/09	ANDESART 8	30	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Co. (JPM)	Jordan	498,566	23.08	A1	5.57	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan	2/4/2025
7555	187342/13	ANESTOCIL	10ml	Abela Frères S.A.L.	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	442,124	23.08	A1	4.94	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	2/4/2025
7045	167488/10	ANGINET	30	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	387,027	23.08	A1	4.32	The United Pharmaceutical Manufacturing Co Ltd	Jordan	2/4/2025
7046	167487/10	ANGINET	30	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	544,256	23.08	A1	6.08	The United Pharmaceutical Manufacturing Co Ltd	Jordan	2/4/2025
3847	26814	ANGINOVA	20	Elite Pharma SARL	Rottendorf Pharma GmbH	Germany	349,399	23.08	A1	3.90	Medinova AG	Switzerland	2/4/2025
2576	20112	ANGINOVAG	10ml	Spephal S.A.L.	Ferrer Internacional SA	Spain	651,764	23.08	A1	7.28			2/4/2025
10009	151718/1	ANGIOFLUX	50	Pharmamedic S.A.R.L.	Mipharm SpA	Italy	2,026,514	23.08	B	22.64	Aesculapius Farmaceutici SRL	Italy	2/4/2025
10223	83617/1	ANGIOSAR	30	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	857,372	23.08	A2	9.58	Dar Al Dawa Development & Investment Co Ltd	Jordan	2/4/2025
11374	1181/1	ANGIOSAR PLUS 	30	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	1,689,210	23.08	B	18.87	Dar Al Dawa Development & Investment Co Ltd	Jordan	2/4/2025
10193	15319/1	ANODYNE 500	10	Ibn Sina Pharm SARL	Aburaihan Pharmaceutical Company	Iran	342,680	23.08	A1	3.83	Aburaihan Pharmaceutical Company	Iran	2/4/2025
10145	119619/1	ANORO ELLIPTA	30doses	Abela Frères S.A.L.	Pharmaline SAL Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon	4,950,984	23.08	B	55.32			2/4/2025
7730	186054/13	ANSIMAR	200ml	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy	550,975	23.08	A1	6.16	ABC Farmaceutici SpA- ABC International Division	Italy	2/4/2025
7731	186055/13	ANSIMAR	20	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy	544,256	23.08	A1	6.08	ABC Farmaceutici SpA- ABC International Division	Italy	2/4/2025
4573	22322	ANTALPEN	20	Pharmadex	Pharmadex	Lebanon	285,407	23.08	A1	3.19			2/4/2025
4575	19218	ANTALPEN	60ml	Pharmadex	Pharmadex	Lebanon	174,060	23.08	A1	1.94			2/4/2025
4644	19215	ANTALPEN	16	Pharmadex	Pharmadex	Lebanon	218,854	23.08	A1	2.45			2/4/2025
4574	19812	ANTALPEN FORTE	60ml	Pharmadex	Pharmadex	Lebanon	206,056	23.08	A1	2.30			2/4/2025
7930	116214/1	ANTIPAN	5Ampoules x 1ml	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	355,798	23.08	A1	3.98			2/4/2025
9086	63317/1	ANTIPAN	50Ampoules x 1ml	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	2,557,140	23.08	B	28.57			2/4/2025
6267	167816/11	ANTIPLEX	30	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	1,295,464	23.08	A2	14.47	Dar Al Dawa Development & Investment Co Ltd	Jordan	2/4/2025
11924	33623/1	ANTROLIN	30g	L. Pharm SAL	New F.A. DEM SRL	Italy	1,333,092	23.08	A2	14.89	Neopharmed Gentili SpA	Italy	2/4/2025
4364	208365/97	ANXYL	20	Mediphar	Mediphar Laboratories	Lebanon	167,660	23.08	A1	1.87			2/4/2025
